study_id,participant_id,phase,condition,hit,fa
3,038,post-conditioning,CSp,0.63,0.43
3,038,pre-conditioning,CSm,0.9,0.48
3,038,pre-conditioning,CSp,0.67,0.43
3,040,conditioning,CSm,0.77,0.29
3,040,conditioning,CSp,0.93,0.28
3,040,post-conditioning,CSm,0.57,0.29
3,040,post-conditioning,CSp,0.63,0.28
3,040,pre-conditioning,CSm,0.87,0.29
3,040,pre-conditioning,CSp,0.83,0.28
3,041,conditioning,CSm,0.5,0.08
3,041,conditioning,CSp,0.77,0.16
3,041,post-conditioning,CSm,0.37,0.08
3,041,post-conditioning,CSp,0.43,0.16
3,041,pre-conditioning,CSm,0.6,0.08
3,041,pre-conditioning,CSp,0.63,0.16
3,042,conditioning,CSm,0.7,0.29
3,042,conditioning,CSp,0.7,0.12
3,042,post-conditioning,CSm,0.67,0.29
3,042,post-conditioning,CSp,0.4,0.12
3,042,pre-conditioning,CSm,0.87,0.29
3,042,pre-conditioning,CSp,0.77,0.12
3,043,conditioning,CSm,1,0.07
3,043,conditioning,CSp,1,0.19
3,043,post-conditioning,CSm,0.53,0.07
3,043,post-conditioning,CSp,0.77,0.19
3,043,pre-conditioning,CSm,0.77,0.07
3,043,pre-conditioning,CSp,0.8,0.19
3,044,conditioning,CSm,0.7,0.27
3,044,conditioning,CSp,0.83,0.27
3,044,post-conditioning,CSm,0.53,0.27
3,044,post-conditioning,CSp,0.63,0.27
3,044,pre-conditioning,CSm,0.87,0.27
3,044,pre-conditioning,CSp,0.83,0.27
3,045,conditioning,CSm,0.53,0.14
3,045,conditioning,CSp,0.67,0.12
3,045,post-conditioning,CSm,0.47,0.14
3,045,post-conditioning,CSp,0.5,0.12
3,045,pre-conditioning,CSm,0.67,0.14
3,045,pre-conditioning,CSp,0.7,0.12
3,046,conditioning,CSm,0.53,0.23
3,046,conditioning,CSp,0.83,0.28
3,046,post-conditioning,CSm,0.6,0.23
3,046,post-conditioning,CSp,0.5,0.28
3,046,pre-conditioning,CSm,0.8,0.23
3,046,pre-conditioning,CSp,0.77,0.28
3,047,conditioning,CSm,0.63,0.14
3,047,conditioning,CSp,0.83,0.13
3,047,post-conditioning,CSm,0.63,0.14
3,047,post-conditioning,CSp,0.83,0.13
3,047,pre-conditioning,CSm,0.37,0.14
3,047,pre-conditioning,CSp,0.53,0.13
3,048,conditioning,CSm,0.63,0.19
3,048,conditioning,CSp,0.9,0.2
3,048,post-conditioning,CSm,0.33,0.19
3,048,post-conditioning,CSp,0.53,0.2
3,048,pre-conditioning,CSm,0.4,0.19
3,048,pre-conditioning,CSp,0.77,0.2
3,050,conditioning,CSm,0.6,0.19
3,050,conditioning,CSp,0.7,0.27
3,050,post-conditioning,CSm,0.8,0.19
3,050,post-conditioning,CSp,0.77,0.27
3,050,pre-conditioning,CSm,0.73,0.19
3,050,pre-conditioning,CSp,0.8,0.27
3,051,conditioning,CSm,0.43,0.12
3,051,conditioning,CSp,0.23,0.03
3,051,post-conditioning,CSm,0.57,0.12
3,051,post-conditioning,CSp,0.47,0.03
3,051,pre-conditioning,CSm,0.7,0.12
3,051,pre-conditioning,CSp,0.33,0.03
3,053,conditioning,CSm,0.17,0.1
3,053,conditioning,CSp,0.3,0.02
3,053,post-conditioning,CSm,0.2,0.1
3,053,post-conditioning,CSp,0.27,0.02
3,053,pre-conditioning,CSm,0.2,0.1
3,053,pre-conditioning,CSp,0.33,0.02
3,054,conditioning,CSm,0.53,0.08
3,054,conditioning,CSp,0.6,0.31
3,054,post-conditioning,CSm,0.53,0.08
3,054,post-conditioning,CSp,0.73,0.31
3,054,pre-conditioning,CSm,0.6,0.08
3,054,pre-conditioning,CSp,0.73,0.31
3,055,conditioning,CSm,0.53,0.33
3,055,conditioning,CSp,0.9,0.38
3,055,post-conditioning,CSm,0.6,0.33
3,055,post-conditioning,CSp,0.73,0.38
3,055,pre-conditioning,CSm,0.67,0.33
3,055,pre-conditioning,CSp,0.7,0.38
3,056,conditioning,CSm,0.67,0.1
3,056,conditioning,CSp,0.63,0.21
3,056,post-conditioning,CSm,0.6,0.1
3,056,post-conditioning,CSp,0.6,0.21
3,056,pre-conditioning,CSm,0.77,0.1
3,056,pre-conditioning,CSp,0.77,0.21
3,057,conditioning,CSm,0.67,0.21
3,057,conditioning,CSp,0.67,0.37
3,057,post-conditioning,CSm,0.43,0.21
3,057,post-conditioning,CSp,0.57,0.37
3,057,pre-conditioning,CSm,0.37,0.21
3,057,pre-conditioning,CSp,0.63,0.37
3,058,conditioning,CSm,0.23,0.13
3,058,conditioning,CSp,0.6,0.38
3,058,post-conditioning,CSm,0.23,0.13
3,058,post-conditioning,CSp,0.47,0.38
3,058,pre-conditioning,CSm,0.47,0.13
3,058,pre-conditioning,CSp,0.73,0.38
3,059,conditioning,CSm,0.43,0.16
3,059,conditioning,CSp,0.5,0.23
3,059,post-conditioning,CSm,0.27,0.16
3,059,post-conditioning,CSp,0.53,0.23
3,059,pre-conditioning,CSm,0.5,0.16
3,059,pre-conditioning,CSp,0.5,0.23
3,060,conditioning,CSm,0.73,0.4
3,060,conditioning,CSp,0.6,0.16
3,060,post-conditioning,CSm,0.47,0.4
3,060,post-conditioning,CSp,0.3,0.16
3,060,pre-conditioning,CSm,0.87,0.4
3,060,pre-conditioning,CSp,0.33,0.16
3,061,conditioning,CSm,0.73,0.32
3,061,conditioning,CSp,0.77,0.34
3,061,post-conditioning,CSm,0.6,0.32
3,061,post-conditioning,CSp,0.73,0.34
3,061,pre-conditioning,CSm,0.83,0.32
3,061,pre-conditioning,CSp,0.77,0.34
3,062,conditioning,CSm,0.63,0.17
3,062,conditioning,CSp,0.83,0.26
3,062,post-conditioning,CSm,0.3,0.17
3,062,post-conditioning,CSp,0.47,0.26
3,062,pre-conditioning,CSm,0.6,0.17
3,062,pre-conditioning,CSp,0.47,0.26
3,063,conditioning,CSm,0.4,0.12
3,063,conditioning,CSp,0.2,0.06
3,063,post-conditioning,CSm,0.17,0.12
3,063,post-conditioning,CSp,0.07,0.06
3,063,pre-conditioning,CSm,0.37,0.12
3,063,pre-conditioning,CSp,0.13,0.06
3,064,conditioning,CSm,0.53,0.2
3,064,conditioning,CSp,0.4,0.11
3,064,post-conditioning,CSm,0.53,0.2
3,064,post-conditioning,CSp,0.37,0.11
3,064,pre-conditioning,CSm,0.63,0.2
3,064,pre-conditioning,CSp,0.5,0.11
3,065,conditioning,CSm,0.6,0.39
3,065,conditioning,CSp,0.83,0.27
3,065,post-conditioning,CSm,0.77,0.39
3,065,post-conditioning,CSp,0.73,0.27
3,065,pre-conditioning,CSm,0.8,0.39
3,065,pre-conditioning,CSp,0.8,0.27
3,066,conditioning,CSm,0.5,0.14
3,066,conditioning,CSp,0.63,0.46
3,066,post-conditioning,CSm,0.7,0.14
3,066,post-conditioning,CSp,0.7,0.46
3,066,pre-conditioning,CSm,0.5,0.14
3,066,pre-conditioning,CSp,0.7,0.46
3,067,conditioning,CSm,0.33,0.33
3,067,conditioning,CSp,0.7,0.28
3,067,post-conditioning,CSm,0.7,0.33
3,067,post-conditioning,CSp,0.77,0.28
3,067,pre-conditioning,CSm,0.73,0.33
3,067,pre-conditioning,CSp,0.8,0.28
3,069,conditioning,CSm,0.9,0.04
3,069,conditioning,CSp,0.83,0.19
3,069,post-conditioning,CSm,0.5,0.04
3,069,post-conditioning,CSp,0.47,0.19
3,069,pre-conditioning,CSm,0.87,0.04
3,069,pre-conditioning,CSp,0.77,0.19
3,072,conditioning,CSm,0.67,0.36
3,072,conditioning,CSp,0.6,0.38
3,072,post-conditioning,CSm,0.63,0.36
3,072,post-conditioning,CSp,0.37,0.38
3,072,pre-conditioning,CSm,0.6,0.36
3,072,pre-conditioning,CSp,0.53,0.38
3,073,conditioning,CSm,0.4,0
3,073,conditioning,CSp,0.67,0.07
3,073,post-conditioning,CSm,0.1,0
3,073,post-conditioning,CSp,0.27,0.07
3,073,pre-conditioning,CSm,0.17,0
3,073,pre-conditioning,CSp,0.57,0.07
3,074,conditioning,CSm,0.73,0.33
3,074,conditioning,CSp,0.83,0.24
3,074,post-conditioning,CSm,0.6,0.33
3,074,post-conditioning,CSp,0.37,0.24
3,074,pre-conditioning,CSm,0.63,0.33
3,074,pre-conditioning,CSp,0.73,0.24
3,075,conditioning,CSm,0.57,0.36
3,075,conditioning,CSp,0.83,0.18
3,075,post-conditioning,CSm,0.67,0.36
3,075,post-conditioning,CSp,0.5,0.18
3,075,pre-conditioning,CSm,0.47,0.36
3,075,pre-conditioning,CSp,0.4,0.18
3,076,conditioning,CSm,0.67,0.19
3,076,conditioning,CSp,0.83,0.12
3,076,post-conditioning,CSm,0.67,0.19
3,076,post-conditioning,CSp,0.73,0.12
3,076,pre-conditioning,CSm,0.77,0.19
3,076,pre-conditioning,CSp,0.57,0.12
3,077,conditioning,CSm,0.57,0.27
3,077,conditioning,CSp,0.87,0.44
3,077,post-conditioning,CSm,0.63,0.27
3,077,post-conditioning,CSp,0.87,0.44
3,077,pre-conditioning,CSm,0.7,0.27
3,077,pre-conditioning,CSp,0.83,0.44
3,078,conditioning,CSm,0.5,0.29
3,078,conditioning,CSp,0.7,0.29
3,078,post-conditioning,CSm,0.5,0.29
3,078,post-conditioning,CSp,0.47,0.29
3,078,pre-conditioning,CSm,0.8,0.29
3,078,pre-conditioning,CSp,0.7,0.29
3,079,conditioning,CSm,0.43,0.28
3,079,conditioning,CSp,0.73,0.04
3,079,post-conditioning,CSm,0.47,0.28
3,079,post-conditioning,CSp,0.27,0.04
3,079,pre-conditioning,CSm,0.47,0.28
3,079,pre-conditioning,CSp,0.33,0.04
3,080,conditioning,CSm,0.87,0.26
3,080,conditioning,CSp,0.77,0.24
3,080,post-conditioning,CSm,0.53,0.26
3,080,post-conditioning,CSp,0.63,0.24
3,080,pre-conditioning,CSm,0.5,0.26
3,080,pre-conditioning,CSp,0.73,0.24
3,081,conditioning,CSm,0.53,0.19
3,081,conditioning,CSp,0.7,0.23
3,081,post-conditioning,CSm,0.57,0.19
3,081,post-conditioning,CSp,0.37,0.23
3,081,pre-conditioning,CSm,0.5,0.19
3,081,pre-conditioning,CSp,0.77,0.23
3,082,conditioning,CSm,0.87,0.32
3,082,conditioning,CSp,0.9,0.2
3,082,post-conditioning,CSm,0.8,0.32
3,082,post-conditioning,CSp,0.6,0.2
3,082,pre-conditioning,CSm,0.93,0.32
3,082,pre-conditioning,CSp,0.6,0.2
3,083,conditioning,CSm,0.9,0.29
3,083,conditioning,CSp,0.87,0.26
3,083,post-conditioning,CSm,0.63,0.29
3,083,post-conditioning,CSp,0.83,0.26
3,083,pre-conditioning,CSm,0.83,0.29
3,083,pre-conditioning,CSp,0.83,0.26
3,084,conditioning,CSm,0.37,0.1
3,084,conditioning,CSp,0.73,0.22
3,084,post-conditioning,CSm,0.17,0.1
3,084,post-conditioning,CSp,0.47,0.22
3,084,pre-conditioning,CSm,0.33,0.1
3,084,pre-conditioning,CSp,0.63,0.22
3,085,conditioning,CSm,0.47,0.13
3,085,conditioning,CSp,0.87,0.1
3,085,post-conditioning,CSm,0.23,0.13
3,085,post-conditioning,CSp,0.43,0.1
3,085,pre-conditioning,CSm,0.37,0.13
3,085,pre-conditioning,CSp,0.47,0.1
