study_id,participant_id,phase,condition,hit,fa
3,001,conditioning,CSm,0.67,0.46
3,001,conditioning,CSp,0.53,0.22
3,001,post-conditioning,CSm,0.53,0.46
3,001,post-conditioning,CSp,0.47,0.22
3,001,pre-conditioning,CSm,0.6,0.46
3,001,pre-conditioning,CSp,0.47,0.22
3,002,conditioning,CSm,0.63,0.12
3,002,conditioning,CSp,0.77,0.3
3,002,post-conditioning,CSm,0.53,0.12
3,002,post-conditioning,CSp,0.6,0.3
3,002,pre-conditioning,CSm,0.53,0.12
3,002,pre-conditioning,CSp,0.67,0.3
3,003,conditioning,CSm,0.63,0.34
3,003,conditioning,CSp,0.87,0.28
3,003,post-conditioning,CSm,0.7,0.34
3,003,post-conditioning,CSp,1,0.28
3,003,pre-conditioning,CSm,0.73,0.34
3,003,pre-conditioning,CSp,0.77,0.28
3,004,conditioning,CSm,0.7,0.31
3,004,conditioning,CSp,0.73,0.18
3,004,post-conditioning,CSm,0.6,0.31
3,004,post-conditioning,CSp,0.7,0.18
3,004,pre-conditioning,CSm,0.7,0.31
3,004,pre-conditioning,CSp,0.57,0.18
3,005,conditioning,CSm,0.8,0.14
3,005,conditioning,CSp,0.83,0.17
3,005,post-conditioning,CSm,0.7,0.14
3,005,post-conditioning,CSp,0.87,0.17
3,005,pre-conditioning,CSm,0.9,0.14
3,005,pre-conditioning,CSp,0.67,0.17
3,006,conditioning,CSm,0.8,0.31
3,006,conditioning,CSp,0.7,0.16
3,006,post-conditioning,CSm,0.67,0.31
3,006,post-conditioning,CSp,0.77,0.16
3,006,pre-conditioning,CSm,0.73,0.31
3,006,pre-conditioning,CSp,0.73,0.16
3,007,conditioning,CSm,0.57,0.52
3,007,conditioning,CSp,0.73,0.39
3,007,post-conditioning,CSm,0.8,0.52
3,007,post-conditioning,CSp,0.6,0.39
3,007,pre-conditioning,CSm,0.93,0.52
3,007,pre-conditioning,CSp,0.73,0.39
3,008,conditioning,CSm,0.87,0.56
3,008,conditioning,CSp,0.97,0.18
3,008,post-conditioning,CSm,0.93,0.56
3,008,post-conditioning,CSp,0.5,0.18
3,008,pre-conditioning,CSm,1,0.56
3,008,pre-conditioning,CSp,0.8,0.18
3,009,conditioning,CSm,0.77,0.17
3,009,conditioning,CSp,0.9,0.14
3,009,post-conditioning,CSm,0.4,0.17
3,009,post-conditioning,CSp,0.63,0.14
3,009,pre-conditioning,CSm,0.77,0.17
3,009,pre-conditioning,CSp,0.4,0.14
3,010,conditioning,CSm,0.37,0.12
3,010,conditioning,CSp,0.67,0.3
3,010,post-conditioning,CSm,0.37,0.12
3,010,post-conditioning,CSp,0.5,0.3
3,010,pre-conditioning,CSm,0.67,0.12
3,010,pre-conditioning,CSp,0.93,0.3
3,011,conditioning,CSm,0.8,0.27
3,011,conditioning,CSp,0.53,0.09
3,011,post-conditioning,CSm,0.33,0.27
3,011,post-conditioning,CSp,0.3,0.09
3,011,pre-conditioning,CSm,0.7,0.27
3,011,pre-conditioning,CSp,0.67,0.09
3,012,conditioning,CSm,0.43,0.13
3,012,conditioning,CSp,0.8,0.48
3,012,post-conditioning,CSm,0.73,0.13
3,012,post-conditioning,CSp,0.77,0.48
3,012,pre-conditioning,CSm,0.6,0.13
3,012,pre-conditioning,CSp,0.73,0.48
3,013,conditioning,CSm,0.7,0.19
3,013,conditioning,CSp,0.9,0.07
3,013,post-conditioning,CSm,0.6,0.19
3,013,post-conditioning,CSp,0.67,0.07
3,013,pre-conditioning,CSm,0.73,0.19
3,013,pre-conditioning,CSp,0.83,0.07
3,014,conditioning,CSm,0.57,0.28
3,014,conditioning,CSp,0.6,0.16
3,014,post-conditioning,CSm,0.73,0.28
3,014,post-conditioning,CSp,0.4,0.16
3,014,pre-conditioning,CSm,0.63,0.28
3,014,pre-conditioning,CSp,0.67,0.16
3,015,conditioning,CSm,0.27,0.12
3,015,conditioning,CSp,0.53,0.21
3,015,post-conditioning,CSm,0.33,0.12
3,015,post-conditioning,CSp,0.3,0.21
3,015,pre-conditioning,CSm,0.57,0.12
3,015,pre-conditioning,CSp,0.6,0.21
3,017,conditioning,CSm,0.73,0.16
3,017,conditioning,CSp,0.93,0.16
3,017,post-conditioning,CSm,0.6,0.16
3,017,post-conditioning,CSp,0.6,0.16
3,017,pre-conditioning,CSm,0.63,0.16
3,017,pre-conditioning,CSp,0.6,0.16
3,018,conditioning,CSm,0.27,0.02
3,018,conditioning,CSp,0.7,0.18
3,018,post-conditioning,CSm,0.17,0.02
3,018,post-conditioning,CSp,0.43,0.18
3,018,pre-conditioning,CSm,0.3,0.02
3,018,pre-conditioning,CSp,0.57,0.18
3,019,conditioning,CSm,0.33,0.2
3,019,conditioning,CSp,0.8,0.17
3,019,post-conditioning,CSm,0.57,0.2
3,019,post-conditioning,CSp,0.67,0.17
3,019,pre-conditioning,CSm,0.7,0.2
3,019,pre-conditioning,CSp,0.53,0.17
3,020,conditioning,CSm,0.27,0.19
3,020,conditioning,CSp,0.6,0.21
3,020,post-conditioning,CSm,0.2,0.19
3,020,post-conditioning,CSp,0.33,0.21
3,020,pre-conditioning,CSm,0.3,0.19
3,020,pre-conditioning,CSp,0.53,0.21
3,021,conditioning,CSm,0.63,0.29
3,021,conditioning,CSp,0.6,0.16
3,021,post-conditioning,CSm,0.43,0.29
3,021,post-conditioning,CSp,0.23,0.16
3,021,pre-conditioning,CSm,0.63,0.29
3,021,pre-conditioning,CSp,0.57,0.16
3,022,conditioning,CSm,0.83,0.1
3,022,conditioning,CSp,0.8,0.19
3,022,post-conditioning,CSm,0.8,0.1
3,022,post-conditioning,CSp,0.77,0.19
3,022,pre-conditioning,CSm,0.77,0.1
3,022,pre-conditioning,CSp,0.7,0.19
3,023,conditioning,CSm,0.73,0.29
3,023,conditioning,CSp,0.83,0.17
3,023,post-conditioning,CSm,0.67,0.29
3,023,post-conditioning,CSp,0.77,0.17
3,023,pre-conditioning,CSm,0.83,0.29
3,023,pre-conditioning,CSp,0.83,0.17
3,024,conditioning,CSm,0.8,0.18
3,024,conditioning,CSp,0.8,0.09
3,024,post-conditioning,CSm,0.53,0.18
3,024,post-conditioning,CSp,0.63,0.09
3,024,pre-conditioning,CSm,0.83,0.18
3,024,pre-conditioning,CSp,0.5,0.09
3,025,conditioning,CSm,0.43,0.09
3,025,conditioning,CSp,0.87,0.14
3,025,post-conditioning,CSm,0.33,0.09
3,025,post-conditioning,CSp,0.4,0.14
3,025,pre-conditioning,CSm,0.3,0.09
3,025,pre-conditioning,CSp,0.33,0.14
3,026,conditioning,CSm,0.77,0.26
3,026,conditioning,CSp,0.67,0.17
3,026,post-conditioning,CSm,0.77,0.26
3,026,post-conditioning,CSp,0.57,0.17
3,026,pre-conditioning,CSm,0.73,0.26
3,026,pre-conditioning,CSp,0.7,0.17
3,027,conditioning,CSm,0.63,0.24
3,027,conditioning,CSp,0.6,0.21
3,027,post-conditioning,CSm,0.5,0.24
3,027,post-conditioning,CSp,0.6,0.21
3,027,pre-conditioning,CSm,0.57,0.24
3,027,pre-conditioning,CSp,0.63,0.21
3,028,conditioning,CSm,0.37,0.26
3,028,conditioning,CSp,0.67,0.42
3,028,post-conditioning,CSm,0.33,0.26
3,028,post-conditioning,CSp,0.47,0.42
3,028,pre-conditioning,CSm,0.43,0.26
3,028,pre-conditioning,CSp,0.57,0.42
3,029,conditioning,CSm,0.9,0.19
3,029,conditioning,CSp,0.73,0.11
3,029,post-conditioning,CSm,0.63,0.19
3,029,post-conditioning,CSp,0.57,0.11
3,029,pre-conditioning,CSm,0.77,0.19
3,029,pre-conditioning,CSp,0.7,0.11
3,030,conditioning,CSm,0.67,0.43
3,030,conditioning,CSp,0.77,0.26
3,030,post-conditioning,CSm,0.63,0.43
3,030,post-conditioning,CSp,0.53,0.26
3,030,pre-conditioning,CSm,0.8,0.43
3,030,pre-conditioning,CSp,0.5,0.26
3,031,conditioning,CSm,0.67,0.41
3,031,conditioning,CSp,0.93,0.67
3,031,post-conditioning,CSm,0.63,0.41
3,031,post-conditioning,CSp,0.67,0.67
3,031,pre-conditioning,CSm,0.7,0.41
3,031,pre-conditioning,CSp,0.83,0.67
3,032,conditioning,CSm,0.47,0.14
3,032,conditioning,CSp,0.93,0.22
3,032,post-conditioning,CSm,0.77,0.14
3,032,post-conditioning,CSp,0.87,0.22
3,032,pre-conditioning,CSm,0.93,0.14
3,032,pre-conditioning,CSp,0.93,0.22
3,033,conditioning,CSm,0.67,0.64
3,033,conditioning,CSp,0.9,0.33
3,033,post-conditioning,CSm,0.7,0.64
3,033,post-conditioning,CSp,0.73,0.33
3,033,pre-conditioning,CSm,0.77,0.64
3,033,pre-conditioning,CSp,0.67,0.33
3,034,conditioning,CSm,0.4,0.14
3,034,conditioning,CSp,0.9,0.27
3,034,post-conditioning,CSm,0.57,0.14
3,034,post-conditioning,CSp,0.67,0.27
3,034,pre-conditioning,CSm,0.67,0.14
3,034,pre-conditioning,CSp,0.67,0.27
3,035,conditioning,CSm,0.8,0.31
3,035,conditioning,CSp,0.73,0.16
3,035,post-conditioning,CSm,0.6,0.31
3,035,post-conditioning,CSp,0.43,0.16
3,035,pre-conditioning,CSm,0.67,0.31
3,035,pre-conditioning,CSp,0.57,0.16
3,036,conditioning,CSm,0.87,0.4
3,036,conditioning,CSp,0.97,0.26
3,036,post-conditioning,CSm,0.83,0.4
3,036,post-conditioning,CSp,0.77,0.26
3,036,pre-conditioning,CSm,0.8,0.4
3,036,pre-conditioning,CSp,0.83,0.26
3,037,conditioning,CSm,0.73,0.23
3,037,conditioning,CSp,0.67,0.32
3,037,post-conditioning,CSm,0.73,0.23
3,037,post-conditioning,CSp,0.8,0.32
3,037,pre-conditioning,CSm,0.73,0.23
3,037,pre-conditioning,CSp,0.83,0.32
3,038,conditioning,CSm,0.63,0.48
3,038,conditioning,CSp,0.7,0.43
3,038,post-conditioning,CSm,0.67,0.48
