study_id,participant_id,phase,condition,hit,fa
4,018,conditioning,CSm,0.63,0.11
4,018,conditioning,CSp,0.97,0.27
4,018,post-conditioning,CSm,0.53,0.11
4,018,post-conditioning,CSp,0.73,0.27
4,018,pre-conditioning,CSm,0.6,0.11
4,018,pre-conditioning,CSp,0.77,0.27
4,019,conditioning,CSm,0.5,0.43
4,019,conditioning,CSp,0.6,0.38
4,019,post-conditioning,CSm,0.43,0.43
4,019,post-conditioning,CSp,0.5,0.38
4,019,pre-conditioning,CSm,0.37,0.43
4,019,pre-conditioning,CSp,0.63,0.38
4,020,conditioning,CSm,0.73,0.42
4,020,conditioning,CSp,0.63,0.13
4,020,post-conditioning,CSm,0.43,0.42
4,020,post-conditioning,CSp,0.43,0.13
4,020,pre-conditioning,CSm,0.63,0.42
4,020,pre-conditioning,CSp,0.4,0.13
4,021,conditioning,CSm,0.7,0.09
4,021,conditioning,CSp,0.7,0.17
4,021,post-conditioning,CSm,0.67,0.09
4,021,post-conditioning,CSp,0.7,0.17
4,021,pre-conditioning,CSm,0.6,0.09
4,021,pre-conditioning,CSp,0.6,0.17
4,022,conditioning,CSm,0.23,0.2
4,022,conditioning,CSp,0.67,0.44
4,022,post-conditioning,CSm,0.6,0.2
4,022,post-conditioning,CSp,0.7,0.44
4,022,pre-conditioning,CSm,0.5,0.2
4,022,pre-conditioning,CSp,0.83,0.44
4,023,conditioning,CSm,0.9,0.49
4,023,conditioning,CSp,0.7,0.24
4,023,post-conditioning,CSm,0.67,0.49
4,023,post-conditioning,CSp,0.43,0.24
4,023,pre-conditioning,CSm,0.8,0.49
4,023,pre-conditioning,CSp,0.67,0.24
4,024,conditioning,CSm,0.47,0.32
4,024,conditioning,CSp,0.6,0.17
4,024,post-conditioning,CSm,0.43,0.32
4,024,post-conditioning,CSp,0.4,0.17
4,024,pre-conditioning,CSm,0.47,0.32
4,024,pre-conditioning,CSp,0.4,0.17
4,025,conditioning,CSm,0.77,0.4
4,025,conditioning,CSp,0.77,0.4
4,025,post-conditioning,CSm,0.8,0.4
4,025,post-conditioning,CSp,0.6,0.4
4,025,pre-conditioning,CSm,0.63,0.4
4,025,pre-conditioning,CSp,0.6,0.4
4,026,conditioning,CSm,0.63,0.46
4,026,conditioning,CSp,0.63,0.41
4,026,post-conditioning,CSm,0.7,0.46
4,026,post-conditioning,CSp,0.47,0.41
4,026,pre-conditioning,CSm,0.7,0.46
4,026,pre-conditioning,CSp,0.63,0.41
4,027,conditioning,CSm,0.57,0.36
4,027,conditioning,CSp,0.2,0.16
4,027,post-conditioning,CSm,0.47,0.36
4,027,post-conditioning,CSp,0.5,0.16
4,027,pre-conditioning,CSm,0.57,0.36
4,027,pre-conditioning,CSp,0.47,0.16
4,028,conditioning,CSm,0.83,0.21
4,028,conditioning,CSp,0.83,0.12
4,028,post-conditioning,CSm,0.5,0.21
4,028,post-conditioning,CSp,0.5,0.12
4,028,pre-conditioning,CSm,0.63,0.21
4,028,pre-conditioning,CSp,0.7,0.12
4,029,conditioning,CSm,0.3,0.03
4,029,conditioning,CSp,0.57,0.19
4,029,post-conditioning,CSm,0.27,0.03
4,029,post-conditioning,CSp,0.43,0.19
4,029,pre-conditioning,CSm,0.43,0.03
4,029,pre-conditioning,CSp,0.6,0.19
4,030,conditioning,CSm,0.83,0.7
4,030,conditioning,CSp,0.53,0.24
4,030,post-conditioning,CSm,0.8,0.7
4,030,post-conditioning,CSp,0.4,0.24
4,030,pre-conditioning,CSm,0.7,0.7
4,030,pre-conditioning,CSp,0.57,0.24
4,031,conditioning,CSm,0.73,0.2
4,031,conditioning,CSp,0.6,0.11
4,031,post-conditioning,CSm,0.6,0.2
4,031,post-conditioning,CSp,0.7,0.11
4,031,pre-conditioning,CSm,0.7,0.2
4,031,pre-conditioning,CSp,0.57,0.11
4,032,conditioning,CSm,0.37,0.11
4,032,conditioning,CSp,0.8,0.22
4,032,post-conditioning,CSm,0.37,0.11
4,032,post-conditioning,CSp,0.47,0.22
4,032,pre-conditioning,CSm,0.3,0.11
4,032,pre-conditioning,CSp,0.53,0.22
4,033,conditioning,CSm,0.73,0.09
4,033,conditioning,CSp,0.8,0.12
4,033,post-conditioning,CSm,0.73,0.09
4,033,post-conditioning,CSp,0.57,0.12
4,033,pre-conditioning,CSm,0.83,0.09
4,033,pre-conditioning,CSp,0.8,0.12
4,034,conditioning,CSm,0.5,0.31
4,034,conditioning,CSp,0.9,0.21
4,034,post-conditioning,CSm,0.8,0.31
4,034,post-conditioning,CSp,0.77,0.21
4,034,pre-conditioning,CSm,0.77,0.31
4,034,pre-conditioning,CSp,0.63,0.21
4,035,conditioning,CSm,0.4,0.29
4,035,conditioning,CSp,0.13,0.1
4,035,post-conditioning,CSm,0.43,0.29
4,035,post-conditioning,CSp,0.4,0.1
4,035,pre-conditioning,CSm,0.57,0.29
4,035,pre-conditioning,CSp,0.47,0.1
4,036,conditioning,CSm,0.4,0.26
4,036,conditioning,CSp,0.77,0.2
4,036,post-conditioning,CSm,0.6,0.26
4,036,post-conditioning,CSp,0.6,0.2
4,036,pre-conditioning,CSm,0.57,0.26
4,036,pre-conditioning,CSp,0.53,0.2
4,037,conditioning,CSm,0.57,0.28
4,037,conditioning,CSp,0.87,0.2
4,037,post-conditioning,CSm,0.5,0.28
4,037,post-conditioning,CSp,0.57,0.2
4,037,pre-conditioning,CSm,0.73,0.28
4,037,pre-conditioning,CSp,0.4,0.2
4,038,conditioning,CSm,0.73,0.1
4,038,conditioning,CSp,0.93,0.18
4,038,post-conditioning,CSm,0.73,0.1
4,038,post-conditioning,CSp,0.8,0.18
4,038,pre-conditioning,CSm,0.83,0.1
4,038,pre-conditioning,CSp,0.7,0.18
4,039,conditioning,CSm,0.6,0.09
4,039,conditioning,CSp,0.8,0.27
4,039,post-conditioning,CSm,0.47,0.09
4,039,post-conditioning,CSp,0.67,0.27
4,039,pre-conditioning,CSm,0.63,0.09
4,039,pre-conditioning,CSp,0.8,0.27
4,040,conditioning,CSm,0.63,0.16
4,040,conditioning,CSp,0.93,0.07
4,040,post-conditioning,CSm,0.67,0.16
4,040,post-conditioning,CSp,0.7,0.07
4,040,pre-conditioning,CSm,0.7,0.16
4,040,pre-conditioning,CSp,0.7,0.07
4,041,conditioning,CSm,0.57,0.19
4,041,conditioning,CSp,0.8,0.23
4,041,post-conditioning,CSm,0.73,0.19
4,041,post-conditioning,CSp,0.9,0.23
4,041,pre-conditioning,CSm,0.7,0.19
4,041,pre-conditioning,CSp,0.73,0.23
4,042,conditioning,CSm,0.5,0.1
4,042,conditioning,CSp,0.83,0.29
4,042,post-conditioning,CSm,0.53,0.1
4,042,post-conditioning,CSp,0.6,0.29
4,042,pre-conditioning,CSm,0.83,0.1
4,042,pre-conditioning,CSp,0.63,0.29
4,044,conditioning,CSm,0.53,0.16
4,044,conditioning,CSp,0.7,0.24
4,044,post-conditioning,CSm,0.53,0.16
4,044,post-conditioning,CSp,0.47,0.24
4,044,pre-conditioning,CSm,0.57,0.16
4,044,pre-conditioning,CSp,0.6,0.24
4,049,conditioning,CSm,0.33,0.22
4,049,conditioning,CSp,0.7,0.42
4,049,post-conditioning,CSm,0.37,0.22
4,049,post-conditioning,CSp,0.67,0.42
4,049,pre-conditioning,CSm,0.37,0.22
4,049,pre-conditioning,CSp,0.83,0.42
4,051,conditioning,CSm,0.2,0.14
4,051,conditioning,CSp,0.7,0.42
4,051,post-conditioning,CSm,0.7,0.14
4,051,post-conditioning,CSp,0.9,0.42
4,051,pre-conditioning,CSm,0.43,0.14
4,051,pre-conditioning,CSp,0.6,0.42
4,054,conditioning,CSm,0.77,0.11
4,054,conditioning,CSp,0.63,0.14
4,054,post-conditioning,CSm,0.57,0.11
4,054,post-conditioning,CSp,0.57,0.14
4,054,pre-conditioning,CSm,0.47,0.11
4,054,pre-conditioning,CSp,0.4,0.14
4,055,conditioning,CSm,0.4,0.11
4,055,conditioning,CSp,0.9,0.38
4,055,post-conditioning,CSm,0.37,0.11
4,055,post-conditioning,CSp,0.73,0.38
4,055,pre-conditioning,CSm,0.57,0.11
4,055,pre-conditioning,CSp,0.83,0.38
4,057,conditioning,CSm,0.5,0.24
4,057,conditioning,CSp,0.57,0.09
4,057,post-conditioning,CSm,0.43,0.24
4,057,post-conditioning,CSp,0.63,0.09
4,057,pre-conditioning,CSm,0.37,0.24
4,057,pre-conditioning,CSp,0.67,0.09
4,058,conditioning,CSm,0.67,0.17
4,058,conditioning,CSp,0.93,0.22
4,058,post-conditioning,CSm,0.67,0.17
4,058,post-conditioning,CSp,0.87,0.22
4,058,pre-conditioning,CSm,0.9,0.17
4,058,pre-conditioning,CSp,0.93,0.22
4,059,conditioning,CSm,0.33,0.09
4,059,conditioning,CSp,0.57,0.09
4,059,post-conditioning,CSm,0.37,0.09
4,059,post-conditioning,CSp,0.47,0.09
4,059,pre-conditioning,CSm,0.4,0.09
4,059,pre-conditioning,CSp,0.5,0.09
4,062,conditioning,CSm,0.9,0.08
4,062,conditioning,CSp,0.9,0.06
4,062,post-conditioning,CSm,0.63,0.08
4,062,post-conditioning,CSp,0.87,0.06
4,062,pre-conditioning,CSm,0.8,0.08
4,062,pre-conditioning,CSp,0.9,0.06
4,064,conditioning,CSm,0.77,0.34
4,064,conditioning,CSp,0.5,0.27
4,064,post-conditioning,CSm,0.7,0.34
4,064,post-conditioning,CSp,0.63,0.27
4,064,pre-conditioning,CSm,0.7,0.34
4,064,pre-conditioning,CSp,0.6,0.27
4,065,conditioning,CSm,0.73,0.21
4,065,conditioning,CSp,0.97,0.24
4,065,post-conditioning,CSm,0.53,0.21
4,065,post-conditioning,CSp,0.53,0.24
4,065,pre-conditioning,CSm,0.5,0.21
4,065,pre-conditioning,CSp,0.6,0.24
4,066,conditioning,CSm,0.63,0.36
4,066,conditioning,CSp,0.7,0.27
4,066,post-conditioning,CSm,0.6,0.36
4,066,post-conditioning,CSp,0.37,0.27
4,066,pre-conditioning,CSm,0.7,0.36
4,066,pre-conditioning,CSp,0.37,0.27
4,067,conditioning,CSm,0.53,0.09
4,067,conditioning,CSp,0.83,0.14
4,067,post-conditioning,CSm,0.63,0.09
4,067,post-conditioning,CSp,0.67,0.14
4,067,pre-conditioning,CSm,0.53,0.09
4,067,pre-conditioning,CSp,0.87,0.14
4,068,conditioning,CSm,0.63,0.32
4,068,conditioning,CSp,0.63,0.23
4,068,post-conditioning,CSm,0.37,0.32
4,068,post-conditioning,CSp,0.37,0.23
4,068,pre-conditioning,CSm,0.57,0.32
4,068,pre-conditioning,CSp,0.57,0.23
4,069,conditioning,CSm,0.73,0.18
4,069,conditioning,CSp,0.8,0.46
4,069,post-conditioning,CSm,0.6,0.18
4,069,post-conditioning,CSp,0.63,0.46
4,069,pre-conditioning,CSm,0.53,0.18
4,069,pre-conditioning,CSp,0.67,0.46
4,070,conditioning,CSm,0.83,0.31
4,070,conditioning,CSp,0.97,0.18
4,070,post-conditioning,CSm,0.63,0.31
4,070,post-conditioning,CSp,0.67,0.18
4,070,pre-conditioning,CSm,0.67,0.31
4,070,pre-conditioning,CSp,0.7,0.18
4,071,conditioning,CSm,0.8,0.44
4,071,conditioning,CSp,0.57,0.22
4,071,post-conditioning,CSm,0.7,0.44
4,071,post-conditioning,CSp,0.73,0.22
4,071,pre-conditioning,CSm,0.7,0.44
4,071,pre-conditioning,CSp,0.6,0.22
4,072,conditioning,CSm,0.37,0.12
4,072,conditioning,CSp,0.7,0.42
4,072,post-conditioning,CSm,0.63,0.12
4,072,post-conditioning,CSp,0.67,0.42
4,072,pre-conditioning,CSm,0.57,0.12
4,072,pre-conditioning,CSp,0.7,0.42
4,073,conditioning,CSm,0.63,0.09
4,073,conditioning,CSp,0.8,0.13
4,073,post-conditioning,CSm,0.67,0.09
4,073,post-conditioning,CSp,0.77,0.13
4,073,pre-conditioning,CSm,0.8,0.09
4,073,pre-conditioning,CSp,0.67,0.13
4,074,conditioning,CSm,0.63,0.23
4,074,conditioning,CSp,0.93,0.24
4,074,post-conditioning,CSm,0.4,0.23
4,074,post-conditioning,CSp,0.53,0.24
4,074,pre-conditioning,CSm,0.47,0.23
4,074,pre-conditioning,CSp,0.33,0.24
4,075,conditioning,CSm,0.37,0.09
4,075,conditioning,CSp,0.8,0.28
4,075,post-conditioning,CSm,0.6,0.09
4,075,post-conditioning,CSp,0.73,0.28
4,075,pre-conditioning,CSm,0.63,0.09
4,075,pre-conditioning,CSp,0.8,0.28
4,076,conditioning,CSm,0.63,0.14
4,076,conditioning,CSp,0.87,0.13
4,076,post-conditioning,CSm,0.6,0.14
4,076,post-conditioning,CSp,0.6,0.13
4,076,pre-conditioning,CSm,0.77,0.14
4,076,pre-conditioning,CSp,0.9,0.13
4,077,conditioning,CSm,0.57,0.39
4,077,conditioning,CSp,0.8,0.43
4,077,post-conditioning,CSm,0.4,0.39
4,077,post-conditioning,CSp,0.8,0.43
4,077,pre-conditioning,CSm,0.7,0.39
4,077,pre-conditioning,CSp,0.6,0.43
4,078,conditioning,CSm,0.73,0.46
4,078,conditioning,CSp,0.67,0.14
4,078,post-conditioning,CSm,0.73,0.46
4,078,post-conditioning,CSp,0.63,0.14
4,078,pre-conditioning,CSm,0.8,0.46
4,078,pre-conditioning,CSp,0.73,0.14
4,079,conditioning,CSm,0.8,0.4
4,079,conditioning,CSp,0.77,0.27
4,079,post-conditioning,CSm,0.87,0.4
4,079,post-conditioning,CSp,0.93,0.27
4,079,pre-conditioning,CSm,0.9,0.4
4,079,pre-conditioning,CSp,0.9,0.27
4,080,conditioning,CSm,0.87,0.54
4,080,conditioning,CSp,0.9,0.37
4,080,post-conditioning,CSm,0.67,0.54
4,080,post-conditioning,CSp,0.57,0.37
4,080,pre-conditioning,CSm,0.8,0.54
4,080,pre-conditioning,CSp,0.63,0.37
4,081,conditioning,CSm,0.73,0.38
4,081,conditioning,CSp,0.73,0.28
4,081,post-conditioning,CSm,0.7,0.38
4,081,post-conditioning,CSp,0.6,0.28
4,081,pre-conditioning,CSm,0.53,0.38
4,081,pre-conditioning,CSp,0.67,0.28
4,082,conditioning,CSm,0.47,0.21
4,082,conditioning,CSp,0.77,0.5
4,082,post-conditioning,CSm,0.6,0.21
4,082,post-conditioning,CSp,0.67,0.5
4,082,pre-conditioning,CSm,0.7,0.21
4,082,pre-conditioning,CSp,0.8,0.5
4,083,conditioning,CSm,0.67,0.36
4,083,conditioning,CSp,0.93,0.18
4,083,post-conditioning,CSm,0.67,0.36
4,083,post-conditioning,CSp,0.4,0.18
4,083,pre-conditioning,CSm,0.57,0.36
4,083,pre-conditioning,CSp,0.53,0.18
4,084,conditioning,CSm,0.63,0.26
4,084,conditioning,CSp,0.87,0.28
4,084,post-conditioning,CSm,0.27,0.26
4,084,post-conditioning,CSp,0.47,0.28
4,084,pre-conditioning,CSm,0.4,0.26
4,084,pre-conditioning,CSp,0.53,0.28
4,101,conditioning,CSm,0.87,0.37
4,101,conditioning,CSp,0.97,0.34
4,101,post-conditioning,CSm,0.6,0.37
4,101,post-conditioning,CSp,0.9,0.34
4,101,pre-conditioning,CSm,0.77,0.37
4,101,pre-conditioning,CSp,0.83,0.34
4,143,conditioning,CSm,0.5,0.41
4,143,conditioning,CSp,0.63,0.39
4,143,post-conditioning,CSm,0.23,0.41
4,143,post-conditioning,CSp,0.6,0.39
4,143,pre-conditioning,CSm,0.63,0.41
4,143,pre-conditioning,CSp,0.7,0.39
4,145,conditioning,CSm,0.4,0.16
4,145,conditioning,CSp,0.93,0.71
4,145,post-conditioning,CSm,0.4,0.16
4,145,post-conditioning,CSp,0.77,0.71
4,145,pre-conditioning,CSm,0.63,0.16
4,145,pre-conditioning,CSp,0.93,0.71
4,146,conditioning,CSm,0.57,0.19
4,146,conditioning,CSp,0.63,0.4
4,146,post-conditioning,CSm,0.37,0.19
4,146,post-conditioning,CSp,0.27,0.4
4,146,pre-conditioning,CSm,0.4,0.19
4,146,pre-conditioning,CSp,0.57,0.4
4,147,conditioning,CSm,0.77,0.38
4,147,conditioning,CSp,0.77,0.22
4,147,post-conditioning,CSm,0.57,0.38
4,147,post-conditioning,CSp,0.43,0.22
4,147,pre-conditioning,CSm,0.67,0.38
4,147,pre-conditioning,CSp,0.33,0.22
4,148,conditioning,CSm,0.57,0.17
4,148,conditioning,CSp,0.7,0.13
4,148,post-conditioning,CSm,0.5,0.17
4,148,post-conditioning,CSp,0.57,0.13
4,148,pre-conditioning,CSm,0.67,0.17
4,148,pre-conditioning,CSp,0.63,0.13
4,150,conditioning,CSm,0.63,0.23
4,150,conditioning,CSp,0.87,0.26
4,150,post-conditioning,CSm,0.5,0.23
4,150,post-conditioning,CSp,0.6,0.26
4,150,pre-conditioning,CSm,0.6,0.23
4,150,pre-conditioning,CSp,0.63,0.26
4,152,conditioning,CSm,0.63,0.22
4,152,conditioning,CSp,0.77,0.46
4,152,post-conditioning,CSm,0.6,0.22
4,152,post-conditioning,CSp,0.67,0.46
4,152,pre-conditioning,CSm,0.67,0.22
4,152,pre-conditioning,CSp,0.9,0.46
4,153,conditioning,CSm,0.23,0.14
4,153,conditioning,CSp,0.17,0.11
4,153,post-conditioning,CSm,0.13,0.14
4,153,post-conditioning,CSp,0.23,0.11
4,153,pre-conditioning,CSm,0.17,0.14
4,153,pre-conditioning,CSp,0.2,0.11
4,156,conditioning,CSm,0.77,0.17
4,156,conditioning,CSp,0.73,0.2
4,156,post-conditioning,CSm,0.63,0.17
4,156,post-conditioning,CSp,0.77,0.2
4,156,pre-conditioning,CSm,0.63,0.17
4,156,pre-conditioning,CSp,0.63,0.2
4,160,conditioning,CSm,0.53,0.32
4,160,conditioning,CSp,0.53,0.26
4,160,post-conditioning,CSm,0.57,0.32
4,160,post-conditioning,CSp,0.5,0.26
4,160,pre-conditioning,CSm,0.3,0.32
4,160,pre-conditioning,CSp,0.47,0.26
4,163,conditioning,CSm,0.37,0.33
4,163,conditioning,CSp,0.9,0.33
4,163,post-conditioning,CSm,0.43,0.33
4,163,post-conditioning,CSp,0.47,0.33
4,163,pre-conditioning,CSm,0.5,0.33
4,163,pre-conditioning,CSp,0.63,0.33
