title,type,creator,year
Oude boom in glooiend landschap,tekening,"Dupont, Pieter",1903
Stadhuis te Middelburg,schetsboekblad,"Pronk, Cornelis",1728
"Studieblad met het belfort van Brugge, gezichten en een staande naakte vrouw",schetsboekblad,"Wichers Wierdsma, Roline Maria",1958
Gezicht en een schaal,schetsboekblad,"Wichers Wierdsma, Roline Maria",1949
Toren met drie verdiepingen,schetsboekblad,"Wichers Wierdsma, Roline Maria",1957
Twee bomen naast een heg bij een hek,schetsboekblad,"Wichers Wierdsma, Roline Maria",1901
Landschap en mannenkoppen,schetsboekblad,"Wichers Wierdsma, Roline Maria",1951
Landschap met een kerk,schetsboekblad,"Wichers Wierdsma, Roline Maria",1901
Moeder met een kind op schoot in een interieur,schetsboekblad,"Wichers Wierdsma, Roline Maria",1901
Drie Japanse zangers bij het Nô-spel,tekening,"Westendorp-Osieck, Betsy",1890
Gezicht op de Barentszzee en ijsbergen,schetsboekblad,"Apol, Louis",1880
IJsschoten en ijsbergen,schetsboekblad,"Apol, Louis",1880
Staande man met pijp,tekening,anonymous,1700
Huizen aan de voet van een berg,schetsboekblad,"Gudlaugsson, Sturla J.",1923
Tafeleend,tekening,anonymous,1600
Sjabloon: ornamentale vlakvulling in een cirkel,knipselkunst,"Nieuwenhuis, Theo",1876
"Portret van de schrijver C.J. Kelk, met Fez op",tekening,"Hofker, Willem Gerard",1912
John Goban als Lucentio in De Getemde Feeks,tekening,"Westendorp-Osieck, Betsy",1890
Dossier Schwartze-Ansingh,dossier,"Ansingh, Lizzy",1885
Ontwerpen voor twee glas in loodramen met florale ornamenten en rolwerk,tekening,"Bogtman, Willem",1907
Tekenende jongeman achter tafel,tekening,"Gelder, Aert de",1660
Inscriptie van de bezitter van het album in 1685 en een notitie,albumblad,"Androuet, Jacques",1685
Interieur van een stal met twee rijen koeien,schetsboekblad,"Hubrecht, Bramine",1865
"Jongenskop, van voren gezien",schetsboekblad,"Hubrecht, Bramine",1865
Schetsboek met 68 bladen,schetsboek,"Hubrecht, Bramine",1865
Studie,schetsboekblad,"Hubrecht, Bramine",1865
Portret van P.J.H. Cuypers,tekening,"Hubrecht, Bramine",1880
"Ferdinand Huyck in het opkamertje, Tante in de bedstee en het hoofd van Susanna tussen de gordijnen",tekening,"Bles, David",1831
Annotaties,schetsboekblad,"Witsen, Willem",1915
Boerenerf met boer die een zeis slijpt,schetsboekblad,"Moninckx, Pieter",1645
Boeket bloemen in de hals van een groene vaas,tekening,"Leen, Willem van",1763
Kort glad kapsel,schetsboekblad,"Hubrecht, Bramine",1865
"Portret van kunsthistoricus Laurens Johannes Bol, echtgenoot van de kunstenares",tekening,"Bol-Smit, Elisabeth",1942
"""Janus"", karikatuur van Jan Disco",tekening,"Gestel, Leo",1891
Landschap met een vaart langs huizen,tekening,"Breitner, George Hendrik",1867
Akkerland,schetsboekblad,"Poortenaar, Jan",1925
Vervallen stadspoort,tekening,"Both, Andries",1621
"Kop van een man, van opzij",tekening,"Roland Holst, Richard Nicolaüs",1878
Ontwerp voor de omslag van De Architect,tekening,"Roland Holst, Richard Nicolaüs",1878
Kind van Wilhelmus Johannes Steenhoff aan de borst van zijn moeder,tekening,"Steenhoff, Wilhelmus Johannes",1873
De trap des levens,tekening,"Roland Holst, Richard Nicolaüs",1922
Tapijtontwerp voor raam in het Noordertransept van de Dom te Utrecht,tekening,"Roland Holst, Richard Nicolaüs",1868
Ontwerp voor raam in het Noordertransept in de Dom te Utrecht,tekening,"Roland Holst, Richard Nicolaüs",1878
"Zelfportret met snor en bril, van voren gezien",tekening,"Mankes, Jan",1915
Staand meisje bij een bloemperk,tekening,"Israëls, Jozef",1834
De veldprediking,tekening,"Roland Holst, Richard Nicolaüs",1892
Staande man (zonder hoofd) met laarzen,tekening,"Roland Holst, Richard Nicolaüs",1899
Zeenaald (Syngnatus Acus),tekening,"Withoos, Pieter",1664
Ruïne van Glastonbury Abbey met Abbot's Kitchen op de achtergrond,tekening,"Rooker, Michael Angelo",1794
Ontwerp voor een zilveren tafelstuk,tekening,"Lauweriks, Mathieu",1913
Ontwerp voor boekillustratie: Dokter Robben en zijn zieke dochtertje,tekening,"Harting, Dirk",1908
Staande vrouw met toom,tekening,anonymous,1650
Knikkerende jongen,tekening,anonymous,1700
Staande man met vijf hoeden op zijn hoofd en één in zijn hand,tekening,anonymous,1700
Studie van een moeder die haar kind draagt,tekening,"Barocci, Federico",1575
"Douwe in profiel, staand met de spa voor het huis",tekening,"Mankes, Jan",1900
Drie figuurstudies,tekening,"Israëls, Jozef",1834
Schetsen van een meisje,tekening,"Israëls, Jozef",1834
Vrouwenkop en een schildersdoek leunend tegen een stoel,schetsboekblad,"Israëls, Jozef",1834
Meisje met een opgeheven hand en een doos onder haar arm,schetsboekblad,"Israëls, Jozef",1834
Liggend dier,schetsboekblad,"Israëls, Jozef",1834
Rivier in een bos,schetsboekblad,"Israëls, Jozef",1834
Landschap met bomen en struiken,schetsboekblad,"Israëls, Jozef",1885
Zittende naakte jongen en een landschap met huizen en bomen,schetsboekblad,"Israëls, Jozef",1834
Studie,schetsboekblad,"Maris, Matthijs",1849
Studie voor plafondschildering met kinderfiguren op wolken,tekening,"Franceschini, Baldassare",1621
Boslandschap met een doorkijk naar een waterkant,schetsboekblad,"Maris, Matthijs",1849
Interieur met een man en vrouw bij een venster,schetsboekblad,"Schmidt, Willem Hendrik",1819
Man die de krant leest en een portret in een lijst,schetsboekblad,"Schmidt, Willem Hendrik",1819
Bank en een retabel,schetsboekblad,"Schmidt, Willem Hendrik",1819
"Stoel, een stoelpoot en een boogvenster",schetsboekblad,"Schmidt, Willem Hendrik",1819
Egyptisch huis,schetsboekblad,"Famars Testas, Willem de",1858
Zittend mannelijk naakt,tekening,"Schuer, Theodoor van der",1638
Man uit Monnickendam,schetsboekblad,"Rich, Alfred William",1892
Ontwerp voor een hoekstuk van plafond met personificatie van de Zuivere Waarheid,tekening,"Terwesten, Mattheus",1680
Zelfportret,tekening,"Koning-Loeber, Louise Marie",1904
Fluitduet I,schetsboekblad,"Koning-Loeber, Louise Marie",1948
"Figuur zittend aan waterkant, terwijl een amor zijn pijl op hem richt",tekening,"Verhagen, Otto (I)",1919
Portret van de hofmeester,schetsboekblad,"Steuerwald, Christian Heinrich Gottlieb",1848
Pietas (in doos met 43 tekeningen),tekening,"Dubourg, Louis Fabritius",1738
Zittend meisje,schetsboekblad,"Verhagen, Otto (I)",1922
Spelende kinderen op het strand,schetsboekblad,"Verhagen, Otto (I)",1930
Jozef door zijn broeders uit de put getrokken,tekening,"Floris, Frans (I)",1530
Trap op een heuvel,schetsboekblad,"Koning-Loeber, Louise Marie",1924
Studie van een staande man met palet,tekening,"Knipscheer, Rie",1921
Gezicht op Amsterdam vanaf het IJ,tekening,"Melling, Antoine Ignace",1812
Ontwerp voor reclame voor `JRA Huishoudpoeder',tekening,"Stolk, Reijer",1906
Gezicht in het bos te Windsor,tekening,"Linnell, John (II)",1815
Decoratief ontwerp met zeilbootjes,tekening,"Gerbrands, Roelf",1901
Italiaans landschap,tekening,"Vosmaer, Carel",1836
"Ontwerp voor een grafmonument met Justitia, Fama en Abundantia",tekening,"Scheemaeckers, Pieter (I)",1650
Bruidspaar,schetsboekblad,"Tamminga, Elly",1906
Abklatsch van de tekening op blad 8 verso,schetsboekblad,"Tamminga, Elly",1906
"Hoofd van een paard, naar rechts",tekening,"Tavenraat, Johannes",1819
Drie dansende kinderen,tekening,"Bisschop, Jan de",1648
Portret van Giuseppe Garibaldi,tekening,"Koelman, Johan Philip",1828
Schetsblad met figuren,tekening,"Cool, Thomas Simon",1841
Wandelaar op een pad langs de kust bij Atrani,schetsboekblad,"Berg, Jacobus Everhardus Josephus van den",1830
Verkoper met zijn kar bij een museum,tekening,"Kuperus, Sjoerd",1903
Ontwerp voor illustratie in De Amsterdammer: De Balkanroovers: De Halve Maan! (2 Februari 1913),tekening,"Braakensiek, Johan",1913
Drie katten en een liggende koe,schetsboekblad,"Saftleven, Cornelis",1666
Ontwerp voor affiche van de tentoonstelling van werk van H.F. Boot in het Frans Halsmuseum te Haarlem,tekening,"Kat, Otto B. de",1917
Gezicht op de watervallen te Tivoli,tekening,"Honich, Adriaen",1654
Staande man,schetsboekblad,"Reysschoot, Petrus Johannes van",1710
Portret van een man,schetsboekblad,"Reysschoot, Petrus Johannes van",1710
Studie van een liggende naakte man en draperie,tekening,"Grosse, Theodor",1839
Het polospel,Indiase miniatuur,anonymous,1600
Groep van zes vrouwen in een landschap,Indiase miniatuur,anonymous,1700
Fluitspelende figuur en twee dansende vrouwen,Indiase miniatuur,anonymous,1800
Prinses ontvangt bloemen,Indiase miniatuur,anonymous,1800
Twee banen met een paartje op de bovenste baan en vier musici op de onderste,Indiase miniatuur,anonymous,1790
Ontwerp voor een tapijt met een cirkel en fantasievormen,schetsboekblad,"Mulder, Jan (1895-1988)",1925
Schrijvende of tekenende mannen aan een tafel,schetsboekblad,"Tholen, Willem Bastiaan",1890
Duinlandschap met figuren,schetsboekblad,"Tholen, Willem Bastiaan",1870
"Brug over een kanaal, vermoedelijk in Enkhuizen",schetsboekblad,"Tholen, Willem Bastiaan",1900
"Berkenbomen, mogelijk in de tuin van het landgoed Ewijckshoeve",schetsboekblad,"Tholen, Willem Bastiaan",1885
Zittende oude man met opgeheven linkerhand,tekening,"Bergh, Jan van den",1596
"Bal, op de achtergrond een orkestje",tekening,"Loon, Pieter van",1811
Katten,schetsboekblad,"Stolk, Reijer",1906
Abklatsch van de krijttekening op blad 25 recto,schetsboekblad,"Stolk, Reijer",1906
Driehoek,schetsboekblad,"Stolk, Reijer",1906
Hoofd van een vrouw met opgestoken haar,schetsboekblad,"Stolk, Reijer",1916
Gewelfsysteem,schetsboekblad,"Stolk, Reijer",1916
Kop van een man met een hoed,schetsboekblad,"Stolk, Reijer",1906
Vier figuren in een tekenklas,schetsboekblad,"Stolk, Reijer",1906
Kleureffect,schetsboekblad,"Stolk, Reijer",1916
Decoratief patroon,schetsboekblad,"Stolk, Reijer",1916
Land- of routekaart in Ghana,schetsboekblad,"Stolk, Reijer",1916
Landschappen met bomen aan een waterkant,schetsboekblad,"Roelofs, Willem (I)",1846
Kapellenberg te Rozendaal,schetsboekblad,"Tavenraat, Johannes",1839
"Studieblad, onder andere met een monnik",schetsboekblad,"Tavenraat, Johannes",1839
"Studieblad, onder andere met paarden en ruiters",schetsboekblad,"Tavenraat, Johannes",1839
Hut met rieten kap in Noord-Brabant,schetsboekblad,"Tavenraat, Johannes",1839
Jager met honden en een landschap,schetsboekblad,"Tavenraat, Johannes",1839
Java. Residentiehuis te Bodjong (Semarang),boekillustratie (ontwerp),"Rappard, jonkheer Josias Cornelis",1875
Landschap met een molen en figuren op een landweg,schetsboekblad,"Tavenraat, Johannes",1840
Huis met rieten kap in Schottheide,schetsboekblad,"Tavenraat, Johannes",1844
"Vrouw met sluier, ten halven lijve",schetsboekblad,"Tavenraat, Johannes",1841
Landschap,schetsboekblad,"Tavenraat, Johannes",1841
Deels met riet overdekte plaggenhut op de heide van Nütterden,schetsboekblad,"Tavenraat, Johannes",1846
Een enigszins karikaturaal weergegeven schilder ( wsch. Jan Sluyters) werkend in zijn atelier aan een luministisch landschap,tekening,"Gestel, Leo",1900
Berchem bij Antwerpen,schetsboekblad,"Tavenraat, Johannes",1845
Bos,schetsboekblad,"Tavenraat, Johannes",1854
Weiland met huizen en een boom,schetsboekblad,"Tavenraat, Johannes",1854
Notities over landbouw,schetsboekblad,"Tavenraat, Johannes",1854
Zeilschepen,schetsboekblad,"Tavenraat, Johannes",1862
Notities,schetsboekblad,"Tavenraat, Johannes",1862
"Haas, rennend hert en twee honden",schetsboekblad,"Canta, Johannes Antonius",1826
Vier compositiestudies met figuren,schetsboekblad,"Schmidt, Willem Hendrik",1819
Schetsboek met 33 bladen,schetsboek,anonymous,1841
Kop van een man met gesloten ogen,schetsboekblad,"Poorter, Bastiaan de",1858
Figuren op een pad richting een kerk,schetsboekblad,"Neuhuys, Albert (1844-1914)",1854
Zeilboten op het water,schetsboekblad,"Borselen, Jan Willem van",1868
Handwerkende vrouw,schetsboekblad,"Neuhuys, Albert (1844-1914)",1854
"Vrouw, mogelijk in een tuin of weide",schetsboekblad,"Neuhuys, Albert (1844-1914)",1854
"Schuren, links een groep bomen",tekening,"Prins, Leendert K.C.",1897
"Gezicht op een ruïne, mogelijk van Kasteel Brederode",schetsboekblad,"Eversen, Adrianus",1828
Man met een zak en een stadsgezicht,schetsboekblad,"Eversen, Adrianus",1828
Landschap met water en zeilschepen,schetsboekblad,"Eversen, Adrianus",1828
Stadsgezicht met een molen,schetsboekblad,"Eversen, Adrianus",1828
Monnik zittend achter een vierkante tafel,schetsboekblad,"Bosboom, Johannes",1845
"Studies, mogelijk figuren",schetsboekblad,"Bosboom, Johannes",1845
Figuren in verschillende houdingen,schetsboekblad,"Eversen, Adrianus",1828
Figuurstudies,schetsboekblad,"Lingeman, Lambertus",1839
Drie ruiters en een sokkel naast een boom,schetsboekblad,"Rochussen, Charles",1840
Schets van een stadsgezicht (Haarlem?),tekening,"Eversen, Adrianus",1828
Landschap met een huis en bomen,schetsboekblad,"Vossen, André van der",1928
Studieblad met zeelieden in een kring,schetsboekblad,"Vossen, André van der",1920
Rivierlandschap met een molen,schetsboekblad,"Eversen, Adrianus",1828
Vrouw met hoofddeksel,schetsboekblad,"Eversen, Adrianus",1828
Hondenkop en een vrouw die appels plukt,schetsboekblad,"Vos, Maria",1834
Studieblad met vier mannen in verschillende houdingen,schetsboekblad,"Vos, Maria",1834
Ontwerp voor de plattegrond van Villa Grada,schetsboekblad,"Vos, Maria",1856
Landschappen met heuvels,schetsboekblad,"Vos, Maria",1834
Studieblad met gebouwen en een stadsgezicht,schetsboekblad,"Eversen, Adrianus",1828
Venus verzoekt Neptunus te verhinderen dat Telemachus zal landen op Ithaca,tekening,"Keyert, Rienk",1719
Twee zeilschepen op de golven,schetsboekblad,"Schouman, Martinus",1780
"Twee cherubijnen naar een detail van Rafaëls 'Sixtijnse Madonna""",schetsboekblad,"Kemper, jonkvrouw Elisabeth",1823
Maria Magdalena met zalfpot,schetsboekblad,"Kemper, Catharina",1813
Twee ontwerpschetsen voor de hal van een paleis,tekening,"Bibiena, Giuseppe Galli",1710
Details van koorstoelen te Yperen en Dordrecht,schetsboekblad,"Kamer, Johanna van de",1890
Schetsboek met 19 bladen,schetsboek,"Kamer, Johanna van de",1883
Schoorstenen,schetsboekblad,"Koekkoek, Willem",1849
Karikatuurportret van de kunstschilder Willem Maris,tekening,"Verveer, Elchanon",1860
Heidelandschap,schetsboekblad,"Mauve, Anton",1876
Vlag of zeil aan een mast,schetsboekblad,"Vreedenburgh, Cornelis",1890
"Studie, mogelijk een roeiboot",schetsboekblad,"Vreedenburgh, Cornelis",1890
Gezicht op een dorp aan zee,schetsboekblad,"Vreedenburgh, Cornelis",1936
Zittende vrouw met een hoed,schetsboekblad,"Vreedenburgh, Cornelis",1935
Boten aan een kade te Amsterdam,schetsboekblad,"Vreedenburgh, Cornelis",1890
Waterkant,schetsboekblad,"Vreedenburgh, Cornelis",1890
Portret van een man met een bril en snor,schetsboekblad,"Vreedenburgh, Cornelis",1890
Bukkende figuur op een zeilschip,schetsboekblad,"Vreedenburgh, Cornelis",1890
Studie,schetsboekblad,"Vreedenburgh, Cornelis",1890
Twee figuren en een kind met ballonnen,schetsboekblad,"Vreedenburgh, Cornelis",1890
Portret van een man met een baard,schetsboekblad,"Vreedenburgh, Cornelis",1890
Wolkenlucht boven een landschap,schetsboekblad,"Vreedenburgh, Cornelis",1890
Figuren op een boot bij een aanlegpaal,schetsboekblad,"Vreedenburgh, Cornelis",1890
Gezicht op een dorp met een kerktoren,schetsboekblad,"Vreedenburgh, Cornelis",1890
"Studieblad, onder andere met een paard, straat en vrouwenkoppen met mutsen",schetsboekblad,"Bosboom, Johannes",1873
"Oost-Javaans landschap met weg, dorpje verscholen in vegetatie",tekening,"Bik, Adrianus Johannes",1821
Islamitische vorstelijke graven in West-Java,tekening,"Bik, Adrianus Johannes",1816
"Figuurstudie van een staande man, bijna en profil naar rechts",tekening,"Fokke, Simon",1722
"Vrouw in een lange jurk, uit verschillende aanzichten gezien",schetsboekblad,"Tavenraat, Johannes",1840
In 't Bosch,tekening,"Tavenraat, Johannes",1840
Mansportret,tekening,"Tavenraat, Johannes",1840
Twee figuren,tekening,"Tavenraat, Johannes",1840
Schaapherder voor een boerderij,tekening,"Tavenraat, Johannes",1840
Envelop met koppen,tekening,"Tavenraat, Johannes",1866
Twee koppen,tekening,"Tavenraat, Johannes",1840
Kop,tekening,"Tavenraat, Johannes",1840
Drie figuren,tekening,"Tavenraat, Johannes",1840
Blad met koppen,tekening,"Tavenraat, Johannes",1868
Hert springt over boomstam,tekening,"Tavenraat, Johannes",1840
Strooper,tekening,"Tavenraat, Johannes",1840
Valkenier en windhonden,tekening,"Tavenraat, Johannes",1840
Muizen presenteren lekkernijen aan kinderen en poppen,tekening,Mira,1850
Man rijdend op een paard,tekening,"Tavenraat, Johannes",1840
"Bandontwerp voor: Piero Misciatelli, Savonarola, 1935",tekening,"Schrijnder, Jo",1935
Stadsgezichten aan het water en een brug,schetsboekblad,"Thier, Barend Hendrik",1780
"Een zittend meisje, naar rechts",tekening,"Dwinger, Sonja",1935
"Studie voor de litho : ""Het boekenstalletje"": lezende man en boekverkoper; het stalletje frontaal, de boekverkoper met bril",tekening,"Henriët, Henk",1936
Restaureren van een wimberg,tekening,"Bantzinger, Cees",1959
Jongen met kind op zijn knie (Zimbabwe),tekening,"Eerdmans, Emmy",1999
"Op de slaapzaal in de kazerne te Amersfoort, 1940",tekening,"Hund, Cor",1940
"Studie van een half liggende, half zittende jongen",tekening,"Bottani, Giuseppe",1727
Straatgezicht met een verkoper en schoenenpoetser,schetsboekblad,"Hove Bzn, Johannes Huybertus van",1837
"Ontwerp voor het omslag van : Karel Eykman, De verschrikkelijk verlegen vogelverschrikker",ontwerptekening,"Donker, Charles",1972
"Gezicht op de Maas te Rotterdam, van het Noordereiland",aquarel,"Kouwen, Philip",1951
Voorstudie voor 'De schilder en zijn vrouw',schetsboekblad,"Willink, Carel",1934
Kerk,schetsboekblad,"Willink, Carel",1930
Fruitmand op een tafel voor een raam met uitzicht op het water en een boot,schetsboekblad,"Willink, Carel",1930
Bloem,schetsboekblad,"Willink, Carel",1920
Hand,schetsboekblad,"Willink, Carel",1920
Voorstudie voor 'Dierentuin',schetsboekblad,"Willink, Carel",1958
Voorstudie voor 'Stilleven met kan' en figuren in omarming,schetsboekblad,"Willink, Carel",1930
Kale bomen,schetsboekblad,"Willink, Carel",1915
Blaasorkest,tekening,"Eerdmans, Emmy",1990
Deel van een baggermolen,schetsboekblad,"Nijland, Dirk Hidde",1891
Huizen bij het Gardameer,aquarel,"Dwinger, Sonja",1984
Zittend vrouwelijk naakt,naaktstudie,"Jong, Gooitzen de",1942
Manskop met drie maskers,tekening,"Daamen, Theo",1992
Egyptische vrouw,ontwerp,"Molkenboer, Anton",1882
Naakte vrouw in spreidzit,tekening,"Jong, Gooitzen de",1942
