Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Juan 'The Kraken' Adams,Juan Adams,The Kraken,6.5,265.0,Orthodox,5,3,0,False,2.0,0.25,33.75,0.25,0.0,90.5,0.52,0.52,0.6,0.62,0.46,0.42,0.45,0.0,0.0,Heavyweight,Male,Hybrid
Zarrukh 'The Lion' Adashev,Zarrukh Adashev,The Lion,5.5,125.0,Southpaw,4,4,0,False,2.0,0.25,18.5,0.0,0.0,11.75,0.4,0.33,0.48,0.88,0.4,0.42,0.12,0.25,0.0,Flyweight,Male,Hybrid
Israel 'The Last Stylebender' Adesanya,Israel Adesanya,The Last Stylebender,6.4,185.0,Switch,24,5,0,False,3.67,0.22,65.06,0.33,0.0,34.17,0.49,0.36,0.71,0.81,0.49,0.49,0.38,0.17,0.17,Middleweight,Male,Striker
Sam 'The Experience' Adkins,Sam Adkins,The Experience,6.3,225.0,Orthodox,7,20,2,False,1.0,0.0,0.0,0.0,0.0,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Nick 'No Nickname' Agallar,Nick Agallar,No Nickname,5.8,155.0,Orthodox,24,6,0,False,2.0,0.0,5.0,0.0,0.0,67.0,0.11,0.06,0.0,0.6,0.1,1.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Mariya 'Money Mashka' Agapova,Mariya Agapova,Money Mashka,5.6,125.0,Southpaw,10,5,0,False,1.83,0.17,23.0,0.83,0.33,48.17,0.51,0.46,0.64,0.37,0.38,0.74,0.27,0.5,0.17,Women's Flyweight,Female,Striker
Marcelo 'No Nickname' Aguiar,Marcelo Aguiar,No Nickname,5.1,170.0,Orthodox,2,3,1,False,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Welterweight,Male,Hybrid
Jessica 'Jag' Aguilar,Jessica Aguilar,Jag,5.3,115.0,Orthodox,20,8,0,False,2.6,0.0,72.0,0.0,0.2,135.4,0.54,0.29,0.8,0.79,0.33,0.77,0.33,0.2,0.0,Women's Strawweight,Female,Striker
Kevin 'Angel of Death' Aguilar,Kevin Aguilar,Angel of Death,5.7,155.0,Orthodox,17,5,0,False,2.67,0.33,56.5,0.67,0.0,53.67,0.39,0.29,0.73,0.73,0.36,0.51,0.24,0.0,0.17,Featherweight,Male,Hybrid
Jesus 'No Nickname' Aguilar,Jesus Aguilar,No Nickname,5.4,125.0,Orthodox,12,3,0,False,2.0,0.0,25.17,0.83,0.67,73.83,0.59,0.43,0.56,0.62,0.59,0.32,0.23,0.83,0.17,Flyweight,Male,Striker
Christian 'The Beast' Aguilera,Christian Aguilera,The Beast,5.9,170.0,Switch,14,8,0,False,1.33,0.0,8.33,0.0,0.33,10.67,0.31,0.25,0.56,0.3,0.31,0.0,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Nick 'Slick' Aguirre,Nick Aguirre,Slick,5.9,135.0,Southpaw,7,2,0,False,3.0,0.0,9.5,1.0,0.5,210.5,0.36,0.34,0.5,0.0,0.44,0.25,0.0,0.5,0.5,Bantamweight,Male,Hybrid
Omari 'Wolverine' Akhmedov,Omari Akhmedov,Wolverine,6.0,185.0,Orthodox,21,6,1,False,2.53,0.2,34.33,1.4,0.13,155.2,0.38,0.31,0.6,0.79,0.35,0.44,0.39,0.2,0.0,Middleweight,Male,Hybrid
Yoshihiro 'No Nickname' Akiyama,Yoshihiro Akiyama,No Nickname,5.1,170.0,Orthodox,14,6,0,False,2.71,0.14,50.0,2.0,0.14,189.86,0.35,0.31,0.59,0.65,0.34,0.46,0.34,0.14,0.0,Welterweight,Male,Hybrid
Rostem 'No Nickname' Akman,Rostem Akman,No Nickname,5.1,170.0,Switch,6,2,0,False,3.0,0.5,37.5,0.5,0.0,101.0,0.26,0.21,0.7,1.0,0.22,0.78,0.0,0.0,0.0,Welterweight,Male,Hybrid
Razak 'No Nickname' Al-Hassan,Razak Al-Hassan,No Nickname,6.2,205.0,Orthodox,13,5,0,False,2.0,0.0,22.0,0.5,0.0,123.0,0.31,0.18,0.6,0.77,0.32,0.33,0.0,0.0,0.5,Light Heavyweight,Male,Hybrid
Abdul-Kareem 'Pride of Palestine' Al-Selwady,Abdul-Kareem Al-Selwady,Pride of Palestine,5.8,155.0,Orthodox,15,4,0,False,3.0,1.0,39.0,4.0,0.0,164.0,0.55,0.44,0.73,0.65,0.56,0.57,0.0,0.0,0.0,Lightweight,Male,Striker
Mostapha 'No Nickname' Al-Turk,Mostapha Al-Turk,No Nickname,6.2,245.0,Orthodox,6,6,0,False,1.67,0.0,10.33,0.0,0.0,33.0,0.29,0.07,0.33,0.94,0.21,0.25,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Amir 'The Prince' Albazi,Amir Albazi,The Prince,5.5,125.0,Orthodox,17,2,0,False,3.0,0.33,47.0,1.33,0.17,208.0,0.41,0.35,0.75,0.85,0.36,0.15,0.58,0.5,0.0,Flyweight,Male,Striker
John 'Prince' Albert,John Albert,Prince,5.8,135.0,Orthodox,6,5,0,False,1.2,0.0,12.2,0.2,1.8,42.0,0.45,0.36,0.49,0.8,0.35,0.27,0.61,1.8,0.2,Bantamweight,Male,Wrestler
Junior 'Baby' Albini,Junior Albini,Baby,6.3,264.0,Orthodox,14,6,0,False,1.6,0.2,31.8,0.2,0.0,89.8,0.56,0.46,0.75,0.91,0.54,0.63,0.27,0.0,0.0,Heavyweight,Male,Striker
Wes 'No Nickname' Albritton,Wes Albritton,No Nickname,5.1,188.0,Orthodox,0,1,0,False,1.0,0.0,0.0,0.0,0.0,123.13869442198869,0.44064717348927873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Aleksandra 'Stitch' Albu,Aleksandra Albu,Stitch,5.2,115.0,Orthodox,3,2,0,False,2.25,0.0,46.5,1.0,0.25,95.0,0.48,0.44,0.55,0.62,0.41,0.62,0.33,0.25,0.0,Women's Strawweight,Female,Striker
Iuri 'Marajo' Alcantara,Iuri Alcantara,Marajo,5.9,135.0,Southpaw,35,10,0,False,2.22,0.11,25.28,1.39,0.44,92.44,0.47,0.4,0.71,0.45,0.36,0.64,0.66,0.56,0.06,Bantamweight,Male,Wrestler
Ildemar 'Marajo' Alcantara,Ildemar Alcantara,Marajo,6.2,185.0,Orthodox,21,11,0,False,2.86,0.0,27.0,1.29,0.14,140.86,0.39,0.3,0.76,0.79,0.31,0.79,0.47,0.86,0.0,Welterweight,Male,Striker
Alfonso 'No Nickname' Alcarez,Alfonso Alcarez,No Nickname,5.3,145.0,Orthodox,1,3,1,False,2.0,0.0,34.0,1.0,0.0,126.0,0.54,0.45,0.75,1.0,0.6,0.57,0.4,0.0,0.0,Lightweight,Male,Striker
Gilbert 'El Peligro' Aldana,Gilbert Aldana,El Peligro,6.1,250.0,Orthodox,6,2,0,False,1.5,0.0,17.0,1.0,0.0,141.5,0.63,0.57,1.0,0.34,0.22,0.26,0.75,0.0,0.0,Heavyweight,Male,Striker
Irene 'No Nickname' Aldana,Irene Aldana,No Nickname,5.9,135.0,Orthodox,15,8,0,False,3.0,0.14,80.36,0.14,0.21,19.29,0.4,0.34,0.61,0.77,0.37,0.7,0.28,0.21,0.21,Women's Bantamweight,Female,Hybrid
Hector 'No Nickname' Aldana,Hector Aldana,No Nickname,5.11,170.0,Orthodox,4,3,0,False,2.33,0.0,38.67,0.67,0.0,20.67,0.34,0.23,0.39,0.76,0.34,0.17,0.33,0.0,0.0,Welterweight,Male,Hybrid
Jose 'No Nickname' Aldo,Jose Aldo,No Nickname,5.7,135.0,Orthodox,32,10,0,False,3.43,0.26,68.87,0.61,0.13,115.04,0.46,0.39,0.66,0.81,0.44,0.6,0.35,0.17,0.0,Featherweight,Male,Striker
JJ 'No Nickname' Aldrich,JJ Aldrich,No Nickname,5.5,125.0,Southpaw,14,7,0,False,2.81,0.0,51.62,0.56,0.06,143.5,0.48,0.44,0.73,0.58,0.43,0.72,0.43,0.0,0.12,Women's Flyweight,Female,Striker
Irina 'Russian Ronda' Alekseeva,Irina Alekseeva,Russian Ronda,5.8,135.0,Orthodox,5,3,0,False,2.25,0.0,42.0,0.25,0.0,38.25,0.36,0.27,0.42,0.61,0.36,0.53,0.1,0.25,0.0,Women's Bantamweight,Female,Hybrid
Talita 'Problem Child' Alencar,Talita Alencar,Problem Child,5.1,115.0,Orthodox,6,1,1,False,3.0,0.0,36.0,0.33,0.0,320.0,0.36,0.32,0.61,0.55,0.25,0.74,0.49,0.33,0.0,Women's Strawweight,Female,Hybrid
Jim 'The Beast' Alers,Jim Alers,The Beast,5.9,145.0,Orthodox,13,3,0,False,2.5,0.0,48.0,0.75,0.25,170.5,0.4,0.32,0.53,0.81,0.36,0.44,0.43,0.25,0.0,Featherweight,Male,Hybrid
John 'The Natural' Alessio,John Alessio,The Natural,5.1,155.0,Orthodox,35,17,0,False,2.8,0.0,19.0,1.0,0.6,77.6,0.33,0.21,0.45,0.6,0.22,0.62,0.27,0.6,0.2,Lightweight,Male,Wrestler
Houston 'The Assassin' Alexander,Houston Alexander,The Assassin,6.0,205.0,Orthodox,17,15,1,False,1.33,0.5,15.33,0.17,0.0,18.17,0.45,0.35,0.46,0.62,0.38,0.56,0.43,0.0,0.0,Light Heavyweight,Male,Hybrid
Lucas 'The Lion' Alexander,Lucas Alexander,The Lion,5.11,145.0,Orthodox,8,5,0,False,1.75,0.0,18.0,0.0,0.0,47.0,0.59,0.38,0.6,0.99,0.6,0.44,0.27,0.0,0.25,Featherweight,Male,Hybrid
Marcio 'Lyoto' Alexandre Junior,Marcio Alexandre Junior,Lyoto,6.0,185.0,Southpaw,17,4,0,False,3.0,0.33,28.33,1.0,0.67,38.33,0.43,0.27,0.73,0.6,0.33,0.58,0.27,0.33,0.0,Welterweight,Male,Hybrid
Bill 'Senor Perfecto' Algeo,Bill Algeo,Senor Perfecto,6.0,145.0,Switch,18,9,0,False,2.5,0.1,54.4,1.1,0.2,130.9,0.53,0.45,0.68,0.8,0.48,0.72,0.57,0.1,0.4,Featherweight,Male,Striker
Royce 'No Nickname' Alger,Royce Alger,No Nickname,5.1,199.0,Orthodox,3,2,0,False,1.5,0.0,7.0,1.0,0.0,153.0,0.46,0.46,0.0,0.0,0.0,0.38,0.52,0.0,0.0,Middleweight,Male,No Clear Style
Sultan 'No Nickname' Aliev,Sultan Aliev,No Nickname,5.11,170.0,Orthodox,15,3,0,False,2.25,0.0,16.75,0.75,0.25,261.5,0.49,0.46,0.5,0.38,0.4,0.58,0.48,0.0,0.25,Welterweight,Male,Striker
Nurullo 'Tajik Eagle' Aliev,Nurullo Aliev,Tajik Eagle,5.1,155.0,Orthodox,10,0,0,False,3.0,0.0,20.5,1.0,1.0,572.0,0.4,0.4,0.42,0.5,0.25,0.25,0.44,0.0,0.5,Lightweight,Male,Wrestler
Ikram 'No Nickname' Aliskerov,Ikram Aliskerov,No Nickname,6.0,185.0,Southpaw,16,2,0,False,1.0,0.5,23.0,0.0,0.0,8.5,0.57,0.52,0.69,0.72,0.56,0.38,0.2,0.0,0.0,Middleweight,Male,Hybrid
John 'No Nickname' Allan,John Allan,No Nickname,6.1,205.0,Orthodox,13,7,0,False,3.0,0.0,53.67,1.67,1.0,81.67,0.38,0.29,0.63,0.92,0.36,0.6,0.26,1.0,0.0,Light Heavyweight,Male,Striker
Arnold 'Almighty' Allen,Arnold Allen,Almighty,5.8,145.0,Southpaw,20,3,0,False,2.92,0.23,40.15,1.23,0.15,100.08,0.41,0.36,0.6,0.42,0.39,0.27,0.33,0.31,0.0,Featherweight,Male,Hybrid
Brendan 'All In' Allen,Brendan Allen,All In,6.2,185.0,Orthodox,25,7,0,False,2.5,0.22,42.5,1.17,0.44,219.11,0.56,0.46,0.86,0.84,0.5,0.6,0.51,0.83,0.78,Middleweight,Male,Striker
Ben 'Blanco' Alloway,Ben Alloway,Blanco,5.11,170.0,Orthodox,18,8,0,False,1.67,0.33,19.67,2.0,0.33,38.33,0.53,0.44,0.72,0.69,0.48,0.42,0.67,0.0,0.0,Welterweight,Male,Striker
Asu 'Zulfikar' Almabayev,Asu Almabayev,Zulfikar,5.4,125.0,Orthodox,22,3,0,False,2.83,0.0,21.83,2.17,1.17,410.5,0.55,0.43,0.82,0.92,0.5,0.55,0.57,1.33,0.17,Flyweight,Male,Wrestler
Bekzat 'The Turan Warrior' Almakhan,Bekzat Almakhan,The Turan Warrior,5.7,135.0,Orthodox,12,2,0,False,2.0,0.5,2.0,0.0,0.0,18.0,0.45,0.39,0.84,0.0,0.43,0.0,0.5,0.0,0.0,Bantamweight,Male,Hybrid
Ricardo 'Big Dog' Almeida,Ricardo Almeida,Big Dog,6.0,170.0,Orthodox,13,5,0,False,2.27,0.0,18.27,2.36,1.09,290.91,0.56,0.38,0.79,0.59,0.51,0.59,0.55,1.0,0.0,Welterweight,Male,Wrestler
Thomas 'Thominhas' Almeida,Thomas Almeida,Thominhas,5.7,145.0,Southpaw,22,5,0,False,2.1,0.6,45.7,0.3,0.0,6.0,0.42,0.34,0.55,0.81,0.41,0.47,0.04,0.0,0.0,Featherweight,Male,Hybrid
Ericka 'No Nickname' Almeida,Ericka Almeida,No Nickname,5.6,115.0,Orthodox,7,3,0,False,3.0,0.0,16.0,0.5,0.0,106.5,0.39,0.34,0.78,1.0,0.45,0.76,0.1,0.0,0.0,Women's Strawweight,Female,Hybrid
Jailton 'Malhadinho' Almeida,Jailton Almeida,Malhadinho,6.3,205.0,Orthodox,22,3,0,False,1.67,0.0,14.33,2.56,1.0,345.78,0.6,0.56,0.39,0.2,0.37,0.12,0.58,1.11,0.22,Heavyweight,Male,Wrestler
Lucas 'No Nickname' Almeida,Lucas Almeida,No Nickname,5.11,145.0,Orthodox,15,4,0,False,2.17,0.5,34.33,0.33,0.0,32.83,0.41,0.19,0.63,0.84,0.38,0.44,0.28,0.0,0.0,Featherweight,Male,Hybrid
Cesar 'Cesinha' Almeida,Cesar Almeida,Cesinha,6.1,185.0,Orthodox,7,1,0,False,2.25,0.5,29.75,2.0,0.25,37.5,0.62,0.46,0.75,0.82,0.57,0.98,0.42,0.25,0.25,Middleweight,Male,Striker
Sarah 'Too Sweet' Alpar,Sarah Alpar,Too Sweet,5.4,135.0,Southpaw,9,6,0,False,3.0,0.0,26.5,1.0,0.0,104.0,0.38,0.22,0.56,0.76,0.38,0.16,0.0,0.0,0.0,Women's Flyweight,Female,Hybrid
Ali 'The Royal Fighter' AlQaisi,Ali AlQaisi,The Royal Fighter,5.6,135.0,Orthodox,8,5,0,False,3.0,0.0,33.5,1.0,2.5,237.5,0.42,0.31,0.64,0.82,0.41,0.61,0.16,1.0,0.0,Bantamweight,Male,Wrestler
Victor 'El Magnifico' Altamirano,Victor Altamirano,El Magnifico,5.8,125.0,Switch,12,5,0,False,2.67,0.17,49.17,1.0,0.17,145.33,0.53,0.38,0.72,0.87,0.49,0.67,0.32,0.0,0.0,Flyweight,Male,Striker
Sean 'No Nickname' Alvarez,Sean Alvarez,No Nickname,6.0,235.0,Orthodox,4,3,0,False,2.0,0.0,6.0,0.0,0.0,197.0,0.37,0.12,0.0,0.71,0.5,0.17,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Eddie 'No Nickname' Alvarez,Eddie Alvarez,No Nickname,5.9,155.0,Orthodox,29,6,0,False,2.38,0.62,54.75,0.25,0.25,130.25,0.4,0.3,0.72,0.71,0.36,0.54,0.55,0.12,0.0,Lightweight,Male,Striker
Joel 'El Fenomeno' Alvarez,Joel Alvarez,El Fenomeno,6.3,155.0,Orthodox,22,3,0,False,1.9,0.1,25.8,0.3,0.3,55.0,0.58,0.48,0.68,0.81,0.53,0.55,0.42,0.6,0.1,Lightweight,Male,Striker
Thiago 'Pitbull' Alves,Thiago Alves,Pitbull,5.9,170.0,Orthodox,23,15,0,False,2.41,0.56,42.44,0.56,0.3,68.74,0.46,0.31,0.74,0.72,0.43,0.56,0.39,0.22,0.07,Welterweight,Male,Striker
Amilcar 'No Nickname' Alves,Amilcar Alves,No Nickname,6.0,170.0,Southpaw,15,12,0,False,3.0,0.0,7.0,0.0,0.0,0.0,0.45,0.42,0.5,0.38,0.3,0.5,0.66,0.0,0.0,Welterweight,Male,Hybrid
Warlley 'No Nickname' Alves,Warlley Alves,No Nickname,5.11,185.0,Orthodox,15,8,0,False,2.31,0.19,39.38,0.44,0.31,131.75,0.51,0.36,0.72,0.82,0.48,0.56,0.33,0.56,0.06,Welterweight,Male,Striker
Rafael 'The Turn' Alves,Rafael Alves,The Turn,5.8,155.0,Orthodox,20,12,0,False,2.5,0.0,28.75,1.5,0.0,58.75,0.48,0.35,0.88,0.84,0.47,0.5,0.18,1.0,0.25,Lightweight,Male,Striker
Sam 'Smile'N' Alvey,Sam Alvey,Smile'N,6.2,185.0,Southpaw,33,18,1,False,2.17,0.38,34.17,0.33,0.08,32.75,0.45,0.37,0.66,0.54,0.4,0.57,0.33,0.04,0.04,Middleweight,Male,Hybrid
Adlan 'Borz' Amagov,Adlan Amagov,Borz,6.2,170.0,Orthodox,14,2,1,False,2.0,0.0,4.5,0.0,0.0,137.0,0.48,0.4,0.53,0.78,0.32,0.66,0.56,0.0,0.0,Welterweight,Male,Hybrid
Alen 'No Nickname' Amedovski,Alen Amedovski,No Nickname,5.1,185.0,Orthodox,8,4,0,False,1.5,0.25,5.75,0.0,0.0,3.25,0.25,0.22,0.12,0.18,0.23,0.0,0.15,0.0,0.25,Middleweight,Male,No Clear Style
Hyder 'The Hurricane' Amil,Hyder Amil,The Hurricane,5.9,145.0,Switch,11,1,0,False,1.75,0.25,38.5,0.25,0.0,75.75,0.59,0.4,0.59,0.81,0.58,0.27,0.42,0.5,0.25,Featherweight,Male,Striker
Makwan 'Mr. Finland' Amirkhani,Makwan Amirkhani,Mr. Finland,5.1,145.0,Southpaw,17,9,0,False,2.14,0.21,16.79,1.36,1.0,191.21,0.43,0.37,0.5,0.26,0.38,0.07,0.48,0.64,0.29,Featherweight,Male,Wrestler
Jaqueline 'No Nickname' Amorim,Jaqueline Amorim,No Nickname,5.3,115.0,Orthodox,10,1,0,False,2.0,0.0,28.6,1.0,2.0,257.2,0.57,0.65,0.43,0.2,0.39,0.0,0.8,2.6,0.4,Women's Strawweight,Female,Wrestler
Eryk 'Ya Boi' Anders,Eryk Anders,Ya Boi,6.1,185.0,Southpaw,17,9,0,False,2.47,0.63,46.0,1.11,0.11,201.0,0.5,0.41,0.77,0.52,0.41,0.67,0.4,0.05,0.05,Middleweight,Male,Striker
Matt 'No Nickname' Andersen,Matt Andersen,No Nickname,6.2,230.0,Southpaw,14,8,1,False,1.0,0.0,0.0,0.0,0.0,123.13869442198869,0.44064717348927873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Andy 'The Hammer' Anderson,Andy Anderson,The Hammer,5.6,240.0,Orthodox,0,1,0,False,1.0,0.0,2.0,0.0,0.0,22.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Open Weight,Male,Hybrid
Lowell 'No Nickname' Anderson,Lowell Anderson,No Nickname,5.6,160.0,Orthodox,0,1,0,False,3.0,0.0,9.0,0.0,0.0,3.0,0.27,0.21,0.75,0.0,0.31,0.0,0.0,0.0,0.0,Middleweight,Male,No Clear Style
Corey 'Overtime' Anderson,Corey Anderson,Overtime,6.3,205.0,Orthodox,14,5,0,False,2.4,0.13,36.6,2.47,0.13,267.53,0.47,0.43,0.69,0.83,0.39,0.57,0.6,0.0,0.0,Light Heavyweight,Male,Striker
Megan 'No Nickname' Anderson,Megan Anderson,No Nickname,6.0,145.0,Orthodox,11,5,0,False,1.33,0.17,11.67,0.33,0.33,36.5,0.45,0.35,0.7,0.17,0.35,0.37,0.13,0.17,0.33,Women's Featherweight,Female,Hybrid
Alex 'El Toro' Andrade,Alex Andrade,El Toro,5.11,200.0,Orthodox,10,5,0,False,2.0,1.0,12.0,0.0,0.0,93.0,0.44,0.35,1.0,1.0,0.33,0.67,0.0,0.0,0.0,Middleweight,Male,Hybrid
Jessica 'Bate Estaca' Andrade,Jessica Andrade,Bate Estaca,5.1,115.0,Orthodox,26,15,0,False,2.13,0.27,51.87,1.1,0.47,129.13,0.5,0.36,0.75,0.75,0.43,0.58,0.38,0.2,0.03,Women's Strawweight,Female,Striker
Viscardi 'No Nickname' Andrade,Viscardi Andrade,No Nickname,5.11,170.0,Orthodox,19,6,0,False,2.5,0.5,45.25,0.75,0.0,148.0,0.46,0.4,0.69,0.9,0.43,0.4,0.46,0.25,0.0,Welterweight,Male,Striker
Jermaine 'No Nickname' Andre,Jermaine Andre,No Nickname,5.7,200.0,Orthodox,14,4,0,False,3.0,1.0,27.0,0.0,0.0,16.0,0.57,0.45,1.0,0.69,0.5,0.68,0.43,0.0,0.0,Middleweight,Male,Striker
Dylan 'The Villain' Andrews,Dylan Andrews,The Villain,6.1,185.0,Switch,18,7,0,False,1.8,0.2,23.0,0.8,0.2,70.0,0.54,0.35,0.58,0.52,0.49,0.49,0.49,0.2,0.0,Middleweight,Male,Hybrid
Reese 'Riptide' Andy,Reese Andy,Riptide,6.0,205.0,Orthodox,7,3,0,False,2.5,0.0,32.0,0.5,0.0,110.0,0.51,0.34,0.5,0.83,0.48,0.62,0.5,0.0,0.0,Light Heavyweight,Male,Hybrid
Collin 'No Nickname' Anglin,Collin Anglin,No Nickname,5.9,145.0,Orthodox,8,3,0,False,1.5,0.5,26.0,0.0,0.0,15.5,0.34,0.28,0.4,0.75,0.32,0.38,0.0,0.0,0.0,Featherweight,Male,Hybrid
Chad 'The Monster' Anheliger,Chad Anheliger,The Monster,5.6,135.0,Orthodox,13,8,0,False,3.0,0.4,43.2,2.4,1.0,110.4,0.45,0.39,0.47,0.82,0.42,0.45,0.58,0.4,0.2,Bantamweight,Male,Striker
Yoji 'Mr. 200%' Anjo,Yoji Anjo,Mr. 200%,5.11,205.0,Orthodox,0,5,1,False,1.67,0.0,3.0,0.0,0.33,12.0,0.33,0.33,0.33,0.33,0.33,0.33,0.0,0.33,0.33,Middleweight,Male,No Clear Style
Magomed 'No Nickname' Ankalaev,Magomed Ankalaev,No Nickname,6.3,205.0,Orthodox,21,1,1,True,2.62,0.5,42.44,0.44,0.0,193.81,0.54,0.42,0.78,0.92,0.49,0.67,0.63,0.0,0.12,Light Heavyweight,Male,Striker
Gadzhimurad 'No Nickname' Antigulov,Gadzhimurad Antigulov,No Nickname,5.11,205.0,Orthodox,20,8,0,False,1.17,0.5,16.0,0.33,0.0,101.33,0.47,0.38,0.63,0.5,0.29,0.25,0.54,0.33,0.0,Light Heavyweight,Male,Hybrid
Azunna 'Zulu' Anyanwu,Azunna Anyanwu,Zulu,6.1,251.0,Orthodox,14,5,0,False,3.0,0.0,37.0,0.0,0.0,0.0,0.44,0.47,0.38,0.0,0.44,0.5,0.0,0.0,0.0,Heavyweight,Male,Hybrid
Shinsho 'Animal' Anzai,Shinsho Anzai,Animal,5.7,170.0,Orthodox,10,3,0,False,2.0,0.0,29.25,1.25,0.25,184.25,0.51,0.41,0.91,0.27,0.39,0.86,0.31,0.0,0.0,Welterweight,Male,Striker
Romie 'No Nickname' Aram,Romie Aram,No Nickname,5.1,170.0,Orthodox,7,1,0,False,3.0,1.0,24.0,2.0,0.0,294.0,0.34,0.31,1.0,1.0,0.26,0.42,0.5,0.0,0.0,Welterweight,Male,Striker
Felipe 'Sertanejo' Arantes,Felipe Arantes,Sertanejo,5.8,135.0,Orthodox,18,10,1,False,2.5,0.5,33.75,1.08,0.5,127.42,0.48,0.41,0.58,0.74,0.42,0.31,0.54,0.58,0.58,Bantamweight,Male,Wrestler
Igor 'No Nickname' Araujo,Igor Araujo,No Nickname,6.1,170.0,Orthodox,25,9,0,False,2.75,0.25,36.0,1.75,1.5,246.25,0.4,0.29,0.51,0.48,0.34,0.73,0.21,0.5,0.5,Welterweight,Male,Wrestler
Viviane 'Vivi' Araujo,Viviane Araujo,Vivi,5.4,125.0,Orthodox,13,7,0,False,3.15,0.0,64.77,1.38,0.38,192.46,0.47,0.41,0.77,0.92,0.46,0.55,0.54,0.62,0.08,Women's Flyweight,Female,Striker
Julio 'No Nickname' Arce,Julio Arce,No Nickname,5.7,145.0,Southpaw,19,6,0,False,2.7,0.6,51.8,0.2,0.1,49.9,0.32,0.27,0.59,0.69,0.31,0.47,0.25,0.3,0.0,Featherweight,Male,Hybrid
Alice 'No Nickname' Ardelean,Alice Ardelean,No Nickname,5.3,115.0,Orthodox,10,7,0,False,3.0,0.0,75.67,1.0,0.0,142.33,0.46,0.4,0.7,0.81,0.46,0.69,0.27,0.0,0.33,Women's Strawweight,Female,Striker
Dan 'The Determined' Argueta,Dan Argueta,The Determined,5.7,135.0,Southpaw,9,3,0,False,2.5,0.0,45.0,2.0,1.17,294.17,0.52,0.47,0.88,0.46,0.48,0.41,0.7,1.17,0.5,Bantamweight,Male,Wrestler
Andrei 'The Pitbull' Arlovski,Andrei Arlovski,The Pitbull,6.3,240.0,Orthodox,34,24,0,False,2.26,0.33,35.88,0.19,0.19,45.86,0.46,0.35,0.54,0.81,0.44,0.49,0.25,0.12,0.02,Heavyweight,Male,Hybrid
Garrett 'No Nickname' Armfield,Garrett Armfield,No Nickname,5.6,135.0,Orthodox,10,5,0,False,2.4,0.2,44.0,1.6,0.4,121.6,0.52,0.47,0.76,0.6,0.5,0.53,0.44,0.4,0.2,Bantamweight,Male,Striker
Austin 'No Nickname' Arnett,Austin Arnett,No Nickname,6.0,145.0,Orthodox,16,6,0,False,2.75,0.25,52.5,0.75,0.0,106.5,0.42,0.41,0.68,0.38,0.41,0.72,0.2,0.0,0.0,Featherweight,Male,Hybrid
Akbarh 'El Caballero' Arreola,Akbarh Arreola,El Caballero,5.1,155.0,Southpaw,23,11,1,False,2.25,0.25,30.5,0.0,0.0,43.5,0.46,0.36,0.57,0.78,0.4,0.54,0.77,0.25,0.0,Lightweight,Male,Striker
Matt 'No Regard' Arroyo,Matt Arroyo,No Regard,5.1,170.0,Orthodox,3,3,0,False,2.0,0.0,15.33,1.33,3.33,104.0,0.51,0.47,0.47,0.61,0.23,0.16,0.92,3.33,0.0,Welterweight,Male,Wrestler
Antonio 'No Nickname' Arroyo,Antonio Arroyo,No Nickname,6.3,185.0,Orthodox,9,5,0,False,3.0,0.0,29.33,1.0,0.67,118.0,0.59,0.46,0.74,0.93,0.59,0.0,0.58,0.0,0.33,Middleweight,Male,Striker
Cesar 'Goku' Arzamendia,Cesar Arzamendia,Goku,5.11,155.0,Orthodox,8,3,0,False,1.0,1.5,16.0,0.0,0.0,37.5,0.48,0.36,0.82,1.0,0.45,0.71,0.0,0.5,0.0,Lightweight,Male,Hybrid
Kai 'No Nickname' Asakura,Kai Asakura,No Nickname,5.8,125.0,Orthodox,21,6,0,False,2.0,0.0,19.0,0.0,0.0,12.5,0.41,0.36,0.63,0.84,0.42,0.0,0.0,0.0,0.0,Flyweight,Male,Hybrid
Yanal 'Red Fox' Ashmouz,Yanal Ashmouz,Red Fox,5.9,155.0,Orthodox,8,2,0,False,2.5,0.0,33.25,0.0,0.0,157.75,0.56,0.5,0.51,0.81,0.43,0.55,0.63,0.0,0.25,Lightweight,Male,Striker
Askar 'Bullet' Askarov,Askar Askarov,Bullet,5.6,125.0,Orthodox,14,1,1,False,3.0,0.0,41.2,1.6,0.0,281.8,0.54,0.5,0.73,0.97,0.48,0.9,0.55,0.4,0.4,Flyweight,Male,Striker
