Full Name,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Jason Suttie,Nobunaga,6.0,210.0,,Orthodox,0,1,0,False
Joel Sutton,No Nickname,5.11,205.0,,Orthodox,2,4,1,False
Chad Sutton,No Nickname,6.1,185.0,,Orthodox,2,2,0,False
Danilo Suzart,No Nickname,6.0,260.0,,Orthodox,9,2,0,False
Martin Svensson,No Nickname,6.1,155.0,,Orthodox,15,6,0,False
Daniel Swain,No Nickname,5.9,145.0,70.0,Orthodox,20,10,1,False
Cub Swanson,No Nickname,5.8,145.0,70.0,Orthodox,30,14,0,False
Mike Swick,Quick,6.1,170.0,77.0,Orthodox,15,6,0,False
Floyd Sword,No Nickname,6.0,185.0,,Orthodox,12,3,0,False
Oumar Sy,No Nickname,6.4,205.0,83.0,Orthodox,12,1,0,False
Klaudia Sygula,No Nickname,5.8,135.0,69.0,Orthodox,7,2,0,False
Bentley Syler,Bolivia,5.4,125.0,,Orthodox,5,1,0,False
Kevin Syler,El Nino Bala,5.9,155.0,71.0,Switch,10,1,0,False
Leo Sylvest,Lethal,5.11,205.0,,Orthodox,10,16,0,False
Tony Sylvester,No Nickname,6.1,225.0,,Southpaw,11,3,0,False
Tim Sylvia,The Maine-iac,6.8,265.0,80.0,Orthodox,31,10,0,False
Kevin Szaflarski,No Nickname,6.5,260.0,77.0,Orthodox,11,2,0,False
Sebastian Szalay,Seb,5.6,145.0,66.0,Orthodox,10,1,0,False
Bartosz Szewczyk,No Nickname,6.4,205.0,73.0,Orthodox,8,3,1,False
Osamu Tachihikari,No Nickname,6.5,300.0,,Orthodox,0,4,0,False
Amber Tackett,No Nickname,,115.0,,Orthodox,1,3,0,False
Eugenio Tadeu,No Nickname,5.8,160.0,,Orthodox,2,3,0,False
Albert Tadevosyan,Albeezy,,170.0,,Orthodox,13,3,1,False
Justin Tafa,Bad Man,6.0,264.0,74.0,Southpaw,7,5,0,False
Junior Tafa,The Juggernaut,6.3,205.0,75.0,Orthodox,6,4,0,False
Khalid Taha,The Warrior,5.5,135.0,69.0,Orthodox,13,5,0,False
Joe Taimanglo,The Juggernaut,5.4,135.0,,Orthodox,23,7,1,False
Tatsuro Taira,No Nickname,5.7,125.0,70.0,Orthodox,17,1,0,False
Mairbek Taisumov,Beckan,5.9,155.0,73.0,Orthodox,27,6,0,False
Taiyilake Nueraji,Super Saiyan,6.2,170.0,75.0,Southpaw,12,1,0,False
Nobuhiko Takada,No Nickname,6.0,220.0,,Southpaw,2,6,2,False
Yoshiki Takahashi,Kazuo,5.11,199.0,,Southpaw,30,27,3,False
Yoko Takahashi,No Nickname,5.8,150.0,,Orthodox,15,12,2,False
Daiju Takase,No Nickname,6.0,170.0,,Southpaw,12,15,2,False
Hiroyuki Takaya,Streetfight Bancho,5.6,139.0,,Orthodox,21,14,2,False
Yoshihiro Takayama,No Nickname,6.5,280.0,,Orthodox,1,4,0,False
Makoto Takimoto,No Nickname,5.7,205.0,,Southpaw,6,5,0,False
Oleg Taktarov,The Russian Bear,6.0,210.0,,Orthodox,17,5,2,False
Payton Talbott,No Nickname,5.1,135.0,70.0,Switch,10,1,0,False
Nordine Taleb,No Nickname,6.1,170.0,74.0,Orthodox,15,7,0,False
Murtaza Talha,No Nickname,6.0,205.0,74.0,Orthodox,7,2,0,False
Tsuyoshi Tamakairiki,No Nickname,6.0,220.0,,Orthodox,0,3,0,False
Eli Tamez,Tomahawk,5.7,135.0,,Orthodox,10,0,0,False
Kiyoshi Tamura,No Nickname,5.11,185.0,,Southpaw,32,13,3,False
Akitoshi Tamura,The Ironman,5.9,135.0,70.0,Orthodox,21,18,2,False
Issei Tamura,No Nickname,5.5,135.0,63.0,Orthodox,10,8,0,False
Jason Tan,No Nickname,5.1,170.0,,Orthodox,5,3,0,False
Akihito Tanaka,Kinniku Mantaro,,,,Southpaw,2,2,0,False
Michinori Tanaka,No Nickname,5.5,135.0,67.0,Orthodox,11,3,0,False
Evan Tanner,No Nickname,6.0,185.0,74.0,Orthodox,32,8,0,False
Kasey Tanner,No Nickname,5.7,135.0,69.0,Orthodox,6,1,0,False
Otari Tanzilovi,No Nickname,5.1,135.0,70.0,Orthodox,9,1,0,False
Manny Tapia,The Mangler,5.5,135.0,67.0,Orthodox,12,14,1,False
Gary Tapusoa,No Nickname,5.7,185.0,,Orthodox,8,3,0,False
Miesha Tate,Cupcake,5.6,135.0,65.0,Orthodox,20,10,0,False
Aaron Tau,Tauzemup,5.4,125.0,66.0,Switch,11,1,0,False
Deividas Taurosevicius,No Nickname,5.9,145.0,68.0,Southpaw,17,5,0,False
Thiago Tavares,No Nickname,5.7,145.0,70.0,Orthodox,21,7,1,False
Jeremy Tavares,No Nickname,,135.0,,Orthodox,1,6,0,False
Brad Tavares,No Nickname,6.1,185.0,74.0,Orthodox,21,12,0,False
Ramon Taveras,The Savage,5.8,145.0,70.0,Southpaw,10,3,0,False
Paul Taylor,Relentless,6.0,155.0,72.0,Orthodox,11,6,1,False
Jesse Taylor,JT Money,6.0,170.0,73.0,Orthodox,31,15,0,False
Torrance Taylor,No Nickname,5.7,155.0,,Orthodox,13,8,1,False
Louis Taylor,Handgunz,5.11,185.0,,Orthodox,13,4,0,False
Anthony Taylor,Pretty Boy,5.7,145.0,,Orthodox,1,3,0,False
Danielle Taylor,Dynamite,5.0,115.0,60.0,Orthodox,9,4,0,False
J.T Taylor,The Outlaw,5.1,,,Orthodox,7,7,0,False
James Te Huna,No Nickname,6.2,185.0,75.0,Orthodox,16,9,0,False
Cam Teague,Chaos,5.1,145.0,69.0,Orthodox,9,2,0,False
Shawn Teed,No Nickname,6.5,265.0,,Orthodox,5,2,0,False
Glover Teixeira,No Nickname,6.2,205.0,76.0,Orthodox,33,9,0,False
John Teixeira,Macapa,5.7,145.0,,Orthodox,21,2,2,False
Ewerton Teixeira,No Nickname,6.1,242.0,,Orthodox,3,1,0,False
Tallison Teixeira,Xicao,6.7,258.0,83.0,Orthodox,8,1,0,False
Tra Telligman,Trauma,6.2,233.0,,Orthodox,7,5,1,False
Ramazan Temirov,Temurlan,5.4,125.0,63.0,Orthodox,19,3,0,False
Taneisha Tennant,Triple Threat,5.7,145.0,70.0,Orthodox,5,1,0,False
Herman Terrado,No Nickname,,170.0,,Orthodox,15,3,1,False
Dave Terrel,The Bionic,5.8,170.0,,Southpaw,7,7,0,False
David Terrell,The Soul Assassin,6.1,185.0,,Southpaw,6,2,0,False
James Terry,Intensity,5.1,170.0,,Orthodox,19,9,0,False
Jeff Terry,No Nickname,6.2,205.0,,Orthodox,2,3,0,False
David Teymur,No Nickname,5.9,155.0,73.0,Southpaw,8,2,0,False
Daniel Teymur,Kid Dynamite,5.5,145.0,69.0,Orthodox,7,4,0,False
Motonobu Tezuka,No Nickname,5.7,135.0,,Southpaw,28,12,7,False
Jason Thacker,No Nickname,5.1,185.0,,Orthodox,0,1,0,False
Alexia Thainara,Burguesinha,5.4,115.0,67.0,Orthodox,12,1,0,False
Brandon Thatch,Rukus,6.2,170.0,74.0,Switch,11,5,0,False
Elias Theodorou,The Spartan,6.1,185.0,75.0,Orthodox,16,3,0,False
Nik Theotikos,No Nickname,,185.0,,Orthodox,6,2,0,False
Paulo Thiago,No Nickname,5.11,170.0,74.0,Orthodox,18,9,0,False
Colby Thicknesse,Slickness,5.7,135.0,69.0,Orthodox,7,1,0,False
Din Thomas,Dinyero,5.9,155.0,,Orthodox,26,9,0,False
Ryan Thomas,The Tank Engine,6.0,170.0,,Orthodox,20,8,0,False
Noah Thomas,No Nickname,5.9,135.0,,Orthodox,14,7,0,False
Joel Thomas,The NIce Guy,5.1,170.0,,Orthodox,5,2,0,False
Treston Thomison,No Nickname,5.8,145.0,,Orthodox,10,6,0,False
Nick Thompson,The Goat,6.1,170.0,74.0,Orthodox,38,14,1,False
James Thompson,The Colossus,6.5,265.0,,Orthodox,20,16,0,False
Oli Thompson,No Nickname,6.1,242.0,75.0,Orthodox,17,10,0,False
Stephen Thompson,Wonderboy,6.0,170.0,75.0,Orthodox,17,9,1,False
Josh Thomson,The Punk,5.1,155.0,71.0,Orthodox,22,9,0,False
Simeon Thoresen,The Grin,6.1,170.0,79.0,Orthodox,17,6,1,False
Josh Thornburg,No Nickname,6.0,170.0,,Orthodox,8,8,0,False
Ti Haitao,No Nickname,,135.0,,Orthodox,16,6,0,False
Gleison Tibau,No Nickname,5.1,155.0,71.0,Southpaw,33,14,0,False
Chris Tickle,BadBoy,5.9,155.0,,Orthodox,9,9,0,False
Nolan Ticman,No Nickname,5.6,125.0,,Orthodox,4,3,0,False
Darren Till,The Gorilla,6.0,185.0,74.0,Southpaw,18,5,1,False
Brett Tillis,No Nickname,,145.0,,Orthodox,0,0,0,False
Rio Tirto,No Nickname,5.4,125.0,66.0,Switch,8,1,0,False
Denis Tiuliulin,No Nickname,6.1,185.0,77.0,Orthodox,10,10,0,False
Ryan Tobar,No Nickname,,155.0,,Orthodox,3,3,0,False
Rafael Tobias,Bipolar,6.2,205.0,74.0,Orthodox,14,1,0,False
Andrew Todhunter,The Sniper,6.0,185.0,,Switch,8,0,0,False
Dusko Todorovic,Thunder,6.1,185.0,74.0,Orthodox,13,6,0,False
Tuco Tokkos,No Nickname,6.4,205.0,76.0,Orthodox,11,5,0,False
Hideo Tokoro,No Nickname,5.7,135.0,,Orthodox,34,29,2,False
Anatoly Tokov,No Nickname,5.1,185.0,,Orthodox,25,2,0,False
Kazuki Tokudome,No Nickname,5.11,155.0,73.0,Southpaw,18,7,1,False
Puja Tomar,Cyclone,5.4,115.0,59.0,Southpaw,9,5,0,False
Tyler Toner,No Nickname,5.8,145.0,70.0,Orthodox,15,7,0,False
James Toney,Lights Out,5.9,220.0,,Orthodox,0,1,0,False
Masanori Tonooka,No Nickname,5.8,185.0,,Orthodox,1,2,0,False
Carl Toomey,No Nickname,,,,Orthodox,3,3,0,False
Ilia Topuria,El Matador,5.7,155.0,69.0,Orthodox,17,0,0,True
Aleksandre Topuria,El Conquistador,5.7,135.0,68.0,Orthodox,6,1,0,False
Anthony Torres,The Crush,5.8,170.0,,Orthodox,5,3,0,False
Miguel Torres,No Nickname,5.9,135.0,76.0,Orthodox,44,9,0,False
Ronys Torres,No Nickname,5.7,155.0,,Orthodox,35,5,0,False
Haven Torres,No Nickname,,125.0,,Orthodox,0,0,0,False
Alex Torres,Rolo,5.1,145.0,,Orthodox,5,4,0,False
Abram Torres,No Nickname,5.1,170.0,,Orthodox,4,3,0,False
Jose Torres,Shorty,5.4,125.0,65.0,Orthodox,8,1,0,False
Desmond Torres,No Nickname,5.6,135.0,69.0,Orthodox,7,2,0,False
Manuel Torres,El Loco,5.1,155.0,73.0,Switch,16,3,0,False
Justice Torres,No Nickname,5.7,145.0,66.0,Southpaw,12,4,0,False
Eduardo Torres Caut,Cyborg,5.7,135.0,70.0,Orthodox,16,2,0,False
Salim Touahri,Grizzly,5.1,170.0,72.0,Orthodox,10,4,0,False
Dequan Townsend,The Tarantula,6.3,205.0,79.0,Orthodox,21,12,0,False
Minoru Toyonaga,No Nickname,5.11,195.0,,Southpaw,2,5,0,False
Slim Trabelsi,No Nickname,6.3,235.0,,Orthodox,5,0,0,False
Roberto Traven,Spider,6.3,227.0,,Orthodox,6,4,1,False
Bryan Travers,No Nickname,,155.0,,Orthodox,15,4,0,False
Alexander Trevino,No Nickname,,170.0,,Orthodox,7,7,0,False
Francisco Trevino,Sitkayan,5.9,155.0,70.0,Orthodox,13,3,0,False
Angelo Trevino,Baby Monsta,5.11,170.0,,Switch,7,3,0,False
Frank Trigg,Twinkle Toes,5.9,170.0,71.0,Southpaw,21,9,0,False
Francisco Trinaldo,Massaranduba,5.9,170.0,70.0,Southpaw,28,9,0,False
Damien Trites,The Omen,5.11,165.0,,Orthodox,7,6,0,False
Michael Trizano,The Lone Wolf,5.11,145.0,71.0,Orthodox,11,3,0,False
Antonio Trocoli,Malvado,6.6,185.0,79.0,Orthodox,12,5,0,False
Tor Troeng,The Hammer,6.2,185.0,,Orthodox,16,7,1,False
Aaron Trujillo,No Nickname,5.5,125.0,,Orthodox,0,1,0,False
Reynaldo Trujillo,The Truth,5.9,155.0,,Orthodox,21,19,0,False
Abel Trujillo,Killa,5.8,155.0,70.0,Orthodox,15,8,0,False
Arman Tsarukyan,Ahalkalakets,5.7,155.0,72.0,Orthodox,22,3,0,False
Rei Tsuruya,No Nickname,5.6,125.0,68.0,Orthodox,10,1,0,False
Chris Tuchscherer,The Crowbar,6.2,258.0,76.0,Orthodox,21,4,0,False
Jon Tuck,Super Saiyan,5.11,155.0,73.0,Orthodox,10,5,0,False
Gavin Tucker,Guv'nor,5.6,145.0,66.0,Southpaw,13,3,0,False
Jumabieke Tuerxun,The Wild Wolf,5.7,135.0,,Orthodox,19,4,1,False
Tom Tuggle,The Law,6.2,250.0,,Orthodox,0,3,0,False
Blair Tugman,No Nickname,6.0,135.0,,Orthodox,10,6,0,False
Tai Tuivasa,Bam Bam,6.2,264.0,75.0,Southpaw,15,8,0,False
Zubaira Tukhugov,Warrior,5.8,155.0,68.0,Orthodox,20,6,1,False
Teila Tuli,No Nickname,6.0,430.0,,Orthodox,0,1,0,False
Marco Tulio,Matuto,6.0,185.0,74.0,Orthodox,14,1,0,False
Nyamjargal Tumendemberel,Art of Knockout,5.7,125.0,71.0,Orthodox,9,1,0,False
Albert Tumenov,Einstein,5.11,170.0,73.0,Orthodox,18,4,0,False
Ricky Turcios,No Nickname,5.9,135.0,71.0,Orthodox,13,5,0,False
Anton Turkalj,The Pleasure Man,6.4,205.0,78.0,Orthodox,8,4,0,False
Wellington Turman,The Prodigy,6.0,170.0,72.0,Orthodox,18,8,0,False
Courtney Turner,No Nickname,6.2,170.0,,Orthodox,0,3,0,False
Jalin Turner,The Tarantula,6.3,155.0,77.0,Southpaw,14,9,0,False
Austin Tweedy,No Nickname,5.9,155.0,,Orthodox,8,2,0,False
Marcin Tybura,Tybur,6.3,246.0,78.0,Orthodox,27,10,0,False
Raphael Uchegbu,No Nickname,5.9,135.0,73.0,Orthodox,10,2,0,False
Takeru Uchida,No Nickname,5.5,125.0,68.0,Southpaw,6,1,0,False
Alberto Uda,No Nickname,6.3,185.0,,Orthodox,12,2,0,False
Ryuki Ueyama,No Nickname,5.11,180.0,,Southpaw,12,18,5,False
Christian Uflacker,No Nickname,5.11,170.0,,Orthodox,5,0,0,False
Andy Uhrich,No Nickname,6.0,170.0,,Orthodox,11,6,0,False
Tagir Ulanbekov,No Nickname,5.7,125.0,70.0,Southpaw,17,2,0,False
Carlos Ulberg,Black Jag,6.4,205.0,77.0,Orthodox,13,1,0,False
Gasan Umalatov,Cobra,5.11,170.0,71.0,Orthodox,17,4,2,False
Jeremy Umphries,No Nickname,,160.0,,Orthodox,5,2,0,False
Zach Underwood,No Nickname,6.2,185.0,,Orthodox,13,7,0,False
Caol Uno,Uno Shoten,5.7,155.0,70.0,Southpaw,33,19,5,False
Kengo Ura,Uraken,5.9,165.0,,Orthodox,14,12,2,False
Logan Urban,Hulk,6.0,170.0,72.0,Orthodox,5,1,0,False
Hector Urbina,El Toro,5.11,170.0,73.0,Orthodox,17,10,1,False
Elias Urbina,No Nickname,6.3,185.0,77.0,Southpaw,3,1,0,False
Gilbert Urbina,The RGV Bad Boy,6.3,170.0,75.0,Orthodox,7,5,0,False
Guilherme Uriel,Urso,6.1,265.0,74.0,Orthodox,6,2,0,False
Nick Urso,No Nickname,5.6,125.0,66.0,Southpaw,10,3,0,False
Yasuhiro Urushitani,No Nickname,5.5,125.0,,Southpaw,21,8,6,False
Sho Patrick Usami,Savage,5.9,155.0,70.0,Orthodox,4,1,0,False
Kamaru Usman,The Nigerian Nightmare,6.0,170.0,76.0,Switch,21,4,0,False
Mohammed Usman,The Motor,6.2,239.0,79.0,Orthodox,12,4,0,False
Darren Uyenoyama,BC,5.6,125.0,65.0,Orthodox,10,6,0,False
Richie Vaculik,Vas,5.6,125.0,69.0,Orthodox,10,4,0,False
Rashid Vagabov,Rambo,,125.0,,Orthodox,13,2,0,False
Artem Vakhitov,No Nickname,6.1,205.0,75.0,Orthodox,3,1,0,False
Egidijus Valavicius,No Nickname,6.0,200.0,,Orthodox,29,12,0,False
Genaro Valdez,Rayadito,5.9,155.0,72.0,Orthodox,10,3,0,False
Charlie Valencia,No Nickname,5.3,135.0,64.0,Orthodox,12,7,0,False
Robert Valentin,Robzilla,6.2,185.0,77.0,Orthodox,11,6,0,False
Victor Valenzuela,Joe Boxer,5.1,155.0,,Orthodox,13,6,2,False
Ivan Valenzuela,Bam Bam,6.2,185.0,77.0,Orthodox,8,2,0,False
Victor Valenzuela,Psicosis,,170.0,,Orthodox,12,3,0,False
Timur Valiev,Lucky,5.6,135.0,67.0,Orthodox,18,3,0,False
Victor Valimaki,The Matrix,6.0,205.0,,Orthodox,18,10,0,False
Andrew Valladerez,No Nickname,,135.0,,Orthodox,5,7,0,False
Kevin Vallejos,El Chino,5.7,145.0,68.0,Switch,16,1,0,False
Isaac Vallie-Flagg,No Nickname,5.8,155.0,70.0,Orthodox,16,7,1,False
Joshua Van,The Fearless,5.5,125.0,65.0,Orthodox,15,2,0,False
Mike van Arsdale,No Nickname,6.2,205.0,,Switch,8,5,0,False
Matt Van Buren,Gutter,6.5,205.0,,Orthodox,7,6,0,False
Ron van Clief,The Black Dragon,5.1,190.0,,Orthodox,0,1,0,False
Lloyd Van Dams,No Nickname,6.1,240.0,,Southpaw,0,1,0,False
Alain Van der Merckt,Top Boy,,185.0,,Orthodox,8,0,0,False
Cameron VanCamp,Jumpman,6.2,155.0,74.0,Switch,15,7,1,False
Chad Vance,No Nickname,6.0,185.0,,Orthodox,7,5,0,False
Jared Vanderaa,No Nickname,6.4,265.0,80.0,Orthodox,12,10,0,False
Austin Vanderford,The Gentleman,5.11,170.0,74.0,Orthodox,13,2,0,False
Lando Vannata,Groovy,5.9,155.0,71.0,Orthodox,12,7,2,False
Paige VanZant,12 Gauge,5.4,115.0,65.0,Orthodox,8,5,0,False
Paul Varelans,The Polar Bear,6.8,300.0,,Orthodox,9,9,0,False
Kazula Vargas,No Nickname,5.8,155.0,71.0,Southpaw,12,5,0,False
Jamie Varner,No Nickname,5.8,155.0,71.0,Orthodox,21,11,1,False
Guilherme Vasconcelos,Bomba,6.0,185.0,,Orthodox,9,4,0,False
Linton Vassell,The Swarm,6.4,205.0,,Orthodox,18,5,0,False
Billy Vaughan,No Nickname,5.6,155.0,,Orthodox,12,17,0,False
Yuri Vaulin,No Nickname,6.4,197.0,,Southpaw,0,1,0,False
Javier Vazquez,Showtime,5.7,145.0,69.0,Southpaw,16,5,0,False
Manny Vazquez,No Nickname,5.1,125.0,72.0,Orthodox,11,2,0,False
Matt Veach,No Nickname,5.11,155.0,,Orthodox,17,5,0,False
Joe Vedepo,The Doctor,6.0,185.0,,Orthodox,18,9,0,False
Kelly Velasco,Killer,5.9,135.0,,Orthodox,2,1,0,False
Greg Velasco,The Viking King,6.2,265.0,70.0,Southpaw,6,1,0,False
Cain Velasquez,No Nickname,6.1,240.0,77.0,Orthodox,14,3,0,False
David Velasquez,Little,5.5,145.0,,Orthodox,10,10,0,False
Bojan Velickovic,Serbian Steel,6.0,170.0,76.0,Southpaw,15,6,1,False
Karlos Vemola,No Nickname,6.0,185.0,75.0,Orthodox,17,5,0,False
Luigi Vendramini,The Italian Stallion,5.8,155.0,73.0,Orthodox,9,3,0,False
Jerrel Venetiaan,No Nickname,6.1,195.0,,Orthodox,4,3,0,False
Scott Ventimiglia,Meant to Kill Ya,5.11,185.0,,Orthodox,14,6,1,False
Brandon Vera,The Truth,6.3,230.0,78.0,Orthodox,15,7,0,False
Kerry Vera,No Nickname,5.7,135.0,,Orthodox,2,0,0,False
Marlon Vera,Chito,5.8,135.0,70.0,Switch,23,10,1,False
Carlos Vera,Pequeno,5.6,135.0,69.0,Orthodox,12,4,0,False
Isis Verbeek,Fight Queen,5.4,115.0,64.0,Orthodox,5,2,0,False
Ernie Verdicia,No Nickname,5.11,199.0,,Orthodox,0,1,0,False
Joe Veres,No Nickname,5.7,155.0,,Orthodox,4,3,0,False
Nikolay Veretennikov,No Nickname,6.1,170.0,74.0,Orthodox,13,6,0,False
CJ Vergara,No Nickname,5.6,125.0,68.0,Orthodox,12,7,1,False
Renato Verissimo,Charuto,6.1,170.0,,Orthodox,7,5,0,False
Bryan Vetell,No Nickname,6.3,265.0,,Southpaw,4,3,0,False
Marvin Vettori,The Italian Dream,6.0,185.0,74.0,Southpaw,19,9,1,False
Hugo Viana,Wolverine,5.6,135.0,67.0,Orthodox,8,4,0,False
Guilherme Viana,No Nickname,6.4,205.0,,Orthodox,7,3,0,False
Polyana Viana,Dama de Ferro,5.5,115.0,67.0,Orthodox,13,8,0,False
Vitor Vianna,No Nickname,,205.0,,Orthodox,12,3,1,False
James Vick,The Texecutioner,6.3,155.0,76.0,Orthodox,13,5,0,False
Tamires Vidal,Tractor,5.6,135.0,68.0,Orthodox,7,4,0,False
Freddy Vidal,The Barbarian,6.3,205.0,79.0,Orthodox,4,0,0,False
Milton Vieira,Miltinho,6.0,145.0,,Orthodox,13,8,2,False
Reginaldo Vieira,No Nickname,5.7,135.0,65.0,Orthodox,13,5,0,False
Ketlen Vieira,Fenomeno,5.8,135.0,68.0,Orthodox,15,4,0,False
Rodolfo Vieira,No Nickname,6.0,185.0,73.0,Orthodox,11,3,0,False
Steve Vigneault,Lionheart,5.1,185.0,,Orthodox,12,6,0,False
Alejandro Villalobos,No Nickname,5.7,145.0,,Orthodox,17,5,0,False
DeMarco Villalona,No Nickname,5.9,185.0,,Orthodox,1,3,0,False
Gian Villante,No Nickname,6.3,230.0,76.0,Orthodox,17,14,0,False
Ike Villanueva,Hurricane,6.1,205.0,73.0,Orthodox,18,14,0,False
Ruben Villareal,Warpath,6.4,265.0,,Orthodox,22,28,3,False
Armando Villarreal,La Lumbre,5.7,135.0,66.0,Southpaw,5,2,0,False
Pablo Villaseca,El Gallo,5.7,155.0,,Orthodox,12,3,0,False
Joey Villasenor,Smokin' Joe,6.0,185.0,,Orthodox,29,10,0,False
Danillo Villefort,Indio,6.1,185.0,,Orthodox,15,5,0,False
Yuri Villefort,No Nickname,6.0,170.0,73.0,Orthodox,10,5,0,False
Marcos Vinicius,Vina,5.9,125.0,,Orthodox,23,11,1,False
Brandon Visher,The Viper,5.6,135.0,68.0,Orthodox,13,3,0,False
Falaniko Vitale,Niko,5.1,185.0,,Orthodox,30,11,0,False
Cheyanne Vlismas,The Warrior Princess,5.3,115.0,63.0,Switch,7,3,0,False
Bobby Voelker,Vicious,6.0,170.0,74.0,Orthodox,19,13,0,False
Mateo Vogel,Carrapato,5.8,145.0,71.0,Orthodox,8,3,0,False
Danylo Voievodkin,No Nickname,6.4,265.0,78.0,Southpaw,7,0,0,False
Alexander Volkanovski,The Great,5.6,145.0,71.0,Orthodox,27,4,0,True
Jacob Volkmann,Christmas,5.9,155.0,71.0,Southpaw,19,7,0,False
Alexander Volkov,Drago,6.7,250.0,80.0,Orthodox,38,11,0,False
Mark Vologdin,No Nickname,,135.0,,Orthodox,12,3,1,False
Jason Von Flue,Live Wire,6.0,170.0,,Orthodox,14,12,1,False
Milco Voorn,No Nickname,,220.0,,Orthodox,20,11,1,False
Mark Vorgeas,No Nickname,5.1,135.0,,Orthodox,5,3,1,False
Igor Vovchanchyn,Ice Cold,5.8,205.0,,Orthodox,55,10,0,False
Jordan Vucenic,The Epidemic,5.1,155.0,73.0,Orthodox,13,4,0,False
James Wade,No Nickname,5.1,205.0,,Orthodox,4,11,0,False
Chris Wade,No Nickname,5.1,155.0,70.0,Orthodox,12,3,0,False
Neil Wain,Old School,5.1,242.0,,Orthodox,13,4,0,False
TJ Waldburger,No Nickname,5.11,170.0,75.0,Orthodox,16,9,0,False
Chase Waldon,No Nickname,6.1,185.0,75.0,Orthodox,11,2,0,False
Andre Walker,No Nickname,5.11,205.0,,Southpaw,1,5,0,False
Herschel Walker,No Nickname,6.1,215.0,,Orthodox,2,0,0,False
Donny Walker,Eagle Eye,5.9,135.0,,Orthodox,15,10,0,False
Johnny Walker,No Nickname,6.6,205.0,82.0,Orthodox,22,9,0,False
Brogan Walker,The Bear,5.4,125.0,67.0,Switch,7,4,0,False
Valter Walker,The Clean Monster,6.6,265.0,78.0,Orthodox,14,1,0,False
Julius Walker,Juice Box,6.4,205.0,78.0,Orthodox,7,1,0,False
Ben Wall,Manimal,5.1,155.0,,Orthodox,8,7,1,False
Crafton Wallace,Blaze,6.0,185.0,,Orthodox,18,6,1,False
Rodney Wallace,Shonuff the Master,5.9,205.0,72.0,Switch,26,15,1,False
Jeremy Wallace,No Nickname,5.9,,,Orthodox,4,6,0,False
Randall Wallace,Braveheart,5.11,185.0,73.0,Orthodox,15,6,0,False
James Wallace,Jesse,5.1,155.0,69.0,Orthodox,5,2,0,False
Jim Wallhead,Judo,5.1,170.0,,Orthodox,29,11,0,False
Cory Walmsley,Hardcore,6.0,205.0,,Orthodox,8,2,0,False
Richard Walsh,Filthy Rich,6.0,170.0,73.0,Orthodox,9,5,0,False
Patrick Walsh,The Beast of the East,5.11,185.0,,Orthodox,10,3,0,False
Erick Wanderlei,No Nickname,6.1,205.0,,Orthodox,3,3,0,False
Dimitiri Wanderley,No Nickname,,205.0,,Orthodox,5,2,0,False
Andy Wang,No Nickname,5.6,155.0,,Orthodox,7,8,1,False
Sai Wang,The Fire Kylin,6.0,170.0,,Southpaw,20,6,1,False
Anying Wang,No Nickname,6.0,170.0,,Orthodox,2,1,0,False
Wang Cong,The Joker,5.6,125.0,66.0,Southpaw,8,1,0,False
Joshua Wang-Kim,Twin Dragon,5.9,135.0,71.0,Switch,5,2,0,False
Curt Warburton,No Nickname,6.0,155.0,73.0,Orthodox,13,6,0,False
Brennan Ward,The Irish Bad Boy,5.1,170.0,71.0,Orthodox,14,5,0,False
Charlie Ward,No Nickname,5.11,170.0,,Orthodox,3,3,0,False
Terrion Ware,Flash,5.8,135.0,71.0,Orthodox,17,9,0,False
Joe Warren,No Nickname,5.6,135.0,,Orthodox,15,6,0,False
Brian Warren,Mr. Unbreakable,6.0,185.0,,Orthodox,18,17,1,False
Merritt Warren,No Nickname,5.1,155.0,,Southpaw,3,3,0,False
Idris Wasi,No Nickname,6.0,186.0,,Orthodox,2,14,0,False
Kengo Watanabe,No Nickname,6.4,220.0,,Orthodox,8,13,3,False
Kazuhisa Watanabe,No Nickname,5.6,139.0,,Orthodox,0,1,0,False
Ron Waterman,H20,6.2,280.0,,Orthodox,16,6,2,False
Andy Waters,No Nickname,6.0,170.0,,Orthodox,1,2,0,False
Dominic Waters,Sho Nuff,6.1,170.0,79.0,Orthodox,9,5,0,False
Trey Waters,The Truth,6.5,170.0,77.0,Orthodox,9,2,0,False
Michelle Waterson-Gomez,The Karate Hottie,5.3,115.0,62.0,Orthodox,18,13,0,False
Sam Watford,No Nickname,,155.0,,Orthodox,2,2,0,False
Blake Watkins,No Nickname,,185.0,,Orthodox,5,1,0,False
Kyle Watson,No Nickname,6.0,155.0,,Southpaw,13,8,1,False
Maka Watson,No Nickname,,155.0,,Orthodox,4,2,0,False
Walel Watson,The Gazelle,5.11,135.0,75.0,Orthodox,14,10,0,False
Tom Watson,Kong,6.1,185.0,73.0,Orthodox,17,9,0,False
Enrique Watson,No Nickname,,185.0,,Orthodox,3,1,0,False
Brok Weaver,Chata Tuska,6.0,155.0,73.0,Southpaw,15,6,0,False
Jonavin Webb,The Spyder,5.1,170.0,,Orthodox,9,2,0,False
Stephanie Webber,No Nickname,5.6,135.0,,Orthodox,2,2,0,False
Royston Wee,No Nickname,5.7,135.0,67.0,Orthodox,4,1,0,False
