Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Feedback,Study
26,1,1,0.8,1.040462,2.082562,3,1,1,1
26,1,1,0.75,1.042163,3.107101,3,1,1,1
27,2,2,0.8,1.252822,2.775925,1,1,1,1
27,1,1,0.55,1.7939,1.085578,1,1,1,1
27,2,1,0.55,2.244765,0.9656124,1,0,1,1
27,2,2,0.5,2.772668,1.374113,1,1,1,1
27,2,1,0.6,1.535868,3.73947,1,0,1,1
27,2,2,0.55,3.178589,1.047998,1,1,1,1
27,1,1,0.9,1.39502,3.364453,1,1,1,1
27,2,1,0.6,1.469023,1.126804,1,0,1,1
27,2,1,0.65,1.297917,2.200324,1,0,1,1
27,1,2,0.55,1.575603,0.7086643,1,0,1,1
27,1,1,0.75,1.353813,2.198155,1,1,1,1
27,1,1,0.85,1.268919,2.995872,1,1,1,1
27,2,1,0.8,1.406163,2.602975,1,0,1,1
27,2,1,0.7,2.570822,2.113148,1,0,1,1
27,2,1,0.6,1.229548,1.375824,1,0,1,1
27,1,1,0.95,1.124001,2.024729,1,1,1,1
27,2,2,0.8,1.476252,2.481295,1,1,1,1
27,2,1,0.8,1.193175,2.668789,1,0,1,1
27,1,1,0.6,2.316406,1.248034,1,1,1,1
27,1,1,0.8,2.054698,2.175101,1,1,1,1
27,2,2,0.7,1.401268,1.602835,1,1,1,1
27,1,2,0.55,2.532935,0.9618525,1,0,1,1
27,1,1,0.6,1.358421,1.154799,1,1,1,1
27,2,1,0.75,1.552044,1.389856,1,0,1,1
27,1,1,0.65,1.772955,1.808936,1,1,1,1
27,2,2,0.75,1.480291,1.583586,1,1,1,1
27,2,2,0.8,1.900573,2.204533,1,1,1,1
27,2,2,0.75,1.581965,1.305336,1,1,1,1
27,1,2,0.7,1.585826,1.174259,1,0,1,1
27,1,1,0.65,3.529983,1.612864,1,1,1,1
27,1,1,0.85,1.353702,2.686621,1,1,1,1
27,2,1,0.85,1.538823,2.054237,1,0,1,1
27,1,1,0.85,1.155227,2.066509,1,1,1,1
27,1,1,0.85,1.44251,2.090328,1,1,1,1
27,2,1,0.65,1.145009,1.035781,1,0,1,1
27,2,1,0.6,1.531432,1.163403,1,0,1,1
27,2,1,0.9,1.131782,2.43301,1,0,1,1
27,2,2,0.7,0.8798375,1.525502,1,1,1,1
27,2,2,0.7,1.592659,3.619995,1,1,1,1
27,2,1,0.85,1.659491,2.085207,1,0,1,1
27,2,2,0.85,1.489146,2.608927,1,1,1,1
27,1,1,0.65,1.799003,1.115084,1,1,1,1
27,1,1,1,1.568361,1.323847,1,1,1,1
27,2,2,0.6,4.016915,1.028084,1,1,1,1
27,1,1,0.9,1.495933,1.372736,1,1,1,1
27,2,1,0.9,1.506057,1.256719,1,0,1,1
27,1,1,0.9,1.654499,1.271823,1,1,1,1
27,2,2,0.7,1.62729,1.972365,1,1,1,1
27,1,1,0.75,1.389066,1.954514,1,1,1,1
27,1,1,0.85,1.486294,2.211811,1,1,1,1
28,2,2,0.6,2.296849,3.022839,3,1,1,1
28,1,1,0.55,2.711355,3.614101,3,1,1,1
28,2,1,0.6,2.212114,2.752264,3,0,1,1
28,2,2,0.55,1.904203,2.279053,3,1,1,1
28,2,1,0.7,2.073702,3.02539,3,0,1,1
28,2,1,0.6,2.363395,2.801994,3,0,1,1
28,1,1,0.65,2.001602,4.002399,3,1,1,1
28,2,2,0.55,4.17967,3.689193,3,1,1,1
28,2,1,0.7,2.219948,2.95243,3,0,1,1
28,1,1,0.65,2.305215,4.166084,3,1,1,1
28,1,1,0.6,2.192872,2.405119,3,1,1,1
28,1,1,0.6,1.762286,2.214373,3,1,1,1
28,2,2,0.6,2.803711,2.557889,3,1,1,1
28,2,1,0.6,1.957071,2.34591,3,0,1,1
28,2,2,0.6,1.952475,2.485551,3,1,1,1
28,1,1,0.65,1.845806,2.926112,3,1,1,1
28,2,2,0.55,2.305923,2.154041,3,1,1,1
28,2,1,0.65,2.054547,2.423861,3,0,1,1
28,1,2,0.55,2.723657,2.047924,3,0,1,1
28,1,1,0.7,1.865104,3.073665,3,1,1,1
28,2,2,0.55,2.327774,1.795599,3,1,1,1
28,1,1,0.6,1.867294,2.378021,3,1,1,1
28,1,1,0.65,2.262166,1.75253,3,1,1,1
28,2,2,0.65,2.384826,4.754625,3,1,1,1
28,1,1,0.6,1.892217,3.852054,3,1,1,1
28,2,2,0.55,3.200578,1.764745,3,1,1,1
28,2,2,0.55,2.147603,2.16139,3,1,1,1
28,2,1,0.6,2.220565,2.412252,3,0,1,1
28,1,1,0.55,4.588687,2.024031,3,1,1,1
28,1,1,0.55,2.522357,1.959009,3,1,1,1
28,1,1,0.55,1.895695,2.409093,3,1,1,1
28,2,2,0.55,2.215183,2.186157,3,1,1,1
28,1,2,0.6,2.867326,2.284391,3,0,1,1
28,1,1,0.55,3.450951,2.700176,3,1,1,1
28,2,2,0.55,1.845648,1.742324,3,1,1,1
28,2,2,0.65,2.07725,3.675198,3,1,1,1
28,2,1,0.65,2.068966,2.579238,3,0,1,1
28,2,2,0.55,2.054374,2.55258,3,1,1,1
28,2,2,0.6,2.483244,2.177978,3,1,1,1
28,2,2,0.55,2.143277,1.421445,3,1,1,1
28,2,2,0.55,2.997349,1.894712,3,1,1,1
28,1,1,0.55,2.452041,1.646423,3,1,1,1
28,1,1,0.55,1.937882,1.429444,3,1,1,1
28,2,2,0.65,1.871899,2.294721,3,1,1,1
28,1,2,0.6,1.882666,2.049406,3,0,1,1
28,2,1,0.55,2.210235,1.447184,3,0,1,1
28,1,2,0.55,1.931226,1.520743,3,0,1,1
28,2,2,0.55,1.854634,1.189203,3,1,1,1
28,1,1,0.55,1.998747,1.609083,3,1,1,1
28,1,1,0.6,2.084679,1.846895,3,1,1,1
29,2,2,0.7,2.368069,3.285587,3,1,1,1
29,1,2,0.7,2.942868,3.476853,3,0,1,1
29,2,2,0.75,1.954384,7.069804,3,1,1,1
29,2,1,0.75,1.467111,2.690745,3,0,1,1
29,2,1,0.8,1.595934,2.238965,3,0,1,1
29,2,1,0.85,1.638991,4.835265,3,0,1,1
29,1,1,0.7,1.637706,2.769809,3,1,1,1
29,2,1,0.7,1.381167,3.145643,3,0,1,1
29,2,1,0.65,2.061414,2.685956,3,0,1,1
29,1,1,0.65,1.651578,2.373777,3,1,1,1
29,1,2,0.65,2.254249,1.398982,3,0,1,1
29,1,2,0.65,2.047961,1.510688,3,0,1,1
29,2,1,0.6,1.775403,1.698586,3,0,1,1
29,2,1,0.55,1.15267,1.558804,3,0,1,1
29,2,1,0.55,2.862937,2.079226,3,0,1,1
29,1,1,0.55,1.482352,1.54824,3,1,1,1
29,2,2,0.55,3.781206,2.08193,3,1,1,1
29,2,2,0.55,1.421801,1.863873,3,1,1,1
29,1,2,0.55,1.489657,1.823286,3,0,1,1
29,1,1,0.55,1.392012,1.628526,3,1,1,1
29,2,1,0.65,3.860637,2.115913,3,0,1,1
29,1,2,0.8,1.323779,3.449223,3,0,1,1
29,1,2,0.5,1.772786,1.211442,3,0,1,1
29,2,1,0.5,1.242182,2.070451,3,0,1,1
29,1,1,0.65,1.236818,2.885674,3,1,1,1
29,2,2,0.7,2.156972,2.393502,3,1,1,1
29,2,2,0.8,1.200327,2.290535,3,1,1,1
29,2,2,0.8,1.084711,2.677378,3,1,1,1
29,1,1,0.8,1.298464,2.803787,3,1,1,1
29,1,1,0.75,1.067307,1.73072,3,1,1,1
29,1,2,0.75,1.214754,1.896813,3,0,1,1
29,2,1,0.75,1.28693,2.024073,3,0,1,1
29,1,2,0.7,1.441008,1.632831,3,0,1,1
29,1,1,0.5,1.861989,1.60818,3,1,1,1
29,2,2,0.7,1.093777,2.468684,3,1,1,1
29,2,1,0.7,1.277079,2.508217,3,0,1,1
29,2,2,0.75,1.378392,1.734998,3,1,1,1
29,2,1,0.7,1.72556,1.697448,3,0,1,1
29,2,2,0.6,1.451644,1.540267,3,1,1,1
29,2,2,0.5,2.308235,0.3135351,3,1,1,1
29,2,2,0.5,1.341489,1.057796,3,1,1,1
29,1,1,0.55,1.374508,0.8806818,3,1,1,1
29,1,2,0.6,1.203037,1.054058,3,0,1,1
29,2,1,0.55,2.177685,1.811293,3,0,1,1
29,1,1,0.65,1.064445,1.248253,3,1,1,1
29,2,1,0.5,1.243093,0.752106,3,0,1,1
29,1,1,0.5,1.566882,0.4421305,3,1,1,1
29,2,2,0.6,1.463622,0.8956309,3,1,1,1
29,1,1,0.6,2.003664,1.120118,3,1,1,1
29,1,1,0.55,3.158265,0.8600285,3,1,1,1
30,2,2,0.8,1.758468,3.124661,1,1,1,1
30,1,2,0.75,2.364349,2.650122,1,0,1,1
30,2,1,0.6,2.308927,3.362622,1,0,1,1
30,2,1,0.7,2.285306,4.03449,1,0,1,1
30,2,1,0.7,2.333757,2.385685,1,0,1,1
30,2,1,0.7,2.333318,2.697325,1,0,1,1
30,1,1,0.7,2.932345,2.457362,1,1,1,1
30,2,2,0.7,1.850298,3.091021,1,1,1,1
30,2,2,0.7,1.942493,2.087052,1,1,1,1
30,1,2,0.65,3.303132,4.90303,1,0,1,1
30,1,1,0.75,2.115242,3.291595,1,1,1,1
30,1,1,0.75,1.881288,2.890487,1,1,1,1
30,2,2,0.8,2.719839,3.092316,1,1,1,1
30,2,1,0.85,1.757311,3.321922,1,0,1,1
30,2,2,0.7,2.371317,1.95946,1,1,1,1
30,1,1,0.9,1.783067,2.619878,1,1,1,1
30,2,2,1,1.852476,1.924483,1,1,1,1
30,2,2,0.75,1.972298,1.867077,1,1,1,1
30,1,1,0.7,2.576874,1.743329,1,1,1,1
30,1,1,0.75,1.760299,4.90749,1,1,1,1
30,2,2,0.8,1.690448,3.554489,1,1,1,1
30,1,1,0.85,1.791121,3.265682,1,1,1,1
30,1,1,0.85,1.828118,2.09228,1,1,1,1
30,2,2,0.75,1.908013,1.780332,1,1,1,1
30,1,2,0.7,2.895771,1.560417,1,0,1,1
30,2,2,1,1.823604,1.29776,1,1,1,1
30,2,2,0.9,2.012751,2.504103,1,1,1,1
30,2,2,0.8,2.091699,2.232371,1,1,1,1
30,1,1,0.85,2.363356,4.089349,1,1,1,1
30,1,1,0.85,2.617096,2.256439,1,1,1,1
30,1,1,0.7,2.100669,1.644815,1,1,1,1
30,2,2,0.95,1.786805,1.613751,1,1,1,1
30,1,1,0.8,3.711854,2.432414,1,1,1,1
30,1,1,1,1.765437,1.585849,1,1,1,1
30,2,2,1,1.576166,1.805463,1,1,1,1
30,2,2,0.8,1.959939,2.366806,1,1,1,1
30,2,2,0.9,2.224393,2.452253,1,1,1,1
30,2,1,0.8,1.887761,2.652507,1,0,1,1
30,2,2,0.9,1.962674,1.975001,1,1,1,1
30,2,2,0.8,1.809114,2.397764,1,1,1,1
30,2,2,0.9,2.075186,1.794152,1,1,1,1
30,1,1,0.65,2.015396,3.507359,1,1,1,1
30,1,1,0.75,1.807618,1.993753,1,1,1,1
30,2,2,0.75,2.061724,2.43069,1,1,1,1
30,1,2,0.65,5.063923,1.813436,1,0,1,1
30,2,1,0.75,1.711967,1.950328,1,0,1,1
30,1,1,0.7,1.900984,2.637126,1,1,1,1
30,2,2,0.6,2.653048,1.797155,1,1,1,1
30,1,1,0.8,2.201753,2.059781,1,1,1,1
30,1,1,0.8,1.660862,1.996878,1,1,1,1
31,2,2,0.65,1.49816,3.316237,3,1,1,1
31,1,2,0.55,3.2239,1.479522,3,0,1,1
31,2,1,0.6,1.191702,1.973166,3,0,1,1
31,2,2,0.6,1.493825,3.030067,3,1,1,1
31,2,1,0.6,1.108404,1.826733,3,0,1,1
31,2,2,0.55,1.552892,1.453622,3,1,1,1
31,1,1,0.6,1.025769,1.595246,3,1,1,1
31,2,2,0.65,1.573094,3.636009,3,1,1,1
31,2,2,0.55,1.655522,1.168065,3,1,1,1
31,1,1,0.7,1.513963,5.54373,3,1,1,1
31,1,1,0.6,1.360166,1.838689,3,1,1,1
31,1,2,0.6,4.058628,1.644462,3,0,1,1
31,2,2,0.6,1.469074,1.524529,3,1,1,1
31,2,1,0.6,1.898099,1.022963,3,0,1,1
31,2,2,0.6,1.921018,1.288997,3,1,1,1
31,1,1,0.7,1.258615,3.596822,3,1,1,1
31,2,2,0.75,1.422234,2.104187,3,1,1,1
31,2,1,0.6,1.43603,0.9601907,3,0,1,1
31,1,2,0.55,4.705774,1.390694,3,0,1,1
31,1,1,0.65,1.059666,1.11619,3,1,1,1
31,2,1,0.6,1.091573,1.779068,3,0,1,1
31,1,1,0.75,0.9931064,1.932172,3,1,1,1
31,1,1,0.6,1.897129,4.015177,3,1,1,1
31,2,2,0.65,1.441865,1.32625,3,1,1,1
31,1,1,0.7,1.098589,1.819741,3,1,1,1
31,2,2,0.6,1.625046,0.8676636,3,1,1,1
31,2,1,0.65,1.192219,1.083537,3,0,1,1
31,2,2,0.7,1.114915,2.484046,3,1,1,1
31,1,1,0.6,1.716981,3.595968,3,1,1,1
31,1,1,0.55,1.053285,0.9489844,3,1,1,1
31,1,2,0.55,2.05766,0.5087529,3,0,1,1
31,2,2,0.6,2.219264,1.124505,3,1,1,1
31,1,1,0.6,1.140386,1.481945,3,1,1,1
31,1,1,0.65,1.341474,1.027242,3,1,1,1
31,2,2,0.65,1.608357,1.747574,3,1,1,1
31,2,1,0.7,1.104356,1.52863,3,0,1,1
31,2,2,0.6,1.463262,0.8798599,3,1,1,1
31,2,2,0.7,1.498473,1.506041,3,1,1,1
31,2,2,0.6,1.42,0.9665234,3,1,1,1
31,2,1,0.7,1.108944,3.829901,3,0,1,1
31,2,2,0.6,1.223,0.8580949,3,1,1,1
31,1,1,0.55,2.595218,0.9007418,3,1,1,1
31,1,1,0.6,1.090715,1.850717,3,1,1,1
31,2,2,0.6,1.594679,1.310264,3,1,1,1
31,1,2,0.55,2.014061,2.030905,3,0,1,1
31,2,2,0.55,2.382491,1.487752,3,1,1,1
31,1,2,0.6,2.728283,1.060473,3,0,1,1
31,2,1,0.6,1.074248,0.9307306,3,0,1,1
31,1,2,0.65,1.041864,1.285825,3,0,1,1
31,1,2,0.55,1.215359,1.297535,3,0,1,1
32,2,1,0.5,3.08957,1.018279,1,0,1,1
32,1,2,0.75,1.393645,2.646481,1,0,1,1
32,2,1,0.85,1.338742,3.264746,1,0,1,1
32,2,2,0.8,1.701005,3.029706,1,1,1,1
32,2,1,0.6,2.120301,2.05276,1,0,1,1
32,2,2,0.5,2.882149,1.393062,1,1,1,1
32,1,1,1,1.342952,1.348112,1,1,1,1
32,2,1,0.8,1.934513,2.5735,1,0,1,1
32,2,2,0.5,2.649591,2.567872,1,1,1,1
32,1,1,0.5,2.793152,0.5495437,1,1,1,1
32,1,1,1,2.163709,1.233038,1,1,1,1
32,1,1,0.8,2.544153,2.220254,1,1,1,1
32,2,2,1,2.112614,1.200451,1,1,1,1
32,2,1,1,1.940572,1.660003,1,0,1,1
32,2,2,0.65,1.669187,1.748065,1,1,1,1
32,1,1,1,1.342985,1.288153,1,1,1,1
32,2,2,0.8,1.279445,2.653556,1,1,1,1
32,2,1,0.8,1.359785,1.853889,1,0,1,1
32,1,2,1,1.280905,1.345853,1,0,1,1
32,1,1,1,2.114133,1.130813,1,1,1,1
32,2,1,0.5,3.320524,1.268921,1,0,1,1
32,1,1,0.8,1.43924,3.126728,1,1,1,1
32,1,1,0.8,1.611374,2.524044,1,1,1,1
32,2,1,0.5,2.591624,0.4432497,1,0,1,1
32,1,2,0.5,4.003534,0.50375,1,0,1,1
32,2,1,0.6,1.80595,1.808678,1,0,1,1
32,2,2,0.6,1.781272,1.52164,1,1,1,1
32,2,1,0.6,8.148019,2.134529,1,0,1,1
32,1,1,1,1.62939,1.468364,1,1,1,1
32,1,1,0.8,3.690589,2.223408,1,1,1,1
32,1,1,0.85,2.271604,2.695316,1,1,1,1
32,2,1,0.7,2.12207,1.854031,1,0,1,1
32,1,1,0.5,2.488544,0.3597264,1,1,1,1
32,1,1,1,1.419278,1.180473,1,1,1,1
32,2,2,0.75,2.22612,2.164305,1,1,1,1
32,2,1,0.6,1.325692,1.36228,1,0,1,1
32,2,2,0.7,2.990171,2.002592,1,1,1,1
32,2,1,0.6,1.903746,1.363369,1,0,1,1
32,2,1,0.7,1.475095,1.947099,1,0,1,1
32,2,2,0.5,5.155951,0.6632166,1,1,1,1
32,2,1,0.5,2.596682,0.4050299,1,0,1,1
32,1,1,0.7,1.91364,2.150157,1,1,1,1
32,1,1,1,1.605116,1.397934,1,1,1,1
32,2,2,0.7,2.604023,2.152513,1,1,1,1
32,1,1,0.5,2.225665,0.3956775,1,1,1,1
32,2,2,0.5,2.584924,0.4367922,1,1,1,1
32,1,1,0.8,1.619714,2.272321,1,1,1,1
32,2,2,0.6,2.262014,1.208085,1,1,1,1
32,1,1,0.8,1.742575,2.557067,1,1,1,1
32,1,1,0.7,1.603425,1.660766,1,1,1,1
33,2,2,0.7,1.215497,4.980286,1,1,1,1
33,1,2,0.6,1.347594,2.802321,1,0,1,1
33,2,2,0.65,1.595059,1.639692,1,1,1,1
33,2,2,0.8,0.9627444,2.741596,1,1,1,1
33,2,1,0.9,0.9312027,3.968458,1,0,1,1
33,2,2,0.6,1.066438,1.961458,1,1,1,1
33,1,1,0.75,0.9866399,1.516801,1,1,1,1
33,2,2,0.7,1.387906,1.342215,1,1,1,1
33,2,1,0.6,1.152561,1.15929,1,0,1,1
33,1,1,0.7,1.647384,2.914906,1,1,1,1
33,1,1,0.75,0.9874352,3.326104,1,1,1,1
33,1,1,0.9,1.209063,2.905876,1,1,1,1
33,2,1,0.6,2.37034,0.8622081,1,0,1,1
33,2,1,0.7,0.9674895,1.868492,1,0,1,1
33,2,1,0.9,1.194721,1.701815,1,0,1,1
33,1,1,0.85,0.7000673,2.536636,1,1,1,1
33,2,2,0.65,1.340028,1.305885,1,1,1,1
33,2,1,0.6,1.110717,0.9443455,1,0,1,1
33,1,2,0.7,1.508328,1.139499,1,0,1,1
33,1,1,0.85,1.083837,2.133904,1,1,1,1
33,2,2,0.9,0.8449703,1.573554,1,1,1,1
33,1,1,0.65,1.091513,0.9553986,1,1,1,1
33,1,1,0.7,0.740387,1.177369,1,1,1,1
33,2,2,0.7,1.428988,1.236363,1,1,1,1
33,1,2,0.65,1.39832,1.061192,1,0,1,1
33,2,2,0.85,1.318066,1.083555,1,1,1,1
33,2,2,0.8,1.507006,0.8179741,1,1,1,1
33,2,2,0.6,1.469091,2.399223,1,1,1,1
33,1,1,0.85,1.152398,1.174578,1,1,1,1
33,1,1,0.85,1.100339,1.175364,1,1,1,1
33,1,1,0.95,0.8299653,1.722166,1,1,1,1
33,2,1,0.85,0.86177,1.711334,1,0,1,1
33,1,2,0.7,1.434305,1.846653,1,0,1,1
33,1,1,0.8,0.7996599,1.028868,1,1,1,1
33,2,2,0.65,0.949254,0.9479678,1,1,1,1
33,2,1,0.85,1.085487,0.7257132,1,0,1,1
33,2,2,0.7,1.463153,1.397149,1,1,1,1
33,2,2,0.8,1.366927,2.588511,1,1,1,1
33,2,2,0.55,1.081896,0.7078876,1,1,1,1
33,2,2,0.7,0.917404,1.306335,1,1,1,1
33,2,2,0.8,0.7905812,1.077615,1,1,1,1
33,1,2,0.8,0.8399335,0.7077645,1,0,1,1
33,1,1,0.65,0.8303221,1.079052,1,1,1,1
33,2,1,0.6,1.15644,0.6885309,1,0,1,1
33,1,2,0.75,0.9879055,1.240692,1,0,1,1
33,2,1,0.8,0.8794635,1.137239,1,0,1,1
33,1,2,0.65,1.056351,1.567359,1,0,1,1
33,2,1,0.65,0.7027767,1.310638,1,0,1,1
33,1,1,0.75,0.8419588,1.797263,1,1,1,1
33,1,1,0.65,0.9240927,1.06829,1,1,1,1
34,2,1,0.7,1.524958,4.205308,3,0,1,1
34,1,1,0.75,1.762499,2.81679,3,1,1,1
34,2,1,0.7,1.538774,2.583474,3,0,1,1
34,2,1,0.75,1.522165,4.862237,3,0,1,1
34,2,1,0.65,1.714747,4.020175,3,0,1,1
34,2,1,0.75,1.638851,2.489594,3,0,1,1
34,1,1,0.8,1.407516,2.994956,3,1,1,1
34,2,2,0.75,1.963435,2.537107,3,1,1,1
34,2,1,0.75,1.320093,2.880733,3,0,1,1
34,1,2,0.7,1.811246,2.454939,3,0,1,1
34,1,1,0.7,1.552556,2.989284,3,1,1,1
34,1,1,0.7,1.571956,2.646503,3,1,1,1
34,2,2,0.75,1.589022,2.376691,3,1,1,1
34,2,1,0.7,1.531847,3.835466,3,0,1,1
34,2,2,0.65,1.52244,3.503166,3,1,1,1
34,1,1,0.7,1.415557,2.081629,3,1,1,1
34,2,2,0.8,1.490163,5.300056,3,1,1,1
34,2,2,0.75,1.662633,2.417433,3,1,1,1
34,1,2,0.7,1.476669,2.262955,3,0,1,1
34,1,1,0.85,1.628656,2.335633,3,1,1,1
34,2,2,0.75,1.496213,2.064303,3,1,1,1
34,1,1,0.75,1.438679,2.046783,3,1,1,1
34,1,2,0.75,1.762376,2.070462,3,0,1,1
34,2,1,0.6,1.617343,1.890079,3,0,1,1
34,1,2,0.65,2.475678,3.723734,3,0,1,1
34,2,2,0.7,1.732905,1.874272,3,1,1,1
34,2,2,0.8,1.733513,2.957358,3,1,1,1
34,2,1,0.65,2.756493,1.617484,3,0,1,1
34,1,1,0.9,1.276642,3.838591,3,1,1,1
34,1,1,0.8,1.381791,3.155433,3,1,1,1
34,1,1,0.8,1.428801,2.493353,3,1,1,1
34,2,1,0.75,1.476163,2.335212,3,0,1,1
34,1,2,0.85,1.809724,4.396926,3,0,1,1
34,1,1,0.7,1.644084,2.083726,3,1,1,1
34,2,2,0.9,1.395568,3.37273,3,1,1,1
34,2,2,0.7,1.568459,2.220139,3,1,1,1
34,2,1,0.6,1.543163,1.330837,3,0,1,1
34,2,2,0.65,1.59441,1.516218,3,1,1,1
34,2,2,0.7,3.100673,2.085574,3,1,1,1
34,2,2,0.8,1.439325,2.279333,3,1,1,1
34,2,2,0.8,1.552922,2.344087,3,1,1,1
34,1,1,0.75,1.520365,3.068768,3,1,1,1
34,1,2,0.65,1.488482,1.728817,3,0,1,1
34,2,2,0.6,4.354399,3.360331,3,1,1,1
34,1,2,0.8,1.814319,2.2889,3,0,1,1
34,2,1,0.65,1.472804,1.415985,3,0,1,1
34,1,2,0.7,1.616257,1.860143,3,0,1,1
34,2,2,0.6,1.474643,1.364546,3,1,1,1
34,1,1,0.7,1.527919,2.342367,3,1,1,1
34,1,1,0.75,1.451029,1.979048,3,1,1,1
35,2,1,0.55,1.207947,1.83402,1,0,1,1
35,1,1,0.6,1.585189,1.311109,1,1,1,1
35,2,1,0.6,1.258739,1.659283,1,0,1,1
35,2,2,0.55,1.366059,1.697405,1,1,1,1
35,2,1,0.6,0.9719791,1.864686,1,0,1,1
35,2,2,0.65,1.157215,2.315955,1,1,1,1
35,1,2,0.65,0.8586024,1.987743,1,0,1,1
35,2,1,0.55,0.7613309,1.375836,1,0,1,1
35,2,1,0.6,1.437993,1.423671,1,0,1,1
35,1,2,0.65,1.21303,1.792227,1,0,1,1
35,1,1,0.7,0.8287137,3.351223,1,1,1,1
35,1,1,0.6,1.660231,1.6762,1,1,1,1
35,2,1,0.55,1.482055,1.146282,1,0,1,1
35,2,2,0.6,1.166747,1.27601,1,1,1,1
35,2,2,0.6,0.8997856,2.146917,1,1,1,1
35,1,1,0.9,0.7008662,4.7106,1,1,1,1
35,2,2,0.8,0.8139328,2.365935,1,1,1,1
35,2,1,0.5,0.7877373,1.005801,1,0,1,1
35,1,2,0.6,1.132118,1.4758,1,0,1,1
35,1,1,0.7,0.8816576,2.095332,1,1,1,1
35,2,1,0.6,1.404456,1.104793,1,0,1,1
35,1,1,0.5,0.828304,1.284462,1,1,1,1
35,1,1,0.6,0.7805783,1.042403,1,1,1,1
35,2,2,0.7,1.274039,1.298729,1,1,1,1
35,1,1,0.6,0.7774477,1.012979,1,1,1,1
35,2,2,0.55,0.7408904,0.9935414,1,1,1,1
35,2,2,0.8,0.9047697,1.855659,1,1,1,1
35,2,1,0.65,0.811676,1.125453,1,0,1,1
35,1,1,0.7,0.9416476,5.428397,1,1,1,1
35,1,2,0.5,0.7027064,0.8441544,1,0,1,1
35,1,1,0.7,0.6446069,4.415331,1,1,1,1
35,2,1,0.6,0.7853921,1.539578,1,0,1,1
35,1,1,0.65,1.100731,1.818116,1,1,1,1
35,1,1,0.65,0.8258436,1.163894,1,1,1,1
35,2,2,0.75,0.8764727,2.46003,1,1,1,1
35,2,2,0.55,0.8983312,3.778152,1,1,1,1
35,2,2,0.7,0.7000585,1.593802,1,1,1,1
35,2,2,0.6,2.763848,0.9988077,1,1,1,1
35,2,1,0.75,1.04733,0.9943287,1,0,1,1
35,2,2,0.9,0.7383518,2.350516,1,1,1,1
35,2,2,0.95,1.063723,1.351216,1,1,1,1
35,1,1,0.7,1.261198,0.966515,1,1,1,1
35,1,1,0.85,1.133646,4.605064,1,1,1,1
35,2,2,0.65,1.086966,1.016019,1,1,1,1
35,1,2,0.9,1.242471,3.214362,1,0,1,1
35,2,2,0.55,1.510419,1.02051,1,1,1,1
35,1,2,0.65,0.9308013,2.2712,1,0,1,1
35,2,2,0.6,0.9563373,2.511805,1,1,1,1
35,1,1,0.65,0.7872189,1.405311,1,1,1,1
35,1,1,0.75,1.060109,1.788593,1,1,1,1
36,2,1,0.9,1.682403,3.872453,3,0,1,1
36,1,1,0.65,1.734135,4.642422,3,1,1,1
36,2,1,0.8,1.920029,4.568506,3,0,1,1
36,2,2,0.75,1.220217,4.671733,3,1,1,1
36,2,1,0.95,1.14858,2.621917,3,0,1,1
36,2,2,0.9,1.242091,3.277631,3,1,1,1
36,1,2,0.55,2.847991,1.999528,3,0,1,1
36,2,1,0.8,2.621737,3.918262,3,0,1,1
36,2,2,0.85,1.93199,3.476232,3,1,1,1
36,1,1,0.7,2.444177,2.352889,3,1,1,1
36,1,2,0.7,1.893156,3.267292,3,0,1,1
36,1,2,0.65,2.978087,3.236997,3,0,1,1
36,2,2,0.9,1.122512,3.057319,3,1,1,1
36,2,1,0.85,1.137753,2.679475,3,0,1,1
36,2,2,0.65,1.009602,1.450419,3,1,1,1
36,1,2,0.75,2.028816,2.845375,3,0,1,1
36,2,2,1,1.120368,1.470835,3,1,1,1
36,2,1,0.8,2.857108,5.082129,3,0,1,1
36,1,2,0.8,1.824448,3.154826,3,0,1,1
36,1,1,1,1.625835,0.9409192,3,1,1,1
36,2,2,0.8,1.769773,2.589397,3,1,1,1
36,1,2,0.75,1.905822,2.794024,3,0,1,1
36,1,1,0.9,0.9491257,3.808353,3,1,1,1
36,2,2,1,1.366024,1.094877,3,1,1,1
36,1,1,0.85,1.128467,2.91084,3,1,1,1
36,2,2,0.8,1.362773,3.078843,3,1,1,1
36,2,2,0.9,1.030725,3.383272,3,1,1,1
36,2,1,0.7,2.923201,3.593584,3,0,1,1
36,1,1,0.4,1.139579,2.979383,3,1,1,1
36,1,2,0.9,1.024365,2.93817,3,0,1,1
36,1,1,0.9,1.304986,4.335664,3,1,1,1
36,2,2,0.5,4.337569,1.885359,3,1,1,1
36,1,1,0.8,1.084676,3.387477,3,1,1,1
36,1,1,0.85,2.63081,3.666708,3,1,1,1
36,2,2,0.85,1.515761,13.00841,3,1,1,1
36,2,2,0.95,1.091471,3.769678,3,1,1,1
36,2,1,0.85,1.150917,3.661906,3,0,1,1
36,2,1,0.8,1.78699,3.565378,3,0,1,1
36,2,2,0.8,1.361766,2.968413,3,1,1,1
36,2,2,0.9,0.9157289,4.144213,3,1,1,1
36,2,2,0.85,1.15801,2.088917,3,1,1,1
36,1,2,1,1.110929,1.200178,3,0,1,1
36,1,2,0.65,3.114365,1.486956,3,0,1,1
36,2,2,0.6,1.408563,1.894216,3,1,1,1
