Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Feedback,Study
57,2,2,1,1.121321,1.038049,1,1,1,1
57,2,1,1,1.689719,0.6803824,1,0,1,1
57,1,2,1,1.567616,0.7875138,1,0,1,1
57,1,1,0.9,1.605779,1.195613,1,1,1,1
57,2,1,0.75,1.751752,1.421424,1,0,1,1
57,1,2,1,1.828871,0.517517,1,0,1,1
57,2,1,1,1.503222,0.4933075,1,0,1,1
57,1,1,0.75,2.147486,1.390193,1,1,1,1
57,2,1,1,1.382692,0.4967737,1,0,1,1
57,1,2,0.9,1.805882,1.306741,1,0,1,1
57,1,1,1,1.380475,0.4488994,1,1,1,1
58,2,2,0.75,1.429693,3.359462,3,1,1,1
58,1,2,0.75,1.533641,2.949268,3,0,1,1
58,2,1,0.7,1.479631,2.352583,3,0,1,1
58,2,2,0.75,1.306653,2.257985,3,1,1,1
58,2,2,0.7,1.387013,1.408029,3,1,1,1
58,2,2,0.7,1.549822,2.092559,3,1,1,1
58,1,2,0.65,1.672329,1.97623,3,0,1,1
58,2,1,0.7,1.738111,1.613236,3,0,1,1
58,2,2,0.7,1.763772,1.786292,3,1,1,1
58,1,2,0.7,1.397558,1.750234,3,0,1,1
58,1,1,0.75,1.52335,1.929696,3,1,1,1
58,1,1,0.7,1.417098,1.533486,3,1,1,1
58,2,1,0.65,1.718835,1.547533,3,0,1,1
58,2,1,0.65,1.727294,1.379507,3,0,1,1
58,2,2,0.7,1.65124,1.380667,3,1,1,1
58,1,2,0.7,1.937765,1.19106,3,0,1,1
58,2,2,0.8,1.685078,1.755579,3,1,1,1
58,2,1,0.7,1.4592,1.547474,3,0,1,1
58,1,1,0.65,1.568053,1.228235,3,1,1,1
58,1,1,0.75,1.341358,1.44417,3,1,1,1
58,2,2,0.8,1.661811,1.900572,3,1,1,1
58,1,2,0.8,2.014606,1.552019,3,0,1,1
58,1,1,0.65,1.528105,2.413057,3,1,1,1
58,2,2,0.6,1.815199,1.120762,3,1,1,1
58,1,1,0.6,1.5216,1.070189,3,1,1,1
58,2,2,0.8,1.578365,2.375476,3,1,1,1
58,2,2,0.7,1.578078,1.662044,3,1,1,1
58,2,1,0.6,1.568097,1.170618,3,0,1,1
58,1,2,0.95,1.545371,2.673211,3,0,1,1
58,1,2,0.7,1.399593,1.596162,3,0,1,1
58,1,2,0.6,1.64767,1.360312,3,0,1,1
58,2,2,0.65,1.33496,1.402568,3,1,1,1
58,1,2,0.55,1.677818,1.700341,3,0,1,1
58,1,1,0.6,1.735807,0.9973168,3,1,1,1
58,2,2,0.7,1.619426,3.813848,3,1,1,1
58,2,2,0.5,1.471164,1.261097,3,1,1,1
58,2,2,0.7,1.632743,2.445301,3,1,1,1
58,2,1,0.55,1.625291,0.8506334,3,0,1,1
58,2,2,0.6,1.597573,1.023881,3,1,1,1
58,2,2,0.65,1.555456,1.317837,3,1,1,1
58,2,2,0.75,1.422464,2.342735,3,1,1,1
58,1,2,0.65,1.624074,1.089579,3,0,1,1
58,1,1,0.5,1.715459,0.6881114,3,1,1,1
58,2,2,0.7,1.431654,1.474673,3,1,1,1
58,1,1,0.5,1.908243,0.3777448,3,1,1,1
58,2,2,0.65,1.782958,1.376801,3,1,1,1
58,1,1,0.5,2.207036,0.2999964,3,1,1,1
58,2,1,0.55,1.490973,0.7463887,3,0,1,1
58,1,2,0.6,2.264563,0.9598836,3,0,1,1
58,1,2,0.6,1.750563,1.180904,3,0,1,1
59,2,2,0.6,0.893684,4.330881,1,1,1,1
59,1,2,0.65,1.242869,2.195584,1,0,1,1
59,2,2,0.65,1.535123,6.893758,1,1,1,1
59,2,2,0.65,1.379315,2.886501,1,1,1,1
59,2,1,0.65,1.489213,3.384966,1,0,1,1
59,2,2,0.7,1.543908,3.42838,1,1,1,1
59,1,1,0.75,1.188018,3.158153,1,1,1,1
59,2,2,0.7,2.40298,1.7425,1,1,1,1
59,2,2,0.7,1.345625,1.88464,1,1,1,1
59,1,1,0.65,1.63802,2.735089,1,1,1,1
59,1,2,0.65,1.463651,3.177987,1,0,1,1
59,1,1,0.65,1.628052,4.179892,1,1,1,1
59,2,2,0.7,1.81351,2.173577,1,1,1,1
59,2,1,0.75,1.580032,2.245377,1,0,1,1
59,2,2,0.7,1.585962,1.919773,1,1,1,1
59,1,1,0.8,1.409408,3.156614,1,1,1,1
59,2,2,0.8,1.576383,3.884875,1,1,1,1
59,2,2,0.85,1.762011,1.445823,1,1,1,1
59,1,2,0.8,1.841602,1.756989,1,0,1,1
59,1,1,0.85,1.649153,3.063783,1,1,1,1
59,2,2,0.75,1.615563,2.154323,1,1,1,1
59,1,2,0.65,1.631953,1.809618,1,0,1,1
59,1,1,0.85,1.34835,3.095931,1,1,1,1
59,2,2,0.65,1.478782,2.484789,1,1,1,1
59,1,1,0.65,1.138544,2.593394,1,1,1,1
59,2,2,0.85,1.470816,2.263174,1,1,1,1
59,2,2,0.9,1.586535,2.125517,1,1,1,1
59,2,2,0.95,1.146304,2.024753,1,1,1,1
59,1,2,1,1.682686,1.304815,1,0,1,1
59,1,1,0.7,1.95312,2.863305,1,1,1,1
59,1,1,0.8,1.19328,2.366826,1,1,1,1
59,2,2,0.7,1.397217,2.938013,1,1,1,1
59,1,2,0.7,1.742354,1.539975,1,0,1,1
59,1,1,0.7,1.607093,1.330146,1,1,1,1
59,2,2,0.8,1.442176,1.42105,1,1,1,1
59,2,2,0.7,1.745146,1.292197,1,1,1,1
59,2,2,0.85,1.43081,2.273801,1,1,1,1
59,2,2,0.7,1.622844,1.569972,1,1,1,1
59,2,1,0.8,1.218902,2.614506,1,0,1,1
59,2,2,0.65,1.644453,1.620427,1,1,1,1
59,2,2,0.7,1.506589,1.636563,1,1,1,1
59,1,2,0.7,1.516728,2.939812,1,0,1,1
59,1,2,0.65,2.207911,1.441435,1,0,1,1
59,2,2,0.6,1.760123,1.230616,1,1,1,1
59,1,2,0.65,1.972494,1.417937,1,0,1,1
59,2,1,0.65,1.893913,2.692011,1,0,1,1
59,1,2,0.6,1.949154,1.4573,1,0,1,1
59,2,2,0.55,1.881652,1.683839,1,1,1,1
59,1,1,0.6,1.597512,1.047465,1,1,1,1
59,1,1,0.7,1.232778,1.492247,1,1,1,1
60,2,1,0.55,1.564298,0.9152185,3,0,1,1
60,1,2,0.65,1.845863,1.254168,3,0,1,1
60,2,1,0.65,1.78447,1.832744,3,0,1,1
60,2,2,0.6,1.682862,2.070705,3,1,1,1
60,2,1,0.7,1.497791,0.9624375,3,0,1,1
60,2,1,0.7,1.36063,1.002806,3,0,1,1
60,1,1,0.65,1.355781,1.230213,3,1,1,1
60,2,2,0.95,1.717246,1.216365,3,1,1,1
60,2,1,0.65,1.395888,1.48314,3,0,1,1
60,1,1,0.65,1.711454,1.505841,3,1,1,1
60,1,2,0.55,2.169029,1.312051,3,0,1,1
60,1,1,0.6,1.546382,2.011263,3,1,1,1
60,2,1,0.65,1.248311,1.587462,3,0,1,1
60,2,1,0.9,1.477332,1.441471,3,0,1,1
60,2,2,0.7,1.673805,0.8101082,3,1,1,1
60,1,1,0.7,1.407145,1.541659,3,1,1,1
60,2,2,0.65,1.567977,1.64303,3,1,1,1
60,2,1,0.75,1.471259,2.155734,3,0,1,1
60,1,1,0.65,1.133444,0.9699408,3,1,1,1
60,1,1,0.8,1.092923,2.307364,3,1,1,1
60,2,2,0.65,1.561421,1.186468,3,1,1,1
60,1,1,0.7,1.275025,1.454212,3,1,1,1
60,1,1,0.85,1.497184,2.333353,3,1,1,1
60,2,1,1,1.070773,1.793541,3,0,1,1
60,1,1,0.65,1.093967,1.01009,3,1,1,1
60,2,2,0.95,1.455813,1.348885,3,1,1,1
60,2,1,0.65,1.523363,1.122241,3,0,1,1
60,2,1,0.6,1.161478,1.138574,3,0,1,1
60,1,1,0.6,1.10074,0.8843868,3,1,1,1
60,1,1,0.75,1.14455,1.449494,3,1,1,1
60,1,1,1,1.534787,1.735726,3,1,1,1
60,2,1,0.55,2.842816,0.930067,3,0,1,1
60,1,2,0.6,1.556256,1.008596,3,0,1,1
60,1,1,0.65,1.155068,1.155587,3,1,1,1
60,2,2,0.75,1.501011,1.682645,3,1,1,1
60,2,1,0.9,2.014138,0.9229079,3,0,1,1
60,2,1,0.55,1.599487,1.138017,3,0,1,1
60,2,1,0.6,1.39435,1.444834,3,0,1,1
60,2,2,0.6,1.460433,0.9730602,3,1,1,1
60,2,2,0.7,1.544595,1.377571,3,1,1,1
60,2,2,0.55,1.586452,0.8937035,3,1,1,1
60,1,1,0.75,1.549242,1.494532,3,1,1,1
60,1,1,0.8,1.925606,1.744465,3,1,1,1
60,2,2,0.55,2.690376,0.7382222,3,1,1,1
60,1,1,0.8,1.798407,1.354548,3,1,1,1
60,2,1,0.8,1.62578,1.443234,3,0,1,1
60,1,2,0.55,1.612853,0.5787593,3,0,1,1
60,2,1,0.6,1.126066,0.6586156,3,0,1,1
60,1,2,0.5,1.772598,2.50933,3,0,1,1
60,1,1,0.6,1.533344,1.471777,3,1,1,1
61,2,2,0.6,2.367922,2.642687,3,1,1,1
61,1,2,0.55,6.27325,2.208523,3,0,1,1
61,2,1,0.65,1.795608,2.077997,3,0,1,1
61,2,1,0.55,4.389045,1.089736,3,0,1,1
61,2,1,0.8,1.921904,2.286275,3,0,1,1
61,2,1,0.85,2.60715,2.872087,3,0,1,1
61,1,1,0.95,1.435746,2.980255,3,1,1,1
61,2,1,0.55,5.912761,1.677791,3,0,1,1
61,2,1,0.85,1.656516,2.375675,3,0,1,1
61,1,1,0.8,1.450224,2.475717,3,1,1,1
61,1,1,0.9,1.443333,2.749569,3,1,1,1
61,1,1,0.7,1.413102,3.385233,3,1,1,1
61,2,1,0.6,1.819233,1.339237,3,0,1,1
61,2,1,0.6,2.618666,1.278638,3,0,1,1
61,2,1,0.6,1.244948,1.293003,3,0,1,1
61,1,1,0.55,4.128275,1.036211,3,1,1,1
61,2,2,0.6,1.714922,1.587187,3,1,1,1
61,2,2,0.6,2.14327,2.309479,3,1,1,1
61,1,2,0.55,1.897231,1.166868,3,0,1,1
61,1,1,0.9,1.448636,2.138329,3,1,1,1
61,2,1,0.65,1.636063,1.807422,3,0,1,1
61,1,1,0.9,1.903056,1.395698,3,1,1,1
61,1,1,0.9,1.166615,2.932983,3,1,1,1
61,2,2,0.55,5.371099,1.30097,3,1,1,1
61,1,1,0.7,1.314431,2.010901,3,1,1,1
61,2,1,0.5,3.871166,4.404753,3,0,1,1
61,2,2,0.5,3.643969,1.170718,3,1,1,1
61,2,1,0.55,1.335134,1.39705,3,0,1,1
61,1,1,0.7,1.178469,2.580705,3,1,1,1
61,1,1,0.75,1.108486,1.787931,3,1,1,1
61,1,1,0.9,1.096148,1.976619,3,1,1,1
61,2,2,0.55,2.145944,2.989202,3,1,1,1
61,1,1,0.8,1.106272,4.06355,3,1,1,1
61,1,1,0.8,1.179682,2.239772,3,1,1,1
61,2,2,0.75,1.725949,2.139089,3,1,1,1
61,2,1,0.55,1.949306,2.5349,3,0,1,1
61,2,2,0.55,1.757932,1.668353,3,1,1,1
61,2,2,0.65,1.621916,2.456323,3,1,1,1
61,2,1,0.55,1.638877,0.8789031,3,0,1,1
61,2,2,0.6,2.122197,1.858575,3,1,1,1
61,2,1,0.6,1.381998,1.329854,3,0,1,1
61,1,1,0.5,1.672403,1.114794,3,1,1,1
61,1,1,0.7,1.277193,1.64663,3,1,1,1
61,2,1,0.65,1.111133,1.625018,3,0,1,1
61,1,1,0.6,1.194119,1.006197,3,1,1,1
61,2,1,0.9,0.945919,2.537425,3,0,1,1
61,1,1,0.75,1.180778,2.975277,3,1,1,1
61,2,1,0.55,3.94837,0.93899,3,0,1,1
61,1,1,0.8,0.7765081,2.116521,3,1,1,1
61,1,1,0.65,1.155602,1.409356,3,1,1,1
62,2,2,0.55,5.570384,2.259315,1,1,1,1
62,1,1,0.6,3.830427,2.006979,1,1,1,1
62,2,1,0.8,2.396105,2.908142,1,0,1,1
62,2,2,0.65,3.003601,1.885134,1,1,1,1
62,2,1,0.7,4.696465,2.556352,1,0,1,1
62,2,1,0.75,2.205318,3.712034,1,0,1,1
62,1,1,0.9,1.897934,2.659462,1,1,1,1
62,2,2,0.65,2.121132,1.774028,1,1,1,1
62,2,1,0.8,2.23681,4.132431,1,0,1,1
62,1,1,0.85,1.781287,2.541903,1,1,1,1
62,1,1,0.8,1.756918,2.127826,1,1,1,1
62,1,1,0.75,1.604766,1.729611,1,1,1,1
62,2,2,0.75,1.860022,2.730754,1,1,1,1
62,2,1,0.85,1.897566,2.734252,1,0,1,1
62,2,1,0.8,2.213817,2.35368,1,0,1,1
62,1,1,0.85,2.002821,2.158506,1,1,1,1
62,2,2,0.8,1.6451,2.437368,1,1,1,1
62,2,2,0.6,2.338734,1.198605,1,1,1,1
62,1,1,0.75,1.822915,2.473258,1,1,1,1
62,1,1,0.9,1.760909,2.301748,1,1,1,1
62,2,1,0.75,3.328563,3.07608,1,0,1,1
62,1,1,0.75,1.652292,2.773502,1,1,1,1
62,1,1,0.75,1.772581,4.30439,1,1,1,1
62,2,1,0.65,2.146792,3.145072,1,0,1,1
62,1,2,0.65,4.14155,1.731342,1,0,1,1
62,2,2,0.7,1.922495,2.914829,1,1,1,1
62,2,1,0.65,5.101509,3.305448,1,0,1,1
62,2,2,0.65,2.031709,1.714673,1,1,1,1
62,1,1,0.65,5.2098,1.929572,1,1,1,1
62,1,1,0.85,1.887771,1.967832,1,1,1,1
62,1,1,0.8,1.63348,1.985158,1,1,1,1
62,2,1,0.75,1.788548,1.854767,1,0,1,1
62,1,1,0.75,1.760435,2.501508,1,1,1,1
62,1,1,0.7,1.746172,1.695939,1,1,1,1
62,2,2,0.75,1.69968,2.035218,1,1,1,1
62,2,2,0.7,1.821043,2.47189,1,1,1,1
62,2,2,0.75,1.664009,1.752205,1,1,1,1
62,2,1,0.65,2.966015,2.024975,1,0,1,1
62,2,1,0.65,1.912985,1.159922,1,0,1,1
62,2,2,0.75,1.975269,2.410019,1,1,1,1
62,2,2,0.8,1.544349,1.654358,1,1,1,1
62,1,2,0.75,1.436694,1.712348,1,0,1,1
62,1,2,0.65,2.884231,1.490898,1,0,1,1
62,2,1,0.6,1.578278,1.023401,1,0,1,1
62,1,1,0.65,1.552232,1.403332,1,1,1,1
62,2,2,0.65,1.919594,1.364199,1,1,1,1
62,1,1,0.75,1.889658,1.630782,1,1,1,1
62,2,2,0.75,1.562265,1.350386,1,1,1,1
62,1,1,0.75,1.590669,3.019974,1,1,1,1
62,1,1,0.65,1.792245,1.443915,1,1,1,1
63,2,2,0.65,1.928241,1.31242,3,1,1,1
63,1,2,0.55,1.663006,0.8975397,3,0,1,1
63,2,2,0.6,2.246112,2.135549,3,1,1,1
63,2,2,0.6,1.532453,0.9222163,3,1,1,1
63,2,2,0.7,1.590996,1.757048,3,1,1,1
63,2,2,0.75,1.417126,3.381944,3,1,1,1
63,1,1,0.65,2.308171,2.392945,3,1,1,1
63,2,2,0.6,1.79728,1.497068,3,1,1,1
63,2,2,0.6,1.645624,1.655474,3,1,1,1
63,1,1,0.5,2.234426,0.3805066,3,1,1,1
63,1,1,0.7,1.590148,1.243096,3,1,1,1
63,1,1,0.6,1.619871,0.8572624,3,1,1,1
63,2,2,0.65,1.413072,0.9186186,3,1,1,1
63,2,1,0.8,1.438118,1.710938,3,0,1,1
63,2,2,0.5,8.07081,0.364778,3,1,1,1
63,1,1,0.6,1.701609,0.8201385,3,1,1,1
63,2,2,0.7,1.693198,1.117867,3,1,1,1
63,2,1,0.75,1.366924,1.466201,3,0,1,1
63,1,2,0.75,2.697832,2.058033,3,0,1,1
63,1,1,0.7,2.049225,1.810357,3,1,1,1
63,2,1,0.65,1.56881,1.069394,3,0,1,1
63,1,1,0.55,1.628622,0.9264627,3,1,1,1
63,1,1,0.6,1.321689,0.6883059,3,1,1,1
63,2,1,0.6,1.21367,0.7948176,3,0,1,1
63,1,1,0.5,1.496876,1.737363,3,1,1,1
63,2,2,0.65,1.548967,2.889222,3,1,1,1
63,2,2,0.55,1.314749,1.544558,3,1,1,1
63,2,2,0.6,1.066628,1.178469,3,1,1,1
63,1,1,0.7,1.050012,1.08405,3,1,1,1
63,1,2,0.65,2.074576,1.229717,3,0,1,1
63,1,1,0.7,0.7953733,3.084219,3,1,1,1
63,2,1,0.6,2.928756,0.9323255,3,0,1,1
63,1,2,0.7,1.707537,0.6499453,3,0,1,1
63,1,1,0.6,1.19607,0.9177042,3,1,1,1
63,2,2,0.6,1.01678,0.779475,3,1,1,1
63,2,2,0.6,1.035228,1.01428,3,1,1,1
63,2,1,0.55,1.071141,0.8808318,3,0,1,1
63,2,1,0.5,2.44852,0.7855024,3,0,1,1
63,2,2,0.65,1.069685,0.9359149,3,1,1,1
63,2,2,0.65,1.057116,0.9797306,3,1,1,1
63,2,2,0.75,1.262585,1.230421,3,1,1,1
63,1,1,0.6,1.626892,0.7321663,3,1,1,1
63,1,1,0.55,1.345838,0.7524411,3,1,1,1
63,2,2,0.5,2.541904,0.6830995,3,1,1,1
63,1,2,0.75,1.049087,2.202073,3,0,1,1
63,2,2,0.65,1.327215,1.195332,3,1,1,1
63,1,1,0.6,1.410074,0.9518138,3,1,1,1
63,2,2,0.6,5.109178,0.8669052,3,1,1,1
63,1,2,0.6,4.057248,0.7605253,3,0,1,1
63,1,2,0.7,1.377687,2.604314,3,0,1,1
64,2,2,0.65,1.065985,2.858599,1,1,1,1
64,1,1,0.7,1.905717,1.230473,1,1,1,1
64,2,2,0.8,1.626424,1.347203,1,1,1,1
64,2,2,0.55,1.408282,1.156271,1,1,1,1
64,2,1,0.6,1.57071,1.406057,1,0,1,1
64,2,2,0.75,1.163086,1.176762,1,1,1,1
64,1,1,0.6,1.567756,0.8816268,1,1,1,1
64,2,2,0.7,1.282215,1.129745,1,1,1,1
64,2,1,0.8,0.7995549,2.259813,1,0,1,1
64,1,2,0.65,1.595343,2.086319,1,0,1,1
64,1,1,0.75,1.11389,1.72526,1,1,1,1
64,1,1,0.5,3.960096,2.414235,1,1,1,1
64,2,2,0.7,1.376973,1.715798,1,1,1,1
64,2,2,0.55,4.006251,2.479156,1,1,1,1
64,2,2,0.7,1.234721,1.419227,1,1,1,1
64,1,1,0.8,1.268221,2.394177,1,1,1,1
64,2,2,1,1.374124,1.30483,1,1,1,1
64,2,1,0.7,1.741826,2.114017,1,0,1,1
64,1,2,0.55,2.594299,1.518744,1,0,1,1
64,1,1,1,1.518423,1.028377,1,1,1,1
64,2,2,0.8,1.217823,2.421485,1,1,1,1
64,1,1,0.5,1.759995,0.6462867,1,1,1,1
64,1,1,0.7,1.129711,1.486663,1,1,1,1
64,2,2,0.55,2.404536,2.157317,1,1,1,1
64,1,2,0.6,1.694152,2.877647,1,0,1,1
64,2,2,0.75,1.484932,0.9394932,1,1,1,1
64,2,2,0.6,1.744228,1.460348,1,1,1,1
64,2,1,0.65,1.23933,1.587505,1,0,1,1
64,1,1,1,1.300072,1.650257,1,1,1,1
64,1,1,0.7,1.146307,1.766092,1,1,1,1
64,1,1,0.8,1.251879,1.932171,1,1,1,1
64,2,2,0.9,1.63354,1.731413,1,1,1,1
64,1,1,0.5,3.048378,0.3776557,1,1,1,1
64,1,1,1,1.211797,0.99818,1,1,1,1
64,2,2,0.5,1.517594,0.9101766,1,1,1,1
64,2,2,0.55,1.467165,0.6193886,1,1,1,1
64,2,1,0.6,1.491129,0.6677697,1,0,1,1
64,2,1,0.6,3.177111,0.9414681,1,0,1,1
64,2,2,0.5,1.592534,1.542434,1,1,1,1
64,2,2,0.5,1.621864,0.7859641,1,1,1,1
64,2,2,0.55,1.815821,0.6981426,1,1,1,1
64,1,1,0.6,1.573189,0.815519,1,1,1,1
64,1,1,1,1.071757,1.232576,1,1,1,1
64,2,1,0.65,2.662325,1.638117,1,0,1,1
64,1,2,0.6,2.236723,1.038385,1,0,1,1
64,2,2,0.5,2.213712,0.5446489,1,1,1,1
64,1,1,0.6,1.765519,0.6663069,1,1,1,1
64,2,2,0.55,2.040047,1.04372,1,1,1,1
64,1,1,0.9,1.647066,1.801535,1,1,1,1
64,1,1,1,1.356907,1.249457,1,1,1,1
65,2,2,0.6,1.976593,1.734276,1,1,1,1
65,1,2,0.8,2.057484,3.441873,1,0,1,1
65,2,1,0.7,2.346823,2.601283,1,0,1,1
65,2,1,0.65,3.512124,0.9845764,1,0,1,1
65,2,1,0.65,2.488648,1.215377,1,0,1,1
65,2,1,0.7,1.982086,2.225918,1,0,1,1
65,1,1,0.7,2.606247,2.506272,1,1,1,1
65,2,1,0.8,1.742777,3.370759,1,0,1,1
65,2,2,0.7,1.884692,3.532108,1,1,1,1
65,1,1,0.75,1.717256,4.905794,1,1,1,1
65,1,1,0.75,1.445407,2.25302,1,1,1,1
65,1,1,0.8,1.527193,1.543113,1,1,1,1
65,2,2,0.8,1.878033,3.254712,1,1,1,1
65,2,1,0.7,1.691533,2.461109,1,0,1,1
65,2,2,0.65,1.678146,1.463125,1,1,1,1
65,1,1,0.7,1.974398,2.043709,1,1,1,1
65,2,2,0.75,1.553305,1.581416,1,1,1,1
65,2,1,0.75,1.500478,3.324418,1,0,1,1
65,1,2,0.65,1.974818,2.55452,1,0,1,1
65,1,1,0.8,1.839424,2.231909,1,1,1,1
65,2,1,0.65,1.880535,1.455625,1,0,1,1
65,1,2,0.7,2.068136,1.755456,1,0,1,1
65,1,1,0.7,1.600502,2.435362,1,1,1,1
65,2,1,0.7,1.351554,3.151448,1,0,1,1
65,1,2,0.6,3.426217,0.9699588,1,0,1,1
65,2,2,0.7,1.380004,2.313577,1,1,1,1
65,2,2,0.75,1.281566,1.83741,1,1,1,1
65,2,1,0.65,1.348443,1.379301,1,0,1,1
65,1,2,0.65,1.777716,0.9886422,1,0,1,1
65,1,1,0.55,1.530921,1.455581,1,1,1,1
65,1,1,0.75,1.199133,3.819085,1,1,1,1
65,2,1,0.5,1.505603,1.958824,1,0,1,1
65,1,2,0.55,1.883107,1.340989,1,0,1,1
65,1,1,0.7,1.157147,1.115451,1,1,1,1
65,2,2,0.65,1.317542,1.553914,1,1,1,1
65,2,2,0.65,1.769704,1.66916,1,1,1,1
65,2,2,0.75,1.243863,2.784414,1,1,1,1
65,2,2,0.55,1.709157,0.6782215,1,1,1,1
65,2,2,0.55,1.689939,0.8919974,1,1,1,1
65,2,2,0.8,1.770518,2.089135,1,1,1,1
65,2,2,0.85,1.587328,0.7091227,1,1,1,1
65,1,1,0.65,1.19493,2.190396,1,1,1,1
65,1,1,0.7,1.44719,1.51184,1,1,1,1
65,2,1,0.75,1.115544,1.655706,1,0,1,1
65,1,2,0.6,1.555387,1.199166,1,0,1,1
65,2,2,0.5,2.263731,1.629808,1,1,1,1
65,1,2,0.55,1.621139,0.5905495,1,0,1,1
65,2,2,0.5,1.388198,0.6153502,1,1,1,1
65,1,1,0.5,1.349496,1.275471,1,1,1,1
65,1,1,0.55,1.62957,3.694246,1,1,1,1
66,2,2,0.85,1.315669,2.826165,3,1,1,1
66,1,1,0.8,1.089036,2.319766,3,1,1,1
66,2,2,0.55,1.414667,2.027749,3,1,1,1
66,2,1,0.85,1.650978,1.811517,3,0,1,1
66,2,1,0.8,1.115074,1.825923,3,0,1,1
66,2,2,0.85,1.201707,2.33287,3,1,1,1
66,1,1,1,1.042741,1.64494,3,1,1,1
66,2,2,0.6,1.025998,1.636892,3,1,1,1
66,2,1,0.85,1.293812,2.29369,3,0,1,1
66,1,1,0.9,1.062898,2.36011,3,1,1,1
66,1,1,0.85,1.095766,2.454343,3,1,1,1
66,1,1,0.9,0.9903049,2.427384,3,1,1,1
66,2,1,0.8,1.248462,1.195021,3,0,1,1
66,2,2,0.85,1.234263,1.010953,3,1,1,1
66,2,1,0.7,0.9635847,1.432739,3,0,1,1
66,1,1,1,0.9787002,1.152035,3,1,1,1
66,2,2,1,1.444854,1.583341,3,1,1,1
66,2,1,0.8,1.196029,1.014321,3,0,1,1
66,1,2,0.8,1.083703,2.498615,3,0,1,1
66,1,2,0.8,1.002986,0.8392121,3,0,1,1
66,2,1,0.8,0.9576073,1.146034,3,0,1,1
66,1,1,0.65,1.007696,1.597164,3,1,1,1
66,1,1,0.8,0.9304116,1.736258,3,1,1,1
66,2,1,0.8,1.391147,1.265287,3,0,1,1
66,1,1,0.85,1.257483,1.387304,3,1,1,1
66,2,1,0.55,1.582816,0.9849819,3,0,1,1
66,2,2,0.8,1.071378,0.9046229,3,1,1,1
66,2,1,0.65,1.303547,1.005049,3,0,1,1
66,1,1,0.8,1.38219,0.8142021,3,1,1,1
66,1,1,0.95,0.9983121,1.68083,3,1,1,1
66,1,1,0.7,1.31936,1.071806,3,1,1,1
66,2,1,0.85,2.027388,0.9495444,3,0,1,1
66,1,1,0.8,1.888331,0.9676015,3,1,1,1
66,1,1,0.65,1.115421,1.033505,3,1,1,1
66,2,2,0.55,1.325048,2.113001,3,1,1,1
66,2,1,0.75,1.311129,0.9254,3,0,1,1
66,2,1,0.8,1.085819,1.165424,3,0,1,1
66,2,1,0.9,1.36104,1.583485,3,0,1,1
66,2,2,0.9,1.121723,1.464635,3,1,1,1
66,2,2,0.8,1.066455,0.8445461,3,1,1,1
66,2,2,0.75,1.025615,0.9710921,3,1,1,1
66,1,2,0.85,1.079713,0.6893227,3,0,1,1
66,1,1,0.85,1.225606,0.709803,3,1,1,1
66,2,1,0.7,1.354084,0.7330238,3,0,1,1
66,1,1,0.9,0.5218725,0.8648953,3,1,1,1
66,2,2,1,0.7254838,0.7144058,3,1,1,1
66,1,1,0.75,1.01077,0.8216699,3,1,1,1
66,2,1,0.85,0.9839147,0.8362536,3,0,1,1
66,1,1,0.7,1.88085,0.7448601,3,1,1,1
66,1,1,0.65,1.024822,1.053066,3,1,1,1
67,2,2,0.8,1.121849,2.837226,2,1,0,2
67,1,2,0.85,1.290454,6.558788,2,0,0,2
67,2,2,0.8,1.222767,3.272069,2,1,0,2
67,2,2,0.75,1.321991,2.884224,2,1,0,2
67,2,1,0.8,1.767286,2.932374,2,0,0,2
67,2,2,0.75,1.914851,3.721255,2,1,0,2
67,1,1,0.8,2.185014,4.164851,2,1,0,2
67,2,2,0.8,1.423347,5.329031,2,1,0,2
67,2,2,0.8,1.203538,4.221849,2,1,0,2
67,1,2,0.75,1.428533,3.124109,2,0,0,2
67,1,2,0.75,1.938385,4.481188,2,0,0,2
67,1,2,0.8,2.241157,3.909941,2,0,0,2
67,2,2,0.8,1.060237,2.832738,2,1,0,2
67,2,1,0.75,1.518658,5.161985,2,0,0,2
67,2,2,0.7,1.618823,2.472649,2,1,0,2
67,1,1,0.75,1.352636,5.172357,2,1,0,2
67,2,2,0.8,1.449778,2.405967,2,1,0,2
67,2,1,0.75,1.081698,4.271276,2,0,0,2
67,1,2,0.8,1.266707,2.352032,2,0,0,2
67,1,1,0.85,2.16132,3.718721,2,1,0,2
67,2,2,0.75,2.210469,2.33292,2,1,0,2
67,1,1,0.75,2.765264,3.424202,2,1,0,2
67,1,1,0.85,1.36864,2.317966,2,1,0,2
67,2,2,0.85,1.363358,2.447615,2,1,0,2
67,1,2,0.65,1.019412,3.745651,2,0,0,2
67,2,2,0.8,1.208699,2.143453,2,1,0,2
67,2,2,0.8,1.786025,2.828021,2,1,0,2
67,2,1,0.75,1.114107,4.072258,2,0,0,2
67,1,1,0.6,3.872807,4.961898,2,1,0,2
67,1,2,0.65,8.56816,5.059334,2,0,0,2
67,1,1,0.7,1.386555,2.16321,2,1,0,2
67,2,2,0.75,2.125192,4.932294,2,1,0,2
67,1,2,0.8,1.735049,4.64857,2,0,0,2
67,1,1,0.8,1.304727,2.706788,2,1,0,2
67,2,2,0.75,1.683595,3.774227,2,1,0,2
