Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2,Sig. Str._%_1,Sig. Str._%_2
Kendall Grove,Mark Munoz,0,1,25,9,1,0,0,3,Middleweight,KO/TKO Punches,2,2:50,24b033b3daf1c9df,L,W,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground,0.34,0.41,3,0,1,1,108,223,0.29,0.33,1.0,1.0,0,0,0.19,0.27,0.43,0.33,1.0,0.46,0.65,0.51,0.35,0.42
Alexander Gustafsson,Phil Davis,0,0,14,0,1,0,1,0,Light Heavyweight,SUB Anaconda Choke,1,4:55,24b033b3daf1c9df,L,W,3 Rnd (5-5-5),Dan Miragliotta,Anaconda Choke From Front Headlock,0.0,0.77,0,1,0,0,25,220,0.0,0.5,0.0,1.0,0,1.0,0.0,0.5,0.0,1.0,0,0.7,0.0,0.82,0.0,0.78
Nick Osipczak,Rick Story,0,0,31,28,3,2,1,1,Welterweight,S-DEC,3,5:00,24b033b3daf1c9df,L,W,3 Rnd (5-5-5),Marc Goddard,Sal D'amato28 - 29.Andy Roberts29 - 28.Howard Hughes28 - 29.,0.68,0.43,1,1,0,0,145,594,0.43,0.36,0.94,0.77,1.0,0.0,0.42,0.2,0.91,0.75,0,0.51,0.78,0.64,0.68,0.43
DaMarques Johnson,Brad Blackburn,1,0,34,59,0,4,1,2,Welterweight,KO/TKO Kick,3,2:08,24b033b3daf1c9df,W,L,3 Rnd (5-5-5),Dan Miragliotta,Kick to Body At Distance,0.31,0.44,1,2,1,0,39,191,0.3,0.36,0.6,0.55,0,0.68,0.29,0.44,0.5,0.25,1.0,0.75,0.36,0.5,0.31,0.45
Paul Kelly,Matt Veach,0,0,47,4,0,1,3,2,Lightweight,SUB Guillotine Choke,2,3:41,24b033b3daf1c9df,W,L,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Front Headlock,0.64,0.44,3,2,2,0,325,146,0.61,0.5,1.0,0.0,0,0,0.47,0.33,0.4,0,0.73,0.67,0.76,0.64,0.64,0.44
Jon Madsen,Mostapha Al-Turk,0,0,32,20,1,0,0,0,Heavyweight,U-DEC,3,5:00,24b033b3daf1c9df,W,L,3 Rnd (5-5-5),Marc Goddard,Doug Crosby28 - 29.Howard Hughes28 - 29.Andy Roberts28 - 29.,0.32,0.15,0,0,0,0,6,0,0.29,0.09,0.83,0.5,1.0,1.0,0.33,0.16,0,0,0.33,0,0.33,0.16,0.33,0.16
Kenny Florian,Takanori Gomi,0,0,51,20,1,0,1,0,Lightweight,SUB Rear Naked Choke,3,2:52,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,0.27,0.17,1,0,0,0,105,8,0.23,0.13,0.86,0.32,0.71,0.0,0.24,0.17,0.6,0.0,0.67,0,0.35,0.17,0.27,0.17
Roy Nelson,Stefan Struve,1,0,9,2,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:39,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0.6,0.4,0,0,0,0,8,0,0.6,0.0,0,0,0,1.0,0.5,0.4,0,0,0.67,0,0.6,0.4,0.6,0.4
Nate Quarry,Jorge Rivera,3,0,29,19,0,0,0,0,Middleweight,KO/TKO Punches,2,0:29,3ed134d85dfbd7b4,L,W,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,0.26,0.44,0,0,0,0,0,89,0.08,0.41,0.5,0.75,0.87,0.67,0.28,0.41,0.18,0.5,0,0.5,0.26,0.56,0.27,0.45
Ross Pearson,Dennis Siver,0,0,54,39,1,2,0,0,Lightweight,U-DEC,3,5:00,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby27 - 30.Chris Lee27 - 30.Andrew Hopper Jr.27 - 30.,0.33,0.17,0,0,1,1,60,71,0.27,0.14,0.67,0.62,0.74,0.46,0.32,0.17,1.0,0.23,0.5,0.33,0.38,0.17,0.34,0.17
Andre Winner,Rafaello Oliveira,0,0,61,52,0,0,0,0,Lightweight,U-DEC,3,5:00,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Dale Frye,27 - 30.27 - 30.28 - 29.,0.3,0.35,0,0,0,0,41,98,0.21,0.25,0.45,0.5,0.94,0.73,0.26,0.34,1.0,0.54,1.0,0,0.35,0.4,0.31,0.36
Jacob Volkmann,Ronys Torres,0,0,24,20,5,3,0,0,Lightweight,S-DEC,3,5:00,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Bill Clancy,29 - 28.27 - 30.27 - 30.,0.42,0.4,0,0,0,1,602,186,0.37,0.31,1.0,1.0,0,0.83,0.12,0.3,1.0,0.44,0.62,0.71,0.63,0.51,0.42,0.4
Rob Emerson,Nik Lentz,0,1,46,24,4,0,1,1,Lightweight,U-DEC,3,5:00,3ed134d85dfbd7b4,L,W,3 Rnd (5-5-5),Dale Frye,28 - 29.27 - 30.28 - 29.,0.32,0.47,1,1,0,0,19,534,0.25,0.36,1.0,0.84,0.86,0.8,0.22,0.29,0.52,0.63,1.0,0.63,0.47,0.59,0.32,0.48
Caol Uno,Gleison Tibau,1,0,22,6,1,0,0,0,Lightweight,KO/TKO Punches,1,4:13,3ed134d85dfbd7b4,L,W,3 Rnd (5-5-5),Bill Clancy,Punches to Head On Ground,0.21,0.37,0,0,0,0,0,90,0.12,0.36,0.0,0,0.44,1.0,0.21,0.17,0,0.5,0,0.71,0.29,0.4,0.21,0.37
Yushin Okami,Lucio Linhares,1,0,50,8,0,0,0,0,Middleweight,KO/TKO,2,2:47,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Dale Frye,Facial Cuts,0.69,0.18,0,0,0,0,151,0,0.69,0.08,1.0,0,0,0.62,0.68,0.18,0,0,0.75,0,0.71,0.2,0.69,0.18
Gerald Harris,Mario Miranda,2,1,17,16,0,0,0,0,Middleweight,KO/TKO Punches,1,4:49,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Bill Clancy,Punches to Head At Distance,0.45,0.4,0,0,0,0,7,40,0.47,0.29,0.0,0.33,0,0.78,0.45,0.36,0,0.25,0.5,1.0,0.46,0.52,0.46,0.4
Charlie Brenneman,Jason High,0,0,33,12,6,0,0,3,Welterweight,U-DEC,3,5:00,3ed134d85dfbd7b4,W,L,3 Rnd (5-5-5),Dale Frye,27 - 30.27 - 30.28 - 29.,0.62,0.38,0,3,0,2,528,162,0.43,0.36,0.95,0.75,0.5,0.0,0.3,0.35,0.67,0.43,0.83,1.0,0.82,0.56,0.62,0.39
Georges St-Pierre,Dan Hardy,0,0,59,4,11,0,6,0,Welterweight,U-DEC,5,5:00,c80095f6092271a7,W,L,5 Rnd (5-5-5-5-5),Kevin Mulhall,Doug Crosby43 - 50.Jeff Blatnick44 - 50.Cardo Urso45 - 50.,0.74,0.14,6,0,1,0,1231,36,0.65,0.12,0.94,0.0,1.0,0.5,0.56,0.05,0,0.0,0.8,0.6,0.87,0.58,0.75,0.15
Frank Mir,Shane Carwin,1,0,49,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,3:48,c80095f6092271a7,L,W,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head On Ground,0.3,0.77,0,0,0,0,3,153,0.22,0.7,1.0,1.0,0,0.94,0.22,0.17,1.0,0.89,0,0.75,0.3,0.83,0.3,0.78
Kurt Pellegrino,Fabricio Camoes,0,0,16,8,1,1,2,2,Lightweight,SUB Rear Naked Choke,2,4:20,c80095f6092271a7,W,L,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0.55,0.72,2,2,1,0,408,100,0.57,0.67,0,1.0,0.0,1.0,0.0,0.6,0.5,1.0,0.67,0.5,0.78,0.86,0.55,0.73
Ben Saunders,Jon Fitch,0,0,72,17,2,0,0,0,Welterweight,U-DEC,3,5:00,c80095f6092271a7,L,W,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby27 - 30.Cardo Urso27 - 30.Jeff Blatnick27 - 30.,0.56,0.72,0,0,0,0,43,735,0.24,0.63,1.0,0.85,1.0,1.0,0.29,0.55,0.81,0.72,0,0.81,0.7,0.86,0.57,0.73
Jim Miller,Mark Bocek,0,0,23,17,1,4,3,1,Lightweight,U-DEC,3,5:00,c80095f6092271a7,W,L,3 Rnd (5-5-5),Yves Lavigne,Carlos Rodriguez28 - 29.Jon Bilyk28 - 29.Cardo Urso28 - 29.,0.34,0.37,3,1,1,0,96,592,0.22,0.21,0.71,0.88,1.0,1.0,0.28,0.21,0.6,0.89,0.43,0.43,0.47,0.64,0.34,0.38
Nate Diaz,Rory Markham,1,0,34,3,0,0,0,0,Welterweight,KO/TKO Punches,1,2:47,c80095f6092271a7,W,L,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control,0.56,0.13,0,0,0,0,75,0,0.51,0.05,1.0,0.5,1.0,1.0,0.4,0.05,1.0,0.67,0.78,0,0.64,0.14,0.57,0.14
Ricardo Almeida,Matt Brown,0,0,15,6,5,0,1,0,Welterweight,SUB Rear Naked Choke,2,3:30,c80095f6092271a7,W,L,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0.55,0.6,1,0,0,0,427,16,0.54,0.0,0.67,1.0,0,1.0,0.5,0.43,0.56,1.0,0.57,0,0.67,0.82,0.56,0.6
Rousimar Palhares,Tomasz Drwal,0,0,0,0,0,0,1,0,Middleweight,SUB Heel Hook,1,0:45,c80095f6092271a7,W,L,3 Rnd (5-5-5),Kevin Mulhall,Heel Hook On Ground,0.0,0.0,1,0,0,0,7,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Rodney Wallace,Jared Hamman,1,0,60,34,2,11,0,1,Light Heavyweight,U-DEC,3,5:00,c80095f6092271a7,L,W,3 Rnd (5-5-5),Kevin Mulhall,Dave Tirelli27 - 30.Carlos Rodriguez27 - 30.Henry Krawiec27 - 30.,0.51,0.48,1,0,1,3,319,426,0.5,0.38,0.75,0.9,0,1.0,0.5,0.17,0.63,0.44,0.41,0.64,0.56,0.7,0.52,0.48
Matthew Riddle,Greg Soto,0,0,47,21,4,0,0,0,Welterweight,DQ,3,1:30,c80095f6092271a7,W,L,3 Rnd (5-5-5),Keith Peterson,Illegal Kick by Soto,0.53,0.53,0,0,0,0,456,40,0.26,0.38,1.0,1.0,0.85,1.0,0.21,0.43,0.74,0.67,0.41,1.0,0.66,0.78,0.53,0.54
Brandon Vera,Jon Jones,0,0,11,5,2,0,0,0,Light Heavyweight,KO/TKO Elbow,1,3:19,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Herb Dean,Elbow to Head From Guard,0.62,0.64,0,0,0,0,0,164,0.6,0.64,1.0,1.0,0.5,0.5,0.25,0.33,1.0,1.0,1.0,0.69,0.64,0.79,0.62,0.65
Junior Dos Santos,Gabriel Gonzaga,1,0,20,9,0,1,0,0,Heavyweight,KO/TKO Punches,1,3:53,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head On Ground,0.57,0.47,0,0,0,0,9,1,0.52,0.2,0.71,0.5,1.0,0.86,0.48,0.47,0,0,0.71,0,0.57,0.47,0.57,0.47
Cheick Kongo,Paul Buentello,0,0,53,3,9,0,0,0,Heavyweight,KO/TKO Elbows,3,1:16,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Herb Dean,"Elbows to Body On Ground
      Submission to Strikes",0.56,0.1,0,0,0,0,509,0,0.42,0.1,0.9,0,0.69,0,0.26,0.09,0.77,0.2,0.79,0.0,0.73,0.16,0.56,0.1
Alessio Sakara,James Irvin,1,0,13,6,0,0,0,0,Middleweight,KO/TKO,1,3:01,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Josh Rosenthal,"to    
      Eye Injury",0.44,0.37,0,0,0,0,1,0,0.32,0.18,0.8,0,1.0,0.8,0.43,0.38,0,0,1.0,0,0.45,0.38,0.45,0.38
Clay Guida,Shannon Gugerty,0,0,14,1,2,0,1,3,Lightweight,SUB Arm Triangle,2,3:40,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control,0.42,0.14,1,3,0,0,447,2,0.33,0.14,1.0,0,0.67,0,0.07,0.0,1.0,0,0.67,1.0,0.71,0.5,0.42,0.14
Eliot Marshall,Vladimir Matyushenko,0,0,28,19,2,0,0,0,Light Heavyweight,S-DEC,3,5:00,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Adam Martinez,Don Bates27 - 30.Curtis Thrasher29 - 28.Joe Garcia27 - 30.,0.19,0.3,0,0,0,0,0,90,0.13,0.18,0.62,0,0.75,0.79,0.2,0.31,0,0.33,0,0.0,0.2,0.36,0.2,0.31
Duane Ludwig,Darren Elkins,0,0,0,1,1,0,0,0,Lightweight,KO/TKO,1,0:44,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Tim Mills,"to    
      Ankle Injury",0.2,0.0,0,0,0,0,3,10,0.2,0.0,0,0,0,0,0.2,0.0,0,0,0,0,0.2,0.0,0.2,0.0
John Howard,Daniel Roberts,0,0,6,7,1,1,0,1,Welterweight,KO/TKO Punch,1,2:01,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Tom Johnson,Punch to Head On Ground,0.75,0.41,0,1,0,1,50,55,0.67,0.41,0,0,1.0,0,0.5,0.25,0,0,1.0,0.46,0.73,0.64,0.75,0.41
Brendan Schaub,Chase Gormley,1,0,25,2,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:47,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Adam Martinez,Punches to Head At Distance,0.69,0.33,0,0,0,0,3,0,0.69,0.33,0,0,0,0,0.6,0.4,0.69,0.0,1.0,0,0.73,0.33,0.69,0.33
Mike Pierce,Julio Paulino,0,0,39,17,6,0,0,0,Welterweight,U-DEC,3,5:00,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Tim Mills,Don Bates27 - 30.Curtis Thrasher27 - 30.Mark Van Tine27 - 30.,0.51,0.27,0,0,0,0,695,0,0.47,0.22,0.6,0.71,0.78,0.25,0.39,0.25,0.4,0.5,0.67,0,0.69,0.41,0.51,0.27
Eric Schafer,Jason Brilz,0,0,70,27,3,2,1,1,Light Heavyweight,U-DEC,3,5:00,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Tom Johnson,Don Bates28 - 29.Joe Garcia28 - 29.Curtis Thrasher28 - 29.,0.33,0.48,1,1,1,1,105,433,0.3,0.43,0.71,0.88,0,0.82,0.27,0.4,0.53,0.65,1.0,0.67,0.49,0.63,0.33,0.48
Cain Velasquez,Antonio Rodrigo Nogueira,1,0,23,3,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:20,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.51,0.13,0,0,0,0,3,0,0.48,0.14,0.25,0,0.75,0,0.42,0.14,1.0,0,1.0,0,0.51,0.14,0.51,0.14
Wanderlei Silva,Michael Bisping,1,0,42,32,1,5,1,0,Middleweight,U-DEC,3,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato28 - 29.Barry Foley28 - 29.Tony Weeks28 - 29.,0.25,0.23,1,0,0,0,60,42,0.13,0.17,0.67,0.7,0.67,0.67,0.24,0.23,0.14,0.3,0.5,0,0.27,0.26,0.25,0.23
George Sotiropoulos,Joe Stevenson,0,0,20,7,2,3,3,2,Lightweight,U-DEC,3,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Herb Dean,Evan Bzadough27 - 30.Chris Lee27 - 30.Tony Weeks27 - 30.,0.22,0.22,3,2,1,0,317,289,0.22,0.17,0.4,0.0,0,0.5,0.21,0.21,0.5,1.0,1.0,0.0,0.41,0.27,0.23,0.23
Ryan Bader,Keith Jardine,1,0,29,15,3,0,0,0,Light Heavyweight,KO/TKO Punch,3,2:10,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance,0.46,0.2,0,0,0,0,276,0,0.35,0.14,0.71,1.0,1.0,0.5,0.33,0.18,0.83,0.67,0.71,0,0.62,0.23,0.47,0.2
Mirko Filipovic,Anthony Perosh,0,0,29,9,0,0,1,0,Heavyweight,KO/TKO,2,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Herb Dean,Facial Cut,0.46,0.36,1,0,0,0,212,39,0.4,0.11,1.0,0,1.0,1.0,0.4,0.33,1.0,1.0,0.5,0,0.64,0.38,0.46,0.36
Krzysztof Soszynski,Stephan Bonnar,0,0,48,36,0,2,0,0,Light Heavyweight,KO/TKO,3,1:04,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),John Sharp,Facial Cut,0.39,0.3,0,0,0,0,74,165,0.36,0.2,0.5,0.71,0.64,0.7,0.37,0.23,0.46,0.52,0,0.0,0.43,0.41,0.39,0.31
Chris Lytle,Brian Foster,0,0,2,5,0,1,1,0,Welterweight,SUB Kneebar,1,1:41,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Steve Perceval,Kneebar From Inoki-Ali Position,0.14,0.22,1,0,0,0,0,15,0.14,0.24,0,0,0,0.0,0.14,0.19,0,0,0,1.0,0.14,0.26,0.14,0.23
CB Dollaway,Goran Reljic,0,0,25,20,5,1,1,3,Middleweight,U-DEC,3,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),John Sharp,Barry Foley28 - 29.Chris Lee28 - 29.Kon Papaioannou28 - 29.,0.34,0.4,1,3,1,1,380,126,0.24,0.23,0.63,0.83,0.33,0.43,0.25,0.41,0.5,0.17,0.39,0.67,0.58,0.57,0.34,0.4
James Te Huna,Igor Pokrajac,0,2,22,25,5,2,1,0,Light Heavyweight,KO/TKO Punches,3,3:26,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Steve Perceval,Punches to Head From Half Guard,0.42,0.46,1,0,0,0,549,120,0.35,0.45,0.67,1.0,1.0,0,0.44,0.38,0.46,0.48,0.39,0.71,0.68,0.62,0.42,0.46
Randy Couture,Mark Coleman,0,0,44,10,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,2,1:09,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Steve Mazzagatti,"Rear Naked Choke
      Technical Submission",0.65,0.47,1,0,0,0,218,0,0.65,0.44,0.67,0.5,1.0,1.0,0.53,0.5,0.84,0.33,0.8,0,0.73,0.59,0.66,0.48
Chael Sonnen,Nate Marquardt,0,0,39,11,6,0,0,2,Middleweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Tony Weeks27 - 30.Lester Griffin27 - 30.Doug Crosby27 - 30.,0.69,0.45,0,2,0,1,784,57,0.66,0.37,0.67,0.8,1.0,0,0.6,0.43,0.57,0.33,0.74,0.57,0.83,0.74,0.7,0.46
Paulo Thiago,Mike Swick,1,0,9,7,0,1,1,0,Welterweight,SUB D'Arce Choke,2,1:54,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,"D'Arce Choke From Half Guard
      Technical Submission",0.36,0.11,1,0,0,0,15,30,0.25,0.06,0.5,0,1.0,0.4,0.38,0.12,0,0,0.0,0.0,0.41,0.27,0.36,0.11
Demian Maia,Dan Miller,0,0,30,20,4,0,0,0,Middleweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd27 - 30.Lester Griffin28 - 29.Doug Crosby28 - 29.,0.38,0.21,0,0,0,0,317,11,0.33,0.09,0.67,0.25,1.0,0.82,0.33,0.18,0.67,0.4,0.5,0.43,0.55,0.25,0.39,0.21
Matt Serra,Frank Trigg,1,0,12,6,0,0,0,0,Welterweight,KO/TKO Punch,1,2:23,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance,0.33,0.28,0,0,0,0,3,0,0.28,0.29,0.33,0,1.0,0,0.25,0.29,0,0,1.0,0,0.33,0.29,0.33,0.29
Mac Danzig,Justin Buchholz,0,0,62,30,3,0,0,1,Lightweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd28 - 29.Glenn Trowbridge28 - 29.Lester Griffin28 - 29.,0.49,0.23,0,1,1,1,285,143,0.43,0.2,0.69,0.4,1.0,0.8,0.46,0.19,0.33,0.41,0.76,0.3,0.67,0.26,0.49,0.23
Melvin Guillard,Ronys Torres,0,0,34,6,0,5,0,1,Lightweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Patricia Morse-Jarman28 - 29.Tony Weeks28 - 29.Doug Crosby28 - 29.,0.41,0.12,0,1,2,0,96,344,0.35,0.13,0.6,0.0,0.83,0,0.38,0.12,0.33,0.2,0.67,0.0,0.45,0.48,0.42,0.12
Rob Emerson,Phillipe Nover,0,0,26,19,7,0,0,2,Lightweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd28 - 29.Tony Weeks28 - 29.Nelson Hamilton28 - 29.,0.49,0.39,0,2,0,1,552,81,0.28,0.23,0.89,0.73,0.75,0.67,0.31,0.34,0.78,1.0,0.61,0.0,0.56,0.55,0.49,0.4
Phil Davis,Brian Stann,0,0,48,5,3,0,1,0,Light Heavyweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Lester Griffin27 - 30.Glenn Trowbridge26 - 30.Patricia Morse-Jarman26 - 30.,0.46,0.18,1,0,0,0,643,0,0.37,0.0,0.81,0.67,0.17,0.6,0.15,0.15,0.8,1.0,0.6,0,0.62,0.19,0.47,0.19
Chris Tuchscherer,Tim Hague,0,0,24,34,1,1,1,1,Heavyweight,M-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Doug Crosby28 - 28.Glenn Trowbridge28 - 29.Nelson Hamilton28 - 29.,0.37,0.48,1,1,0,0,256,254,0.25,0.43,1.0,0.67,1.0,1.0,0.33,0.28,0.58,0.67,0.0,0.77,0.51,0.59,0.38,0.49
Joey Beltran,Rolles Gracie,0,0,22,15,0,1,0,0,Heavyweight,KO/TKO Punches,2,1:31,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0.44,0.32,0,0,0,0,84,104,0.45,0.29,0,0.75,0,0.0,0.32,0.25,0.33,0.62,0.73,0.5,0.66,0.38,0.45,0.33
Gray Maynard,Nate Diaz,0,0,41,70,0,0,0,0,Lightweight,S-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato29 - 28.Doug Crosby27 - 30.Cardo Urso28 - 29.,0.28,0.27,0,0,0,0,11,0,0.24,0.23,0.73,0.41,0.25,0.8,0.27,0.28,0.44,0.38,0,0,0.34,0.3,0.29,0.28
Evan Dunham,Efrain Escudero,0,1,22,26,3,0,1,2,Lightweight,SUB Armbar,3,1:59,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Back Control,0.27,0.35,1,2,0,1,209,171,0.25,0.3,0.6,1.0,0,0.75,0.17,0.36,0.0,0.42,0.57,0.17,0.44,0.44,0.28,0.35
Aaron Simpson,Tom Lawlor,0,0,36,52,2,1,0,2,Middleweight,S-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Kevin Mulhall,Jeff Blatnick29 - 28.Doug Crosby28 - 29.Sal D'amato28 - 29.,0.33,0.4,0,2,0,0,268,155,0.26,0.4,0.6,1.0,0.67,0,0.21,0.3,0.51,0.56,0.6,0.0,0.5,0.44,0.33,0.41
Amir Sadollah,Brad Blackburn,0,0,87,37,2,0,0,0,Welterweight,U-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Mario Yamasaki,Eric Colon27 - 30.Doug Crosby27 - 30.Cardo Urso27 - 30.,0.53,0.24,0,0,0,0,300,148,0.38,0.16,0.81,0.41,0.9,0.85,0.51,0.23,0.48,0.4,0.72,0,0.56,0.37,0.54,0.25
Chris Leben,Jay Silva,0,0,60,15,2,0,2,0,Middleweight,U-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Jeff Blatnick27 - 30.Doug Crosby27 - 30.Sal D'amato27 - 30.,0.6,0.27,2,0,0,0,636,47,0.57,0.25,1.0,0.67,0.7,0,0.35,0.25,0.78,0.4,0.69,0,0.75,0.43,0.61,0.28
Rick Story,Jesse Lennox,0,0,47,22,2,1,1,1,Welterweight,S-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Kevin Mulhall,Jeff Blatnick27 - 30.Eric Colon29 - 28.Cardo Urso27 - 30.,0.27,0.17,1,1,1,0,263,64,0.2,0.12,0.8,0.58,1.0,0.5,0.24,0.17,0.7,0.5,0.4,0,0.35,0.18,0.27,0.17
Thiago Tavares,Nik Lentz,0,0,55,71,1,4,1,1,Lightweight,M-DEC,3,5:00,58bc81376286b3d3,D,D,3 Rnd (5-5-5),Mario Yamasaki,Point Deducted: Kicks to Groin by TavaresEric Colon28 - 28.Sal D'amato28 - 28.Cardo Urso29 - 27.,0.37,0.34,1,1,0,0,106,113,0.31,0.22,0.65,0.75,0.86,0.85,0.35,0.33,0.69,0.38,0,1.0,0.45,0.41,0.38,0.34
Rory MacDonald,Mike Guymon,0,0,8,6,2,0,2,0,Welterweight,SUB Armbar,1,4:27,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Side Control,0.42,0.33,2,0,0,0,170,8,0.39,0.15,1.0,0.75,0,1.0,0.31,0.2,1.0,0,1.0,1.0,0.68,0.54,0.42,0.33
Rafael Dos Anjos,Kyle Bradley,0,0,42,21,5,0,2,0,Lightweight,U-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Rick McCoy,Doug Crosby27 - 30.Cardo Urso27 - 30.Clark Walters27 - 30.,0.37,0.39,2,0,0,0,496,24,0.37,0.12,0.5,0.82,0.4,0.89,0.26,0.39,1.0,0.67,0.48,0.0,0.54,0.48,0.38,0.4
Gerald Harris,John Salter,0,0,21,7,1,1,0,0,Middleweight,KO/TKO Punches,3,3:24,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Todd McGovern,Punches to Head From Half Guard,0.25,0.09,0,0,1,0,132,87,0.25,0.1,0.25,0,1.0,0,0.21,0.1,1.0,0.0,0.39,0,0.35,0.3,0.26,0.1
Nick Catone,Jesse Forbes,0,0,32,32,2,0,0,0,Middleweight,S-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Rick McCoy,Sal D'amato28 - 29.Clark Walters29 - 28.Doug Crosby28 - 29.,0.31,0.2,0,0,0,0,97,68,0.18,0.13,0.82,0.74,0.89,0,0.25,0.11,0.5,0.55,0.5,0,0.46,0.24,0.31,0.2
