"Status","","'=","in Betrieb",""
"","","'=","genehmigt, noch nicht in Betrieb",""


"Zuständige Dienststelle","Standortgemeinde","Hersteller","Typbezeichnung des Herstellers","Generatorleistung [MW]","Nabenhöhe [m]","Rotordurchmesser [m]","Status","Inbetriebnahmedatum","Stilllegedatum","Ost","Nord","Herkunft der Daten","Stand der Daten"
"Landratsamt Emmendingen","Simonswald","NEG-Micon","NM 60/1000","1,00","70,00","60,00","in Betrieb","01.12.2000",,"431742","5322029","LUBW      ","2025"
"Landratsamt Emmendingen","Elzach-Yach","Enercon","E-66/18.70 ","1,80","65,00","70,00","in Betrieb","01.09.2003",,"434778","5331878","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E-82 E2","2,30","138,00","82,00","in Betrieb","24.10.2011",,"422444","5336817","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E-66/18.70","1,80","86,00","70,00","in Betrieb","01.10.2001",,"422486","5336252","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E 101","3,05","135,40","101,00","in Betrieb","27.06.2014",,"422482","5333190","LUBW      ","2025"
"Landratsamt Emmendingen","Biederbach","Enercon","E 103","2,35","108,38","103,00","in Betrieb","31.03.2021",,"424588","5339427","LUBW      ","2025"
"Landratsamt Emmendingen","Biederbach","Enercon","E 92","2,35","103,90","92,00","in Betrieb","31.03.2021",,"424943","5339789","LUBW      ","2025"
"Landratsamt Emmendingen","Biederbach","Enercon","E 138 EP3 E2","4,20","160,00","138,60","in Betrieb","23.06.2021",,"425311","5339343","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E-138 EP3 E2","4,20","160,00","138,25","in Betrieb","28.01.2025",,"423383","5336113","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg","Fuhrländer AG","FL 1000","1,00","110,00","54,00","in Betrieb","27.12.2002",,"444894","5342740","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg","Fuhrländer AG","FL 1000","1,00","110,00","54,00","in Betrieb","27.12.2002",,"444734","5342505","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg","Enercon GmbH","E-82","2,00","98,30","82,00","in Betrieb","04.10.2009",,"443943","5342991","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg","Enercon GmbH","E-82","2,00","98,30","82,00","in Betrieb","04.10.2009",,"444257","5343271","LUBW      ","2025"
"Landratsamt Ortenaukreis","Lahr","Enercon","E-115","3,00","149,00","115,70","in Betrieb","28.06.2016",,"418255","5350283","LUBW      ","2025"
"Landratsamt Ortenaukreis","Seelbach","Enercon","E-138 EP3 E2","4,20","160,00","138,00","in Betrieb","02.10.2021",,"418413","5350032","LUBW      ","2025"
"Landratsamt Ortenaukreis","Seelbach","Nordex","S 77","1,50","90,00","77,00","in Betrieb","09.08.2005",,"418371","5349719","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg","Vestas","V 90","2,00","125,00","90,00","in Betrieb","01.09.2011",,"448567","5337741","LUBW      ","2025"
"Landratsamt Ortenaukreis","Bad Peterstal-Griesbach","Südwind Energy GmbH","S 70","1,50","85,00","70,00","in Betrieb","01.11.2003",,"446035","5369577","LUBW      ","2025"
"Landratsamt Ortenaukreis","Oberharmersbach","Tacke","TW 600 e","0,60","60,00","46,00","in Betrieb","10.09.1997",,"437372","5354398","LUBW      ","2025"
"Landratsamt Ortenaukreis","Fischerbach","Enercon","E 58","1,00","70,40","58,00","in Betrieb","14.08.2002",,"436911","5354347","LUBW      ","2025"
"Landratsamt Ortenaukreis","Ettenheim","General Electric","GE 2.5-120","2,75","139,00","120,00","in Betrieb","07.05.2016",,"419913","5346086","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim - Ohmenheim","General Electrics","GE 120","2,75","139,00","120,00","in Betrieb","13.05.2016",,"599799","5405129","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim - Ohmenheim","General Electrics","GE 120","2,75","139,00","120,00","in Betrieb","03.05.2016",,"599742","5405509","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim - Ohmenheim ","General Electrics","GE 120","2,75","139,00","120,00","in Betrieb","19.05.2016",,"600421","5405268","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim - Ohmenheim","General Electrics","GE 120","2,75","139,00","120,00","in Betrieb","23.05.2016",,"600314","5405561","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim- Ohmenheim","General Electrics","GE 120","2,75","139,00","120,00","in Betrieb","06.06.2016",,"600816","5405791","LUBW      ","2025"
"Landratsamt Ostalbkreis","Bartholomä","General Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","24.11.2016",,"567088","5400093","LUBW      ","2025"
"Landratsamt Ostalbkreis","Bartholomä","General Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","24.11.2016",,"567119","5399680","LUBW      ","2025"
"Landratsamt Ostalbkreis","Bartholomä","Genetal Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","07.12.2016",,"567836","5399625","LUBW      ","2025"
"Landratsamt Ostalbkreis","Jagstzell","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","09.03.2017",,"585795","5433974","LUBW      ","2025"
"Landratsamt Ostalbkreis","Jagstzell","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","21.02.2017",,"585462","5433673","LUBW      ","2025"
"Landratsamt Ostalbkreis","Jagstzell","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","08.03.2017",,"585583","5433343","LUBW      ","2025"
"Landratsamt Ostalbkreis","Jagstzell","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","14.02.2017",,"585718","5432975","LUBW      ","2025"
"Landratsamt Ostalbkreis","Jagstzell","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","20.02.2017",,"585838","5432646","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","28.12.2016",,"586268","5432561","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","30.12.2016",,"586442","5432252","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","22.12.2016",,"586084","5431915","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","29.12.2016",,"586203","5431581","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","13.02.2017",,"586451","5431341","LUBW      ","2025"
"Landratsamt Ostalbkreis","Rosenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","24.07.2017",,"573794","5432627","LUBW      ","2025"
"Landratsamt Ostalbkreis","Rosenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","13.06.2017",,"573898","5432366","LUBW      ","2025"
"Landratsamt Ostalbkreis","Rosenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","12.05.2017",,"574124","5432112","LUBW      ","2025"
"Landratsamt Ostalbkreis","Rosenberg","Enercon","E - 115","3,00","149,00","115,70","in Betrieb","14.06.2017",,"573564","5431962","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen - FlSt 815/1","Vestas","V 126","3,30","149,00","126,00","in Betrieb","17.11.2017",,"590700","5409876","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen FlSt. 815/1","Vestas","V 126","3,30","149,00","126,00","in Betrieb","28.09.2017",,"590646","5410331","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen FlSt. 815/1","Vestas","V 126","3,30","149,00","126,00","in Betrieb","28.09.2017",,"589977","5410036","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen FlSt. 815/1","Vestas","V 126","3,30","149,00","126,00","in Betrieb","25.09.2017",,"589860","5410374","LUBW      ","2025"
"Landratsamt Ostalbkreis","Lauchheim-Hülen FlSt. 617/3","Vestas","V 126","3,30","137,00","126,00","in Betrieb","25.09.2017",,"588237","5410670","LUBW      ","2025"
"Landratsamt Ostalbkreis","Rosenberg","Nordex","N 131","3,30","164,00","131,00","in Betrieb","21.09.2017",,"576975","5425891","LUBW      ","2025"
"Landratsamt Ostalbkreis","Rosenberg","Nordex","N 131","3,30","164,00","131,00","in Betrieb","28.09.2017",,"576793","5425047","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Freudenberg","Nordex","N117/2400","2,40","141,00","117,00","in Betrieb","16.09.2016",,"526904","5511862","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Freudenberg","Nordex","N117/2400","2,40","141,00","117,00","in Betrieb","16.09.2016",,"526302","5511739","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Freudenberg","Nordex","N117/2400","2,40","141,00","117,00","in Betrieb","16.09.2016",,"525692","5511560","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Freudenberg","Nordex","N117/2400","2,40","141,00","117,00","in Betrieb","16.09.2016",,"525933","5511977","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Freudenberg","Nordex","N117/2400","2,40","141,00","117,00","in Betrieb","16.09.2016",,"525260","5511984","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Niederstetten","Vestas","V126","3,45","117,00","126,00","in Betrieb","05.12.2019",,"563039","5477031","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Niederstetten","Vestas","V126","3,45","137,00","126,00","in Betrieb","05.12.2019",,"563376","5476480","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Niederstetten","Vestas","V126","3,45","137,00","126,00","in Betrieb","05.12.2019",,"563485","5476113","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Ahorn","Nordex","N131","3,30","134,00","131,00","in Betrieb","28.03.2017",,"541192","5481334","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Lauda-Königshofen - Heckfeld","Vestas","V126","3,45","137,00","126,00","in Betrieb","31.01.2020",,"545708","5490612","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Lauda-Königshofen - Heckfeld","Vestas","V126","3,45","137,00","126,00","in Betrieb","31.01.2020",,"545937","5490954","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Weikersheim-Neubronn","Enercon","E-82 E2","2,30","138,38","82,00","in Betrieb","30.09.2016",,"570433","5481253","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten","Südwind","Repower MD 77","1,50","85,00","77,00","in Betrieb","03.12.2002",,"569766","5390055","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten","Südwind","Repower MD 77","1,50","85,00","77,00","in Betrieb","05.12.2002",,"569705","5389792","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten","Südwind","Repower MD 77","1,50","85,00","77,00","in Betrieb","03.12.2002",,"569666","5389561","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten","Südwind","Repower MD 77","1,50","85,00","77,00","in Betrieb","09.09.2003",,"568011","5388413","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten","Südwind","Repower MD 77","1,50","85,00","77,00","in Betrieb","04.09.2003",,"568138","5388677","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"573082","5394052","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"573098","5393806","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"573112","5393560","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"573438","5393518","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"573593","5393915","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"573779","5393746","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"574124","5394081","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 82","2,00","99,38","82,00","in Betrieb","01.09.2009",,"574162","5393640","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim","Enercon","E 53","0,80","73,25","52,90","in Betrieb","12.08.2009",,"573193","5394515","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim-Nietheim","Nordex","N117/2400 gamma","2,40","140,60","116,80","in Betrieb","29.06.2016",,"587146","5402350","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim-Nietheim","Nordex","N117/2400 gamma","2,40","140,60","116,80","in Betrieb","27.06.2016",,"586901","5401927","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim-Nietheim","Nordex","N117/2400 gamma","2,40","140,60","116,80","in Betrieb","14.06.2016",,"586975","5401503","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim-Nietheim","Nordex","N117/2400 gamma","2,40","140,60","116,80","in Betrieb","23.06.2016",,"586786","5400999","LUBW      ","2025"
"Landratsamt Heidenheim","Dischingen","General Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","24.05.2016",,"596206","5397128","LUBW      ","2025"
"Landratsamt Heidenheim","Dischingen","General Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","10.05.2016",,"596494","5396975","LUBW      ","2025"
"Landratsamt Heidenheim","Dischingen","General Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","28.04.2016",,"597050","5396922","LUBW      ","2025"
"Landratsamt Heidenheim","Dischingen","General Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","29.04.2016",,"597403","5396751","LUBW      ","2025"
"Landratsamt Heidenheim","Dischingen","General Electric","GE 2.75-120","2,75","139,00","120,00","in Betrieb","09.06.2016",,"597937","5396760","LUBW      ","2025"
"Landratsamt Heidenheim","Nattheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","23.03.2021",,"589557","5397874","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim - Schnaitheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","23.02.2021",,"589477","5398250","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim - Schnaitheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","16.03.2021",,"588842","5397491","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim - Schnaitheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","23.02.2021",,"588611","5397856","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim - Schnaitheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","23.03.2021",,"588573","5398248","LUBW      ","2025"
"Landratsamt Heidenheim","Nattheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","18.06.2021",,"589466","5396308","LUBW      ","2025"
"Landratsamt Heidenheim","Heidenheim - Schnaitheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","23.02.2021",,"589431","5396793","LUBW      ","2025"
"Landratsamt Heidenheim","Nattheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","14.04.2021",,"590007","5396814","LUBW      ","2025"
"Landratsamt Heidenheim","Nattheim","Enercon","Enercon E-138 E2","4,20","159,36","138,00","in Betrieb","23.04.2021",,"589956","5397256","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten-Gussenstadt","Nordex","N117/3600","3,60","140,60","116,80","in Betrieb","23.03.2018",,"568625","5389581","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten-Gussenstadt","Nordex","N117/3600","3,60","140,60","116,80","in Betrieb","23.03.2018",,"568599","5390053","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten-Gussenstadt","Nordex","N117/3600","3,60","140,60","116,80","in Betrieb","19.04.2018",,"568573","5390591","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten-Gussenstadt","Nordex","N117/3600","3,60","140,60","116,80","in Betrieb","29.03.2018",,"569077","5390394","LUBW      ","2025"
"Landratsamt Heidenheim","Königsbronn-Ochsenberg","Enercon","E-138","3,50","160,00","138,00","in Betrieb","17.02.2021",,"585269","5400620","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim-Söhnstetten, Flst.-Nrn. 1981, 1985","Enercon","E-138","4,20","160,00","138,00","in Betrieb","14.09.2021",,"573983","5392722","LUBW      ","2025"
"Landratsamt Heidenheim","Steinheim-Gnannenweiler, Flst.-Nrn. 33, 34","Enercon","E-138","4,20","160,00","138,00","in Betrieb","10.09.2021",,"574052","5393219","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten - Gussenstadt, Flst.-Nr. 1266","VESTAS","V150","5,60","167,50","150,00","in Betrieb","25.09.2024",,"569000","5389713","LUBW      ","2025"
"Landratsamt Heidenheim","Gerstetten-Gussenstadt, Flst.Nr. 1214","VESTAS","V150","5,60","167,50","150,00","in Betrieb","27.09.2024",,"568975","5389309","LUBW      ","2025"
"Landratsamt Ostalbkreis","Stödtlen","REpower","MM92","2,00","100,00","92,50","in Betrieb","14.12.2006",,"595122","5426631","LUBW      ","2025"
"Landratsamt Ostalbkreis","Stödtlen","REpower","MM92","2,00","100,00","92,50","in Betrieb","14.12.2006",,"594858","5426358","LUBW      ","2025"
"Landratsamt Ostalbkreis","Stödtlen","REpower","MM92","2,00","100,00","92,50","in Betrieb","14.12.2006",,"594547","5426659","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen, Waldhausen","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.04.2007",,"588374","5410251","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen, Waldhausen","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.04.2007",,"588524","5410023","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen, Waldhausen","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.04.2007",,"588889","5409736","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen, Waldhausen","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.04.2007",,"588905","5410101","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen, Waldhausen","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.04.2007",,"589435","5409603","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen, Waldhausen","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.04.2007",,"589254","5410001","LUBW      ","2025"
"Landratsamt Ostalbkreis","Essingen, Lauterburg","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.03.2007",,"573562","5402928","LUBW      ","2025"
"Landratsamt Ostalbkreis","Essingen, Lauterburg","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.03.2007",,"573925","5402717","LUBW      ","2025"
"Landratsamt Ostalbkreis","Essingen, Lauterburg","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.03.2007",,"573928","5402307","LUBW      ","2025"
"Landratsamt Ostalbkreis","Essingen, Lauterburg","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.03.2007",,"573581","5402319","LUBW      ","2025"
"Landratsamt Ostalbkreis","Essingen, Lauterburg","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.03.2007",,"573350","5402636","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim, Weilermerkingen","REpower","MM92","2,00","100,00","92,50","in Betrieb","13.12.2007",,"599025","5405925","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim, Weilermerkingen","REpower","MM92","2,00","100,00","92,50","in Betrieb","13.12.2007",,"599317","5405708","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim, Weilermerkingen","REpower","MM92","2,00","100,00","92,50","in Betrieb","13.12.2007",,"599187","5405403","LUBW      ","2025"
"Landratsamt Ostalbkreis","Bopfingen","Enercon","E-40/6.44","0,60","77,99","44,00","in Betrieb","30.11.2000",,"596350","5409872","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellenberg","Enercon","E-58","1,00","66,80","58,00","in Betrieb","01.03.2001",,"588198","5428738","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen","Enercon","E-40/6.44","0,60","77,65","44,00","in Betrieb","01.06.2004",,"595207","5423573","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen, Pfahlheim-Buchhausen","Enercon","E-48","0,80","75,60","48,00","in Betrieb","20.04.2006",,"595170","5423734","LUBW      ","2025"
"Landratsamt Ostalbkreis","Bopfingen","Enercon","E-58/10.58","1,00","90,00","58,60","in Betrieb","03.10.2003",,"596245","5410090","LUBW      ","2025"
"Landratsamt Ostalbkreis","Oberkochen","Nordex ","N 117 ","2,40","140,60","116,80","in Betrieb","10.12.2015",,"582343","5402999","LUBW      ","2025"
"Landratsamt Ostalbkreis","Oberkochen","Nordex","N 117","2,40","140,60","116,80","in Betrieb","16.12.2015",,"582068","5402698","LUBW      ","2025"
"Landratsamt Ostalbkreis","Oberkochen","Nordex","N 117","2,40","140,60","116,80","in Betrieb","15.12.2015",,"582323","5402414","LUBW      ","2025"
"Landratsamt Ostalbkreis","Oberkochen","Nordex","N 117","2,40","140,60","116,80","in Betrieb","22.12.2015",,"582518","5402114","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen, Waldhausen","REpower","MM92","2,00","100,00","92,50","in Betrieb","01.04.2007",,"588673","5410594","LUBW      ","2025"
"Landratsamt Ostalbkreis","Eschach","Nordex","N 117","2,40","140,60","116,80","in Betrieb","21.03.2016",,"563561","5413653","LUBW      ","2025"
"Landratsamt Ostalbkreis","Eschach","Nordex","N 117","2,40","140,60","116,80","in Betrieb","31.03.2016",,"564102","5413701","LUBW      ","2025"
"Landratsamt Ostalbkreis","Göggingen","Nordex","N 117","2,40","140,60","116,80","in Betrieb","24.03.2016",,"563689","5413251","LUBW      ","2025"
"Landratsamt Ostalbkreis","Eschach","Nordex","N 117","3,60","140,60","116,80","in Betrieb","18.09.2019",,"563817","5413974","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N117","2,40","140,00","116,80","in Betrieb","24.05.2016",,"585434","5402012","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Dertingen","Vestas","V172-7.2 MW","7,20","199,00","172,00","genehmigt, noch nicht in Betrieb",,,"546652","5514981","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Königheim","Enercon","E-115","3,00","149,00","115,00","genehmigt, noch nicht in Betrieb",,,"537307","5493974","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Boxberg","Enercon","E-101","3,05","135,00","101,00","genehmigt, noch nicht in Betrieb",,,"548036","5488283","LUBW      ","2025"
"Landratsamt Main-Tauber-Kreis","Großrinderfeld","Enercon","E-138 EP3 E3","4,26","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"551390","5501947","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellenberg","Enercon","E160 EP5 E3 R1","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"586677","5431799","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen Rindelbach","Enercon","E160 EP5 E3 R1","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"586714","5430324","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen - Pfahlheim","Vestas","V 162 - 6,2 MW","6,20","171,00","162,00","genehmigt, noch nicht in Betrieb",,,"593765","5423182","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen","Vestas","V172","7,20","199,00","172,00","genehmigt, noch nicht in Betrieb",,,,,"LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen","Vestas","V172","7,20","199,00","172,00","genehmigt, noch nicht in Betrieb",,,,,"LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen","Vestas","V172","7,20","199,00","172,00","genehmigt, noch nicht in Betrieb",,,,,"LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen","Vestas","V172","7,20","199,00","172,00","genehmigt, noch nicht in Betrieb",,,,,"LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen","Vestas","V172","7,20","199,00","172,00","genehmigt, noch nicht in Betrieb",,,,,"LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen-Waldhausen","Vestas","V172","7,20","199,00","172,00","genehmigt, noch nicht in Betrieb",,,,,"LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn-Altheim","ENERCON","E-160 EP5 E3","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"529437","5488660","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn-Altheim","ENERCON","E-160 EP5 E3","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"529570","5487812","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn-Altheim","ENERCON","E-160 EP5 E3","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"529878","5487175","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn-Altheim","ENERCON","E-160 EP5 E3","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"529964","5488306","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn-Altheim","ENERCON","E-160 EP5 E3","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"529551","5486364","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld","Nordex","N175/6.X TCS179","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"463873","5387755","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld","Nordex","N175/6.X TCS179","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"463891","5387215","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld","Nordex","N175/6.X TCS179","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"463199","5387128","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld","Nordex","N175/6.X TCS179","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"462553","5387045","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld","Nordex","N175/6.X TCS179","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"462341","5386520","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N149","5,70","164,00","149,10","genehmigt, noch nicht in Betrieb",,,"457020","5380799","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"458228","5378303","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N149","5,70","164,00","149,10","genehmigt, noch nicht in Betrieb",,,"457199","5380503","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N149","5,70","164,00","149,10","genehmigt, noch nicht in Betrieb",,,"457356","5380003","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N149","5,70","164,00","149,10","genehmigt, noch nicht in Betrieb",,,"457347","5379632","LUBW      ","2025"
"Landratsamt Ortenaukreis","Oberharmersbach- Hausach","Enercon","E 115 EP3 E3","4,20","149,00","115,71","genehmigt, noch nicht in Betrieb",,,"437760","5354949","LUBW      ","2025"
"Landratsamt Ortenaukreis","Seelbach","Enercon","E-175- EP5","6,00","160,00","175,00","genehmigt, noch nicht in Betrieb",,,"418395","5349637","LUBW      ","2025"
