Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy
6,2,1,5,4.096,2.277,0
6,1,1,5,12.389,1.065,1
6,2,2,6,1.91,1.051,1
6,1,1,6,7.531,0.9,1
6,2,2,5,3.766,0.98,1
6,1,1,4,5.949,1.151,1
6,2,2,5,2.883,0.795,1
6,2,1,4,9.533,3.053,0
6,1,1,5,4.406,0.869,1
6,2,2,6,2.647,0.825,1
6,2,2,6,2.71,0.828,1
6,1,1,5,7.441,0.887,1
6,2,2,5,2.83,0.748,1
6,2,2,6,3.476,0.787,1
6,2,2,6,3.63,0.757,1
6,2,2,6,2.425,0.848,1
6,2,1,3,14.405,1.257,0
6,1,1,5,4.049,0.762,1
6,2,2,5,9.827,0.718,1
6,2,2,6,1.669,0.766,1
6,1,2,5,3.111,0.787,0
6,1,1,6,2.793,0.817,1
6,2,2,4,4.804,0.808,1
6,2,1,4,7.991,1.081,0
6,1,1,5,15.631,1.09,1
6,1,1,6,2.106,0.781,1
6,2,2,5,2.722,0.75,1
6,1,1,5,6.677,0.757,1
6,1,1,5,2.638,0.735,1
6,1,1,6,2.203,0.815,1
6,1,1,5,6.66,0.917,1
6,2,2,5,4.124,0.91,1
6,2,2,6,2.243,0.758,1
6,1,1,6,2.821,0.765,1
6,1,1,6,3.12,0.915,1
6,1,1,6,1.217,0.848,1
6,2,2,6,2.578,0.73,1
6,1,1,6,1.784,0.732,1
6,1,1,6,1.69,0.815,1
6,1,1,6,1.207,0.802,1
6,2,1,6,2.067,0.829,0
6,2,2,6,1.454,0.696,1
6,2,1,6,1.953,0.79,0
6,1,1,6,1.871,0.834,1
6,1,1,5,5.426,0.779,1
6,1,1,6,1.513,0.709,1
6,1,1,6,1.768,0.745,1
6,2,2,5,7.402,0.691,1
6,2,2,6,1.582,0.707,1
6,1,1,5,2.125,0.871,1
6,1,1,5,5.358,0.729,1
6,1,1,6,1.047,0.751,1
6,2,2,6,2.015,0.737,1
6,1,1,6,2.114,0.795,1
6,2,2,6,1.574,0.788,1
6,2,2,5,3.996,0.82,1
6,2,2,5,5.611,1.007,1
6,2,1,5,3.546,0.633,0
6,2,2,6,3.618,0.682,1
6,1,1,5,2.958,0.917,1
6,2,2,5,7.152,0.71,1
6,1,2,5,2.457,0.758,0
6,2,2,6,2.049,0.688,1
6,1,1,5,3.12,0.701,1
6,2,2,6,1.847,0.742,1
6,2,2,6,3.833,2.983,1
6,1,1,6,2.301,0.766,1
6,1,1,5,5.592,0.78,1
6,2,2,6,2.279,0.802,1
6,2,1,4,7.765,0.877,0
6,2,2,5,9.463,0.806,1
6,1,1,6,2.756,0.749,1
6,2,2,6,1.812,1.035,1
6,1,1,6,5.382,0.751,1
6,1,1,6,2.13,0.765,1
6,2,2,6,1.826,0.744,1
6,2,2,5,4.081,1.06,1
6,2,2,6,1.5,0.694,1
6,1,2,6,1.265,0.745,0
6,2,2,6,1.087,0.711,1
6,1,2,5,7.408,0.767,0
6,2,2,6,2.723,0.695,1
6,2,2,6,2.603,0.584,1
6,1,1,6,2.41,0.679,1
6,2,2,6,1.26,0.747,1
6,1,1,6,2.239,0.697,1
6,1,1,6,1.985,0.746,1
6,2,2,6,1.443,0.78,1
6,1,1,6,9.638,0.709,1
6,1,1,5,5.475,0.649,1
6,2,2,4,11.736,0.722,1
6,2,2,5,6.873,1.443,1
6,2,2,6,1.432,0.58,1
6,1,1,6,1.991,0.697,1
6,2,2,6,4.183,0.744,1
6,1,1,5,2.554,0.612,1
6,2,2,6,5.281,0.666,1
6,1,1,5,8.135,0.668,1
6,2,2,4,4.02,0.701,1
6,2,2,6,3.368,0.749,1
6,2,2,6,2.755,0.784,1
6,1,2,6,2.191,0.867,0
6,2,2,5,2.741,0.741,1
6,2,2,4,5.64,0.877,1
6,2,2,6,1.293,0.697,1
6,2,2,6,2.011,0.689,1
6,1,2,5,5.062,0.648,0
6,1,1,4,3.189,0.966,1
6,1,1,5,2.119,0.602,1
6,1,1,6,2.304,0.828,1
6,1,1,6,2.011,0.732,1
6,2,2,6,1.525,0.65,1
6,2,2,4,3.935,1.708,1
6,1,1,6,1.069,0.595,1
6,2,2,4,4.407,2.391,1
6,2,2,6,1.678,0.736,1
6,1,2,5,2.698,0.675,0
6,1,1,4,5.656,0.733,1
6,2,2,6,2.275,0.728,1
6,2,2,6,2.661,0.734,1
6,1,1,5,2.867,0.671,1
6,2,1,5,2.808,0.811,0
6,1,1,6,1.688,0.818,1
6,1,2,6,2.984,0.972,0
6,1,1,6,1.14,0.798,1
6,2,1,1,1.461,21.881,0
6,2,2,5,2.737,1.654,1
6,2,2,6,1.653,0.74,1
6,2,2,5,2.068,0.761,1
6,2,1,6,2.031,1.257,0
6,1,2,4,9.272,0.738,0
6,1,1,5,2.61,0.736,1
6,1,1,6,1.269,1.23,1
6,1,1,6,1.802,0.922,1
6,1,1,6,3.554,0.838,1
6,1,1,6,2.507,0.852,1
6,1,1,5,4.514,0.803,1
6,2,2,6,1.78,1.213,1
6,1,1,6,2.177,0.768,1
6,2,2,6,1.43,0.804,1
6,1,1,4,15.183,0.845,1
6,1,1,5,9.592,0.719,1
6,1,2,5,4.121,0.606,0
6,2,2,6,1.365,0.776,1
6,1,1,6,1.787,0.762,1
6,2,2,5,5.545,0.723,1
6,1,1,5,5.022,0.723,1
6,1,1,3,3.943,1.399,1
7,1,1,6,2.225,1.785,1
7,1,1,6,3.152,1.61,1
7,1,1,6,2.17,1.57,1
7,1,1,6,1.727,1.235,1
7,1,2,5,4.823,1.173,0
7,1,1,6,1.598,0.859,1
7,1,2,4,6.996,2.041,0
7,2,2,6,4.165,0.909,1
7,2,2,6,1.714,2.415,1
7,2,2,6,2.265,1.524,1
7,1,1,6,2.362,2.448,1
7,2,2,6,1.934,1.366,1
7,1,1,4,8.962,1.359,1
7,2,2,6,2.243,0.869,1
7,2,2,6,4.592,3.928,1
7,1,1,6,4.247,2.174,1
7,2,2,4,6.575,3.079,1
7,1,1,3,4.778,0.94,1
7,2,1,5,3.682,0.909,0
7,1,1,4,4.971,1.258,1
7,1,1,6,1.741,0.861,1
7,2,2,5,6.654,0.869,1
7,1,1,4,2.01,2.812,1
7,1,1,6,2.813,1.267,1
7,2,2,6,2.244,0.807,1
7,2,2,6,1.658,1.236,1
7,1,1,5,9.82,2.983,1
7,1,1,5,2.799,0.673,1
7,2,2,5,1.92,5.583,1
7,1,2,5,12.869,0.812,0
7,1,1,5,8.043,1.275,1
7,2,1,6,3.34,0.751,0
7,1,1,6,5.139,1.62,1
7,1,1,6,2.977,0.799,1
7,1,1,6,3.897,0.818,1
7,2,2,6,3.267,1.15,1
7,2,2,6,2.482,0.876,1
7,2,2,6,2.974,1.125,1
7,2,2,6,5.831,1.478,1
7,2,2,6,3.057,0.782,1
7,2,2,5,8.001,0.862,1
7,2,2,4,8.847,0.845,1
7,1,2,5,6.553,1.314,0
7,1,1,4,6.148,1.415,1
7,2,2,5,3.878,1.119,1
7,2,2,6,5.266,2.197,1
7,2,2,6,3.664,0.664,1
7,1,1,5,6.489,0.961,1
7,1,1,6,5.207,3.321,1
7,2,1,3,5.695,2.487,0
7,1,1,5,8.117,2.47,1
7,1,1,3,4.336,0.852,1
7,1,1,6,3.203,0.74,1
7,1,1,5,2.248,1.143,1
7,1,1,5,8.853,1.321,1
7,2,2,6,6.808,1.29,1
7,2,2,4,12.914,1.088,1
7,1,1,5,4.681,1.016,1
7,1,1,6,2.563,0.797,1
7,2,2,6,15.207,1.837,1
7,1,1,6,3.103,2.885,1
7,2,2,5,18.089,0.836,1
7,2,2,4,3.876,0.835,1
7,1,1,6,2.367,0.801,1
7,2,2,6,2.617,0.773,1
7,2,2,5,2.934,1.271,1
7,1,1,5,2.805,1.101,1
7,2,2,6,5.768,1.193,1
7,1,1,6,1.739,1.359,1
7,1,1,4,8.494,0.861,1
7,1,1,6,2.119,0.831,1
7,2,2,6,2.246,1.578,1
7,2,2,6,2.889,3.086,1
7,2,2,6,3.378,2.066,1
7,2,2,6,3.066,0.837,1
7,1,1,6,2.357,1.272,1
7,2,2,4,15.981,1.413,1
7,1,1,5,3.478,1.181,1
7,1,1,6,2.269,0.782,1
7,1,1,6,2.298,1.334,1
7,1,2,5,6.742,1.066,0
7,2,2,5,4.054,0.805,1
7,1,1,5,2.598,0.813,1
7,2,2,6,12.93,0.69,1
7,2,2,6,3.691,1.136,1
7,2,2,6,10.802,1.351,1
7,1,1,6,2.846,0.736,1
7,2,1,5,5.502,0.853,0
7,2,2,6,1.916,4.203,1
7,2,2,6,2.003,0.755,1
7,2,1,4,17.013,0.722,0
7,2,2,3,8.363,1.469,1
7,2,2,6,4.513,0.713,1
7,2,2,6,2.553,1.268,1
7,2,1,6,5.544,0.707,0
7,2,2,6,3.997,0.796,1
7,2,2,6,4.691,0.854,1
7,1,1,6,2.644,2.276,1
7,1,2,3,10.63,1.82,0
7,1,1,6,5.606,0.773,1
7,2,1,4,2.868,1.327,0
7,2,2,5,13.255,0.87,1
7,2,2,6,2.928,1.673,1
7,2,2,4,5.65,1.177,1
7,2,2,4,3.398,0.859,1
7,1,1,6,1.668,1.124,1
7,1,1,4,3.803,0.943,1
7,1,2,5,7.434,0.924,0
7,1,1,5,2.849,0.816,1
7,2,1,5,5.453,0.649,0
7,1,2,5,9.853,0.804,0
7,1,1,5,16.297,2.332,1
7,2,1,6,8.343,0.675,0
7,1,1,5,4.77,0.741,1
7,2,2,6,2.984,0.744,1
7,2,2,6,4.17,0.851,1
7,1,1,6,2.625,0.769,1
7,1,1,6,1.961,1.291,1
7,2,2,6,3.942,0.674,1
7,1,1,4,5.382,0.82,1
7,1,1,5,5.442,1.774,1
7,1,1,5,3.665,2.024,1
7,2,1,4,6.355,0.911,0
7,2,2,5,5.595,1.148,1
7,1,1,4,16.206,0.914,1
7,2,2,6,3.675,0.741,1
7,1,1,6,2.637,1.081,1
7,1,1,6,2.35,0.624,1
7,1,1,5,3.418,0.68,1
7,2,2,4,6.169,1.522,1
7,1,1,6,1.66,0.706,1
7,2,1,6,4.168,0.631,0
7,2,2,6,8.397,0.62,1
7,2,2,6,11.871,1.674,1
7,1,1,5,4.3,1.632,1
7,1,1,6,2.145,0.632,1
7,2,2,6,1.429,0.82,1
7,2,2,5,7.273,1.052,1
7,2,2,6,2.048,0.689,1
7,2,2,6,2.254,0.57,1
7,2,2,6,1.943,1.091,1
7,1,2,4,10.264,1.086,0
7,1,1,6,2.331,0.612,1
7,2,2,5,4.087,0.725,1
7,1,1,6,5.206,1.242,1
7,1,1,5,5.19,0.8,1
7,1,1,6,2.078,0.775,1
7,2,2,6,1.397,0.749,1
7,1,1,5,2.957,0.646,1
7,1,1,6,1.85,0.646,1
8,1,1,3,7.897,1.661,1
8,2,2,2,5.58,1.048,1
8,1,1,3,3.641,1.035,1
8,2,2,3,2.545,0.922,1
8,2,1,2,3.054,0.978,0
8,1,1,4,2.165,1.284,1
8,1,1,4,2.856,1.234,1
8,1,1,3,1.587,1.85,1
8,1,1,3,4.322,1.194,1
8,1,1,5,3.428,1.225,1
8,2,2,3,5.325,1.915,1
8,2,2,1,12.81,1.031,1
8,2,2,2,2.926,0.837,1
8,1,2,3,2.361,0.667,0
8,2,2,5,2.164,1.032,1
8,1,1,4,2.037,0.768,1
8,1,1,5,1.452,0.789,1
8,1,2,1,8.898,1.927,0
8,1,1,3,2.295,0.924,1
8,1,1,4,2.925,0.696,1
8,1,1,5,1.103,1.627,1
8,2,2,3,5.711,0.945,1
8,2,2,2,3.547,1.351,1
8,2,2,3,3.244,1.479,1
8,1,1,4,3.872,1.3,1
8,2,2,4,1.52,1.115,1
8,2,2,4,2.91,1.069,1
8,2,1,3,4.135,1.241,0
8,1,1,2,1.897,1.128,1
8,1,1,4,1.637,1.097,1
8,2,2,2,4.604,1.053,1
8,1,1,1,1.596,2.275,1
8,2,2,4,3.484,1.185,1
8,1,1,3,1.999,1.094,1
8,2,2,2,2.43,1.274,1
8,1,1,4,3.292,0.906,1
8,2,2,4,3.102,0.775,1
8,1,1,3,3.662,1.365,1
8,2,2,5,1.602,0.8,1
8,1,2,3,9.57,1.023,0
8,2,1,2,3.82,0.682,0
8,1,1,2,4.417,1.21,1
8,1,1,3,3.287,1.069,1
8,2,2,2,2.557,1.193,1
8,1,1,3,1.313,1.869,1
8,1,1,3,10.85,0.77,1
8,2,2,2,2.048,1.503,1
8,2,2,3,2.215,1.443,1
8,2,2,3,3.319,1.285,1
8,1,1,1,6.807,1.056,1
8,2,2,4,1.27,0.704,1
8,2,1,3,3.35,0.838,0
8,2,2,5,1.715,0.557,1
8,2,2,4,4.809,0.979,1
8,1,2,3,1.515,0.604,0
8,2,2,6,2.441,1.852,1
8,2,2,3,2.071,0.596,1
8,2,2,2,9.538,0.839,1
8,1,1,3,2.394,1.398,1
8,2,2,4,1.349,1.401,1
8,2,2,3,2.496,0.551,1
8,1,1,2,5.459,1.518,1
8,1,1,3,2.664,0.851,1
8,1,1,2,1.78,1.599,1
8,1,2,4,2.579,1.157,0
8,2,2,4,1.373,1.573,1
8,2,2,4,2.164,1.097,1
8,1,2,3,2.482,1.548,0
8,1,1,5,2.428,1.553,1
8,2,2,3,2.839,2.585,1
8,2,1,2,1.664,1.023,0
8,1,1,5,1.413,1.614,1
8,1,1,3,3.523,1.008,1
8,1,1,3,8.582,1.304,1
8,1,2,4,2.303,0.791,0
8,2,2,3,3.487,2.128,1
8,2,1,4,1.619,1.728,0
8,2,2,2,3.572,1.01,1
8,1,1,4,1.428,1.506,1
8,2,2,2,5.008,1.244,1
8,1,2,3,2.723,0.757,0
8,1,1,2,3.75,1.605,1
8,1,1,2,9.536,0.805,1
8,1,2,3,2.078,1.337,0
8,1,1,4,3.133,0.709,1
8,2,2,5,2.393,0.788,1
8,2,2,4,3.961,0.947,1
8,2,2,3,2.095,1.425,1
8,1,2,3,1.899,0.758,0
8,1,1,4,2.192,0.786,1
8,1,1,3,5.588,1.001,1
8,1,2,1,17.744,1.129,0
8,2,2,3,1.804,0.694,1
8,2,1,2,2.854,0.9,0
8,1,1,4,2.298,0.866,1
8,1,2,4,2.94,0.735,0
8,1,2,2,2.954,0.738,0
8,1,1,3,4.082,0.502,1
8,1,1,3,2.3,0.634,1
8,2,2,4,1.99,2.142,1
8,1,1,4,1.948,0.712,1
8,2,2,6,2.459,1.315,1
8,1,1,4,1.927,0.633,1
8,2,2,5,1.493,1.766,1
8,1,1,6,1.181,0.74,1
8,2,2,5,2.319,0.644,1
8,2,1,3,2.087,0.834,0
8,1,1,4,1.912,1.087,1
8,2,2,3,2.062,1.49,1
8,2,1,3,5.347,0.821,0
8,1,1,4,1.68,1.875,1
8,2,2,5,2.727,0.98,1
8,2,2,5,3.143,0.762,1
8,2,2,4,3.021,0.651,1
8,2,1,1,3.312,0.79,0
8,2,2,2,1.415,0.74,1
8,2,2,3,3.213,1.426,1
8,2,2,4,2.994,0.586,1
8,2,2,4,1.836,1.347,1
8,2,2,6,1.597,0.685,1
8,2,2,4,2.182,0.539,1
8,2,2,4,3.183,1.689,1
8,1,1,5,2.379,0.941,1
8,1,1,3,2.195,1.087,1
8,2,1,3,9.16,1.275,0
8,1,1,4,2.188,0.892,1
8,2,2,5,2.463,1.146,1
8,1,2,3,4.454,1.259,0
8,2,2,4,3.163,1.063,1
8,1,2,4,1.656,0.73,0
8,1,2,4,1.743,1.11,0
8,1,1,3,2.166,0.691,1
8,1,1,4,1.993,0.897,1
8,2,2,3,1.933,1.818,1
8,1,1,3,1.424,0.971,1
8,2,2,6,2.924,1.555,1
8,2,2,5,2.79,0.63,1
8,2,2,6,3.252,1.444,1
8,1,2,5,7.395,0.899,0
8,2,2,5,1.392,0.802,1
8,1,1,4,2.759,0.774,1
8,2,1,5,1.505,0.798,0
8,1,1,2,5.687,0.715,1
8,2,1,6,1.537,0.728,0
8,1,2,5,5.398,3.089,0
8,1,1,6,1.143,0.738,1
8,1,1,3,3.043,1.041,1
8,2,1,3,4.283,1.268,0
8,2,2,3,1.493,0.657,1
8,1,1,1,3.085,1.129,1
9,1,1,5,3.05,2.642,1
9,1,1,6,2.28,1.742,1
9,1,1,6,2.676,1.648,1
9,1,1,6,1.915,1.667,1
9,2,2,5,2.379,1.895,1
9,2,2,5,2.899,1.46,1
9,1,1,1,7.665,1.008,1
9,1,1,6,5.879,1.994,1
9,2,2,2,5.908,1.637,1
9,2,2,2,5.36,1.541,1
9,1,1,5,2.195,1.024,1
9,1,1,6,7.492,0.969,1
9,1,1,1,3.531,1.488,1
9,2,2,6,2.954,1.222,1
9,1,1,2,6.866,1.415,1
9,2,2,3,8.808,1.259,1
9,2,1,1,4.524,0.993,0
9,2,2,5,2.219,1.04,1
9,1,1,3,3.766,1.05,1
9,2,2,4,3.339,1.699,1
9,2,2,1,5.454,1.79,1
9,2,2,6,2.212,1.236,1
9,2,2,6,2.134,1.365,1
9,1,1,3,2.805,1.008,1
9,1,1,6,2.222,1.219,1
9,2,2,4,6.144,1.067,1
9,1,1,3,6.723,1.194,1
9,2,2,5,1.989,0.996,1
9,2,2,4,1.992,2.068,1
9,2,1,3,10.176,0.987,0
9,1,1,6,2.256,0.87,1
9,1,1,3,4.46,0.941,1
9,2,2,5,3.632,0.838,1
9,2,2,4,3.808,1.072,1
9,1,1,3,2.119,1.065,1
9,1,1,1,6.471,1.455,1
9,2,1,3,3.519,1.222,0
9,1,1,6,1.475,0.991,1
9,1,1,2,4.261,3.206,1
9,2,2,1,6.58,0.678,1
9,1,1,5,2.456,1.574,1
9,1,2,1,8.614,1.176,0
9,2,2,3,3.335,0.898,1
9,1,2,5,4.047,2.142,0
9,1,1,6,3.694,0.848,1
9,2,2,4,5.008,1.588,1
9,2,2,3,2.867,1.307,1
9,1,1,3,5.102,1.135,1
9,2,2,1,5.938,2.37,1
9,2,2,6,2.407,1.181,1
9,1,1,5,2.063,1.6,1
9,1,2,5,2.742,2.065,0
9,1,1,6,2.393,0.866,1
9,1,1,6,3.644,0.869,1
9,1,2,1,3.834,1.502,0
9,1,1,4,3.503,0.949,1
9,2,2,5,4.518,0.596,1
9,1,1,5,2.63,1.93,1
9,1,1,4,3.273,1.02,1
9,1,1,3,4.536,2.195,1
9,2,2,5,2.628,2.006,1
9,1,1,4,3.236,1.362,1
9,2,1,3,3.099,3.07,0
9,1,1,6,2.084,1.27,1
9,1,1,3,4.147,1.304,1
9,1,1,2,5.149,2.71,1
9,2,2,2,4.094,1.408,1
9,2,2,3,3.379,1.098,1
9,1,1,2,5.844,2.791,1
9,1,1,4,5.385,1.229,1
9,1,1,3,2.987,0.86,1
9,1,1,5,4.726,1.14,1
9,2,1,2,6.569,0.772,0
9,1,1,5,2.862,1.38,1
9,2,2,3,3.296,0.848,1
9,2,2,1,3.487,2.146,1
9,2,2,3,3.658,0.939,1
9,2,2,5,3.114,0.995,1
9,1,2,3,10.158,1.601,0
9,1,1,6,1.946,0.913,1
9,1,1,3,3.518,2.674,1
9,1,1,5,1.78,1.022,1
9,2,2,6,3.616,1.786,1
9,2,2,6,2.694,0.986,1
9,1,1,6,1.895,0.941,1
9,2,2,5,2.96,0.638,1
9,2,2,4,3.76,1.553,1
9,2,2,2,6.676,1.201,1
9,1,1,5,2.541,1.251,1
9,2,2,6,1.781,0.866,1
9,2,2,5,2.019,1.196,1
9,1,2,4,2.847,1.471,0
9,1,2,5,2.009,1.385,0
9,1,2,2,9.988,1.409,0
9,2,2,6,3.004,1.006,1
9,2,2,6,1.721,0.896,1
9,2,2,5,2.088,1.256,1
9,2,2,5,1.662,0.927,1
9,2,2,5,3.192,1.896,1
9,1,1,5,2.839,0.88,1
9,2,1,1,9.052,2.459,0
9,1,1,6,2.102,0.963,1
9,1,2,1,9.224,0.58,0
9,1,2,2,5.532,0.754,0
9,1,1,4,4.571,1.289,1
9,2,2,5,2.706,1.283,1
9,2,2,1,8.586,0.782,1
9,2,2,5,1.985,0.571,1
9,2,2,3,3.301,0.962,1
9,2,2,4,1.817,0.585,1
9,1,1,6,2.13,0.909,1
9,1,2,2,5.198,0.621,0
9,1,2,3,2.677,2.243,0
9,2,1,1,5.768,1.724,0
9,2,2,5,1.925,0.915,1
9,2,2,2,6.193,1.662,1
9,1,1,2,4.111,1.906,1
9,2,2,5,1.852,0.929,1
9,1,1,2,5.179,1.302,1
9,2,2,6,1.487,1.007,1
9,1,1,5,5.096,1.27,1
9,2,2,6,3.96,0.806,1
9,1,1,3,4.377,1.314,1
9,1,1,5,3.504,1.923,1
9,2,2,1,14.641,0.63,1
9,1,2,1,6.629,1.898,0
9,2,1,1,2.828,0.819,0
9,2,2,1,4.55,2.698,1
9,2,2,3,5.844,0.963,1
9,2,2,3,3.022,1.813,1
9,1,1,6,2.852,1.288,1
9,2,1,1,6.861,0.676,0
9,1,1,6,2.954,0.878,1
9,2,2,3,5.784,0.791,1
9,2,2,6,2.199,0.812,1
9,1,1,5,3.227,0.849,1
9,2,2,4,1.791,0.743,1
9,2,2,6,2.151,0.796,1
9,1,1,5,3.112,0.868,1
9,1,1,3,5.724,0.539,1
9,2,2,2,4.311,1.077,1
9,1,1,6,2.147,0.831,1
9,2,2,2,9.91,0.818,1
9,1,1,4,2.924,0.992,1
9,1,1,3,2.423,0.97,1
9,2,1,2,4.079,0.776,0
9,2,2,5,3.522,0.725,1
9,2,2,2,6.597,0.776,1
9,1,1,4,2.71,0.991,1
9,2,1,3,8.291,1.417,0
10,2,2,6,1.691,1.394,1
10,1,1,6,3.379,1.298,1
10,1,1,3,7.632,1.491,1
10,2,2,6,1.266,1.069,1
10,1,1,3,4.087,1.831,1
10,2,2,6,1.331,0.785,1
10,1,1,6,1.759,0.851,1
10,2,2,6,1.187,0.766,1
10,2,2,6,1.447,0.845,1
10,1,1,6,1.225,0.8,1
10,1,2,2,8.855,0.807,0
10,1,1,3,1.854,0.759,1
10,2,2,3,2.127,0.933,1
10,1,1,6,1.202,0.723,1
10,1,1,6,1.04,0.741,1
10,1,1,4,2.133,2.599,1
10,1,1,6,2.303,0.777,1
10,2,2,6,1.102,0.681,1
10,2,2,3,2.069,1.062,1
10,2,2,1,2.269,1.172,1
10,2,2,3,3.414,0.769,1
10,1,1,6,1.067,0.65,1
10,1,1,3,1.749,1.166,1
10,2,2,5,1.325,0.962,1
10,2,2,6,2.193,0.709,1
10,2,2,6,1.039,0.724,1
10,1,2,1,18.908,0.645,0
10,2,2,1,4.243,0.635,1
10,2,2,4,2.398,0.765,1
10,2,2,3,1.902,0.808,1
10,2,2,3,2.636,0.674,1
10,2,2,6,1.035,0.642,1
10,1,1,6,1.377,0.691,1
10,1,1,3,3.739,0.729,1
10,1,1,6,1.043,0.729,1
10,2,2,4,3.276,0.726,1
10,2,2,4,1.848,0.691,1
10,2,2,5,1.242,0.774,1
10,1,1,2,4.088,0.71,1
10,2,2,5,1.5,0.695,1
10,2,2,6,1.141,0.752,1
10,1,1,3,1.245,0.766,1
10,2,2,2,1.856,1.229,1
10,1,1,6,1.037,0.675,1
10,1,1,3,1.782,0.648,1
10,2,2,4,1.993,0.991,1
10,2,2,4,1.998,0.92,1
10,2,2,2,3.465,0.93,1
10,1,2,1,1.431,1.29,0
10,1,1,5,1.323,1.382,1
10,1,2,6,1.455,0.682,0
10,2,2,3,2.312,1.195,1
10,2,1,1,4.619,0.603,0
10,1,1,2,1.968,1.146,1
10,2,2,5,3.415,0.864,1
10,1,1,3,2.564,1.61,1
10,1,2,1,1.381,2.725,0
10,2,2,1,5.183,0.664,1
10,1,1,3,4.689,1.071,1
10,1,1,3,1.539,0.75,1
10,1,1,5,2.02,0.776,1
10,2,2,6,1.679,0.667,1
10,2,2,4,3.378,1.02,1
10,1,1,6,1.426,0.66,1
10,1,1,2,3.18,0.881,1
10,1,1,6,0.912,1.071,1
10,1,1,6,1.195,0.696,1
10,2,2,3,4.37,0.82,1
10,1,1,4,1.195,0.852,1
10,1,1,4,1.704,1.5,1
10,1,1,3,1.76,2.227,1
10,1,1,6,1.62,0.776,1
10,2,2,6,1.054,0.634,1
10,2,2,6,1.182,0.617,1
10,2,2,6,1.105,0.678,1
10,2,2,6,1.49,1.088,1
10,2,2,1,6.752,0.812,1
10,1,1,1,4.075,1.443,1
10,1,1,6,2.77,0.71,1
10,1,1,6,1.765,1.69,1
10,1,1,6,1.508,0.738,1
10,2,2,3,3.802,1.065,1
10,2,2,6,1.084,0.661,1
10,2,2,6,4.243,0.76,1
10,2,2,6,5.132,0.645,1
10,2,2,6,1.302,0.745,1
10,2,2,6,3.464,0.726,1
10,1,1,3,2.082,0.705,1
10,2,2,4,1.585,1.026,1
10,1,1,6,1.901,0.93,1
10,1,1,6,1.805,1.054,1
10,1,1,5,2.158,1.164,1
10,1,1,6,3.936,0.79,1
10,2,2,3,1.979,1.019,1
10,2,2,1,2.673,0.663,1
10,1,1,4,1.577,0.894,1
10,2,2,5,1.292,0.75,1
10,1,1,4,1.27,1.33,1
10,1,1,5,1.32,0.708,1
10,1,1,6,1.838,0.567,1
10,2,2,1,2.217,1.194,1
10,1,1,2,3.381,0.756,1
10,1,1,2,1.964,0.876,1
10,2,2,6,1.767,0.66,1
10,1,1,3,1.478,0.947,1
10,1,1,3,1.725,0.649,1
10,2,2,3,2.533,1.053,1
10,1,1,1,2.223,0.627,1
10,1,1,6,1.902,0.884,1
10,1,1,6,1.025,0.753,1
10,2,2,6,6.274,0.583,1
10,2,2,6,1.549,0.541,1
10,1,1,6,1.324,0.618,1
10,2,2,1,2.612,0.72,1
10,2,2,4,1.249,1.081,1
10,2,2,4,3.666,2.415,1
10,1,1,5,1.742,0.612,1
10,2,2,4,1.992,0.834,1
10,1,1,3,1.459,0.596,1
10,2,2,3,1.961,1.619,1
10,1,1,1,3.206,0.586,1
10,1,1,3,2.552,0.689,1
10,2,2,2,5.596,0.932,1
10,2,2,2,1.416,0.756,1
10,2,2,4,1.026,1.255,1
10,1,1,3,2.929,0.72,1
10,2,2,5,1.78,0.568,1
10,2,2,3,2.139,1.001,1
10,1,1,3,2.398,0.813,1
10,1,1,2,3.008,0.651,1
10,1,1,6,1.27,0.626,1
10,1,1,6,1.823,0.563,1
10,2,2,3,2.116,0.734,1
10,2,2,3,1.567,0.66,1
10,2,2,3,3.829,0.585,1
10,2,2,6,1.927,0.526,1
10,1,1,4,1.598,0.719,1
10,2,2,6,1.326,0.588,1
10,1,1,6,1.047,0.61,1
10,2,2,6,1.385,0.574,1
10,1,1,6,1.332,0.708,1
10,1,1,6,0.947,0.679,1
10,2,2,6,1.412,0.626,1
10,2,2,4,4.687,1.162,1
10,1,1,6,1.645,0.61,1
10,2,2,3,1.506,0.564,1
10,1,1,3,2.413,0.722,1
10,2,2,3,2.087,0.6,1
10,1,1,4,1.538,0.932,1
10,2,2,1,2.835,0.641,1
11,2,2,5,1.847,2.106,1
11,1,1,5,1.736,0.892,1
11,2,2,6,1.803,1.048,1
11,2,2,6,3.293,1.242,1
11,2,2,4,6.88,1.169,1
11,2,2,4,5.062,1.292,1
11,1,1,5,1.741,1.006,1
11,2,2,6,1.456,0.816,1
11,2,1,6,1.874,0.849,0
11,1,1,6,3.761,0.884,1
11,2,2,6,3.28,0.777,1
11,2,2,3,3.288,0.738,1
11,1,1,6,1.376,0.758,1
11,1,1,6,1.88,0.761,1
11,2,2,6,4.9,0.764,1
11,2,2,4,3.433,0.795,1
11,2,2,6,1.384,0.779,1
11,1,1,6,1.509,0.757,1
11,1,1,4,2.655,0.9,1
11,1,2,2,4.452,1.781,0
11,2,2,5,2.168,0.687,1
11,1,1,6,2.018,0.749,1
11,1,1,6,5.512,0.869,1
11,2,2,5,2.611,0.805,1
11,1,1,6,1.3,0.748,1
11,2,2,5,2.543,0.789,1
11,2,2,6,2.174,0.709,1
