repo,date,commit_count
tidyverse/ggplot2,2019-02-19,1
tidyverse/ggplot2,2019-02-25,1
tidyverse/ggplot2,2019-03-04,3
tidyverse/ggplot2,2019-03-05,2
tidyverse/ggplot2,2019-03-07,4
tidyverse/ggplot2,2019-03-19,1
tidyverse/ggplot2,2019-03-20,1
tidyverse/ggplot2,2019-03-22,1
tidyverse/ggplot2,2019-03-24,1
tidyverse/ggplot2,2019-03-27,1
tidyverse/ggplot2,2019-03-28,3
tidyverse/ggplot2,2019-04-10,1
tidyverse/ggplot2,2019-04-11,5
tidyverse/ggplot2,2019-04-12,3
tidyverse/ggplot2,2019-04-13,2
tidyverse/ggplot2,2019-04-16,1
tidyverse/ggplot2,2019-04-23,2
tidyverse/ggplot2,2019-04-24,12
tidyverse/ggplot2,2019-04-25,1
tidyverse/ggplot2,2019-04-26,1
tidyverse/ggplot2,2019-04-29,3
tidyverse/ggplot2,2019-04-30,3
tidyverse/ggplot2,2019-05-01,2
tidyverse/ggplot2,2019-05-03,2
tidyverse/ggplot2,2019-05-09,2
tidyverse/ggplot2,2019-05-11,1
tidyverse/ggplot2,2019-05-15,1
tidyverse/ggplot2,2019-05-16,1
tidyverse/ggplot2,2019-05-20,3
tidyverse/ggplot2,2019-05-21,1
tidyverse/ggplot2,2019-05-28,2
tidyverse/ggplot2,2019-05-29,2
tidyverse/ggplot2,2019-05-30,6
tidyverse/ggplot2,2019-05-31,7
tidyverse/ggplot2,2019-06-03,7
tidyverse/ggplot2,2019-06-04,13
tidyverse/ggplot2,2019-06-11,2
tidyverse/ggplot2,2019-06-12,3
tidyverse/ggplot2,2019-06-17,5
tidyverse/ggplot2,2019-06-18,5
tidyverse/ggplot2,2019-06-19,3
tidyverse/ggplot2,2019-06-22,1
tidyverse/ggplot2,2019-06-24,1
tidyverse/ggplot2,2019-07-01,2
tidyverse/ggplot2,2019-07-08,16
tidyverse/ggplot2,2019-07-09,2
tidyverse/ggplot2,2019-07-16,5
tidyverse/ggplot2,2019-07-17,3
tidyverse/ggplot2,2019-07-24,1
tidyverse/ggplot2,2019-08-06,1
tidyverse/ggplot2,2019-08-09,5
tidyverse/ggplot2,2019-08-10,1
tidyverse/ggplot2,2019-08-12,3
tidyverse/ggplot2,2019-08-14,1
tidyverse/ggplot2,2019-08-24,2
tidyverse/ggplot2,2019-08-26,5
tidyverse/ggplot2,2019-08-27,1
tidyverse/ggplot2,2019-08-29,1
tidyverse/ggplot2,2019-08-30,1
tidyverse/ggplot2,2019-09-03,1
tidyverse/ggplot2,2019-09-29,1
tidyverse/ggplot2,2019-09-30,1
tidyverse/ggplot2,2019-10-01,3
tidyverse/ggplot2,2019-10-07,3
tidyverse/ggplot2,2019-10-09,2
tidyverse/ggplot2,2019-10-13,1
tidyverse/ggplot2,2019-10-22,1
tidyverse/ggplot2,2019-10-28,1
tidyverse/ggplot2,2019-10-29,2
tidyverse/ggplot2,2019-10-30,2
tidyverse/ggplot2,2019-10-31,1
tidyverse/ggplot2,2019-11-01,1
tidyverse/ggplot2,2019-11-04,3
tidyverse/ggplot2,2019-11-05,1
tidyverse/ggplot2,2019-11-06,2
tidyverse/ggplot2,2019-11-08,1
tidyverse/ggplot2,2019-11-14,5
tidyverse/ggplot2,2019-11-15,1
tidyverse/ggplot2,2019-11-17,1
tidyverse/ggplot2,2019-11-18,1
tidyverse/ggplot2,2019-11-25,2
tidyverse/ggplot2,2019-11-26,1
tidyverse/ggplot2,2019-11-27,1
tidyverse/ggplot2,2019-12-02,1
tidyverse/ggplot2,2019-12-05,1
tidyverse/ggplot2,2019-12-07,1
tidyverse/ggplot2,2019-12-08,1
tidyverse/ggplot2,2019-12-12,1
tidyverse/ggplot2,2019-12-13,5
tidyverse/ggplot2,2019-12-16,2
tidyverse/ggplot2,2019-12-17,3
tidyverse/ggplot2,2019-12-18,1
tidyverse/ggplot2,2019-12-20,1
tidyverse/ggplot2,2019-12-22,1
tidyverse/ggplot2,2020-01-03,3
tidyverse/ggplot2,2020-01-04,2
tidyverse/ggplot2,2020-01-06,2
tidyverse/ggplot2,2020-01-07,2
tidyverse/ggplot2,2020-01-08,4
tidyverse/ggplot2,2020-01-09,12
tidyverse/ggplot2,2020-01-10,5
tidyverse/ggplot2,2020-01-11,1
tidyverse/ggplot2,2020-01-13,1
tidyverse/ggplot2,2020-01-15,3
tidyverse/ggplot2,2020-01-16,2
tidyverse/ggplot2,2020-01-17,2
tidyverse/ggplot2,2020-01-20,1
tidyverse/ggplot2,2020-01-21,1
tidyverse/ggplot2,2020-01-25,1
tidyverse/ggplot2,2020-01-31,14
tidyverse/ggplot2,2020-02-01,1
tidyverse/ggplot2,2020-02-02,1
tidyverse/ggplot2,2020-02-04,2
tidyverse/ggplot2,2020-02-06,3
tidyverse/ggplot2,2020-02-09,1
tidyverse/ggplot2,2020-02-11,1
tidyverse/ggplot2,2020-02-12,1
tidyverse/ggplot2,2020-02-23,1
tidyverse/ggplot2,2020-02-24,1
tidyverse/ggplot2,2020-02-28,1
tidyverse/ggplot2,2020-02-29,1
tidyverse/ggplot2,2020-03-02,2
tidyverse/ggplot2,2020-03-03,3
tidyverse/ggplot2,2020-03-05,5
tidyverse/ggplot2,2020-03-06,6
tidyverse/ggplot2,2020-03-08,2
tidyverse/ggplot2,2020-03-10,3
tidyverse/ggplot2,2020-03-12,1
tidyverse/ggplot2,2020-03-13,1
tidyverse/ggplot2,2020-03-15,2
tidyverse/ggplot2,2020-03-20,1
tidyverse/ggplot2,2020-03-21,1
tidyverse/ggplot2,2020-03-22,1
tidyverse/ggplot2,2020-03-30,1
tidyverse/ggplot2,2020-04-03,1
tidyverse/ggplot2,2020-04-08,1
tidyverse/ggplot2,2020-04-13,1
tidyverse/ggplot2,2020-04-15,1
tidyverse/ggplot2,2020-04-16,2
tidyverse/ggplot2,2020-04-18,1
tidyverse/ggplot2,2020-04-20,2
tidyverse/ggplot2,2020-04-26,1
tidyverse/ggplot2,2020-04-28,1
tidyverse/ggplot2,2020-04-29,1
tidyverse/ggplot2,2020-04-30,5
tidyverse/ggplot2,2020-05-01,4
tidyverse/ggplot2,2020-05-02,2
tidyverse/ggplot2,2020-05-03,2
tidyverse/ggplot2,2020-05-12,1
tidyverse/ggplot2,2020-05-15,4
tidyverse/ggplot2,2020-05-16,1
tidyverse/ggplot2,2020-05-18,5
tidyverse/ggplot2,2020-05-19,3
tidyverse/ggplot2,2020-05-21,1
tidyverse/ggplot2,2020-05-25,2
tidyverse/ggplot2,2020-05-28,5
tidyverse/ggplot2,2020-06-02,1
tidyverse/ggplot2,2020-06-05,2
tidyverse/ggplot2,2020-06-06,3
tidyverse/ggplot2,2020-06-08,2
tidyverse/ggplot2,2020-06-09,2
tidyverse/ggplot2,2020-06-12,3
tidyverse/ggplot2,2020-06-15,2
tidyverse/ggplot2,2020-06-19,3
tidyverse/ggplot2,2020-06-20,3
tidyverse/ggplot2,2020-06-21,2
tidyverse/ggplot2,2020-06-22,1
tidyverse/ggplot2,2020-06-23,1
tidyverse/ggplot2,2020-06-24,2
tidyverse/ggplot2,2020-06-25,2
tidyverse/ggplot2,2020-06-26,1
tidyverse/ggplot2,2020-06-27,1
tidyverse/ggplot2,2020-06-30,1
tidyverse/ggplot2,2020-07-04,2
tidyverse/ggplot2,2020-07-05,2
tidyverse/ggplot2,2020-07-06,1
tidyverse/ggplot2,2020-07-10,1
tidyverse/ggplot2,2020-07-12,4
tidyverse/ggplot2,2020-07-13,2
tidyverse/ggplot2,2020-07-26,1
tidyverse/ggplot2,2020-07-29,2
tidyverse/ggplot2,2020-07-30,1
tidyverse/ggplot2,2020-07-31,1
tidyverse/ggplot2,2020-08-02,1
tidyverse/ggplot2,2020-08-03,1
tidyverse/ggplot2,2020-08-04,2
tidyverse/ggplot2,2020-08-13,1
tidyverse/ggplot2,2020-08-20,1
tidyverse/ggplot2,2020-09-06,1
tidyverse/ggplot2,2020-09-07,2
tidyverse/ggplot2,2020-10-15,2
tidyverse/ggplot2,2020-10-18,1
tidyverse/ggplot2,2020-10-22,1
tidyverse/ggplot2,2020-10-27,1
tidyverse/ggplot2,2020-11-17,1
tidyverse/ggplot2,2020-11-27,1
tidyverse/ggplot2,2020-12-01,1
tidyverse/ggplot2,2020-12-03,1
tidyverse/ggplot2,2020-12-10,2
tidyverse/ggplot2,2020-12-14,2
tidyverse/ggplot2,2020-12-17,4
tidyverse/ggplot2,2020-12-29,1
torvalds/linux,2019-01-01,39
torvalds/linux,2019-01-02,115
torvalds/linux,2019-01-03,247
torvalds/linux,2019-01-04,185
torvalds/linux,2019-01-05,82
torvalds/linux,2019-01-06,46
torvalds/linux,2019-01-07,199
torvalds/linux,2019-01-08,272
torvalds/linux,2019-01-09,247
torvalds/linux,2019-01-10,265
torvalds/linux,2019-01-11,234
torvalds/linux,2019-01-12,58
torvalds/linux,2019-01-13,70
torvalds/linux,2019-01-14,261
torvalds/linux,2019-01-15,281
torvalds/linux,2019-01-16,297
torvalds/linux,2019-01-17,311
torvalds/linux,2019-01-18,316
torvalds/linux,2019-01-19,103
torvalds/linux,2019-01-20,74
torvalds/linux,2019-01-21,220
torvalds/linux,2019-01-22,398
torvalds/linux,2019-01-23,274
torvalds/linux,2019-01-24,247
torvalds/linux,2019-01-25,356
torvalds/linux,2019-01-26,86
torvalds/linux,2019-01-27,96
torvalds/linux,2019-01-28,279
torvalds/linux,2019-01-29,334
torvalds/linux,2019-01-30,272
torvalds/linux,2019-01-31,292
torvalds/linux,2019-02-01,292
torvalds/linux,2019-02-02,121
torvalds/linux,2019-02-03,64
torvalds/linux,2019-02-04,255
torvalds/linux,2019-02-05,254
torvalds/linux,2019-02-06,278
torvalds/linux,2019-02-07,323
torvalds/linux,2019-02-08,316
torvalds/linux,2019-02-09,91
torvalds/linux,2019-02-10,129
torvalds/linux,2019-02-11,323
torvalds/linux,2019-02-12,336
torvalds/linux,2019-02-13,338
torvalds/linux,2019-02-14,327
torvalds/linux,2019-02-15,375
torvalds/linux,2019-02-16,105
torvalds/linux,2019-02-17,84
torvalds/linux,2019-02-18,249
torvalds/linux,2019-02-19,284
torvalds/linux,2019-02-20,331
torvalds/linux,2019-02-21,330
torvalds/linux,2019-02-22,314
torvalds/linux,2019-02-23,82
torvalds/linux,2019-02-24,81
torvalds/linux,2019-02-25,223
torvalds/linux,2019-02-26,251
torvalds/linux,2019-02-27,204
torvalds/linux,2019-02-28,306
torvalds/linux,2019-03-01,286
torvalds/linux,2019-03-02,63
torvalds/linux,2019-03-03,102
torvalds/linux,2019-03-04,224
torvalds/linux,2019-03-05,373
torvalds/linux,2019-03-06,258
torvalds/linux,2019-03-07,288
torvalds/linux,2019-03-08,183
torvalds/linux,2019-03-09,60
torvalds/linux,2019-03-10,61
torvalds/linux,2019-03-11,284
torvalds/linux,2019-03-12,295
torvalds/linux,2019-03-13,191
torvalds/linux,2019-03-14,213
torvalds/linux,2019-03-15,193
torvalds/linux,2019-03-16,76
torvalds/linux,2019-03-17,85
torvalds/linux,2019-03-18,285
torvalds/linux,2019-03-19,291
torvalds/linux,2019-03-20,422
torvalds/linux,2019-03-21,325
torvalds/linux,2019-03-22,278
torvalds/linux,2019-03-23,86
torvalds/linux,2019-03-24,91
torvalds/linux,2019-03-25,353
torvalds/linux,2019-03-26,275
torvalds/linux,2019-03-27,265
torvalds/linux,2019-03-28,286
torvalds/linux,2019-03-29,275
torvalds/linux,2019-03-30,89
torvalds/linux,2019-03-31,120
torvalds/linux,2019-04-01,381
torvalds/linux,2019-04-02,324
torvalds/linux,2019-04-03,311
torvalds/linux,2019-04-04,311
torvalds/linux,2019-04-05,238
torvalds/linux,2019-04-06,61
torvalds/linux,2019-04-07,114
torvalds/linux,2019-04-08,232
torvalds/linux,2019-04-09,285
torvalds/linux,2019-04-10,316
torvalds/linux,2019-04-11,275
torvalds/linux,2019-04-12,400
torvalds/linux,2019-04-13,85
torvalds/linux,2019-04-14,138
torvalds/linux,2019-04-15,297
torvalds/linux,2019-04-16,347
torvalds/linux,2019-04-17,301
torvalds/linux,2019-04-18,324
torvalds/linux,2019-04-19,216
torvalds/linux,2019-04-20,102
torvalds/linux,2019-04-21,67
torvalds/linux,2019-04-22,138
torvalds/linux,2019-04-23,214
torvalds/linux,2019-04-24,274
torvalds/linux,2019-04-25,408
torvalds/linux,2019-04-26,269
torvalds/linux,2019-04-27,54
torvalds/linux,2019-04-28,169
torvalds/linux,2019-04-29,273
torvalds/linux,2019-04-30,312
torvalds/linux,2019-05-01,195
torvalds/linux,2019-05-02,245
torvalds/linux,2019-05-03,227
torvalds/linux,2019-05-04,117
torvalds/linux,2019-05-05,111
torvalds/linux,2019-05-06,258
torvalds/linux,2019-05-07,286
torvalds/linux,2019-05-08,231
torvalds/linux,2019-05-09,222
torvalds/linux,2019-05-10,209
torvalds/linux,2019-05-11,45
torvalds/linux,2019-05-12,71
torvalds/linux,2019-05-13,391
torvalds/linux,2019-05-14,380
torvalds/linux,2019-05-15,216
torvalds/linux,2019-05-16,230
torvalds/linux,2019-05-17,184
torvalds/linux,2019-05-18,93
torvalds/linux,2019-05-19,78
torvalds/linux,2019-05-20,408
torvalds/linux,2019-05-21,306
torvalds/linux,2019-05-22,291
torvalds/linux,2019-05-23,290
torvalds/linux,2019-05-24,374
torvalds/linux,2019-05-25,95
torvalds/linux,2019-05-26,80
torvalds/linux,2019-05-27,318
torvalds/linux,2019-05-28,407
torvalds/linux,2019-05-29,405
torvalds/linux,2019-05-30,183
torvalds/linux,2019-05-31,282
torvalds/linux,2019-06-01,106
torvalds/linux,2019-06-02,92
torvalds/linux,2019-06-03,351
torvalds/linux,2019-06-04,370
torvalds/linux,2019-06-05,266
torvalds/linux,2019-06-06,403
torvalds/linux,2019-06-07,291
torvalds/linux,2019-06-08,150
torvalds/linux,2019-06-09,82
torvalds/linux,2019-06-10,255
torvalds/linux,2019-06-11,308
torvalds/linux,2019-06-12,412
torvalds/linux,2019-06-13,316
torvalds/linux,2019-06-14,345
torvalds/linux,2019-06-15,77
torvalds/linux,2019-06-16,69
torvalds/linux,2019-06-17,337
torvalds/linux,2019-06-18,429
torvalds/linux,2019-06-19,395
torvalds/linux,2019-06-20,300
torvalds/linux,2019-06-21,266
torvalds/linux,2019-06-22,72
torvalds/linux,2019-06-23,88
torvalds/linux,2019-06-24,264
torvalds/linux,2019-06-25,325
torvalds/linux,2019-06-26,383
torvalds/linux,2019-06-27,288
torvalds/linux,2019-06-28,516
torvalds/linux,2019-06-29,110
torvalds/linux,2019-06-30,91
torvalds/linux,2019-07-01,231
torvalds/linux,2019-07-02,315
torvalds/linux,2019-07-03,268
torvalds/linux,2019-07-04,217
torvalds/linux,2019-07-05,245
torvalds/linux,2019-07-06,72
torvalds/linux,2019-07-07,45
torvalds/linux,2019-07-08,288
torvalds/linux,2019-07-09,228
torvalds/linux,2019-07-10,200
torvalds/linux,2019-07-11,348
torvalds/linux,2019-07-12,232
torvalds/linux,2019-07-13,70
torvalds/linux,2019-07-14,64
torvalds/linux,2019-07-15,186
torvalds/linux,2019-07-16,330
torvalds/linux,2019-07-17,214
torvalds/linux,2019-07-18,248
torvalds/linux,2019-07-19,192
torvalds/linux,2019-07-20,35
torvalds/linux,2019-07-21,151
torvalds/linux,2019-07-22,414
torvalds/linux,2019-07-23,344
torvalds/linux,2019-07-24,307
torvalds/linux,2019-07-25,321
torvalds/linux,2019-07-26,338
torvalds/linux,2019-07-27,117
torvalds/linux,2019-07-28,82
torvalds/linux,2019-07-29,292
torvalds/linux,2019-07-30,272
torvalds/linux,2019-07-31,382
torvalds/linux,2019-08-01,307
torvalds/linux,2019-08-02,304
torvalds/linux,2019-08-03,59
torvalds/linux,2019-08-04,129
torvalds/linux,2019-08-05,200
torvalds/linux,2019-08-06,275
torvalds/linux,2019-08-07,280
torvalds/linux,2019-08-08,348
torvalds/linux,2019-08-09,336
torvalds/linux,2019-08-10,73
torvalds/linux,2019-08-11,93
torvalds/linux,2019-08-12,288
torvalds/linux,2019-08-13,334
torvalds/linux,2019-08-14,269
torvalds/linux,2019-08-15,327
torvalds/linux,2019-08-16,248
torvalds/linux,2019-08-17,107
torvalds/linux,2019-08-18,120
torvalds/linux,2019-08-19,388
torvalds/linux,2019-08-20,335
torvalds/linux,2019-08-21,339
torvalds/linux,2019-08-22,325
torvalds/linux,2019-08-23,261
torvalds/linux,2019-08-24,98
torvalds/linux,2019-08-25,84
torvalds/linux,2019-08-26,279
torvalds/linux,2019-08-27,282
torvalds/linux,2019-08-28,308
torvalds/linux,2019-08-29,329
torvalds/linux,2019-08-30,328
torvalds/linux,2019-08-31,92
torvalds/linux,2019-09-01,56
torvalds/linux,2019-09-02,162
torvalds/linux,2019-09-03,319
torvalds/linux,2019-09-04,411
torvalds/linux,2019-09-05,301
torvalds/linux,2019-09-06,243
torvalds/linux,2019-09-07,53
torvalds/linux,2019-09-08,72
torvalds/linux,2019-09-09,145
torvalds/linux,2019-09-10,196
torvalds/linux,2019-09-11,239
torvalds/linux,2019-09-12,221
torvalds/linux,2019-09-13,196
torvalds/linux,2019-09-14,48
torvalds/linux,2019-09-15,45
torvalds/linux,2019-09-16,228
torvalds/linux,2019-09-17,188
torvalds/linux,2019-09-18,181
torvalds/linux,2019-09-19,205
torvalds/linux,2019-09-20,209
torvalds/linux,2019-09-21,85
torvalds/linux,2019-09-22,59
torvalds/linux,2019-09-23,362
torvalds/linux,2019-09-24,186
torvalds/linux,2019-09-25,250
torvalds/linux,2019-09-26,167
torvalds/linux,2019-09-27,212
torvalds/linux,2019-09-28,30
torvalds/linux,2019-09-29,51
torvalds/linux,2019-09-30,206
torvalds/linux,2019-10-01,257
torvalds/linux,2019-10-02,356
torvalds/linux,2019-10-03,239
torvalds/linux,2019-10-04,350
torvalds/linux,2019-10-05,80
torvalds/linux,2019-10-06,131
torvalds/linux,2019-10-07,327
torvalds/linux,2019-10-08,292
torvalds/linux,2019-10-09,337
torvalds/linux,2019-10-10,240
torvalds/linux,2019-10-11,268
torvalds/linux,2019-10-12,83
torvalds/linux,2019-10-13,84
torvalds/linux,2019-10-14,177
torvalds/linux,2019-10-15,341
torvalds/linux,2019-10-16,361
torvalds/linux,2019-10-17,268
torvalds/linux,2019-10-18,296
torvalds/linux,2019-10-19,89
torvalds/linux,2019-10-20,68
torvalds/linux,2019-10-21,378
torvalds/linux,2019-10-22,280
torvalds/linux,2019-10-23,318
torvalds/linux,2019-10-24,316
torvalds/linux,2019-10-25,357
torvalds/linux,2019-10-26,83
torvalds/linux,2019-10-27,79
torvalds/linux,2019-10-28,297
torvalds/linux,2019-10-29,312
torvalds/linux,2019-10-30,251
torvalds/linux,2019-10-31,274
torvalds/linux,2019-11-01,241
torvalds/linux,2019-11-02,83
torvalds/linux,2019-11-03,79
torvalds/linux,2019-11-04,333
torvalds/linux,2019-11-05,442
torvalds/linux,2019-11-06,370
torvalds/linux,2019-11-07,373
torvalds/linux,2019-11-08,406
torvalds/linux,2019-11-09,110
torvalds/linux,2019-11-10,110
torvalds/linux,2019-11-11,252
torvalds/linux,2019-11-12,363
torvalds/linux,2019-11-13,280
torvalds/linux,2019-11-14,392
torvalds/linux,2019-11-15,306
torvalds/linux,2019-11-16,70
torvalds/linux,2019-11-17,81
torvalds/linux,2019-11-18,290
torvalds/linux,2019-11-19,219
torvalds/linux,2019-11-20,344
torvalds/linux,2019-11-21,284
torvalds/linux,2019-11-22,231
torvalds/linux,2019-11-23,53
torvalds/linux,2019-11-24,72
torvalds/linux,2019-11-25,275
torvalds/linux,2019-11-26,202
torvalds/linux,2019-11-27,232
torvalds/linux,2019-11-28,212
torvalds/linux,2019-11-29,142
torvalds/linux,2019-11-30,180
torvalds/linux,2019-12-01,53
torvalds/linux,2019-12-02,213
torvalds/linux,2019-12-03,210
torvalds/linux,2019-12-04,341
torvalds/linux,2019-12-05,234
torvalds/linux,2019-12-06,243
torvalds/linux,2019-12-07,96
torvalds/linux,2019-12-08,41
torvalds/linux,2019-12-09,382
torvalds/linux,2019-12-10,518
torvalds/linux,2019-12-11,362
torvalds/linux,2019-12-12,285
torvalds/linux,2019-12-13,348
torvalds/linux,2019-12-14,114
torvalds/linux,2019-12-15,86
torvalds/linux,2019-12-16,332
torvalds/linux,2019-12-17,438
torvalds/linux,2019-12-18,391
torvalds/linux,2019-12-19,269
torvalds/linux,2019-12-20,203
torvalds/linux,2019-12-21,87
torvalds/linux,2019-12-22,99
torvalds/linux,2019-12-23,162
torvalds/linux,2019-12-24,158
torvalds/linux,2019-12-25,57
torvalds/linux,2019-12-26,86
torvalds/linux,2019-12-27,89
torvalds/linux,2019-12-28,48
torvalds/linux,2019-12-29,82
torvalds/linux,2019-12-30,109
torvalds/linux,2019-12-31,60
torvalds/linux,2020-01-01,54
torvalds/linux,2020-01-02,207
torvalds/linux,2020-01-03,238
torvalds/linux,2020-01-04,97
torvalds/linux,2020-01-05,140
torvalds/linux,2020-01-06,321
torvalds/linux,2020-01-07,246
torvalds/linux,2020-01-08,310
torvalds/linux,2020-01-09,294
torvalds/linux,2020-01-10,304
torvalds/linux,2020-01-11,92
torvalds/linux,2020-01-12,79
torvalds/linux,2020-01-13,317
torvalds/linux,2020-01-14,315
torvalds/linux,2020-01-15,477
torvalds/linux,2020-01-16,307
torvalds/linux,2020-01-17,225
torvalds/linux,2020-01-18,68
torvalds/linux,2020-01-19,90
torvalds/linux,2020-01-20,277
torvalds/linux,2020-01-21,267
torvalds/linux,2020-01-22,270
torvalds/linux,2020-01-23,288
torvalds/linux,2020-01-24,250
torvalds/linux,2020-01-25,80
torvalds/linux,2020-01-26,82
torvalds/linux,2020-01-27,252
torvalds/linux,2020-01-28,187
torvalds/linux,2020-01-29,220
torvalds/linux,2020-01-30,278
torvalds/linux,2020-01-31,191
torvalds/linux,2020-02-01,55
torvalds/linux,2020-02-02,68
torvalds/linux,2020-02-03,264
torvalds/linux,2020-02-04,188
torvalds/linux,2020-02-05,185
torvalds/linux,2020-02-06,254
torvalds/linux,2020-02-07,197
torvalds/linux,2020-02-08,61
torvalds/linux,2020-02-09,78
torvalds/linux,2020-02-10,283
torvalds/linux,2020-02-11,335
torvalds/linux,2020-02-12,311
torvalds/linux,2020-02-13,220
torvalds/linux,2020-02-14,290
torvalds/linux,2020-02-15,109
torvalds/linux,2020-02-16,119
torvalds/linux,2020-02-17,251
torvalds/linux,2020-02-18,323
torvalds/linux,2020-02-19,309
torvalds/linux,2020-02-20,253
torvalds/linux,2020-02-21,292
torvalds/linux,2020-02-22,90
torvalds/linux,2020-02-23,102
torvalds/linux,2020-02-24,361
torvalds/linux,2020-02-25,318
torvalds/linux,2020-02-26,355
torvalds/linux,2020-02-27,349
torvalds/linux,2020-02-28,314
torvalds/linux,2020-02-29,85
torvalds/linux,2020-03-01,66
torvalds/linux,2020-03-02,419
torvalds/linux,2020-03-03,247
torvalds/linux,2020-03-04,349
torvalds/linux,2020-03-05,361
torvalds/linux,2020-03-06,300
torvalds/linux,2020-03-07,90
torvalds/linux,2020-03-08,102
torvalds/linux,2020-03-09,304
torvalds/linux,2020-03-10,382
torvalds/linux,2020-03-11,343
torvalds/linux,2020-03-12,380
torvalds/linux,2020-03-13,350
torvalds/linux,2020-03-14,78
torvalds/linux,2020-03-15,72
torvalds/linux,2020-03-16,295
torvalds/linux,2020-03-17,273
torvalds/linux,2020-03-18,233
torvalds/linux,2020-03-19,316
torvalds/linux,2020-03-20,334
torvalds/linux,2020-03-21,146
torvalds/linux,2020-03-22,98
torvalds/linux,2020-03-23,312
torvalds/linux,2020-03-24,355
torvalds/linux,2020-03-25,462
torvalds/linux,2020-03-26,407
torvalds/linux,2020-03-27,331
torvalds/linux,2020-03-28,107
torvalds/linux,2020-03-29,107
torvalds/linux,2020-03-30,287
torvalds/linux,2020-03-31,228
torvalds/linux,2020-04-01,386
torvalds/linux,2020-04-02,291
torvalds/linux,2020-04-03,265
torvalds/linux,2020-04-04,85
torvalds/linux,2020-04-05,115
torvalds/linux,2020-04-06,354
torvalds/linux,2020-04-07,201
torvalds/linux,2020-04-08,227
torvalds/linux,2020-04-09,219
torvalds/linux,2020-04-10,196
torvalds/linux,2020-04-11,63
torvalds/linux,2020-04-12,74
torvalds/linux,2020-04-13,199
torvalds/linux,2020-04-14,288
torvalds/linux,2020-04-15,360
torvalds/linux,2020-04-16,246
torvalds/linux,2020-04-17,265
torvalds/linux,2020-04-18,129
torvalds/linux,2020-04-19,126
torvalds/linux,2020-04-20,371
torvalds/linux,2020-04-21,320
torvalds/linux,2020-04-22,336
torvalds/linux,2020-04-23,248
torvalds/linux,2020-04-24,370
torvalds/linux,2020-04-25,179
torvalds/linux,2020-04-26,119
torvalds/linux,2020-04-27,349
torvalds/linux,2020-04-28,368
torvalds/linux,2020-04-29,387
torvalds/linux,2020-04-30,457
torvalds/linux,2020-05-01,354
torvalds/linux,2020-05-02,77
torvalds/linux,2020-05-03,121
torvalds/linux,2020-05-04,344
torvalds/linux,2020-05-05,329
torvalds/linux,2020-05-06,331
torvalds/linux,2020-05-07,462
torvalds/linux,2020-05-08,292
torvalds/linux,2020-05-09,199
torvalds/linux,2020-05-10,122
torvalds/linux,2020-05-11,331
torvalds/linux,2020-05-12,340
torvalds/linux,2020-05-13,340
torvalds/linux,2020-05-14,332
torvalds/linux,2020-05-15,415
torvalds/linux,2020-05-16,103
torvalds/linux,2020-05-17,72
torvalds/linux,2020-05-18,252
torvalds/linux,2020-05-19,454
torvalds/linux,2020-05-20,300
torvalds/linux,2020-05-21,365
torvalds/linux,2020-05-22,308
torvalds/linux,2020-05-23,124
torvalds/linux,2020-05-24,82
torvalds/linux,2020-05-25,260
torvalds/linux,2020-05-26,319
torvalds/linux,2020-05-27,380
torvalds/linux,2020-05-28,472
torvalds/linux,2020-05-29,388
torvalds/linux,2020-05-30,122
torvalds/linux,2020-05-31,87
torvalds/linux,2020-06-01,429
torvalds/linux,2020-06-02,217
torvalds/linux,2020-06-03,424
torvalds/linux,2020-06-04,348
torvalds/linux,2020-06-05,219
torvalds/linux,2020-06-06,56
torvalds/linux,2020-06-07,124
torvalds/linux,2020-06-08,257
torvalds/linux,2020-06-09,217
torvalds/linux,2020-06-10,211
torvalds/linux,2020-06-11,248
torvalds/linux,2020-06-12,228
torvalds/linux,2020-06-13,93
torvalds/linux,2020-06-14,67
torvalds/linux,2020-06-15,381
torvalds/linux,2020-06-16,290
torvalds/linux,2020-06-17,283
torvalds/linux,2020-06-18,282
torvalds/linux,2020-06-19,211
torvalds/linux,2020-06-20,158
torvalds/linux,2020-06-21,117
torvalds/linux,2020-06-22,308
torvalds/linux,2020-06-23,363
torvalds/linux,2020-06-24,289
torvalds/linux,2020-06-25,286
torvalds/linux,2020-06-26,252
torvalds/linux,2020-06-27,92
torvalds/linux,2020-06-28,130
torvalds/linux,2020-06-29,471
torvalds/linux,2020-06-30,313
torvalds/linux,2020-07-01,422
torvalds/linux,2020-07-02,380
torvalds/linux,2020-07-03,370
torvalds/linux,2020-07-04,76
torvalds/linux,2020-07-05,104
torvalds/linux,2020-07-06,348
torvalds/linux,2020-07-07,321
torvalds/linux,2020-07-08,345
torvalds/linux,2020-07-09,347
torvalds/linux,2020-07-10,314
torvalds/linux,2020-07-11,89
torvalds/linux,2020-07-12,69
torvalds/linux,2020-07-13,432
torvalds/linux,2020-07-14,381
torvalds/linux,2020-07-15,296
torvalds/linux,2020-07-16,374
torvalds/linux,2020-07-17,391
torvalds/linux,2020-07-18,137
torvalds/linux,2020-07-19,261
torvalds/linux,2020-07-20,395
torvalds/linux,2020-07-21,399
torvalds/linux,2020-07-22,351
torvalds/linux,2020-07-23,486
torvalds/linux,2020-07-24,351
torvalds/linux,2020-07-25,152
torvalds/linux,2020-07-26,90
