user_id,final_score
28,81.73556378075436
29,91.65996151140037
30,93.59185169886813
31,97.84036549023077
32,80.6718807689396
37,79.46737774434273
38,88.44951337295556
39,73.75659516717472
41,92.5809783555992
42,84.601344178019815
43,66.35404503397491
44,95.48666303650872
45,84.70152977630718
47,62.16564798032023
50,90.9037687459475
51,80.53613314269418
54,96.08941925850388
55,86.5472616714444
56,82.96025218551239
58,58.12461029809231
59,85.7606331536013
60,96.5639553546865
61,90.82226093092216
62,80.6019220566597
63,90.40874826591576
67,96.35213509763923
70,91.20562988994314
71,93.20399057227972
72,67.9430669646003
75,93.97945341776986
80,86.16019618003708
81,87.747452525220055
83,97.44611154575101
84,91.75542576015117
87,82.50679618778001
88,90.87411412242433
89,69.21184520434231
90,91.94647752435533
91,76.7351151731965
93,53.592068395440975
95,89.05610932118013
97,94.93908272960464
100,92.6440548785466
101,83.60121005804413
102,93.70056265106935
104,86.54403875883978
105,91.86821594746672
106,62.00724083933253
107,94.94181823032476
108,88.74395548457716
114,93.47017057307352
115,93.44448488225943
116,86.89004005323862
117,63.98456812299291
118,89.15000647588978
119,68.21663958404407
120,80.75643323492453
121,83.77926133108534
125,91.26153383122399
128,92.40516941028471
129,82.3663383330757
130,89.834196939769
133,93.59743039345669
135,90.48982079815178
136,94.05453122786844
137,88.67632107660324
138,84.47584649408071
139,92.64722428690072
141,85.12839021920014
144,88.63335488919857
145,92.75522913756824
148,81.5505765829965
150,88.54371757015542
152,94.25567678909182
153,86.16394797857903
154,90.33992560305552
155,87.61798807876687
156,82.57191218322447
158,80.80266376300527
159,84.23330507307591
160,78.47471881926059
161,95.11836200791846
162,92.29327360837264
164,92.66223729243355
165,95.76227808416445
168,87.0998831820437
169,83.42629071997423
170,88.19324828493455
172,94.76514633948175
173,88.16748812708711
176,85.84303438357021
177,70.24585682754446
179,81.63453653940336
181,91.21250906825472
182,91.16247280420491
184,76.91109375379023
185,91.0215982512294
186,92.67118853201265
187,91.2191538590614
189,87.26917100843762
191,94.07820127021725
192,92.52415853180564
193,94.72962518515264
195,95.61108110382393
197,70.73290922143295
200,88.71337337291489
201,85.78729361580973
206,81.66411822281692
208,87.7060065795398
209,89.82246428534125
211,86.2383444867217
212,89.91395242827973
213,83.76945240167251
214,82.79432656518972
215,98.27834076195845
217,81.93514331661865
218,94.68001406756541
220,82.56577988770444
221,89.93526804468337
222,97.53669257802356
224,84.495733337247
226,91.71828507056792
227,84.03477569197231
228,92.13816391557145
229,69.90197014773136
230,89.2684253487429
233,82.46598494958256
237,90.89865048874745
245,70.86047191009735
246,76.36595995310046
248,91.8100671754201
250,93.60943558761872
251,82.24107664605734
253,90.10092278635817
256,93.53031010230963
257,89.60755535428225
260,75.99795369632908
261,89.61973450566798
263,81.87779598367517
266,85.32597436113744
268,91.4577959954768
270,79.27731910152616
271,90.71915064972137
275,69.7852113089737
276,86.7668912525946
277,92.98439167539908
278,95.7379117303333
280,76.13348576627142
281,54.22960320322871
282,83.15455542238988
285,94.21978646538048
286,74.46922600869613
287,95.53287159532715
289,94.01526347876761
291,87.64797236375973
293,72.3701098167089
295,94.95674617873821
296,94.67447771457289
301,92.97256096192548
302,85.95838894892263
304,84.93947904503655
306,90.27859476225782
307,92.772587664303245
