Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
5755a68d39867abc,win,Shane Carwin,Frank Mir,1,0,49,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,3:48,c80095f6092271a7,L,W,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head On Ground,0,1,3 of 10,49 of 63,30%,77%,3 of 10,74 of 89,0 of 0,0 of 2,---,0%,0,0,0,0,0:03,2:33,2 of 9,31 of 44,1 of 1,1 of 1,0 of 0,17 of 18,2 of 9,1 of 6,1 of 1,33 of 37,0 of 0,15 of 20,c80095f6092271a7
e74e3c2a96fa9c55,win,Kurt Pellegrino,Fabricio Camoes,0,0,16,8,1,1,2,2,Lightweight,SUB Rear Naked Choke,2,4:20,c80095f6092271a7,W,L,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0,0,16 of 29,8 of 11,55%,72%,71 of 91,19 of 22,1 of 1,1 of 5,100%,20%,2,2,1,0,6:48,1:40,16 of 28,6 of 9,0 of 0,1 of 1,0 of 1,1 of 1,0 of 4,3 of 5,2 of 4,4 of 4,14 of 21,1 of 2,c80095f6092271a7
d89e004e3992c5a4,win,Jon Fitch,Ben Saunders,0,0,72,17,2,0,0,0,Welterweight,U-DEC,3,5:00,c80095f6092271a7,L,W,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby27 - 30.Cardo Urso27 - 30.Jeff Blatnick27 - 30.,0,0,17 of 30,72 of 99,56%,72%,31 of 44,212 of 247,0 of 0,2 of 7,---,28%,0,0,0,0,0:43,12:15,4 of 17,41 of 65,6 of 6,17 of 20,7 of 7,14 of 14,4 of 14,11 of 20,13 of 16,23 of 32,0 of 0,38 of 47,c80095f6092271a7
3b8e793ed8151a51,win,Jim Miller,Mark Bocek,0,0,23,17,1,4,3,1,Lightweight,U-DEC,3,5:00,c80095f6092271a7,W,L,3 Rnd (5-5-5),Yves Lavigne,Carlos Rodriguez28 - 29.Jon Bilyk28 - 29.Cardo Urso28 - 29.,0,0,23 of 67,17 of 45,34%,37%,42 of 89,52 of 81,1 of 2,4 of 8,50%,50%,3,1,1,0,1:36,9:52,12 of 54,7 of 34,5 of 7,7 of 8,6 of 6,3 of 3,14 of 50,6 of 29,6 of 10,8 of 9,3 of 7,3 of 7,c80095f6092271a7
0ae251dd5c0b5304,win,Nate Diaz,Rory Markham,1,0,34,3,0,0,0,0,Welterweight,KO/TKO Punches,1,2:47,c80095f6092271a7,W,L,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control,1,0,34 of 60,3 of 22,56%,13%,54 of 84,3 of 22,0 of 0,0 of 0,---,---,0,0,0,0,1:15,0:00,27 of 53,1 of 19,2 of 2,1 of 2,5 of 5,1 of 1,14 of 35,1 of 19,2 of 2,2 of 3,18 of 23,0 of 0,c80095f6092271a7
103b36a1b9d98102,win,Ricardo Almeida,Matt Brown,0,0,15,6,5,0,1,0,Welterweight,SUB Rear Naked Choke,2,3:30,c80095f6092271a7,W,L,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0,0,15 of 27,6 of 10,55%,60%,24 of 36,23 of 28,5 of 11,0 of 0,45%,---,1,0,0,0,7:07,0:16,13 of 24,0 of 4,2 of 3,3 of 3,0 of 0,3 of 3,1 of 2,3 of 7,10 of 18,3 of 3,4 of 7,0 of 0,c80095f6092271a7
828776734a528b62,win,Rousimar Palhares,Tomasz Drwal,0,0,0,0,0,0,1,0,Middleweight,SUB Heel Hook,1,0:45,c80095f6092271a7,W,L,3 Rnd (5-5-5),Kevin Mulhall,Heel Hook On Ground,0,0,0 of 1,0 of 2,0%,0%,0 of 1,0 of 2,0 of 0,0 of 0,---,---,1,0,0,0,0:07,0:00,0 of 1,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,0 of 1,0 of 0,c80095f6092271a7
4be101dd6883d9bb,win,Jared Hamman,Rodney Wallace,1,0,60,34,2,11,0,1,Light Heavyweight,U-DEC,3,5:00,c80095f6092271a7,L,W,3 Rnd (5-5-5),Kevin Mulhall,Dave Tirelli27 - 30.Carlos Rodriguez27 - 30.Henry Krawiec27 - 30.,0,1,34 of 66,60 of 124,51%,48%,47 of 84,176 of 250,11 of 13,2 of 2,84%,100%,1,0,1,3,5:19,7:06,31 of 62,38 of 100,3 of 4,19 of 21,0 of 0,3 of 3,15 of 30,5 of 30,12 of 19,11 of 25,7 of 17,44 of 69,c80095f6092271a7
2059fd17f2ff4e4a,win,Matthew Riddle,Greg Soto,0,0,47,21,4,0,0,0,Welterweight,DQ,3,1:30,c80095f6092271a7,W,L,3 Rnd (5-5-5),Keith Peterson,Illegal Kick by Soto,0,0,47 of 88,21 of 39,53%,53%,92 of 140,63 of 81,4 of 6,0 of 4,66%,0%,0,0,0,0,7:36,0:40,13 of 50,11 of 29,11 of 11,4 of 4,23 of 27,6 of 6,5 of 24,10 of 23,35 of 47,10 of 15,7 of 17,1 of 1,c80095f6092271a7
43f0495855470427,win,Jon Jones,Brandon Vera,0,0,11,5,2,0,0,0,Light Heavyweight,KO/TKO Elbow,1,3:19,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Herb Dean,Elbow to Head From Guard,0,0,5 of 8,11 of 17,62%,64%,7 of 11,26 of 33,0 of 0,2 of 3,---,66%,0,0,0,0,0:00,2:44,3 of 5,9 of 14,1 of 1,1 of 1,1 of 2,1 of 2,1 of 4,1 of 3,1 of 1,1 of 1,3 of 3,9 of 13,3795fca327cbcf23
7aa7b0c5706a0492,win,Junior Dos Santos,Gabriel Gonzaga,1,0,20,9,0,1,0,0,Heavyweight,KO/TKO Punches,1,3:53,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head On Ground,1,0,20 of 35,9 of 19,57%,47%,20 of 35,9 of 19,0 of 0,1 of 1,---,100%,0,0,0,0,0:09,0:01,14 of 27,2 of 10,5 of 7,1 of 2,1 of 1,6 of 7,10 of 21,9 of 19,0 of 0,0 of 0,10 of 14,0 of 0,3795fca327cbcf23
d215c4e6dc1346ae,win,Cheick Kongo,Paul Buentello,0,0,53,3,9,0,0,0,Heavyweight,KO/TKO Elbows,3,1:16,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Herb Dean,"Elbows to Body On Ground
      Submission to Strikes",0,0,53 of 94,3 of 29,56%,10%,137 of 187,5 of 31,9 of 9,0 of 0,100%,---,0,0,0,0,8:29,0:00,25 of 60,3 of 29,19 of 21,0 of 0,9 of 13,0 of 0,10 of 39,2 of 22,17 of 22,1 of 5,26 of 33,0 of 2,3795fca327cbcf23
275c22a93bdd84d8,win,Alessio Sakara,James Irvin,1,0,13,6,0,0,0,0,Middleweight,KO/TKO,1,3:01,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Josh Rosenthal,"to    
      Eye Injury",1,0,13 of 29,6 of 16,44%,37%,13 of 29,6 of 16,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,7 of 22,2 of 11,4 of 5,0 of 0,2 of 2,4 of 5,12 of 28,6 of 16,0 of 0,0 of 0,1 of 1,0 of 0,3795fca327cbcf23
9368a80ba62d87e2,win,Clay Guida,Shannon Gugerty,0,0,14,1,2,0,1,3,Lightweight,SUB Arm Triangle,2,3:40,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control,0,0,14 of 33,1 of 7,42%,14%,72 of 102,6 of 12,2 of 2,0 of 1,100%,0%,1,3,0,0,7:27,0:02,9 of 27,1 of 7,3 of 3,0 of 0,2 of 3,0 of 0,1 of 14,0 of 6,1 of 1,0 of 0,12 of 18,1 of 1,3795fca327cbcf23
2270b89b17067838,win,Vladimir Matyushenko,Eliot Marshall,0,0,28,19,2,0,0,0,Light Heavyweight,S-DEC,3,5:00,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Adam Martinez,Don Bates27 - 30.Curtis Thrasher29 - 28.Joe Garcia27 - 30.,0,0,19 of 97,28 of 91,19%,30%,19 of 97,35 of 98,0 of 0,2 of 3,---,66%,0,0,0,0,0:00,1:30,11 of 85,13 of 72,5 of 8,0 of 0,3 of 4,15 of 19,19 of 97,27 of 86,0 of 0,1 of 3,0 of 0,0 of 2,3795fca327cbcf23
f63a647b74359194,win,Darren Elkins,Duane Ludwig,0,0,0,1,1,0,0,0,Lightweight,KO/TKO,1,0:44,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Tim Mills,"to    
      Ankle Injury",0,0,1 of 5,0 of 2,20%,0%,1 of 5,0 of 2,0 of 0,1 of 2,---,50%,0,0,0,0,0:03,0:10,1 of 5,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,1 of 5,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,3795fca327cbcf23
eb62bfcd3d96a182,win,John Howard,Daniel Roberts,0,0,6,7,1,1,0,1,Welterweight,KO/TKO Punch,1,2:01,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Tom Johnson,Punch to Head On Ground,0,0,6 of 8,7 of 17,75%,41%,8 of 11,21 of 33,1 of 1,1 of 1,100%,100%,0,1,0,1,0:50,0:55,4 of 6,7 of 17,0 of 0,0 of 0,2 of 2,0 of 0,2 of 4,1 of 4,0 of 0,0 of 0,4 of 4,6 of 13,3795fca327cbcf23
dd56acbfb08aa6b2,win,Brendan Schaub,Chase Gormley,1,0,25,2,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:47,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Adam Martinez,Punches to Head At Distance,1,0,25 of 36,2 of 6,69%,33%,30 of 41,2 of 6,0 of 0,0 of 2,---,0%,0,0,0,0,0:03,0:00,25 of 36,2 of 6,0 of 0,0 of 0,0 of 0,0 of 0,9 of 15,2 of 5,11 of 16,0 of 1,5 of 5,0 of 0,3795fca327cbcf23
a41be337367884e6,win,Mike Pierce,Julio Paulino,0,0,39,17,6,0,0,0,Welterweight,U-DEC,3,5:00,3795fca327cbcf23,W,L,3 Rnd (5-5-5),Tim Mills,Don Bates27 - 30.Curtis Thrasher27 - 30.Mark Van Tine27 - 30.,0,0,39 of 76,17 of 62,51%,27%,90 of 131,31 of 76,6 of 10,0 of 0,60%,---,0,0,0,0,11:35,0:00,29 of 62,11 of 51,3 of 5,5 of 7,7 of 9,1 of 4,15 of 38,14 of 56,2 of 5,3 of 6,22 of 33,0 of 0,3795fca327cbcf23
9f6f356a56e4fe6f,win,Jason Brilz,Eric Schafer,0,0,70,27,3,2,1,1,Light Heavyweight,U-DEC,3,5:00,3795fca327cbcf23,L,W,3 Rnd (5-5-5),Tom Johnson,Don Bates28 - 29.Joe Garcia28 - 29.Curtis Thrasher28 - 29.,0,0,27 of 81,70 of 145,33%,48%,52 of 107,130 of 206,2 of 3,3 of 6,66%,50%,1,1,1,1,1:45,7:13,22 of 74,54 of 126,5 of 7,7 of 8,0 of 0,9 of 11,17 of 64,38 of 96,8 of 15,26 of 40,2 of 2,6 of 9,3795fca327cbcf23
ca93e3f69fa3d725,win,Cain Velasquez,Antonio Rodrigo Nogueira,1,0,23,3,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:20,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,0,23 of 45,3 of 22,51%,13%,23 of 45,3 of 22,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,16 of 33,3 of 22,1 of 4,0 of 0,6 of 8,0 of 0,16 of 38,3 of 22,2 of 2,0 of 0,5 of 5,0 of 0,49efbdc6c9f650c4
241a722f3b042c59,win,Wanderlei Silva,Michael Bisping,1,0,42,32,1,5,1,0,Middleweight,U-DEC,3,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato28 - 29.Barry Foley28 - 29.Tony Weeks28 - 29.,1,0,42 of 165,32 of 137,25%,23%,47 of 171,38 of 144,1 of 1,5 of 9,100%,55%,1,0,0,0,1:00,0:42,16 of 126,21 of 121,4 of 6,7 of 10,22 of 33,4 of 6,33 of 137,29 of 127,2 of 14,3 of 10,7 of 14,0 of 0,49efbdc6c9f650c4
b4d624bdc27dff83,win,George Sotiropoulos,Joe Stevenson,0,0,20,7,2,3,3,2,Lightweight,U-DEC,3,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Herb Dean,Evan Bzadough27 - 30.Chris Lee27 - 30.Tony Weeks27 - 30.,0,0,20 of 87,7 of 31,22%,22%,47 of 116,9 of 33,2 of 3,3 of 6,66%,50%,3,2,1,0,5:17,4:49,18 of 82,4 of 24,2 of 5,0 of 1,0 of 0,3 of 6,18 of 84,6 of 29,1 of 2,1 of 1,1 of 1,0 of 1,49efbdc6c9f650c4
aefca2869c87eb11,win,Ryan Bader,Keith Jardine,1,0,29,15,3,0,0,0,Light Heavyweight,KO/TKO Punch,3,2:10,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance,1,0,29 of 62,15 of 74,46%,20%,55 of 89,18 of 77,3 of 9,0 of 0,33%,---,0,0,0,0,4:36,0:00,17 of 48,9 of 64,5 of 7,2 of 2,7 of 7,4 of 8,14 of 43,13 of 71,10 of 12,2 of 3,5 of 7,0 of 0,49efbdc6c9f650c4
e716f8079c60bc66,win,Mirko Filipovic,Anthony Perosh,0,0,29,9,0,0,1,0,Heavyweight,KO/TKO,2,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Herb Dean,Facial Cut,0,0,29 of 63,9 of 25,46%,36%,65 of 102,10 of 26,0 of 0,0 of 11,---,0%,1,0,0,0,3:32,0:39,23 of 57,2 of 18,5 of 5,0 of 0,1 of 1,7 of 7,17 of 42,8 of 24,3 of 3,1 of 1,9 of 18,0 of 0,49efbdc6c9f650c4
0ea087a71863184d,win,Krzysztof Soszynski,Stephan Bonnar,0,0,48,36,0,2,0,0,Light Heavyweight,KO/TKO,3,1:04,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),John Sharp,Facial Cut,0,0,48 of 123,36 of 117,39%,30%,57 of 134,56 of 138,0 of 1,2 of 5,0%,40%,0,0,0,0,1:14,2:45,37 of 104,19 of 93,4 of 8,10 of 14,7 of 11,7 of 10,37 of 99,19 of 82,11 of 24,17 of 33,0 of 0,0 of 2,49efbdc6c9f650c4
3b0258eb19d66f8f,win,Chris Lytle,Brian Foster,0,0,2,5,0,1,1,0,Welterweight,SUB Kneebar,1,1:41,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Steve Perceval,Kneebar From Inoki-Ali Position,0,0,2 of 14,5 of 22,14%,22%,2 of 14,6 of 23,0 of 0,1 of 1,---,100%,1,0,0,0,0:00,0:15,2 of 14,5 of 21,0 of 0,0 of 0,0 of 0,0 of 1,2 of 14,4 of 21,0 of 0,0 of 0,0 of 0,1 of 1,49efbdc6c9f650c4
e892b4a03304f2a4,win,CB Dollaway,Goran Reljic,0,0,25,20,5,1,1,3,Middleweight,U-DEC,3,5:00,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),John Sharp,Barry Foley28 - 29.Chris Lee28 - 29.Kon Papaioannou28 - 29.,0,0,25 of 73,20 of 50,34%,40%,72 of 124,40 of 70,5 of 7,1 of 1,71%,100%,1,3,1,1,6:20,2:06,12 of 51,7 of 31,12 of 19,10 of 12,1 of 3,3 of 7,9 of 36,17 of 41,7 of 14,1 of 6,9 of 23,2 of 3,49efbdc6c9f650c4
46a7cb6937144ba2,win,James Te Huna,Igor Pokrajac,0,2,22,25,5,2,1,0,Light Heavyweight,KO/TKO Punches,3,3:26,49efbdc6c9f650c4,W,L,3 Rnd (5-5-5),Steve Perceval,Punches to Head From Half Guard,0,2,22 of 52,25 of 54,42%,46%,96 of 142,50 of 81,5 of 10,2 of 4,50%,50%,1,0,0,0,9:09,2:00,15 of 43,24 of 53,4 of 6,1 of 1,3 of 3,0 of 0,7 of 16,10 of 26,6 of 13,10 of 21,9 of 23,5 of 7,49efbdc6c9f650c4
f92e8d6c96306013,win,Randy Couture,Mark Coleman,0,0,44,10,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,2,1:09,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Steve Mazzagatti,"Rear Naked Choke
      Technical Submission",0,0,44 of 67,10 of 21,65%,47%,68 of 93,16 of 27,1 of 1,0 of 0,100%,---,1,0,0,0,3:38,0:00,41 of 63,8 of 18,2 of 3,1 of 2,1 of 1,1 of 1,20 of 38,9 of 18,16 of 19,1 of 3,8 of 10,0 of 0,15edcf67ccf5be84
b091e021e61f1950,win,Chael Sonnen,Nate Marquardt,0,0,39,11,6,0,0,2,Middleweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Tony Weeks27 - 30.Lester Griffin27 - 30.Doug Crosby27 - 30.,0,0,39 of 56,11 of 24,69%,45%,214 of 258,37 of 50,6 of 6,0 of 1,100%,0%,0,2,0,1,13:04,0:57,31 of 47,7 of 19,2 of 3,4 of 5,6 of 6,0 of 0,6 of 10,6 of 14,4 of 7,1 of 3,29 of 39,4 of 7,15edcf67ccf5be84
5e52b0bf9719f0ae,win,Paulo Thiago,Mike Swick,1,0,9,7,0,1,1,0,Welterweight,SUB D'Arce Choke,2,1:54,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,"D'Arce Choke From Half Guard
      Technical Submission",1,0,9 of 25,7 of 61,36%,11%,11 of 27,20 of 74,0 of 0,1 of 1,---,100%,1,0,0,0,0:15,0:30,5 of 20,3 of 51,1 of 2,0 of 0,3 of 3,4 of 10,9 of 24,7 of 60,0 of 0,0 of 0,0 of 1,0 of 1,15edcf67ccf5be84
83a7cc0b0de904b9,win,Demian Maia,Dan Miller,0,0,30,20,4,0,0,0,Middleweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd27 - 30.Lester Griffin28 - 29.Doug Crosby28 - 29.,0,0,30 of 77,20 of 95,38%,21%,67 of 122,25 of 100,4 of 7,0 of 0,57%,---,0,0,0,0,5:17,0:11,22 of 66,6 of 64,6 of 9,5 of 20,2 of 2,9 of 11,20 of 61,15 of 83,8 of 12,2 of 5,2 of 4,3 of 7,15edcf67ccf5be84
2bf24d9c33bb4d49,win,Matt Serra,Frank Trigg,1,0,12,6,0,0,0,0,Welterweight,KO/TKO Punch,1,2:23,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance,1,0,12 of 36,6 of 21,33%,28%,12 of 36,6 of 21,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,7 of 25,6 of 21,3 of 9,0 of 0,2 of 2,0 of 0,8 of 32,6 of 21,0 of 0,0 of 0,4 of 4,0 of 0,15edcf67ccf5be84
1fc065e1d3243594,win,Mac Danzig,Justin Buchholz,0,0,62,30,3,0,0,1,Lightweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd28 - 29.Glenn Trowbridge28 - 29.Lester Griffin28 - 29.,0,0,62 of 126,30 of 130,49%,23%,146 of 219,36 of 141,3 of 6,0 of 0,50%,---,0,1,1,1,4:45,2:23,45 of 105,24 of 120,9 of 13,2 of 5,8 of 8,4 of 5,45 of 97,20 of 103,4 of 12,7 of 17,13 of 17,3 of 10,15edcf67ccf5be84
fb9b03644f559604,win,Melvin Guillard,Ronys Torres,0,0,34,6,0,5,0,1,Lightweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Patricia Morse-Jarman28 - 29.Tony Weeks28 - 29.Doug Crosby28 - 29.,0,0,34 of 81,6 of 49,41%,12%,39 of 86,44 of 91,0 of 0,5 of 13,---,38%,0,1,2,0,1:36,5:44,23 of 65,6 of 46,6 of 10,0 of 3,5 of 6,0 of 0,24 of 63,5 of 40,2 of 6,1 of 5,8 of 12,0 of 4,15edcf67ccf5be84
840863604b38a33f,win,Rob Emerson,Phillipe Nover,0,0,26,19,7,0,0,2,Lightweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd28 - 29.Tony Weeks28 - 29.Nelson Hamilton28 - 29.,0,0,26 of 53,19 of 48,49%,39%,40 of 71,36 of 66,7 of 11,0 of 1,63%,0%,0,2,0,1,9:12,1:21,9 of 32,7 of 31,8 of 9,8 of 11,9 of 12,4 of 6,8 of 26,12 of 35,7 of 9,7 of 7,11 of 18,0 of 6,15edcf67ccf5be84
adddc6e46da5ca19,win,Phil Davis,Brian Stann,0,0,48,5,3,0,1,0,Light Heavyweight,U-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Lester Griffin27 - 30.Glenn Trowbridge26 - 30.Patricia Morse-Jarman26 - 30.,0,0,48 of 103,5 of 27,46%,18%,104 of 169,5 of 27,3 of 4,0 of 0,75%,---,1,0,0,0,10:43,0:00,26 of 71,0 of 19,21 of 26,2 of 3,1 of 6,3 of 5,5 of 33,4 of 26,4 of 5,1 of 1,39 of 65,0 of 0,15edcf67ccf5be84
20628fd4e19a97e4,win,Chris Tuchscherer,Tim Hague,0,0,24,34,1,1,1,1,Heavyweight,M-DEC,3,5:00,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Josh Rosenthal,Doug Crosby28 - 28.Glenn Trowbridge28 - 29.Nelson Hamilton28 - 29.,0,0,24 of 64,34 of 70,37%,48%,45 of 88,53 of 90,1 of 7,1 of 1,14%,100%,1,1,0,0,4:16,4:14,13 of 53,24 of 56,2 of 2,8 of 12,9 of 9,2 of 2,17 of 51,10 of 36,7 of 12,14 of 21,0 of 1,10 of 13,15edcf67ccf5be84
1a21263dc5d866b6,win,Joey Beltran,Rolles Gracie,0,0,22,15,0,1,0,0,Heavyweight,KO/TKO Punches,2,1:31,15edcf67ccf5be84,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0,0,22 of 49,15 of 46,44%,32%,60 of 91,20 of 52,0 of 0,1 of 10,---,10%,0,0,0,0,1:24,1:44,22 of 49,12 of 41,0 of 0,3 of 4,0 of 0,0 of 1,10 of 31,9 of 36,1 of 3,5 of 8,11 of 15,1 of 2,15edcf67ccf5be84
5355fd4a2598f679,win,Gray Maynard,Nate Diaz,0,0,41,70,0,0,0,0,Lightweight,S-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato29 - 28.Doug Crosby27 - 30.Cardo Urso28 - 29.,0,0,41 of 142,70 of 251,28%,27%,53 of 154,77 of 259,0 of 0,0 of 3,---,0%,0,0,0,0,0:11,0:00,29 of 123,49 of 214,11 of 15,9 of 22,1 of 4,12 of 15,34 of 126,67 of 243,7 of 16,3 of 8,0 of 0,0 of 0,58bc81376286b3d3
504b540805598fa5,win,Evan Dunham,Efrain Escudero,0,1,22,26,3,0,1,2,Lightweight,SUB Armbar,3,1:59,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Back Control,0,1,22 of 80,26 of 74,27%,35%,48 of 109,38 of 86,3 of 4,0 of 1,75%,0%,1,2,0,1,3:29,2:51,19 of 75,20 of 67,3 of 5,3 of 3,0 of 0,3 of 4,10 of 58,20 of 56,0 of 1,5 of 12,12 of 21,1 of 6,58bc81376286b3d3
be72958d9715757d,win,Aaron Simpson,Tom Lawlor,0,0,36,52,2,1,0,2,Middleweight,S-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Kevin Mulhall,Jeff Blatnick29 - 28.Doug Crosby28 - 29.Sal D'amato28 - 29.,0,0,36 of 108,52 of 128,33%,40%,74 of 149,60 of 136,2 of 6,1 of 6,33%,16%,0,2,0,0,4:28,2:35,22 of 85,50 of 126,12 of 20,2 of 2,2 of 3,0 of 0,14 of 66,22 of 73,19 of 37,30 of 54,3 of 5,0 of 1,58bc81376286b3d3
a570acbbcbbd151d,win,Amir Sadollah,Brad Blackburn,0,0,87,37,2,0,0,0,Welterweight,U-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Mario Yamasaki,Eric Colon27 - 30.Doug Crosby27 - 30.Cardo Urso27 - 30.,0,0,87 of 162,37 of 150,53%,24%,95 of 171,67 of 180,2 of 2,0 of 1,100%,0%,0,0,0,0,5:00,2:28,40 of 106,19 of 120,29 of 36,7 of 17,18 of 20,11 of 13,57 of 112,31 of 135,12 of 25,6 of 15,18 of 25,0 of 0,58bc81376286b3d3
d5e0fd3eec76f7e1,win,Chris Leben,Jay Silva,0,0,60,15,2,0,2,0,Middleweight,U-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Jeff Blatnick27 - 30.Doug Crosby27 - 30.Sal D'amato27 - 30.,0,0,60 of 99,15 of 54,60%,27%,181 of 240,32 of 74,2 of 3,0 of 1,66%,0%,2,0,0,0,10:36,0:47,48 of 84,13 of 51,5 of 5,2 of 3,7 of 10,0 of 0,9 of 26,11 of 44,7 of 9,4 of 10,44 of 64,0 of 0,58bc81376286b3d3
f4641db74fcb8ab7,win,Rick Story,Jesse Lennox,0,0,47,22,2,1,1,1,Welterweight,S-DEC,3,5:00,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Kevin Mulhall,Jeff Blatnick27 - 30.Eric Colon29 - 28.Cardo Urso27 - 30.,0,0,47 of 172,22 of 128,27%,17%,67 of 192,24 of 130,2 of 3,1 of 2,66%,50%,1,1,1,0,4:23,1:04,31 of 153,13 of 112,12 of 15,7 of 12,4 of 4,2 of 4,36 of 152,21 of 126,7 of 10,1 of 2,4 of 10,0 of 0,58bc81376286b3d3
bad1f36202e2c7d7,drawdraw,Thiago Tavares,Nik Lentz,0,0,55,71,1,4,1,1,Lightweight,M-DEC,3,5:00,58bc81376286b3d3,D,D,3 Rnd (5-5-5),Mario Yamasaki,Point Deducted: Kicks to Groin by TavaresEric Colon28 - 28.Sal D'amato28 - 28.Cardo Urso29 - 27.,0,0,55 of 146,71 of 206,37%,34%,73 of 164,95 of 231,1 of 6,4 of 13,16%,30%,1,1,0,0,1:46,1:53,38 of 122,36 of 162,11 of 17,18 of 24,6 of 7,17 of 20,46 of 133,60 of 180,9 of 13,9 of 24,0 of 0,2 of 2,58bc81376286b3d3
19f615a7a5cfd304,win,Rory MacDonald,Mike Guymon,0,0,8,6,2,0,2,0,Welterweight,SUB Armbar,1,4:27,58bc81376286b3d3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Side Control,0,0,8 of 19,6 of 18,42%,33%,23 of 34,14 of 26,2 of 3,0 of 3,66%,0%,2,0,0,0,2:50,0:08,7 of 18,2 of 13,1 of 1,3 of 4,0 of 0,1 of 1,5 of 16,3 of 15,1 of 1,0 of 0,2 of 2,3 of 3,58bc81376286b3d3
