Event_Id,Name,Date,Location
44aa652b181bcf68,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020","Raleigh, North Carolina, USA"
0c1773639c795466,UFC 246: McGregor vs. Cowboy,"January 18, 2020","Las Vegas, Nevada, USA"
74fefd43f073cd2f,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019","Busan, South Korea"
4565d435005319c0,UFC 245: Usman vs. Covington,"December 14, 2019","Las Vegas, Nevada, USA"
b09890ba7ce1d1e2,UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019","Washington, DC, USA"
81ca2c245b19b3c5,UFC Fight Night: Blachowicz vs. Jacare,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil"
8d5daf67983b65ba,UFC Fight Night: Zabit vs. Kattar,"November 09, 2019","Moscow, Moscow, Russia"
fd87b1bbfcde9d5e,UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA"
df05aa15b2d66f57,UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore"
3ae10ac4df3df05c,UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA"
0941df56f6ac954b,UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA"
3cf68c1d17f66af7,UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia"
1bf49bf829964144,UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark"
94a5aaf573f780ad,UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico"
4834ff149dc9542a,UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada"
a79bfbc01b2264d6,UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates"
2c104b7e59a72629,UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China"
70167689d6a01793,UFC 241: Cormier vs. Miocic 2,"August 17, 2019","Anaheim, California, USA"
e5d03e4d966126bd,UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay"
03da33a102d9a45f,UFC Fight Night: Covington vs. Lawler,"August 03, 2019","Newark, New Jersey, USA"
abcf7e55a0a9ed89,UFC 240: Holloway vs. Edgar,"July 27, 2019","Edmonton, Alberta, Canada"
9e0f28d1f639ad73,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA"
2f8f3c69522db931,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA"
6c9383ffab2725a5,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA"
c0c1bc0766df4c00,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA"
b16a7e6a627e9789,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019","Greenville, South Carolina, USA"
e31502e3f79d00c5,UFC 238: Cejudo vs. Moraes,"June 08, 2019","Chicago, Illinois, USA"
cbc071cb20ea59c7,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019","Stockholm, Sweden"
6b8f28da9a483049,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019","Rochester, New York, USA"
9de7c97e1c0d7927,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil"
351264d11286d09a,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada"
c912f676692c353a,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA"
7dcf06c1967801c1,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia"
b0550072e5f0afa7,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA"
9649d75defe0dedb,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA"
487c170da059857d,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA"
80eacd4da0617c57,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom"
e96d8538d3f9d0ed,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA"
2d5fbe2103f97053,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA"
6546af7ab545b90c,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic"
a7a79b8efbceaaac,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA"
b5882371e2a3900d,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia"
84283233ec42be5f,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil"
d4da8995fc91e7ef,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA"
c046100aea0dba9a,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA"
7a703c565ccaa18f,UFC Fight Night: Lee vs. Iaquinta,"December 15, 2018","Milwaukee, Wisconsin, USA"
2a74bbba57058f12,UFC 231: Holloway vs. Ortega,"December 08, 2018","Toronto, Ontario, Canada"
d1d20e651e6cbc02,UFC Fight Night: Dos Santos vs. Tuivasa,"December 01, 2018","Adelaide, South Australia, Australia"
c7ac79839e86ce33,The Ultimate Fighter: Heavy Hitters Finale,"November 30, 2018","Las Vegas, Nevada, USA"
de25520d54eab12d,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018","Beijing, China"
aa3153a9941b4d44,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018","Buenos Aires, Buenos Aires, Argentina"
42c96a9c4802e2e1,UFC Fight Night: Korean Zombie vs. Rodriguez,"November 10, 2018","Denver, Colorado, USA"
20821819c401ced8,UFC 230: Cormier vs. Lewis,"November 03, 2018","New York City, New York, USA"
33a331684283900f,UFC Fight Night: Oezdemir vs. Smith,"October 27, 2018","Moncton, New Brunswick, Canada"
1ef0eae31904e534,UFC 229: Khabib vs. McGregor,"October 06, 2018","Las Vegas, Nevada, USA"
852454c572675334,UFC Fight Night: Marreta vs. Anders,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil"
8d49545dadf9b919,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia"
d5ae8074631762fc,UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA"
c0342805a1948cbb,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018","Lincoln, Nebraska, USA"
03b1e846b09f721d,UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA"
322a56923b396b4d,UFC Fight Night: Alvarez vs. Poirier 2,"July 28, 2018","Calgary, Alberta, Canada"
4f732e58ed907eff,UFC Fight Night: Shogun vs. Smith,"July 22, 2018","Hamburg, Hamburg, Germany"
b45d6b73f4ca4467,UFC Fight Night: Dos Santos vs. Ivanov,"July 14, 2018","Boise, Idaho, USA"
35585d970300d45a,UFC 226: Miocic vs. Cormier,"July 07, 2018","Las Vegas, Nevada, USA"
8215e4fe24e8e81b,The Ultimate Fighter: Undefeated Finale,"July 06, 2018","Las Vegas, Nevada, USA"
ac5f67109accb482,UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018","Kallang, Singapore"
2eae41f61776c60f,UFC 225: Whittaker vs. Romero 2,"June 09, 2018","Chicago, Illinois, USA"
d29b5c4f22c6357d,UFC Fight Night: Rivera vs. Moraes,"June 01, 2018","Utica, New York, USA"
f5990c11974d8e9c,UFC Fight Night: Thompson vs. Till,"May 27, 2018","Liverpool, England, United Kingdom"
3144121470023e9a,UFC Fight Night: Maia vs. Usman,"May 19, 2018","Santiago, Chile"
67ec58d7cf599835,UFC 224: Nunes vs. Pennington,"May 12, 2018","Rio de Janeiro, Rio de Janeiro, Brazil"
ad99fa5325519169,UFC Fight Night: Barboza vs. Lee,"April 21, 2018","Atlantic City, New Jersey, USA"
620be7e0712d431b,UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018","Glendale, Arizona, USA"
49e7e05f902479ca,UFC 223: Khabib vs. Iaquinta,"April 07, 2018","Brooklyn, New York, USA"
eed2b71d77d95416,UFC Fight Night: Werdum vs. Volkov,"March 17, 2018","London, England, United Kingdom"
7929be8290289a47,UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018","Las Vegas, Nevada, USA"
daa89f01e1c0f42a,UFC Fight Night: Emmett vs. Stephens,"February 24, 2018","Orlando, Florida, USA"
d181689653115b6a,UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018","Austin, Texas, USA"
15515e797aedc137,UFC 221: Romero vs. Rockhold,"February 10, 2018","Perth, Western Australia, Australia"
7cf20446453f852b,UFC Fight Night: Machida vs. Anders,"February 03, 2018","Belem, Para, Brazil"
602bb270f2bdbf02,UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018","Charlotte, North Carolina, USA"
02177caefe7c07d4,UFC 220: Miocic vs. Ngannou,"January 20, 2018","Boston, Massachusetts, USA"
fc1868f56d3036eb,UFC Fight Night: Stephens vs. Choi,"January 14, 2018","St. Louis, Missouri, USA"
04076783ca83d6ae,UFC 219: Cyborg vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA"
eaa0a728cc91ef60,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada"
bcd124bcd3d5be46,UFC Fight Night: Swanson vs. Ortega,"December 09, 2017","Fresno, California, USA"
9e30f69cc0869301,UFC 218: Holloway vs. Aldo 2,"December 02, 2017","Detroit, Michigan, USA"
30e8b4505f5ccf92,The Ultimate Fighter: A New World Champion Finale,"December 01, 2017","Las Vegas, Nevada, USA"
e7bc606d269896aa,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017","Shanghai, Hebei, China"
caced97768818230,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017","Sydney, New South Wales, Australia"
d856a0080ac09ed7,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017","Norfolk, Virginia, USA"
a25b71fe5e31fa97,UFC 217: Bisping vs. St-Pierre,"November 04, 2017","New York City, New York, USA"
a7724f51e32e763e,UFC Fight Night: Brunson vs. Machida,"October 28, 2017","Sao Paulo, Sao Paulo, Brazil"
d6b68eaf4b68b160,UFC Fight Night: Cerrone vs. Till,"October 21, 2017","Gdansk, Poland"
cc5834a495d1ea08,UFC 216: Ferguson vs. Lee,"October 07, 2017","Las Vegas, Nevada, USA"
9211aae062b799d6,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017","Saitama, Saitama, Japan"
1979c80150f630c4,UFC Fight Night: Rockhold vs. Branch,"September 16, 2017","Pittsburgh, Pennsylvania, USA"
d86e913c548c07c2,UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada"
a3244e3238541482,UFC Fight Night: Volkov vs. Struve,"September 02, 2017","Rotterdam, Zuid-Holland, Netherlands"
f4a031ac205ac580,UFC Fight Night: Pettis vs. Moreno,"August 05, 2017","Mexico City, Distrito Federal, Mexico"
ff9578cdbfabd323,UFC 214: Cormier vs. Jones 2,"July 29, 2017","Anaheim, California, USA"
9f3d6ddef3d3cccc,UFC Fight Night: Weidman vs. Gastelum,"July 22, 2017","Uniondale, New York, USA"
d7907a9a968e4d29,UFC Fight Night: Nelson vs. Ponzinibbio,"July 16, 2017","Glasgow, Scotland, United Kingdom"
686cccbf1a4de453,UFC 213: Romero vs. Whittaker,"July 08, 2017","Las Vegas, Nevada, USA"
23bd78c3f89bdb54,The Ultimate Fighter: Redemption Finale,"July 07, 2017","Las Vegas, Nevada, USA"
99bf06f20491cb54,UFC Fight Night: Chiesa vs. Lee,"June 25, 2017","Oklahoma City, Oklahoma, USA"
353de740bb6c7e75,UFC Fight Night: Holm vs. Correia,"June 17, 2017","Kallang, Singapore"
90e7447d8b7f3f35,UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand"
1507214bbc7a79e2,UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil"
1c7cce2f5c17160d,UFC Fight Night: Gustafsson vs. Teixeira,"May 28, 2017","Stockholm, Sweden"
5df10509264586e5,UFC 211: Miocic vs. Dos Santos,"May 13, 2017","Dallas, Texas, USA"
bc7f7f0ba3db74d2,UFC Fight Night: Swanson vs. Lobov,"April 22, 2017","Nashville, Tennessee, USA"
ed069a95aaaf4f56,UFC on FOX: Johnson vs. Reis,"April 15, 2017","Kansas City, Missouri, USA"
e7bfdb5e0112891e,UFC 210: Cormier vs. Johnson 2,"April 08, 2017","Buffalo, New York, USA"
c0231720fe516994,UFC Fight Night: Manuwa vs. Anderson,"March 18, 2017","London, England, United Kingdom"
47b7e4e60813b7b2,UFC Fight Night: Belfort vs. Gastelum,"March 11, 2017","Fortaleza, Ceara, Brazil"
20e403a1acfef130,UFC 209: Woodley vs. Thompson 2,"March 04, 2017","Las Vegas, Nevada, USA"
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,"February 19, 2017","Halifax, Nova Scotia, Canada"
865aa315ea62c511,UFC 208: Holm vs. De Randamie,"February 11, 2017","Brooklyn, New York, USA"
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,"February 04, 2017","Houston, Texas, USA"
4512e46543b960ad,UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA"
46effbd1135423c5,UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA"
4b2390cfaceb91d8,UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA"
32541eb5d12668b4,UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA"
6e3282d57d2467a0,UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada"
7139cd2ae4bf6a29,UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA"
bd4389b71fdc0ce2,The Ultimate Fighter: Tournament of Champions Finale,"December 03, 2016","Las Vegas, Nevada, USA"
73e09f837f3b5ecc,UFC Fight Night: Whittaker vs. Brunson,"November 26, 2016","Melbourne, Victoria, Australia"
5cde96e0a1a1fffe,UFC Fight Night: Bader vs. Nogueira,"November 19, 2016","Sao Paulo, Sao Paulo, Brazil"
6810d8d2dd557cf9,UFC Fight Night: Mousasi vs. Hall 2,"November 19, 2016","Belfast, Northern Ireland, United Kingdom"
4956f60b7fa57c1a,UFC 205: Alvarez vs McGregor,"November 12, 2016","New York City, New York, USA"
6083f497c22cc075,UFC Fight Night: Dos Anjos vs. Ferguson,"November 05, 2016","Mexico City, Distrito Federal, Mexico"
154a6b3ffae264cd,UFC 204: Bisping vs. Henderson,"October 08, 2016","Manchester, England, United Kingdom"
a196332ee4aa8a82,UFC Fight Night: Lineker vs. Dodson,"October 01, 2016","Portland, Oregon, USA"
e18012194473e8b0,UFC Fight Night: Cyborg vs. Lansberg,"September 24, 2016","Brasilia, Distrito Federal, Brazil"
d6455cb4bee503ce,UFC Fight Night: Poirier vs. Johnson,"September 17, 2016","Hidalgo, Texas, USA"
2dc7f1762dc0a7ef,UFC 203: Miocic vs. Overeem,"September 10, 2016","Cleveland, Ohio, USA"
2b4faacc16d66898,UFC Fight Night: Arlovski vs. Barnett,"September 03, 2016","Hamburg, Hamburg, Germany"
cfbccfed4e4796fe,UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada"
5da4e8dc02e50ac0,UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA"
232c582f29f8f65e,UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA"
72cbe507644a587c,UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA"
8a028648f3f0761d,UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA"
5e7a28f20927d64a,UFC Fight Night: McDonald vs. Lineker,"July 13, 2016","Sioux Falls, South Dakota, USA"
aa5b4eff51bdc7d1,UFC 200: Tate vs Nunes,"July 09, 2016","Las Vegas, Nevada, USA"
cd42bbe8887bba90,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 08, 2016","Las Vegas, Nevada, USA"
45a2ba3ef82b9700,UFC Fight Night: Dos Anjos vs. Alvarez,"July 07, 2016","Las Vegas, Nevada, USA"
563d051c9e769b24,UFC Fight Night: MacDonald vs Thompson,"June 18, 2016","Ottawa, Ontario, Canada"
ff4c3ab594c7fac3,UFC 199: Rockhold vs. Bisping 2,"June 04, 2016","Los Angeles, California, USA"
990060b2a68a7b82,UFC Fight Night: Almeida vs Garbrandt,"May 29, 2016","Las Vegas, Nevada, USA"
a4bf17bd3ba3423b,UFC 198: Werdum vs Miocic,"May 14, 2016","Curitiba, Parana, Brazil"
a314687f372b2cec,UFC Fight Night: Overeem vs Arlovski,"May 08, 2016","Rotterdam, Zuid-Holland, Netherlands"
3d481aa374c954a1,UFC 197: Jones vs Saint Preux,"April 23, 2016","Las Vegas, Nevada, USA"
e7e970d508529bf3,UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA"
4887e5bc4dbb73ff,UFC Fight Night: Rothwell vs Dos Santos,"April 10, 2016","Zagreb, Croatia"
e60201cfab7d656d,UFC Fight Night: Hunt vs Mir,"March 19, 2016","Brisbane, Queensland, Australia"
db1f2ed63b54b9a7,UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA"
39c568f8c579913e,UFC Fight Night: Silva vs Bisping,"February 27, 2016","London, England, United Kingdom"
d56bb6dff2ae77eb,UFC Fight Night: Cowboy vs Cowboy,"February 21, 2016","Pittsburgh, Pennsylvania, USA"
de99da2c0d18d34a,UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA"
b3fb8d2293e17a59,UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA"
c6becb722706c7d8,UFC Fight Night: Dillashaw vs Cruz,"January 17, 2016","Boston, Massachusetts, USA"
380e8b023290d091,UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA"
80d918336163b80c,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA"
354808cf38d9d73c,UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA"
20fbff570c678e1c,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA"
dd39f1ca787a3d9d,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA"
4d636c3aa1105950,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea"
243b07fc65ccbb16,UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico"
8d04923f2db59b7f,UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia"
5345f86680378fc1,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil"
f3155a94ca420126,UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland"
119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA"
a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan"
82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA"
2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada"
b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA"
a9c45a8b21eabadc,UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil"
0c3838c8f7c620c2,UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA"
ef7fa30364cbe7f2,UFC Fight Night: Bisping vs Leites,"July 18, 2015","Glasgow, Scotland, United Kingdom"
36877f0e62b25b96,UFC Fight Night: Mir vs Duffee,"July 15, 2015","San Diego, California, USA"
a890f9a791ed615d,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA"
3be081c29bf734d9,UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA"
86e388ed20761ad9,UFC Fight Night: Machida vs Romero,"June 27, 2015","Hollywood, Florida, USA"
194fc025f9355db6,UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany"
a58114c6dd0add64,UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico"
06dc1a58663579d2,UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA"
aae0897825336b1a,UFC Fight Night: Condit vs Alves,"May 30, 2015","Goiania, Goias, Brazil"
4f7e290e71d60f87,UFC 187: Johnson vs Cormier,"May 23, 2015","Las Vegas, Nevada, USA"
b1605ea39fba6af6,UFC Fight Night: Edgar vs Faber,"May 16, 2015","Manila, Philippines"
8a1b4330c7957961,UFC Fight Night: Miocic vs Hunt,"May 09, 2015","Adelaide, South Australia, Australia"
997b4f52f76a0b53,UFC 186: Johnson vs Horiguchi,"April 25, 2015","Montreal, Quebec, Canada"
bc7cf284c1c2f16e,UFC on FOX: Machida vs Rockhold,"April 18, 2015","Newark, New Jersey, USA"
5de61b03868035ff,UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland"
16d09e800ad7ec79,UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA"
fa534853eb195270,UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil"
f54200f1dfb9b5d4,UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA"
ad4e9055bf8cd04d,UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA"
0577808d22dfe79c,UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
f9c7fe2682af3802,UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA"
43563a32c3f10e95,UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA"
706404da0775dcbc,UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden"
f9aa6376ae16bfb4,UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA"
a72d260b436924c4,UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA"
4e5bbc4566049cbf,UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil"
d4a12dfa4067742f,UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA"
222d6b547de2e035,The Ultimate Fighter: A Champion Will Be Crowned Finale,"December 12, 2014","Las Vegas, Nevada, USA"
dfdd0c5dd0d4bc23,UFC 181: Hendricks vs Lawler II,"December 06, 2014","Las Vegas, Nevada, USA"
155a02a8b4311057,UFC Fight Night: Edgar vs Swanson,"November 22, 2014","Austin, Texas, USA"
59851163aaf1aed8,UFC 180: Werdum vs Hunt,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
6ca68b636fbc1f18,UFC Fight Night 56: Shogun vs Saint Preux,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
371a1c91b24dec2b,UFC Fight Night: Rockhold vs Bisping,"November 07, 2014","Sydney, New South Wales, Australia"
53f02bbc41d99432,UFC 179: Aldo vs Mendes 2,"October 25, 2014","Rio de Janeiro, Brazil"
0313bf497de9c470,UFC Fight Night: MacDonald vs Saffiedine,"October 04, 2014","Halifax, Nova Scotia, Canada"
8dc4f34c1f50d00d,UFC Fight Night: Nelson vs Story,"October 04, 2014","Stockholm, Sweden"
3bb030257966b022,UFC 178: Johnson vs Cariaso,"September 27, 2014","Las Vegas, Nevada, USA"
2dea80c069847321,UFC Fight Night: Hunt vs Nelson,"September 20, 2014","Saitama, Japan"
a71feb7ea7592a71,UFC Fight Night: Bigfoot vs Arlovski,"September 13, 2014","Brasilia, Distrito Federal, Brazil"
9bcfb40dbcd50568,UFC Fight Night: Jacare vs Mousasi,"September 05, 2014","Ledyard, Connecticut, USA"
269d103c96a4c3a5,UFC 177: Dillashaw vs Soto,"August 30, 2014","Sacramento, California, USA"
063649e21bc9d6d5,UFC Fight Night: Henderson vs Dos Anjos,"August 23, 2014","Tulsa, Oklahoma, USA"
770b9d4813c25902,UFC Fight Night: Bisping vs Le,"August 23, 2014","Macau, China"
fd7acf42bd6e7e95,UFC Fight Night: Bader vs Saint Preux,"August 16, 2014","Bangor, Maine, USA"
05fbfe628658c538,UFC on FOX: Lawler vs Brown,"July 26, 2014","San Jose, California, USA"
073eee4e62f0d988,UFC Fight Night: McGregor vs Brandao,"July 19, 2014","Dublin, Leinster, Ireland"
79ded75550efc139,UFC Fight Night: Cowboy vs Miller,"July 16, 2014","Atlantic City, New Jersey, USA"
1c5879330d42255f,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA"
53adf5b845d91e4a,UFC 175: Weidman vs Machida,"July 05, 2014","Las Vegas, Nevada, USA"
c0ed7b208197e8de,UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA"
ac9521250dc1a14c,UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand"
5b5307450405abf0,UFC 174: Johnson vs Bagautinov,"June 14, 2014","Vancouver, British Columbia, Canada"
1fcfc3709fe58151,UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA"
59aaf2730b84698a,UFC Fight Night: Miocic vs Maldonado,"May 31, 2014","Sao Paulo, Brazil"
b757c73f443d4fca,UFC Fight Night: Munoz vs Mousasi,"May 31, 2014","Berlin, Germany"
9ca265dfe8323db3,UFC 173: Barao vs Dillashaw,"May 24, 2014","Las Vegas, Nevada, USA"
579fcdfcabd23a7b,UFC Fight Night: Brown vs Silva,"May 10, 2014","Cincinnati, Ohio, USA"
4f2fcbefb668689d,UFC 172: Jones vs Teixeira,"April 26, 2014","Baltimore, Maryland, USA"
a421465acbe59c77,UFC on FOX: Werdum vs Browne,"April 19, 2014","Orlando, Florida, USA"
f9f07bb5a43535ed,UFC Fight Night: Bisping vs Kennedy,"April 16, 2014","Quebec City, Quebec, Canada"
d632d156c0549e07,UFC Fight Night: Minotauro vs Nelson,"April 11, 2014","Abu Dhabi, United Arab Emirates"
d5f820c11a121050,UFC Fight Night: Shogun vs Henderson 2,"March 23, 2014","Natal, Rio Grande do Norte, Brazil"
179f1948dc234f1f,UFC 171: Hendricks vs Lawler,"March 15, 2014","Dallas, Texas, USA"
ebc1f40e00e0c481,UFC Fight Night: Gustafsson vs Manuwa,"March 08, 2014","London, England, United Kingdom"
a26198ba5093147e,UFC Fight Night: Kim vs Hathaway,"March 01, 2014","Macau, China"
3138fab619faf4d1,UFC 170: Rousey vs McMann,"February 22, 2014","Las Vegas, Nevada, USA"
51b0bb73a1da34bc,UFC Fight Night: Machida vs Mousasi,"February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil"
