"Date","Open","High","Low","Close","Adj.Close","Volume"
"2018-10-22",57.82,58.830002,56.767502,57.805,57.298668,36884400
"2018-10-23",55.107498,56.047501,54.177502,55.264999,54.780914,62643600
"2018-10-24",54.877499,55.3475,49.712502,49.852501,49.415825,88428800
"2018-10-25",48.8675,52.4375,48.419998,51.959999,51.504864,95172000
"2018-10-26",49.577499,51.209999,48.279999,49.572498,49.138279,66478400
"2018-10-29",50.997501,51.032501,44.002499,46.404999,45.998524,75801600
"2018-10-30",46.637501,50.849998,46.404999,50.75,50.305458,80719200
"2018-10-31",52.412498,53.147499,51.002499,52.7075,52.245819,74577200
"2018-11-01",53.075001,54.622501,51.797501,54.5275,54.049866,56652800
"2018-11-02",54.432499,55.5,52.552502,53.73,53.259369,45296000
"2018-11-05",53.5975,53.8325,51.32,52.942501,52.478764,37933200
"2018-11-06",52.862499,53.712502,52.389999,52.764999,52.302814,29901200
"2018-11-07",53.4375,54.352501,52.794998,53.447498,52.979336,48381200
"2018-11-08",52.849998,52.857498,50.9575,51.497501,51.046421,51135200
"2018-11-09",50.599998,52.330002,50.259998,51.4175,50.967121,41324000
"2018-11-12",50.494999,50.717499,47.165001,47.384998,46.969936,61711600
"2018-11-13",48.372501,51.052502,48.310001,49.827499,49.391037,64471200
"2018-11-14",51.575001,51.720001,48.2075,49.297501,48.865685,52658000
"2018-11-15",49.237499,51.325001,48.875,50.5975,50.154301,84070800
"2018-11-16",40.830002,42.665001,40.4025,41.107498,40.747425,196352000
"2018-11-19",40.447498,40.455002,36.157501,36.174999,35.858128,169782000
"2018-11-20",33.514999,38.564999,33.327499,37.27,36.943539,169203200
"2018-11-21",38.654999,38.825001,35.9025,36.177502,35.860611,102549600
"2018-11-23",35.827499,37.397499,35.697498,36.25,35.93248,41196800
"2018-11-26",37.4725,38.3675,36.639999,38.262501,37.927345,81483200
"2018-11-27",38,39.252499,37.637501,38.432499,38.095863,73806000
"2018-11-28",39.619999,40.07,38.282501,40.017502,39.666977,80452400
"2018-11-29",40,40.375,39.035,39.34,39.034424,54917200
"2018-11-30",39.4375,40.965,38.93,40.857498,40.540131,72956400
"2018-12-03",43.150002,43.669998,41.834999,42.509998,42.179798,89080400
"2018-12-04",42.060001,42.110001,39.125,39.2775,38.972416,81211200
"2018-12-06",37.860001,39.622501,37.702499,39.572498,39.265121,69230800
"2018-12-07",39.615002,39.717499,36.404999,36.9025,36.615864,68167600
"2018-12-10",36.450001,38.215,36.412498,37.965,37.670109,62947200
"2018-12-11",38.889999,38.9725,36.25,37.047501,36.759743,67191200
"2018-12-12",37.105,38.195,36.205002,37.224998,36.935863,65413600
"2018-12-13",37.697498,38.345001,36.860001,37.2225,36.933376,47138400
"2018-12-14",36.802502,37.647499,36.375,36.612499,36.328117,47182000
"2018-12-17",36.310001,37.037498,35.310001,35.895,35.61618,66286800
"2018-12-18",36.337502,37.5825,36.0625,36.735001,36.449665,56437200
NA,NA,NA,NA,NA,NA,NA
"2018-12-20",34.5425,35.450001,33.172501,33.775002,33.512661,74958800
"2018-12-21",34.0425,34.375,32.115002,32.392502,32.140884,86374000
"2018-12-24",31.622499,32.494999,31.125,31.77,31.523226,46384000
"2018-12-26",32.235001,33.285,31.115,33.275002,33.016537,69510000
"2018-12-27",32.747501,33.095001,31.295,32.7925,32.537785,63704400
"2018-12-28",33,34.3475,32.577499,33.412498,33.152962,62872800
"2018-12-31",33.849998,34.177502,33.064999,33.375,33.115765,46514000
"2019-01-02",32.66,34.619999,32.512501,34.055,33.790478,50875200
"2019-01-03",33.447498,33.790001,31.922501,31.997499,31.748962,70555200
"2019-01-04",32.735001,34.432499,32.424999,34.047501,33.783035,58562000
"2019-01-07",34.625,36.2225,34.107498,35.849998,35.571529,70916000
"2019-01-08",36.672501,36.695,34.224998,34.9575,34.68597,78601600
"2019-01-09",35.474998,36.122501,34.965,35.645,35.368122,61726000
"2019-01-10",35.450001,36.395,34.84,36.307499,36.025482,52315600
"2019-01-11",36.0825,37.4375,35.802502,37.2075,36.918484,87476400
"2019-01-14",36.68,37.865002,36.442501,37.610001,37.317867,73016800
"2019-01-15",37.939999,38.337502,37.282501,37.467499,37.176472,61701200
"2019-01-16",37.7425,38.075001,37.154999,37.209999,36.920967,47010400
"2019-01-17",36.877499,38.3325,36.602501,37.93,37.635376,49343600
"2019-01-18",38.432499,39.494999,37.912498,39.232498,38.927753,65133600
"2019-01-22",38.927502,39.044998,36.887501,37.192501,36.903606,66155200
"2019-01-23",37.75,38.645,37.0075,37.322498,37.032593,59102000
"2019-01-24",38.174999,39.637501,38.127499,39.459999,39.153488,70897200
"2019-01-25",38.860001,40.220001,37.825001,40.037498,39.726513,115457200
"2019-01-28",34.137501,35.41,32.75,34.502499,34.234501,251152800
"2019-01-29",34.037498,34.525002,32.752499,32.900002,32.644447,115393200
"2019-01-30",33.6675,34.4925,32.865002,34.3475,34.080704,97422800
"2019-01-31",34.314999,36.297501,34.095001,35.9375,35.658344,84285200
"2019-02-01",36.125,36.697498,35.645,36.182499,35.901451,62504800
"2019-02-04",36.342499,37.669998,36.119999,37.294998,37.005306,52859200
"2019-02-05",37.415001,37.857498,37.075001,37.487499,37.196316,54242400
"2019-02-06",37.822498,38.900002,37.767502,38.25,37.952888,70246400
"2019-02-07",37.782501,37.805,36.422501,36.855,36.568729,63712000
"2019-02-08",36.177502,37.150002,36.032501,37.0425,36.754776,46160400
"2019-02-11",36.5975,37.145,36.125,36.612499,36.328117,49518000
"2019-02-12",37,37.950001,36.855,37.7925,37.49894,59106000
"2019-02-13",38.09,38.9575,37.952499,38.220001,37.923126,60537200
"2019-02-14",38.209999,38.9175,37.775002,38.6325,38.332428,82726400
"2019-02-15",40.737499,40.967499,39.105,39.334999,39.029461,151674800
"2019-02-19",39.227501,39.9725,39.035,39.16,38.855827,55189200
"2019-02-20",39.455002,40.314999,39.342499,39.637501,39.329613,54098800
"2019-02-21",39.764999,40.012501,38.794998,38.942501,38.640018,44854800
"2019-02-22",39.465,39.987499,39.327499,39.797501,39.488373,40174000
"2019-02-25",40.639999,41.32,39.584999,39.672501,39.364338,65602000
"2019-02-26",39.625,40.189999,38.9375,39.275002,38.969929,48846400
"2019-02-27",39.130001,39.397499,38.2775,38.852501,38.550716,50025600
"2019-02-28",38.75,38.974998,38.34,38.564999,38.30489,32494400
"2019-03-01",39.067501,39.537498,38.48,39.112499,38.848694,35718800
"2019-03-04",39.5,39.73,38.625,39.195,38.93063,40999200
"2019-03-05",39.037498,39.514999,38.490002,39.130001,38.866077,36292400
"2019-03-06",39.040001,39.125,37.985001,38.012501,37.756111,40352400
"2019-03-07",37.775002,37.872501,36.849998,37.314999,37.063309,45010400
"2019-03-08",36.415001,37.767502,36.200001,37.66,37.405983,42241600
"2019-03-11",37.897499,40.514999,37.422501,40.285,40.013279,85972800
"2019-03-12",40.564999,41.0975,39.797501,40.630001,40.355946,57957600
"2019-03-13",41.0075,42.450001,40.932499,42.154999,41.870663,76890000
"2019-03-14",42.247501,42.3675,41.3125,41.389999,41.110836,51938400
"2019-03-15",41.825001,42.8825,41.790001,42.452499,42.166161,66148400
"2019-03-18",42.77,43.3125,41.965,42.237499,41.952606,48699200
"2019-03-19",43.189999,44.375,43.02,43.927502,43.631214,85497200
"2019-03-20",44.220001,44.7575,43.25,43.599998,43.305927,71914800
"2019-03-21",43.8325,46.25,43.782501,45.985001,45.674839,82431200
"2019-03-22",45.709999,46.200001,44.235001,44.375,44.075687,74764400
"2019-03-25",43.965,44.612499,42.7775,43.445,43.151966,52521200
"2019-03-26",44.872501,45.4375,43.650002,44.217499,43.919254,70350800
"2019-03-27",44.474998,44.942501,43.424999,44.125,43.827381,47437200
"2019-03-28",44.387501,44.974998,43.7775,44.3125,44.013615,48026400
"2019-03-29",44.985001,45.134998,44.477501,44.889999,44.587219,45689600
"2019-04-01",45.814999,45.875,45.092499,45.57,45.262634,48382400
"2019-04-02",45.8125,46.197498,45.380001,45.75,45.441425,44092000
"2019-04-03",46.25,47.75,46.200001,47.154999,46.836945,78350400
"2019-04-04",47,47.4925,46.432499,47.064999,46.747559,45737600
"2019-04-05",47.5,47.912498,47.1325,47.737499,47.415512,48174400
"2019-04-08",47.43,48.200001,47.1875,47.947498,47.624096,42419200
"2019-04-09",47.610001,47.7225,46.889999,47.314999,46.995865,43997200
"2019-04-10",47.307499,48.285,47.262501,48.025002,47.701073,44477200
"2019-04-11",48.049999,48.3675,47.387501,47.884998,47.562023,37460000
"2019-04-12",48.275002,48.314999,47.415001,47.502499,47.182102,47170800
"2019-04-15",47.424999,47.474998,45.775002,46.174999,45.863548,44009200
"2019-04-16",46.57,47.2425,46.240002,47.052502,46.735157,39496400
"2000-02-28",1.268229,1.28125,1.244792,1.265625,1.161015,51787200
"2000-02-29",1.257813,1.348958,1.257813,1.333333,1.223127,30604800
"2000-03-01",1.333333,1.333333,1.273438,1.294271,1.187293,38356800
"2000-03-02",1.304688,1.304688,1.203125,1.207031,1.107264,19104000
"2000-03-03",1.208333,1.239583,1.197917,1.226563,1.125182,27369600
"2000-03-06",1.234375,1.328125,1.208333,1.21875,1.118014,43209600
"2000-03-07",1.5625,1.817708,1.494792,1.735677,1.592215,195220800
"2000-03-08",1.734701,1.765625,1.609375,1.75,1.605354,66873600
"2000-03-09",1.770833,2.25,1.765625,2.089518,1.916809,95294400
"2000-03-10",2.197917,3.020833,2.182292,2.458333,2.25514,216120000
"2000-03-13",2.229167,3.125,2.208333,3.109375,2.852371,241516800
"2000-03-14",3.092448,3.092448,2.25,2.294271,2.104638,156777600
"2000-03-15",2.458659,2.522135,2.125,2.200521,2.018637,99561600
"2000-03-16",2.270833,2.348958,1.929688,1.961914,1.799752,75038400
"2000-03-17",1.916667,2.229167,1.916341,2.080729,1.908746,55761600
"2000-03-20",2.16276,2.231771,2.013021,2.079427,1.907553,36528000
"2000-03-21",2.083333,2.101563,1.8125,1.976563,1.813191,53664000
"2000-03-22",1.992188,2.052083,1.958333,1.990885,1.826329,23059200
"2000-03-23",1.972656,2.135417,1.96875,2.026042,1.85858,30940800
"2000-03-24",2.013021,2.104167,1.875,1.941406,1.780939,23160000
"2000-03-27",1.9375,2,1.796875,1.813802,1.663883,38894400
"2000-03-28",1.751302,1.770833,1.645833,1.678385,1.539658,39331200
"2000-03-29",1.684896,1.723958,1.5,1.567708,1.43813,46944000
"2000-03-30",1.520833,1.703125,1.46875,1.558594,1.429769,36192000
"2000-03-31",1.665039,1.830729,1.635417,1.760091,1.614611,96297600
"2000-04-03",1.744141,1.75,1.576823,1.622396,1.488297,32995200
"2000-04-04",1.708333,1.736979,1.1875,1.5625,1.433352,51379200
"2000-04-05",1.578125,2.03125,1.497396,1.910156,1.752272,63960000
"2000-04-06",1.998698,2.10026,1.903646,1.998698,1.833496,40459200
"2000-04-07",2.098958,2.1875,2.010417,2.136719,1.960109,31857600
"2000-04-10",2.173177,2.299479,1.907552,1.947917,1.786912,39528000
"2000-04-11",1.812174,1.979167,1.666667,1.832031,1.680605,45758400
"2000-04-12",1.834635,1.875,1.635417,1.641927,1.506214,31344000
"2000-04-13",1.654948,1.713542,1.544271,1.571615,1.441713,31329600
"2000-04-14",1.471354,1.584635,1.364583,1.433268,1.314801,42192000
"2000-04-17",1.3125,1.5625,1.3125,1.50651,1.38199,29409600
"2000-04-18",1.658203,1.869792,1.609375,1.773438,1.626855,47750400
"2000-04-19",1.829427,1.854167,1.666667,1.688802,1.549215,27835200
"2000-04-20",1.734375,1.766927,1.65625,1.679688,1.540854,15393600
"2000-04-24",1.583333,1.653646,1.513021,1.596354,1.464408,20596800
"2000-04-25",1.667969,1.822917,1.664063,1.770833,1.624465,24969600
"2000-04-26",1.894531,1.9375,1.75,1.752604,1.607743,25411200
"2000-04-27",1.635417,1.914063,1.626302,1.895833,1.739133,28099200
"2000-04-28",1.925781,2,1.856771,1.856771,1.7033,17904000
"2000-05-01",1.927083,1.96875,1.871094,1.916667,1.758245,11942400
"2000-05-02",1.916667,2.028646,1.789063,1.842448,1.69016,23400000
"2000-05-03",1.830729,1.890625,1.666667,1.8125,1.662688,32918400
"2000-05-04",1.808594,1.911458,1.792969,1.834635,1.682994,24120000
"2000-05-05",1.826823,1.963542,1.802083,1.919271,1.760635,17059200
"2000-05-08",1.869792,1.9375,1.846354,1.848958,1.696133,18513600
"2000-05-09",1.880208,1.895833,1.770833,1.822917,1.672244,17683200
"2000-05-10",1.804688,1.80599,1.627604,1.643229,1.507409,27408000
"2000-05-11",1.666667,1.74349,1.644531,1.713542,1.57191,24590400
"2000-05-12",1.760417,1.854167,1.661458,1.661458,1.524131,18782400
"2000-05-15",1.653646,1.804688,1.572917,1.776042,1.629243,28209600
"2000-05-16",1.854167,2.014323,1.833333,1.958333,1.796468,36643200
"2000-05-17",2.0625,2.388021,2.061198,2.302083,2.111805,129062400
"2000-05-18",2.315104,2.352865,2.13151,2.145833,1.96847,50990400
"2000-05-19",2.083333,2.197917,2.067708,2.127604,1.951747,52118400
"2000-05-22",2.104167,2.265625,1.917969,2.265625,2.078359,51715200
"2000-05-23",2.208333,2.457031,2.171875,2.247396,2.061638,77856000
"2000-05-24",2.244792,2.28125,1.921875,2.21875,2.035359,73963200
"2000-05-25",2.251302,2.385417,2.160156,2.1875,2.006693,56918400
"2000-05-26",2.198568,2.259115,2.0625,2.198568,2.016846,18345600
"2000-05-30",2.257813,2.346354,2.247396,2.289063,2.09986,30364800
"2000-05-31",2.28125,2.416667,2.28125,2.377604,2.181083,46953600
"2000-06-01",2.447917,2.470052,2.382813,2.44401,2.242001,41899200
"2000-06-02",2.494792,2.770833,2.494792,2.740885,2.514338,59217600
"2000-06-05",2.736979,2.9375,2.627604,2.799805,2.568388,49190400
"2000-06-06",2.809896,2.914063,2.645833,2.660156,2.440282,37588800
"2000-06-07",2.640625,2.66276,2.502604,2.541667,2.331586,33235200
"2000-06-08",2.606771,2.609375,2.458333,2.561198,2.349503,46070400
"2000-06-09",2.609375,2.75,2.570313,2.634115,2.416392,46728000
"2000-06-12",2.645833,2.667969,2.505208,2.563802,2.351892,38001600
"2000-06-13",2.492188,2.645833,2.479167,2.644531,2.425948,44784000
"2000-06-14",2.69401,2.708333,2.607096,2.641927,2.423559,27508800
"2000-06-15",2.634115,2.710938,2.492188,2.710938,2.486866,33859200
"2000-06-16",2.701172,3.125,2.700521,3.119792,2.861927,98784000
"2000-06-19",3.111979,3.567708,3.033854,3.315104,3.041094,105216000
"2000-06-20",3.372396,3.411458,3.229167,3.270833,3.000483,61027200
"2000-06-21",3.220052,3.666667,3.220052,3.602865,3.305071,61488000
"2000-06-22",3.58724,3.661458,3.372396,3.40625,3.124707,61435200
"2000-06-23",3.315104,3.356771,3.083333,3.084635,2.829675,60739200
"2000-06-26",3.145833,3.476563,3.096354,3.457031,3.171291,61828800
"2000-06-27",3.427083,3.484375,2.877604,2.96875,2.723369,60460800
"2000-06-28",3.03125,3.145833,2.770833,2.854167,2.618256,58660800
"2000-06-29",2.804688,2.804688,2.395833,2.442708,2.240806,118488000
"2000-06-30",2.557292,2.692708,2.432292,2.648438,2.429532,120919200
"2000-07-03",2.666667,2.75,2.520833,2.546875,2.336364,23268000
"2000-07-05",2.536458,2.541667,2.197917,2.273438,2.085528,77793600
"2000-07-06",2.276042,2.494792,2.221354,2.411458,2.212139,60393600
"2000-07-07",2.5,2.541667,2.375,2.424479,2.224085,34656000
"2000-07-10",2.382813,2.609375,2.359375,2.549479,2.338752,35126400
"2000-07-11",2.515625,2.885417,2.486979,2.755208,2.527476,75530400
"2000-07-12",2.869792,2.976563,2.778646,2.833333,2.599144,38815200
"2000-07-13",2.893229,3.114583,2.888021,3.098958,2.842815,45873600
"2000-07-14",3.161458,3.221354,3,3.075521,2.821315,28020000
"2000-07-17",3.122396,3.125,3.03125,3.041667,2.790259,10555200
"2000-07-18",2.875,3.125,2.875,2.981771,2.735313,18367200
"2000-07-19",2.875,2.895833,2.731771,2.791667,2.560922,18950400
"2000-07-20",2.789063,2.9375,2.78125,2.867188,2.630201,14299200
"2000-07-21",2.875,2.958333,2.833333,2.903646,2.663646,25192800
"2000-07-24",2.90625,2.927083,2.541667,2.65625,2.436698,28111200
"2000-07-25",2.697917,2.71875,2.552083,2.557292,2.34592,33530400
"2000-07-26",2.557292,2.557292,2.296875,2.367188,2.171529,38006400
"2000-07-27",2.291667,2.322917,2.166667,2.197917,2.016249,33156000
"2000-07-28",2.208333,2.414063,2.083333,2.25,2.064026,51266400
"2000-07-31",2.375,2.505208,2.25,2.5,2.293363,37123200
"2000-08-01",2.5,2.520833,2.432292,2.450521,2.247973,35061600
"2000-08-02",2.416667,2.540365,2.377604,2.5,2.293363,34543200
"2000-08-03",2.25,2.666667,2.25,2.609375,2.393698,36866400
"2000-08-04",2.671875,2.708333,2.614583,2.65625,2.436698,19478400
"2000-08-07",2.674479,2.888021,2.664063,2.864583,2.627811,24693600
"2000-08-08",2.802083,2.958333,2.791667,2.802083,2.570477,12811200
"2000-08-09",2.838542,2.856771,2.679688,2.71875,2.494033,13624800
"2000-08-10",2.65625,2.8125,2.604167,2.75,2.522699,15643200
"2000-08-11",2.755208,2.776042,2.557292,2.684896,2.462976,13192800
"2000-08-14",2.71875,2.744792,2.625,2.710938,2.486866,10857600
NA,NA,NA,NA,NA,NA,NA
"2000-08-16",3.127604,3.127604,2.950521,3.041667,2.790259,26623200
"2000-08-17",3,3.114583,2.989583,3.098958,2.842815,12981600
"2000-08-18",3.085938,3.244792,3.080729,3.208333,2.943149,20472000
"2000-08-21",3.325521,3.382813,3.25,3.257813,2.988539,46447200
"2000-08-22",3.088542,3.15625,2.921875,2.950521,2.706646,65887200
"2000-08-23",2.903646,3.127604,2.84375,3.122396,2.864314,35280000
"2000-08-24",3.104167,3.236979,3.046875,3.205729,2.940761,33261600
"2000-08-25",3.171875,3.239583,3.109375,3.125,2.866703,15304800
"2000-08-28",3.140625,3.291667,3.104167,3.25,2.981372,18926400
"2000-08-29",3.263021,3.270833,3.208333,3.242188,2.974206,14937600
"2000-08-30",3.205729,3.315104,3.171875,3.270833,3.000483,17808000
"2000-08-31",3.320313,3.4375,3.255208,3.307292,3.033928,38889600
"2000-09-01",3.375,3.40625,3.276042,3.3125,3.038706,20414400
"2000-09-05",3.390625,3.393229,3.294271,3.317708,3.043483,24614400
"2000-09-06",3.330729,3.330729,3.0625,3.088542,2.833259,23013600
"2000-09-07",3.135417,3.260417,3.005208,3.255208,2.986149,23976000
"2000-09-08",3.21875,3.291667,3.052083,3.0625,2.80937,22264800
"2000-09-11",3.023438,3.041667,2.822917,2.9375,2.694702,28588800
"2000-09-12",2.940104,3.09375,2.875,2.919271,2.67798,12597600
"2000-09-13",2.911458,2.966146,2.848958,2.917969,2.676784,23997600
"2000-09-14",2.932292,3.0625,2.854167,2.890625,2.651701,21633600
"2000-09-15",2.875,2.994792,2.854167,2.953776,2.709632,24259200
"2000-09-18",2.960938,2.979167,2.75,2.78125,2.551367,16348800
"2000-09-19",2.653646,2.875,2.625,2.867188,2.630201,30110400
"2000-09-20",2.789063,2.84375,2.729167,2.773438,2.5442,22756800
"2000-09-21",2.794271,2.955729,2.791667,2.892578,2.653493,34682400
"2000-09-22",2.606771,2.979167,2.604167,2.942708,2.69948,38726400
"2000-09-25",3.033854,3.197917,3.010417,3.153646,2.892982,46756800
"2000-09-26",3.1875,3.265625,3.041667,3.229167,2.962261,33734400
"2000-09-27",3.203125,3.557292,3.203125,3.40625,3.124707,67612800
"2000-09-28",3.375,3.53125,3.291667,3.510417,3.220264,33381600
"2000-09-29",3.411458,3.541667,3.354167,3.411458,3.129485,37387200
"2000-10-02",3.458333,3.59375,3.244792,3.330729,3.055428,34058400
"2000-10-03",3.348958,3.375,3.125,3.151042,2.890594,30026400
"2000-10-04",3.067708,3.166667,3.026042,3.114583,2.857147,41956800
"2000-10-05",3.138021,3.138021,2.976563,3.041667,2.790259,52504800
NA,NA,NA,NA,NA,NA,NA
"2000-10-09",2.778646,2.958333,2.583333,2.914063,2.673203,66525600
"2000-10-10",2.791667,2.932292,2.666667,2.692708,2.470143,41594400
"2000-10-11",2.528646,2.864583,2.427083,2.716146,2.491643,53577600
"2000-10-12",2.776042,2.9375,2.583333,2.609375,2.393698,40161600
"2000-10-13",2.627604,2.791667,2.599609,2.713542,2.489255,57897600
"2000-10-16",2.713542,2.713542,2.588542,2.651042,2.431921,33921600
"2000-10-17",2.640625,2.651042,2.429688,2.458333,2.25514,46324800
"2000-10-18",2.299479,2.559896,2.190104,2.419271,2.219306,41695200
"2000-10-19",2.575521,2.6875,2.536458,2.653646,2.434309,29488800
"2000-10-20",2.591146,2.96875,2.572917,2.901042,2.661257,38736000
"2000-10-23",2.924479,2.942708,2.744792,2.835938,2.601535,18211200
"2000-10-24",2.822917,2.869792,2.734375,2.744792,2.517921,19396800
"2000-10-25",2.669271,2.708333,2.486979,2.505208,2.29814,38551200
"2000-10-26",2.520833,2.708333,2.34375,2.611979,2.396086,26577600
"2000-10-27",2.614583,2.679036,2.458333,2.552083,2.341141,21096000
"2000-10-30",2.510417,2.567057,2.369792,2.372396,2.176306,19212000
"2000-10-31",2.466146,2.630208,2.390625,2.589193,2.375185,29925600
"2000-11-01",2.526042,2.625,2.4375,2.588542,2.374587,30453600
"2000-11-02",2.679688,2.854167,2.635417,2.786458,2.556144,19288800
"2000-11-03",2.75,3.020833,2.729167,2.96875,2.723369,26863200
"2000-11-06",3.039063,3.333333,3.020833,3.197917,2.933594,63504000
"2000-11-07",3.145833,3.145833,2.875,2.981771,2.735313,25824000
"2000-11-08",3.015625,3.015625,2.848958,2.893229,2.654089,18708000
"2000-11-09",2.71875,2.854167,2.463542,2.591146,2.376975,56452800
"2000-11-10",2.679688,2.8125,2.385417,2.450521,2.247973,80524800
"2000-11-13",2.328125,2.729167,2.25,2.460938,2.25753,53004000
"2000-11-14",2.625,2.932292,2.604167,2.911458,2.670812,47073600
"2000-11-15",2.859375,2.950521,2.742188,2.873047,2.635576,42386400
"2000-11-16",2.791667,2.864583,2.666667,2.692708,2.470143,23553600
"2000-11-17",2.713542,2.851563,2.552083,2.640625,2.422365,17877600
"2000-11-20",2.542969,2.544271,2.408854,2.4375,2.236029,29875200
"2000-11-21",2.541667,2.5625,2.265625,2.390625,2.193029,38251200
"2000-11-22",2.291667,2.364583,2.166667,2.265625,2.078359,40975200
"2000-11-24",2.291667,2.484375,2.291667,2.395833,2.197806,16507200
"2000-11-27",2.567708,2.583333,2.219401,2.315104,2.123749,36386400
"2000-11-28",2.35026,2.375,2.091146,2.142578,1.965484,38234400
NA,NA,NA,NA,NA,NA,NA
"2000-11-30",1.838542,1.838542,1.515625,1.6875,1.54802,98162400
"2000-12-01",1.791667,2.03125,1.78125,1.854167,1.700911,78408000
"2000-12-04",1.865885,1.927083,1.739583,1.882813,1.72719,47426400
"2000-12-05",2.015625,2.088542,1.828125,2.005208,1.839468,99722400
"2000-12-06",1.966146,2.020833,1.708333,1.71875,1.576687,95092800
"2000-12-07",1.635417,1.778646,1.546875,1.6875,1.54802,78518400
"2000-12-08",1.861979,2.083333,1.688151,2.072917,1.901581,85339200
"2000-12-11",2.005208,2.114583,1.953125,2.072917,1.901581,75763200
"2000-12-12",2.020833,2.057292,1.947917,2.015625,1.849024,40951200
"2000-12-13",2.007813,2.041667,1.822917,1.859375,1.705689,67507200
"2000-12-14",1.846354,1.861979,1.6875,1.731771,1.588632,56901600
"2000-12-15",1.622396,1.723958,1.552083,1.559896,1.430963,109442400
"2000-12-18",1.625,1.666667,1.588542,1.611328,1.478144,65887200
"2000-12-19",1.635417,1.78125,1.458333,1.489583,1.366462,94620000
"2000-12-20",1.414063,1.619792,1.255208,1.328125,1.218349,110539200
"2000-12-21",1.309896,1.489583,1.145833,1.161458,1.065458,84525600
"2000-12-22",1.255208,1.59375,1.255208,1.460938,1.340185,94908000
"2000-12-26",1.479167,1.494792,1.307292,1.401042,1.285239,34382400
"2000-12-27",1.385417,1.552083,1.328125,1.494792,1.37124,33945600
"2000-12-28",1.434896,1.541667,1.411458,1.502604,1.378407,41923200
"2000-12-29",1.5,1.549479,1.333333,1.365234,1.252391,49516800
"2001-01-02",1.375,1.393229,1.242188,1.247396,1.144293,29080800
"2001-01-03",1.208333,1.643229,1.177083,1.630208,1.495463,91036800
"2001-01-04",1.601563,1.859375,1.557292,1.817708,1.667466,81544800
NA,NA,NA,NA,NA,NA,NA
"2001-01-08",1.502604,1.760417,1.502604,1.692708,1.552798,57376800
"2001-01-09",1.716146,1.760417,1.632813,1.726563,1.583854,30290400
"2001-01-10",1.638021,1.854167,1.598958,1.846354,1.693744,39292800
"2001-01-11",1.802083,2.078125,1.770833,2,1.834691,44764800
"2001-01-12",2.033854,2.15625,1.9375,1.958333,1.796468,66900000
"2001-01-16",1.96875,1.96875,1.773438,1.804688,1.655522,41498400
"2001-01-17",1.942708,2,1.861979,1.869792,1.715244,59258400
"2001-01-18",1.869792,2.28125,1.828125,2.228516,2.044318,94816800
"2001-01-19",2.291667,2.375,2.135417,2.169271,1.98997,101870400
"2001-01-22",2.104167,2.1875,2.023438,2.083333,1.911136,37771200
"2001-01-23",2.057292,2.333333,2.046875,2.291016,2.101653,43363200
"2001-01-24",2.289063,2.3125,2.148438,2.28125,2.092694,45172800
"2001-01-25",2.203125,2.208333,2.005208,2.052083,1.882469,44001600
"2001-01-26",1.9375,2.141927,1.923177,2.117188,1.942193,25924800
"2001-01-29",2.052083,2.130208,1.979167,2.127604,1.951747,35416800
"2001-01-30",2.161458,2.220052,2.119792,2.174479,1.994748,24372000
"2001-01-31",2.177083,2.260417,2.104167,2.151042,1.973248,35834400
"2001-02-01",2.151042,2.177083,2.057292,2.162109,1.9834,37185600
"2001-02-02",2.164063,2.213542,1.9375,1.953125,1.79169,32052000
"2001-02-05",1.950521,1.963542,1.835938,1.950521,1.789301,36758400
"2001-02-06",1.914063,2,1.909505,1.960938,1.798857,25044000
"2001-02-07",1.947917,1.963542,1.765625,1.869792,1.715244,72038400
"2001-02-08",1.880208,1.986979,1.851563,1.859375,1.705689,38428800
"2001-02-09",1.84375,1.856771,1.778646,1.846354,1.693744,25960800
"2001-02-12",1.825521,1.846354,1.708333,1.796875,1.648355,35433600
"2001-02-13",1.830729,1.9375,1.809896,1.851563,1.698523,46773600
"2001-02-14",1.828125,2.041667,1.75,1.986979,1.822746,69088800
"2001-02-15",2.260417,2.390625,2.244792,2.351563,2.157196,110851200
"2001-02-16",2.231771,2.541667,2.229167,2.479167,2.274252,108117600
"2001-02-20",2.416667,2.46875,2.229167,2.231771,2.047304,70130400
"2001-02-21",2.148438,2.427083,2.125,2.333333,2.140472,64651200
"2001-02-22",2.320313,2.5,2.25,2.432292,2.231251,81530400
"2001-02-23",2.419271,2.458333,2.1875,2.264323,2.077166,103466400
"2001-02-26",2.197917,2.260417,2.117188,2.213542,2.030582,75182400
"2001-02-27",2.158854,2.244792,2.067708,2.080729,1.908746,53383200
"2001-02-28",2.065104,2.1875,1.822917,1.861979,1.708078,78405600
"2001-03-01",1.838542,2.041667,1.666667,2.009115,1.843052,91528800
"2001-03-02",1.864583,1.997396,1.791667,1.815755,1.665674,141350400
"2001-03-05",1.744792,1.880208,1.734375,1.833333,1.681799,74229600
"2001-03-06",1.927083,2.075521,1.894531,2.010417,1.844247,83440800
"2001-03-07",2.054688,2.177083,2.018229,2.171875,1.992359,93828000
"2001-03-08",2.109375,2.268229,2.109375,2.244792,2.059249,82934400
"2001-03-09",2.127604,2.138021,1.890625,2.085938,1.913525,121677600
"2001-03-12",2.015625,2.109375,1.921875,2.010417,1.844247,76214400
"2001-03-13",2.036458,2.28125,2.026042,2.25,2.064026,108235200
