"Cell.ID","x","y","Time.point","Intensity","Area"
0,78.8303001277139,60.9985632183908,0,12917.1114285714,1044
0,82.1902144035184,61.2561847168774,1,13109.9550930997,909.5
0,82.3430788666306,61.2382241472658,2,13029.6077586207,923.5
0,84.2143250688705,61.3581267217631,3,13005.403930131,907.5
0,84.1293642043366,61.359059169423,4,13006.4259055982,907
0,84.9146995708155,60.226573676681,5,12909.8614393126,932
0,85.359369465108,61.099008147361,6,12850.5599151644,941
0,85.2391420911528,60.0436103663986,7,12878.2904608789,932.5
0,86.2807207207207,60.2111711711712,8,12887.3279044517,925
0,86.7733333333333,60.9558558558559,9,12877.3864370291,925
0,88.0503343892996,60.4412178810278,10,12815.5010504202,947
0,87.9810426540284,60.5351939617342,11,12794.8705263158,949.5
0,89.7492594528664,60.7097055236104,12,12765.8760416667,956.5
0,88.3492634463857,60.6993833504625,13,12733.8365679265,973
0,88.6073107049608,59.5789382071366,14,12733.2809573361,957.5
0,89.8252509783903,59.8551982303897,15,12664.1392276423,979.5
0,89.0333503488174,60.087970052748,16,12687.4719101124,979.5
0,90.6811524223402,59.3874134878481,17,12569.5797101449,1035.5
0,90.5136442141624,59.7704663212435,18,12672.9058945191,965
0,90.0949108165603,59.1914580265096,19,12531.4005847953,1018.5
0,90.7382653061224,59.9374149659864,20,12622.4103869654,980
0,91.6235036250211,59.2687573764964,21,12579.8661971831,988.5
0,91.1903739488281,59.5135086777599,22,12695.3279742765,931.5
0,91.6121959575197,59.2105173004454,23,12604.7768679632,973
0,91.6615384615385,58.3657568238213,24,12519.3224530168,1007.5
0,91.8399933399933,58.3523143523144,25,12519.1241310824,1001
0,92.4567581563957,58.002244087692,26,12567.1129533679,965.5
0,91.6146913023885,57.5828451254319,27,12308.6558849955,1109.5
0,93.8037581699346,57.4480392156863,28,12447.5392156863,1020
0,92.7793921175685,56.9909819639279,29,12476.9500998004,998
0,93.850933729962,56.6534457114527,30,12454.1020812686,1008.5
0,92.7600197921821,57.3146956952004,31,12444.9861386139,1010.5
0,94.0382806163828,56.8867802108678,32,12400.9883040936,1027.5
0,93.2590330788804,57.7038167938931,33,12484.6384065373,982.5
0,93.8762092146253,56.8357107722577,34,12382.2954545455,1016.5
0,94.4663958015913,56.8572879634332,35,12460.3550356053,984.5
0,94.4146423751687,56.9665991902834,36,12445.3744939271,988
0,94.3335020242915,57.0889001349528,37,12419.3910840932,988
0,94.2050110038937,56.0910783815812,38,12416.2413793103,984.5
0,94.4898231564898,56.165999332666,39,12385.8226452906,999
0,94.2684046565011,55.3512051155927,40,12338.3202357564,1016.5
0,95.2117882117882,55.5407925407925,41,12338.507,1001
0,95.3162564875272,56.2343880796919,42,12323.1929648241,995.500000000001
0,95.1946241911399,56.7516177202588,43,12287.124750499,1004.5
0,92.8541852844802,57.0713434614239,44,12042.3407671722,1119
0,94.4702522608282,57.0006346184357,45,12172.2738549618,1050.5
0,93.3802035152636,56.4588344125809,46,12100.7266851339,1081
0,94.5917480998914,56.7021870637506,47,12096.3519553073,1074.5
0,93.4907965970611,56.676875483372,48,12057.6311399444,1077.5
0,94.3430375847197,56.6979359211337,49,12027.8188539741,1082
0,93.20465337132,55.4446027223805,50,12066.257359924,1053
0,93.9474182851729,56.5989262592768,51,12054.0503323837,1055.5
0,93.8070754716981,55.8786163522013,52,12052.0009478673,1060
0,94.8596991290578,55.8174188440222,53,12033.9771210677,1052.5
0,93.6903390914907,55.7962252079335,54,12051.2629558541,1042
0,94.0763187429854,54.7699214365881,55,12047.8208092486,1039.5
0,93.713644380311,55.5889049222383,56,12005.976945245,1039.5
0,94.4351132686084,54.836569579288,57,12049.4642857143,1030
0,93.6660222329628,54.873368777187,58,12030.3129844961,1034.5
0,94.2836428804171,55.7763115021179,59,12045.3570731707,1023
0,93.4727004426955,55.0106574848336,60,12055.2218934911,1016.5
0,94.413674372848,55.7904574520413,61,12046.934249264,1016.5
0,93.4820061879173,55.8552353036965,62,12031.0333006856,1023.5
0,94.193657219973,55.7208164642375,63,12052.1126903553,988
0,93.1243464052287,55.0642156862745,64,12002.4828934506,1020
