Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,LMT,NVDA,V,^GSPC,^IXIC,AAPL,AMZN,LMT,NVDA,V,^GSPC,^IXIC,AAPL,AMZN,LMT,NVDA,V,^GSPC,^IXIC,AAPL,AMZN,LMT,NVDA,V,^GSPC,^IXIC,AAPL,AMZN,LMT,NVDA,V,^GSPC,^IXIC
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-22 15:30:00+00:00,183.03500366210938,172.24000549316406,425.3299865722656,77.64600372314453,282.125,5063.990234375,15952.5947265625,183.2967987060547,173.0,425.3299865722656,78.08000183105469,282.5400085449219,5066.8798828125,15972.3271484375,182.4600067138672,172.16000366210938,424.05999755859375,77.15999603271484,281.239990234375,5055.18017578125,15912.490234375,183.05999755859375,172.75999450683594,424.9100036621094,77.76899719238281,281.92999267578125,5063.3701171875,15958.0654296875,4961137,4451931,116369,10529171,644199,301074196,694048000
2024-02-22 16:30:00+00:00,183.05999755859375,173.25999450683594,426.7200012207031,77.46820068359375,282.5799865722656,5069.56982421875,15978.3154296875,183.25999450683594,173.5,426.8399963378906,78.15399932861328,282.6199951171875,5070.02978515625,15979.37109375,182.74000549316406,171.94000244140625,424.8599853515625,77.4000015258789,282.0400085449219,5059.6201171875,15937.0498046875,183.0399932861328,172.25,425.30999755859375,77.6510009765625,282.1600036621094,5063.9599609375,15953.587890625,3670959,6740165,98727,7359895,372457,228915314,466814000
2024-02-22 17:30:00+00:00,184.0399932861328,174.14500427246094,427.55999755859375,77.3969955444336,282.8349914550781,5077.8798828125,16004.154296875,184.11000061035156,174.25,427.70001220703125,77.64600372314453,282.8699951171875,5078.18994140625,16005.8125,183.0,173.05499267578125,426.5824890136719,77.05500030517578,282.3550109863281,5066.2900390625,15966.20703125,183.07000732421875,173.26010131835938,426.5824890136719,77.47700500488281,282.6000061035156,5069.60009765625,15979.3876953125,4935398,5926952,84731,5508300,424318,214423000,417155000
2024-02-22 18:30:00+00:00,184.94000244140625,174.22999572753906,428.1708984375,77.90349578857422,283.7900085449219,5094.0498046875,16057.5361328125,184.9499969482422,174.8000030517578,428.3500061035156,77.92500305175781,283.8299865722656,5094.27978515625,16057.5361328125,183.94000244140625,174.0399932861328,427.0849914550781,77.2870101928711,282.7449951171875,5077.259765625,16001.0537109375,184.0500030517578,174.14500427246094,427.6499938964844,77.39900207519531,282.8800048828125,5077.93994140625,16005.92578125,4540628,4757197,94033,5335014,400704,207025000,404424000
2024-02-22 19:30:00+00:00,184.55999755859375,174.52999877929688,428.19500732421875,78.1729965209961,283.54998779296875,5087.2998046875,16042.1552734375,184.9550018310547,174.6649932861328,428.3399963378906,78.37699890136719,283.79998779296875,5094.39013671875,16058.2001953125,184.38999938964844,173.80999755859375,427.04998779296875,77.68599700927734,283.0400085449219,5079.35986328125,16015.7197265625,184.94000244140625,174.22999572753906,428.2950134277344,77.9000015258789,283.79998779296875,5094.0498046875,16057.82421875,5171492,5427259,115926,6922302,537278,264413000,516900000
2024-02-22 20:30:00+00:00,184.3699951171875,174.5800018310547,428.75,78.5270004272461,283.7099914550781,5086.18994140625,16038.6142578125,184.6199951171875,174.6999969482422,429.4800109863281,78.57499694824219,284.05999755859375,5092.85986328125,16061.6572265625,184.17999267578125,174.27999877929688,427.79998779296875,78.02899932861328,283.489990234375,5083.85009765625,16031.802734375,184.56739807128906,174.50999450683594,428.1700134277344,78.17150115966797,283.5400085449219,5087.39013671875,16042.615234375,7964831,6315936,196921,6582620,843595,384504000,508090000
2024-02-23 14:30:00+00:00,183.3000030517578,174.8834991455078,431.0799865722656,79.69999694824219,285.0249938964844,5102.41015625,16044.884765625,185.0399932861328,175.75,431.42999267578125,82.39399719238281,285.95001220703125,5111.06005859375,16133.693359375,183.2949981689453,173.8699951171875,428.20001220703125,79.65999603271484,284.7200012207031,5100.919921875,16044.884765625,185.00999450683594,174.27999877929688,428.8699951171875,80.79000091552734,284.7200012207031,5100.919921875,16095.5927734375,8567439,12563518,123538,27888684,617904,0,0
2024-02-23 15:30:00+00:00,183.0590057373047,174.19000244140625,430.739990234375,79.12800598144531,284.2945861816406,5091.6201171875,16006.98828125,183.55599975585938,175.39999389648438,431.32000732421875,80.05000305175781,285.30999755859375,5106.009765625,16061.4765625,182.63999938964844,173.6999969482422,430.2799987792969,77.56999969482422,283.6700134277344,5081.4599609375,15955.2314453125,183.2949981689453,174.88999938964844,431.04998779296875,79.70800018310547,285.010009765625,5102.35009765625,16043.8310546875,5717230,6298626,90080,17028128,541714,289901011,655522000
2024-02-23 16:30:00+00:00,182.55999755859375,174.5399932861328,430.6000061035156,79.60786437988281,284.0,5092.56982421875,16024.1826171875,183.11500549316406,174.843994140625,431.0,80.44400024414062,284.2799987792969,5100.06005859375,16055.6337890625,182.39010620117188,173.85499572753906,430.1499938964844,78.75499725341797,283.7900085449219,5087.759765625,15992.4501953125,183.05499267578125,174.18499755859375,430.70001220703125,79.13200378417969,284.2799987792969,5091.669921875,16004.2431640625,4001601,3519899,46647,11111459,330562,214705754,487413000
2024-02-23 17:30:00+00:00,182.9550018310547,174.62319946289062,430.2699890136719,80.06099700927734,284.2099914550781,5099.31005859375,16052.7626953125,182.9600067138672,174.83999633789062,430.7200012207031,80.27999877929688,284.2449951171875,5099.68994140625,16057.8076171875,182.30999755859375,174.47999572753906,429.489990234375,79.13200378417969,283.9200134277344,5088.14990234375,16003.3544921875,182.55499267578125,174.5500030517578,430.5899963378906,79.64900207519531,284.0400085449219,5092.58984375,16024.1884765625,6905673,2340523,61486,6394801,265324,178308805,380980000
2024-02-23 18:30:00+00:00,182.47000122070312,174.2949981689453,430.0,79.677001953125,283.9100036621094,5087.740234375,16003.6787109375,182.97000122070312,174.6300048828125,430.6449890136719,80.28499603271484,284.20001220703125,5100.490234375,16058.1015625,182.4302978515625,174.0399932861328,429.760009765625,79.56199645996094,283.5,5086.72021484375,16000.2099609375,182.9550018310547,174.62130737304688,430.2449951171875,80.07219696044922,284.20001220703125,5099.2998046875,16053.166015625,2955884,2735209,58297,5191959,405317,178619000,375521000
2024-02-23 19:30:00+00:00,182.5850067138672,174.2899932861328,430.4649963378906,78.8239974975586,284.3599853515625,5089.0498046875,15983.84375,182.69500732421875,174.50999450683594,430.69000244140625,79.99000549316406,284.5299987792969,5095.009765625,16023.4326171875,182.44000244140625,174.02000427246094,429.8699951171875,78.6500015258789,283.7799987792969,5087.43994140625,15981.4736328125,182.47999572753906,174.3000030517578,430.0400085449219,79.69400024414062,283.9100036621094,5087.75,16004.7802734375,4028588,3236039,123538,6577690,438995,199851000,417834000
2024-02-23 20:30:00+00:00,182.50999450683594,174.92999267578125,431.1199951171875,78.81599426269531,283.6000061035156,5089.31005859375,15996.345703125,182.82000732421875,175.6699981689453,431.3599853515625,79.30999755859375,284.6600036621094,5097.2001953125,16022.87890625,182.22999572753906,174.2050018310547,430.29998779296875,78.68099975585938,283.5799865722656,5087.18994140625,15976.96875,182.58999633789062,174.2899932861328,430.43499755859375,78.8239974975586,284.3800048828125,5089.0400390625,15984.3505859375,5352894,7529641,149253,5502318,882019,325917000,466992000
2024-02-26 14:30:00+00:00,181.60220336914062,175.5,431.5860900878906,79.82600402832031,283.8699951171875,5089.56005859375,16024.7412109375,182.75999450683594,176.3699951171875,432.45001220703125,80.64598846435547,285.3500061035156,5097.66015625,16054.822265625,181.14840698242188,174.57000732421875,430.05999755859375,78.50499725341797,282.6600036621094,5087.39990234375,15979.556640625,182.39999389648438,175.25,431.5,80.0,283.0400085449219,5093.0,16017.8232421875,8939120,10014376,136736,17249471,781373,0,0
2024-02-26 15:30:00+00:00,180.94000244140625,174.9600067138672,430.0299987792969,79.95405578613281,284.0299987792969,5083.68017578125,16008.890625,181.85000610351562,175.85000610351562,431.5799865722656,79.99500274658203,284.3699951171875,5092.72998046875,16039.4287109375,180.74000549316406,174.8000030517578,429.2550048828125,79.37000274658203,283.3699951171875,5080.27978515625,15991.2216796875,181.61000061035156,175.51499938964844,431.5799865722656,79.83300018310547,283.8450012207031,5089.6201171875,16024.974609375,5659166,5716417,102617,6189139,432864,255614036,745848000
2024-02-26 16:30:00+00:00,180.97000122070312,175.02000427246094,428.472412109375,80.10850524902344,284.2699890136719,5088.06982421875,16032.3701171875,181.25999450683594,175.32000732421875,430.1600036621094,80.28604888916016,284.4800109863281,5088.66015625,16039.126953125,180.8350067138672,174.75999450683594,428.0,79.6030044555664,283.82501220703125,5082.2001953125,16008.9521484375,180.94000244140625,174.9573974609375,429.9150085449219,79.95320129394531,283.9939880371094,5083.6298828125,16008.9521484375,3653300,3831944,110203,5438356,432233,224403966,518939000
2024-02-26 17:30:00+00:00,180.98500061035156,174.75,427.489990234375,79.86213684082031,283.9200134277344,5076.10986328125,15992.1298828125,181.3300018310547,175.14999389648438,428.6000061035156,80.26300048828125,284.3500061035156,5088.7001953125,16039.72265625,180.64999389648438,174.48500061035156,427.0350036621094,79.76200103759766,283.7699890136719,5074.9501953125,15989.8984375,180.9730987548828,175.02000427246094,428.5249938964844,80.10687255859375,284.25,5087.97021484375,16032.60546875,3721259,3077826,118843,3966556,284452,191526201,436698000
2024-02-26 18:30:00+00:00,181.71200561523438,175.3361053466797,427.93499755859375,79.51100158691406,284.4800109863281,5081.4501953125,16020.7431640625,181.72999572753906,175.47000122070312,427.9961853027344,79.96900177001953,284.5,5082.47021484375,16023.021484375,180.85000610351562,174.49000549316406,426.7900085449219,79.13999938964844,283.6400146484375,5070.27001953125,15976.5615234375,180.99000549316406,174.76939392089844,427.4949951171875,79.86299896240234,283.8999938964844,5076.169921875,15989.787109375,3813825,3261632,83085,5299396,258547,199559000,436229000
2024-02-26 19:30:00+00:00,181.3800048828125,174.69000244140625,428.9200134277344,79.17999267578125,284.4200134277344,5078.3701171875,16001.640625,181.77999877929688,175.4199981689453,429.3999938964844,79.67500305175781,284.55999755859375,5083.27978515625,16028.1669921875,181.25999450683594,174.57000732421875,427.82000732421875,78.79499816894531,284.19000244140625,5076.52001953125,15996.6357421875,181.7100067138672,175.33819580078125,427.95001220703125,79.5029296875,284.4599914550781,5081.43017578125,16021.3544921875,3361670,2769665,87855,5862487,295819,219510000,517178000
2024-02-26 20:30:00+00:00,181.13999938964844,174.72000122070312,429.1000061035156,79.09110260009766,284.1700134277344,5069.08984375,15975.154296875,181.47000122070312,174.7899932861328,429.4200134277344,79.38600158691406,284.6099853515625,5079.3798828125,16007.376953125,181.0749969482422,174.25999450683594,428.6000061035156,79.04899597167969,284.010009765625,5068.91015625,15974.375,181.3800048828125,174.69000244140625,428.82501220703125,79.1669692993164,284.45001220703125,5078.419921875,16001.93359375,4001708,3973763,129725,3933486,505258,335411000,508010000
2024-02-27 14:30:00+00:00,181.1699981689453,174.25,429.57000732421875,78.61900329589844,282.5,5071.68994140625,16009.8203125,181.6699981689453,174.6199951171875,429.6612854003906,79.44000244140625,284.0249938964844,5076.58984375,16032.09765625,180.3000030517578,173.88099670410156,426.5,77.16200256347656,282.1199951171875,5064.1298828125,15957.451171875,181.25,174.3596954345703,428.67999267578125,79.19999694824219,283.885009765625,5074.60009765625,16013.119140625,8245225,6803248,152949,14829604,559059,0,0
2024-02-27 15:30:00+00:00,180.86279296875,174.0399932861328,429.760009765625,78.61000061035156,281.6499938964844,5066.22998046875,15995.4697265625,181.27000427246094,174.40879821777344,430.3999938964844,78.99500274658203,282.6400146484375,5072.68994140625,16023.171875,180.75999450683594,173.91000366210938,429.2049865722656,78.41400146484375,281.6000061035156,5065.64990234375,15990.623046875,181.16009521484375,174.25,429.739990234375,78.6030044555664,282.510009765625,5071.68017578125,16010.2666015625,3681857,3395598,107348,4302284,601306,248200754,712346000
2024-02-27 16:30:00+00:00,180.69000244140625,174.0,429.1549987792969,79.1729965209961,282.1300048828125,5065.0,15994.4892578125,181.01010131835938,174.38999938964844,430.4729919433594,79.29899597167969,282.82000732421875,5069.5498046875,16021.5166015625,180.5500030517578,173.88999938964844,429.076904296875,78.55500030517578,281.5899963378906,5062.75,15984.748046875,180.86000061035156,174.0399932861328,429.743408203125,78.60800170898438,281.6199951171875,5066.2099609375,15992.845703125,2764462,3162312,74160,4711625,421745,207528161,523010000
2024-02-27 17:30:00+00:00,180.06539916992188,173.0399932861328,430.82000732421875,79.16768646240234,281.92999267578125,5061.9599609375,15967.6123046875,180.7899932861328,174.07000732421875,431.2300109863281,79.47999572753906,282.29998779296875,5066.93994140625,15999.4775390625,180.04010009765625,172.86000061035156,429.05010986328125,78.71599578857422,281.5400085449219,5057.2900390625,15940.5068359375,180.68499755859375,174.00999450683594,429.05010986328125,79.19200134277344,282.1300048828125,5064.93017578125,15994.37890625,3614103,3646493,69718,4143598,347429,197770317,461018000
2024-02-27 18:30:00+00:00,182.60000610351562,173.4501953125,429.7226867675781,79.12200927734375,282.822509765625,5072.5498046875,16028.80859375,182.60000610351562,173.5,430.75,79.28398895263672,282.989990234375,5074.2900390625,16028.80859375,179.55999755859375,172.88999938964844,429.625,78.9520034790039,281.8900146484375,5061.0400390625,15965.1474609375,180.07000732421875,173.0500030517578,430.6700134277344,79.16929626464844,281.94000244140625,5061.93017578125,15966.701171875,10154303,2874562,74086,3397370,314151,194396000,444504000
2024-02-27 19:30:00+00:00,182.60499572753906,173.63999938964844,430.4100036621094,79.1030044555664,283.3800048828125,5076.97021484375,16041.09375,183.92250061035156,173.89309692382812,430.510009765625,79.25,283.5299987792969,5077.93994140625,16045.2705078125,182.17999267578125,173.38999938964844,428.8299865722656,78.83900451660156,282.6400146484375,5070.60986328125,16022.779296875,182.597900390625,173.4499969482422,429.6528015136719,79.14299774169922,282.82000732421875,5072.60986328125,16029.8720703125,12441282,2823693,81275,3122546,388966,234892000,510268000
2024-02-27 20:30:00+00:00,182.6300048828125,173.5,430.4599914550781,78.69999694824219,283.1600036621094,5079.47998046875,16037.65234375,182.75,173.6750030517578,430.7900085449219,79.11698913574219,283.5400085449219,5080.68994140625,16045.91796875,182.27999877929688,173.27999877929688,430.2200012207031,78.69999694824219,283.07000732421875,5073.830078125,16021.9794921875,182.60000610351562,173.63999938964844,430.4814147949219,79.1030044555664,283.3999938964844,5076.9599609375,16040.705078125,6563443,3077324,126200,2567724,670803,333512000,509017000
2024-02-28 14:30:00+00:00,181.16000366210938,173.2100067138672,434.260009765625,77.33599853515625,283.2749938964844,5065.31005859375,15943.384765625,183.1199951171875,173.77999877929688,434.4800109863281,78.15999603271484,283.6099853515625,5068.52978515625,15975.185546875,181.11000061035156,172.27000427246094,430.840087890625,77.22200012207031,282.0849914550781,5058.35009765625,15924.72265625,182.50999450683594,172.44000244140625,431.8800048828125,77.62000274658203,282.1000061035156,5067.2001953125,15972.173828125,11442944,6882030,185994,12455975,897563,0,0
2024-02-28 15:30:00+00:00,181.60150146484375,173.5885009765625,432.9200134277344,78.22894287109375,285.20001220703125,5073.75,15989.3330078125,181.76499938964844,173.74000549316406,435.0199890136719,78.3270034790039,285.3299865722656,5077.3701171875,15992.763671875,180.9600067138672,172.99000549316406,432.9200134277344,77.125,283.2250061035156,5064.7998046875,15940.521484375,181.16000366210938,173.1999969482422,434.17999267578125,77.3386001586914,283.2300109863281,5065.2099609375,15941.15625,5720266,3391712,133750,6079478,543739,252734229,676207000
2024-02-28 16:30:00+00:00,180.7010040283203,173.86000061035156,433.0199890136719,78.4020004272461,284.8500061035156,5069.2900390625,15970.037109375,181.6699981689453,173.9499969482422,433.3699035644531,78.93299865722656,285.4700012207031,5076.56982421875,16003.3369140625,180.60000610351562,173.55499267578125,432.6408996582031,78.21900939941406,284.7099914550781,5067.93017578125,15967.998046875,181.6199951171875,173.58999633789062,432.9085998535156,78.24600219726562,285.239990234375,5073.7900390625,15990.0361328125,6240997,2478065,81661,5355832,334112,203774210,558068000
2024-02-28 17:30:00+00:00,180.60220336914062,173.80999755859375,434.04998779296875,78.4155044555664,285.55999755859375,5073.75,15970.8935546875,180.70469665527344,173.97000122070312,434.1000061035156,78.46900177001953,285.6400146484375,5073.990234375,15971.8671875,180.1300048828125,173.3699951171875,432.75,78.10099792480469,284.6200866699219,5063.58984375,15936.2412109375,180.70469665527344,173.8699951171875,433.04998779296875,78.40620422363281,284.8450012207031,5069.27978515625,15968.7607421875,5735191,2512432,73195,3233076,264386,172244511,506611000
2024-02-28 18:30:00+00:00,180.61990356445312,173.49989318847656,433.6589050292969,78.19000244140625,285.5364074707031,5066.7900390625,15948.181640625,180.92999267578125,174.0500030517578,434.1737060546875,78.54299926757812,285.8699951171875,5076.60009765625,15983.927734375,180.5301055908203,173.48500061035156,433.3749084472656,78.15399932861328,285.19830322265625,5064.759765625,15947.3134765625,180.61000061035156,173.81500244140625,434.1400146484375,78.4229965209961,285.5899963378906,5073.68017578125,15971.8984375,3681788,2518931,73420,2584919,343896,188337000,477604000
2024-02-28 19:30:00+00:00,180.8350067138672,173.25,432.6000061035156,78.21500396728516,286.0799865722656,5070.52978515625,15959.1962890625,180.86000061035156,173.49000549316406,433.6000061035156,78.3270034790039,286.1300048828125,5071.330078125,15962.84765625,180.35000610351562,172.96499633789062,432.510009765625,77.9229965209961,285.30999755859375,5061.10986328125,15927.69140625,180.60499572753906,173.49000549316406,433.6000061035156,78.16699981689453,285.5450134277344,5066.7998046875,15948.0078125,4490821,2509004,80708,3361901,399380,222288000,512011000
2024-02-28 20:30:00+00:00,181.4199981689453,173.19000244140625,432.3399963378906,77.67900085449219,285.6300048828125,5070.27001953125,15948.5703125,181.47000122070312,173.32000732421875,433.13299560546875,78.22078704833984,286.0899963378906,5070.72021484375,15961.708984375,180.8350067138672,172.94000244140625,432.0,77.5,285.4800109863281,5062.60986328125,15927.5625,180.8350067138672,173.2550048828125,432.6499938964844,78.20974731445312,286.07000732421875,5070.490234375,15958.994140625,5579634,2598757,191172,2794577,591226,327669000,506699000
2024-02-29 14:30:00+00:00,181.6199951171875,175.00999450683594,429.5574951171875,79.3489990234375,283.1199951171875,5085.35009765625,16050.0810546875,182.36000061035156,175.25,430.75,79.82999420166016,285.6600036621094,5096.35009765625,16099.09375,181.2899932861328,172.989501953125,427.55999755859375,79.00700378417969,282.29998779296875,5077.08984375,16026.9091796875,182.0,173.4375,429.3299865722656,79.25,285.5,5085.35986328125,16065.330078125,12685419,9457933,175991,14019565,822841,0,0
2024-02-29 15:30:00+00:00,180.42999267578125,174.55999755859375,429.1400146484375,79.00199890136719,284.04998779296875,5079.97021484375,16000.7265625,181.7100067138672,175.08999633789062,429.93499755859375,79.64500427246094,284.2650146484375,5086.3701171875,16059.1796875,180.4199981689453,174.39100646972656,428.6199951171875,78.82920837402344,283.0899963378906,5077.68017578125,16000.7265625,181.62530517578125,175.00999450683594,429.3500061035156,79.34660339355469,283.0899963378906,5085.240234375,16053.4169921875,7277897,3510542,93488,5075589,528001,269201145,704296000
2024-02-29 16:30:00+00:00,179.82000732421875,174.6699981689453,429.0,78.90900421142578,283.4700012207031,5073.490234375,15987.7646484375,180.42999267578125,174.89999389648438,429.44000244140625,79.24000549316406,284.20001220703125,5079.91015625,16012.0263671875,179.52999877929688,173.86000061035156,428.2200012207031,78.3499984741211,282.8999938964844,5061.89013671875,15931.9404296875,180.4250030517578,174.55999755859375,429.17498779296875,79.0,284.010009765625,5079.91015625,15996.046875,8149732,3660507,80036,4843632,319409,218910933,511365000
2024-02-29 17:30:00+00:00,180.3800048828125,175.0449981689453,428.42498779296875,79.36399841308594,283.4100036621094,5085.91015625,16046.51171875,180.8000030517578,175.09500122070312,429.4100036621094,79.37999725341797,284.1400146484375,5086.68017578125,16047.83984375,179.64999389648438,174.60000610351562,428.29998779296875,78.84700012207031,283.3900146484375,5073.509765625,15988.279296875,179.82000732421875,174.6699981689453,429.20001220703125,78.91079711914062,283.45001220703125,5073.56005859375,15988.279296875,7795890,2577034,93418,3094226,319136,201538941,472135000
2024-02-29 18:30:00+00:00,180.11000061035156,174.99000549316406,428.92498779296875,79.3280029296875,283.17498779296875,5085.080078125,16033.4921875,180.49000549316406,175.30999755859375,429.3699951171875,79.51399993896484,283.6099853515625,5090.93994140625,16057.8486328125,179.67999267578125,174.8699951171875,428.1000061035156,79.13301086425781,282.82000732421875,5083.2099609375,16027.69140625,180.3800048828125,175.0500030517578,428.4599914550781,79.37699890136719,283.45001220703125,5085.93994140625,16047.1640625,6547702,2342120,85640,2924118,361693,195250000,437902000
2024-02-29 19:30:00+00:00,180.5850067138672,175.22000122070312,428.94000244140625,79.31300354003906,283.07000732421875,5089.60986328125,16054.8916015625,180.6999969482422,175.22999572753906,429.09991455078125,79.48200225830078,283.2300109863281,5089.81005859375,16056.255859375,179.86000061035156,174.82000732421875,428.4400939941406,79.17501068115234,282.6199951171875,5080.35009765625,16021.1298828125,180.1199951171875,175.0,428.9100036621094,79.31900024414062,283.1700134277344,5085.1298828125,16033.4658203125,6246756,2312680,145418,2890914,430671,236797000,501267000
2024-02-29 20:30:00+00:00,180.77000427246094,176.625,427.9100036621094,79.21800231933594,282.4800109863281,5097.5400390625,16088.8876953125,181.11000061035156,177.22000122070312,429.8900146484375,79.99000549316406,283.69000244140625,5104.990234375,16115.2529296875,179.57000732421875,175.10000610351562,427.8999938964844,78.9000015258789,282.17999267578125,5089.47021484375,16051.4541015625,180.5850067138672,175.21499633789062,428.9866943359375,79.32608032226562,283.05999755859375,5089.5400390625,16054.853515625,13220925,10243591,237937,5385555,1057359,478747000,527560000
2024-03-01 14:30:00+00:00,178.30850219726562,177.47999572753906,425.8699951171875,80.7755355834961,284.1099853515625,5111.77978515625,16161.7431640625,180.43310546875,177.5500030517578,428.9100036621094,80.94999694824219,284.9100036621094,5112.14013671875,16166.4208984375,178.29600524902344,176.07000732421875,424.0000915527344,79.43502807617188,282.7099914550781,5094.16015625,16097.3779296875,180.10000610351562,176.88999938964844,427.8999938964844,80.11699676513672,283.20001220703125,5098.509765625,16117.4736328125,11740393,4985822,159638,9558052,734712,0,0
2024-03-01 15:30:00+00:00,178.22999572753906,177.80499267578125,425.260009765625,81.96400451660156,282.8691101074219,5116.3701171875,16199.7939453125,178.47000122070312,178.1699981689453,427.19000244140625,81.96400451660156,284.2799987792969,5121.68017578125,16209.3291015625,177.6699981689453,177.07000732421875,425.07000732421875,80.57499694824219,282.4800109863281,5105.4599609375,16135.046875,178.30999755859375,177.52000427246094,425.864990234375,80.77400207519531,284.1700134277344,5111.830078125,16163.748046875,18570130,7155715,127559,13632794,481207,312678377,727452000
