Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Condition
13,2,2,99,0.688,0.141,38,Slow
13,2,2,1,0.707,0.025,35,Slow
13,2,2,99,0.642,0.071,35,Slow
13,1,1,54,0.472,0.136,32,Slow
13,2,2,99,0.792,0.016,32,Slow
13,1,1,50,0.711,0.087,29,Slow
13,1,1,50,0.672,0.245,29,Slow
14,1,2,60,1.895,2.054,53,Baseline
14,2,2,90,1.456,1.1,56,Baseline
14,2,2,90,0.943,1.36,56,Baseline
14,2,2,90,1.157,1.43,53,Baseline
14,1,1,70,1.178,1.635,53,Baseline
14,1,1,80,1.133,2.196,50,Baseline
14,1,1,90,0.808,1.475,50,Baseline
14,1,1,40,1.362,1.561,47,Baseline
14,2,2,50,1.063,2.07,47,Baseline
14,2,2,7,0.962,2.045,44,Baseline
14,2,1,45,1.627,1.209,44,Baseline
14,2,2,70,0.972,1.956,47,Baseline
14,2,2,80,1.027,1.688,47,Baseline
14,1,1,80,1.166,2.063,44,Baseline
14,2,1,30,1.288,1.385,44,Baseline
14,2,2,60,1.192,1.98,47,Baseline
14,1,2,25,1.498,1.73,47,Baseline
14,1,2,50,1.587,2.512,50,Baseline
14,2,2,50,1.382,1.645,53,Baseline
14,1,1,75,1.187,1.661,53,Baseline
14,2,2,80,1.102,1.561,50,Baseline
14,2,2,80,1.017,1.831,50,Baseline
14,2,2,40,1.172,1.406,47,Baseline
14,2,2,78,0.962,2.907,47,Baseline
14,2,2,80,0.882,1.401,44,Baseline
14,1,1,67,1.392,1.672,44,Baseline
14,2,2,40,1.987,1.561,41,Baseline
14,2,1,40,1.167,1.516,41,Baseline
14,2,1,60,1.35,1.351,44,Baseline
14,2,1,70,1.014,2.551,47,Baseline
14,2,2,70,1.086,1.464,50,Baseline
14,2,1,60,1.353,1.466,50,Baseline
14,1,1,90,0.687,1.356,53,Baseline
14,1,1,70,0.802,1.625,53,Baseline
14,2,2,90,1.032,1.741,50,Baseline
14,2,2,50,0.951,0.581,50,Baseline
14,1,1,90,0.822,1.326,47,Baseline
14,2,2,86,1.206,1.271,47,Baseline
14,2,1,68,1.192,1.916,44,Baseline
14,1,1,80,1.237,2.177,47,Baseline
14,2,1,70,1.087,1.886,47,Baseline
14,1,1,80,0.997,1.38,50,Baseline
14,2,2,70,1.727,1.875,50,Baseline
14,2,1,60,1.327,2.461,47,Baseline
14,1,2,40,1.072,2.255,50,Baseline
14,1,1,90,1.203,2.226,53,Baseline
14,1,1,90,0.887,1.41,53,Baseline
14,1,1,90,0.637,1.116,50,Baseline
14,2,1,80,1.062,1.51,50,Baseline
14,1,1,80,0.472,2.397,53,Baseline
14,1,1,90,0.643,1.191,53,Baseline
14,2,2,90,0.704,0.58,53,Baseline
14,1,1,90,0.722,1.449,50,Baseline
14,1,2,50,0.792,1.38,50,Baseline
14,1,1,90,0.913,1.215,53,Baseline
14,1,1,90,0.477,1.35,53,Baseline
14,1,1,90,0.678,1.365,50,Baseline
14,2,2,90,0.947,1.675,50,Baseline
14,1,1,70,1.147,1.371,47,Baseline
14,2,1,60,1.087,1.455,47,Baseline
14,2,1,60,1.147,1.595,50,Baseline
14,2,2,80,1.172,1.675,53,Baseline
14,1,2,20,1.507,1.41,53,Baseline
14,2,2,70,1.262,2.041,56,Baseline
14,2,2,80,1.006,1.525,56,Baseline
14,2,2,90,1.012,1.281,53,Baseline
14,2,2,90,1.067,1.715,53,Baseline
14,2,2,90,0.887,1.356,50,Baseline
14,2,2,90,0.722,1.592,50,Baseline
14,1,1,80,0.662,1.526,47,Baseline
14,2,2,90,0.796,1.667,47,Baseline
14,2,2,90,0.882,1.501,44,Baseline
14,2,2,99,1.272,1.435,44,Baseline
14,2,2,90,1.222,2.125,41,Baseline
14,2,2,80,1.202,1.292,41,Baseline
14,2,2,70,0.727,1.685,38,Baseline
14,1,1,60,1.052,1.797,38,Baseline
14,1,1,70,0.942,1.361,35,Baseline
14,1,2,30,1.047,1.427,35,Baseline
14,1,2,20,1.432,1.289,38,Baseline
14,1,1,80,0.952,2.657,41,Baseline
14,1,2,20,1.613,1.361,41,Baseline
14,1,1,90,0.862,2.336,44,Baseline
14,2,2,90,1.411,1.786,44,Baseline
14,2,1,80,1.337,2.04,41,Baseline
14,1,1,90,0.797,1.826,44,Baseline
14,1,1,90,0.55,1.161,44,Baseline
14,1,1,90,0.987,1.541,41,Baseline
14,2,2,80,1.102,1.456,41,Baseline
14,2,2,70,1.261,1.14,38,Baseline
14,2,2,80,1.302,1.651,38,Baseline
14,1,2,80,1.132,2.254,35,Baseline
14,1,1,30,1.797,1.426,38,Baseline
14,2,2,40,1.657,1.106,38,Baseline
14,1,1,50,1.337,1.772,35,Baseline
14,2,2,30,1.372,1.475,35,Baseline
14,2,1,50,1.237,1.411,32,Baseline
14,2,2,80,1.267,1.796,35,Baseline
14,2,2,70,1.372,1.486,35,Baseline
14,2,1,90,1.492,1.616,32,Baseline
14,2,2,90,0.684,1.233,53,Fast
14,2,2,80,0.729,1.442,53,Fast
14,2,2,80,0.746,1.285,50,Fast
14,1,1,90,0.562,1.115,50,Fast
14,1,1,90,0.572,1.231,47,Fast
14,2,2,80,0.781,0.564,47,Fast
14,1,1,80,0.547,1.562,44,Fast
14,1,2,40,0.387,1.44,44,Fast
14,1,1,80,1.047,1.209,47,Fast
14,2,2,90,0.922,1.076,47,Fast
14,2,2,80,0.702,1.526,44,Fast
14,1,2,80,0.723,1.466,44,Fast
14,2,2,90,0.707,2.275,47,Fast
14,1,1,80,0.863,1.576,47,Fast
14,2,2,90,0.957,1.085,44,Fast
14,1,1,90,0.581,1.73,44,Fast
14,1,2,50,0.827,1.425,41,Fast
14,2,2,70,1.262,1.272,44,Fast
14,2,2,70,0.687,1.851,44,Fast
14,1,1,60,0.782,1.661,41,Fast
14,1,1,80,0.677,1.586,41,Fast
14,2,2,70,0.707,1.406,38,Fast
14,1,1,80,0.643,1.271,38,Fast
14,1,1,90,0.832,1.746,35,Fast
14,2,2,50,1.103,1.535,35,Fast
14,1,1,80,0.952,1.326,32,Fast
14,1,1,90,1.533,1.33,32,Fast
14,1,2,40,1.492,1.54,29,Fast
14,1,1,40,1.287,1.159,32,Fast
14,1,2,80,1.207,1.506,32,Fast
14,1,2,50,1.082,0.821,35,Fast
14,2,1,50,0.972,1.179,38,Fast
14,2,2,60,1.067,1.563,41,Fast
14,1,1,70,1.243,1.09,41,Fast
14,2,1,50,0.957,1.396,38,Fast
14,2,2,69,1.038,1.485,41,Fast
14,2,2,70,0.972,1.606,41,Fast
14,1,1,90,1.133,1.311,38,Fast
14,2,2,90,1.032,1.736,38,Fast
14,2,2,80,1.373,1.355,35,Fast
14,2,2,80,1.187,1.316,35,Fast
14,1,1,80,0.983,1.354,32,Fast
14,1,1,80,1.292,1.571,32,Fast
14,2,1,50,0.982,2.06,29,Fast
14,1,2,70,1.097,1.431,32,Fast
14,2,2,60,0.987,0.715,35,Fast
14,1,2,80,2.807,1.676,35,Fast
14,2,2,60,0.712,1.591,38,Fast
14,1,1,60,1.077,1.345,38,Fast
14,2,1,80,0.892,1.471,35,Fast
14,1,1,90,0.748,1.544,53,Slow
14,2,2,90,0.629,1.214,53,Slow
14,1,1,80,0.607,1.631,50,Slow
14,2,2,90,0.557,1.246,50,Slow
14,1,1,90,0.672,1.316,47,Slow
14,1,1,70,0.557,0.621,47,Slow
14,1,1,90,0.493,2.161,44,Slow
14,1,1,90,0.412,0.656,44,Slow
14,2,2,70,0.907,1.267,41,Slow
14,2,2,79,0.802,1.506,41,Slow
14,2,2,80,0.847,0.965,38,Slow
14,2,2,70,0.887,1.351,38,Slow
14,2,2,80,0.837,1.636,35,Slow
14,1,1,70,0.633,1.366,35,Slow
14,2,2,70,0.782,1.361,32,Slow
14,2,2,50,0.833,1.481,32,Slow
14,1,2,90,0.667,2.389,29,Slow
14,2,2,90,1.178,1.07,32,Slow
14,2,2,90,0.837,1.011,32,Slow
14,2,2,90,0.877,1.317,29,Slow
14,1,2,90,1.077,1.57,29,Slow
14,1,1,90,0.857,1.406,32,Slow
14,2,2,79,0.727,1.181,32,Slow
14,2,2,50,0.992,1.232,29,Slow
14,1,2,50,0.937,1.275,29,Slow
14,1,1,80,1.306,1.106,32,Slow
14,1,2,60,0.957,1.366,32,Slow
14,2,1,20,0.806,1.345,35,Slow
14,2,2,40,0.888,0.74,38,Slow
14,2,2,70,1.28,1.621,38,Slow
14,2,2,90,0.903,1.705,35,Slow
14,2,2,60,0.797,1.071,35,Slow
14,2,2,50,0.773,1.841,32,Slow
14,2,2,70,1.237,1.136,32,Slow
14,2,2,70,1.218,1.48,29,Slow
14,2,1,60,1.087,0.886,29,Slow
14,1,2,60,1.381,1.515,32,Slow
14,2,1,50,1.122,1.695,35,Slow
14,2,1,50,1.528,1.606,38,Slow
14,1,2,30,0.982,1.45,41,Slow
14,1,1,90,0.982,1.131,44,Slow
14,2,2,90,1.172,1.32,44,Slow
14,2,2,90,1.207,0.932,41,Slow
14,1,1,80,0.982,1.125,41,Slow
14,1,1,90,0.657,1.511,38,Slow
14,1,1,80,0.728,1.76,38,Slow
14,1,1,80,0.627,0.461,35,Slow
14,2,1,70,1.013,1.665,35,Slow
14,2,1,50,0.857,0.911,38,Slow
14,2,1,70,1.497,0.966,41,Slow
15,2,2,50,1.479,1.284,53,Baseline
15,2,1,1,1.169,1.055,53,Baseline
15,1,2,50,3.086,1.238,56,Baseline
15,1,1,50,3.928,1.219,59,Baseline
15,2,2,50,2.942,1.992,59,Baseline
15,2,2,50,1.242,1.185,56,Baseline
15,2,2,1,2.552,1.344,56,Baseline
15,1,1,1,2.232,1.036,53,Baseline
15,1,1,1,2.148,1.811,53,Baseline
15,1,1,50,2.317,1.182,50,Baseline
15,1,1,50,1.391,1.346,50,Baseline
15,1,2,1,2.132,0.511,47,Baseline
15,2,2,50,1.553,0.925,50,Baseline
15,1,1,50,2.552,1.011,50,Baseline
15,1,2,1,2.242,1.38,47,Baseline
15,1,1,50,2.493,1.021,50,Baseline
15,2,2,50,1.425,1.325,50,Baseline
15,1,2,1,1.863,0.89,47,Baseline
15,1,1,1,2.037,1.366,50,Baseline
15,2,2,1,1.583,1.191,50,Baseline
15,2,2,1,2.162,1.356,47,Baseline
15,2,1,1,2.392,0.436,47,Baseline
15,2,2,50,1.557,0.766,50,Baseline
15,2,2,50,1.797,1.031,50,Baseline
15,2,1,50,1.732,0.931,47,Baseline
15,2,2,50,2.982,1.34,50,Baseline
15,2,2,1,2.514,1.161,50,Baseline
15,2,1,1,2.452,0.84,47,Baseline
15,2,2,1,1.663,1.855,50,Baseline
15,1,2,1,3.412,1.015,50,Baseline
15,1,1,10,1.187,1.106,53,Baseline
15,2,1,99,1.701,1.086,53,Baseline
15,2,2,50,1.317,1.031,56,Baseline
15,1,1,99,1.257,1.531,56,Baseline
15,1,1,99,1.032,0.548,53,Baseline
15,2,1,1,2.222,0.446,53,Baseline
15,1,1,99,1.052,0.461,56,Baseline
15,1,2,1,1.437,0.456,56,Baseline
15,2,1,1,1.473,0.511,59,Baseline
15,1,1,99,1.032,1.07,62,Baseline
15,1,1,99,1.038,0.476,62,Baseline
15,1,1,50,1.227,1.395,59,Baseline
15,2,2,1,0.536,0.591,59,Baseline
15,1,2,1,3.362,1.736,56,Baseline
15,1,1,1,1.512,1.85,59,Baseline
15,1,1,50,1.092,0.646,59,Baseline
15,2,2,1,1.182,0.755,56,Baseline
15,2,2,50,1.632,0.519,56,Baseline
15,1,1,1,1.577,1.451,53,Baseline
15,1,1,50,0.787,2.73,53,Baseline
15,1,1,50,0.818,0.953,53,Baseline
15,2,2,1,1.512,0.46,53,Baseline
15,2,2,50,0.706,0.64,50,Baseline
15,2,2,50,1.252,1.266,50,Baseline
15,1,1,50,1.352,2.772,47,Baseline
15,2,1,2,3.622,0.855,47,Baseline
15,2,2,2,1.597,1.191,50,Baseline
15,1,1,40,1.36,0.826,50,Baseline
15,2,1,10,1.448,2.274,47,Baseline
15,1,1,1,1.617,1.366,50,Baseline
15,2,2,1,1.278,1.471,50,Baseline
15,2,2,80,1.236,0.631,47,Baseline
15,1,1,70,1.232,2.031,47,Baseline
15,2,1,1,1.342,1.181,44,Baseline
15,2,2,1,1.564,1.416,47,Baseline
15,2,2,50,1.162,1.096,47,Baseline
15,1,1,1,2.102,1.206,44,Baseline
15,1,1,1,2.898,0.421,44,Baseline
15,1,1,99,1.342,1.415,41,Baseline
15,1,1,99,1.117,0.896,41,Baseline
15,2,2,1,1.937,1.091,38,Baseline
15,1,2,1,1.758,0.345,38,Baseline
15,1,1,50,1.567,0.97,41,Baseline
15,2,1,40,1.408,1.296,41,Baseline
15,2,1,1,1.391,0.74,44,Baseline
15,2,2,5,1.268,1.841,47,Baseline
15,1,1,1,1.217,0.536,47,Baseline
15,1,1,5,1.248,0.876,44,Baseline
15,2,2,1,1.457,0.446,44,Baseline
15,1,1,60,1.678,1.675,41,Baseline
15,2,2,1,1.347,0.225,41,Baseline
15,1,1,1,1.438,1.766,38,Baseline
15,2,2,1,3.107,1.32,38,Baseline
15,2,2,1,1.432,0.511,35,Baseline
15,1,1,1,1.593,1.271,35,Baseline
15,2,2,1,0.562,1.381,32,Baseline
15,1,2,1,0.563,1.47,32,Baseline
15,2,2,1,1.247,1.186,35,Baseline
15,2,2,1,1.208,0.551,35,Baseline
15,2,1,60,0.712,0.481,32,Baseline
15,1,1,1,1.202,1.275,35,Baseline
15,1,2,1,1.992,0.806,35,Baseline
15,2,NaN,NaN,NaN,NaN,38,Baseline
15,2,2,1,0.998,1.219,41,Baseline
15,1,1,1,1.392,0.455,41,Baseline
15,1,2,1,1.687,1.31,38,Baseline
15,2,2,1,1.912,0.615,41,Baseline
15,1,1,1,1.518,0.486,41,Baseline
15,1,2,1,1.162,0.415,38,Baseline
15,2,2,5,1.113,0.861,41,Baseline
15,2,2,1,1.018,0.55,53,Fast
15,2,2,80,0.625,0.86,53,Fast
15,1,1,99,0.496,1.125,50,Fast
15,2,2,99,0.878,1.501,50,Fast
15,2,2,99,0.941,0.501,47,Fast
15,2,2,1,0.882,0.525,47,Fast
15,1,2,50,1.042,1.305,44,Fast
15,1,1,99,0.73,0.346,47,Fast
15,1,1,99,0.627,0.519,47,Fast
15,1,1,5,0.671,1.326,44,Fast
15,1,1,10,0.658,1.166,44,Fast
15,2,2,1,0.802,0.23,41,Fast
15,1,1,1,0.932,1.331,41,Fast
15,1,1,10,1.012,2.045,38,Fast
15,2,2,1,1.078,0.581,38,Fast
15,2,2,1,1.042,0.256,35,Fast
15,1,1,1,1.477,0.331,35,Fast
15,2,2,1,1.432,0.275,32,Fast
15,2,2,1,1.372,1.501,32,Fast
15,1,2,1,1.672,0.401,29,Fast
15,1,1,99,1.248,0.52,32,Fast
15,1,2,1,1.417,0.271,32,Fast
15,1,1,1,1.452,0.351,35,Fast
15,1,1,1,1.322,0.321,35,Fast
15,2,1,1,1.377,0.33,32,Fast
15,2,2,50,1.367,0.691,35,Fast
15,2,1,1,1.252,0.891,35,Fast
15,2,2,1,0.863,0.956,38,Fast
15,1,1,70,0.757,0.376,38,Fast
15,1,1,1,0.668,0.28,35,Fast
15,1,2,50,0.787,0.311,35,Fast
15,2,2,1,0.703,0.091,38,Fast
15,2,2,1,0.948,0.81,38,Fast
15,1,2,1,0.607,0.545,35,Fast
15,1,1,1,1.062,0.315,38,Fast
15,2,2,1,0.712,1.431,38,Fast
15,2,2,1,1.067,0.24,35,Fast
15,2,1,1,1.892,1.185,35,Fast
15,1,1,1,1.392,0.55,38,Fast
15,1,2,1,0.998,0.646,38,Fast
15,1,2,1,1.282,1.526,41,Fast
15,2,2,1,0.948,0.68,44,Fast
15,1,1,99,0.942,0.646,44,Fast
15,2,2,1,0.837,0.045,41,Fast
15,1,1,1,1.332,0.201,41,Fast
15,2,2,1,1.532,0.75,38,Fast
15,2,2,1,1.482,0.665,38,Fast
15,2,1,1,1.432,0.6,35,Fast
15,1,1,1,1.327,0.216,38,Fast
15,2,2,1,1.487,0.431,38,Fast
15,2,2,88,0.668,1.655,53,Slow
15,1,1,99,0.615,0.4,53,Slow
15,1,1,99,0.527,0.411,50,Slow
15,2,2,1,0.962,0.383,50,Slow
15,2,2,1,1.001,1.091,47,Slow
15,2,2,1,0.822,0.676,47,Slow
15,1,1,99,0.458,0.401,44,Slow
15,1,2,1,0.997,1.15,44,Slow
15,1,2,1,1.146,0.986,47,Slow
15,2,2,8,1.607,0.751,50,Slow
15,2,2,2,1.283,0.646,50,Slow
15,1,1,60,1.202,1.681,47,Slow
15,2,2,99,1.183,0.241,47,Slow
15,1,1,99,0.957,0.281,44,Slow
15,2,2,1,1.042,0.36,44,Slow
15,2,1,6,0.802,2.968,41,Slow
15,2,1,7,1.393,0.896,44,Slow
15,1,1,1,1.182,0.436,47,Slow
15,1,1,99,0.967,0.341,47,Slow
15,2,2,99,1.037,1.145,44,Slow
15,2,1,1,1.082,0.872,44,Slow
15,1,2,70,0.252,0.491,47,Slow
15,1,1,1,0.812,0.316,50,Slow
15,2,2,1,0.818,0.696,50,Slow
15,2,2,1,0.877,1.476,47,Slow
15,2,2,50,1.298,0.476,47,Slow
15,1,2,1,0.932,0.325,44,Slow
15,2,2,1,1.268,0.416,47,Slow
15,1,1,99,0.767,0.406,47,Slow
15,2,1,1,1.468,3.355,44,Slow
15,2,1,6,0.997,0.14,47,Slow
15,1,1,99,0.617,0.562,50,Slow
15,1,1,3,0.997,0.451,50,Slow
15,1,NaN,NaN,NaN,NaN,47,Slow
15,1,1,99,0.481,0.366,50,Slow
15,2,2,7,0.912,0.011,50,Slow
15,2,2,78,0.672,0.351,47,Slow
15,1,1,89,0.732,0.311,47,Slow
15,1,1,69,0.517,0.257,44,Slow
15,1,2,89,0.637,0.506,44,Slow
15,1,1,99,0.447,0.322,47,Slow
15,1,1,99,0.502,0.046,47,Slow
15,2,2,99,0.722,0.115,44,Slow
15,2,1,1,0.657,0.67,44,Slow
15,1,2,1,0.537,0.26,47,Slow
15,1,1,99,0.397,1.166,50,Slow
15,2,2,99,0.542,0.435,50,Slow
15,1,1,1,0.847,0.861,47,Slow
15,1,1,99,0.958,0.425,47,Slow
15,1,2,99,0.302,0.296,44,Slow
16,1,1,85,1.029,2.188,53,Baseline
16,2,2,79,0.894,1.609,53,Baseline
16,1,1,60,2.126,1.256,50,Baseline
16,2,2,88,1.073,1.625,50,Baseline
16,1,1,77,1.496,2.591,47,Baseline
16,2,1,23,2.007,1.299,47,Baseline
16,2,1,50,1.662,1.201,50,Baseline
16,1,1,70,1.768,0.92,53,Baseline
16,1,1,20,2.121,0.95,53,Baseline
16,2,2,80,1.332,1.671,50,Baseline
16,1,1,40,1.962,1.447,50,Baseline
16,1,1,50,2.097,1.106,47,Baseline
16,2,2,98,1.137,1.41,47,Baseline
16,1,1,60,1.366,0.506,44,Baseline
16,2,2,70,1.577,0.781,44,Baseline
16,2,2,60,1.802,1.066,41,Baseline
16,2,2,80,1.008,1.101,41,Baseline
16,1,1,20,1.752,1.06,38,Baseline
16,2,2,60,1.237,0.976,38,Baseline
16,1,2,60,2.037,1.455,35,Baseline
16,1,1,70,1.823,0.916,38,Baseline
16,1,1,40,1.847,1.376,38,Baseline
16,1,1,30,2.262,0.531,35,Baseline
16,1,2,70,2.197,1.16,35,Baseline
16,1,1,50,1.763,0.985,38,Baseline
16,1,1,40,2.547,1.636,38,Baseline
16,2,2,50,2.298,0.846,35,Baseline
16,2,1,40,1.817,1.367,35,Baseline
16,1,1,30,2.028,1.731,38,Baseline
16,1,2,50,2.382,1.411,38,Baseline
16,2,2,60,1.182,0.969,41,Baseline
16,2,2,56,2.077,2.831,41,Baseline
16,1,1,76,1.592,1.755,38,Baseline
16,1,1,70,1.273,1.376,38,Baseline
16,1,1,77,1.452,0.966,35,Baseline
16,2,2,50,2.574,0.55,35,Baseline
16,2,1,40,1.442,0.689,32,Baseline
16,2,1,30,2.903,0.94,35,Baseline
16,1,1,70,0.952,1.101,38,Baseline
16,2,2,60,1.038,1.415,38,Baseline
16,2,2,55,1.862,1.476,35,Baseline
16,1,2,35,1.597,1.931,35,Baseline
16,2,1,20,2.302,1.146,38,Baseline
16,2,2,70,1.922,0.41,41,Baseline
16,1,2,40,2.152,0.999,41,Baseline
16,1,1,70,1.772,1.3,44,Baseline
16,2,2,70,1.517,0.405,44,Baseline
16,2,1,56,2.162,0.491,41,Baseline
16,1,2,70,1.632,1.456,44,Baseline
16,2,2,70,1.207,1.241,47,Baseline
16,2,2,80,1.62,0.655,53,Baseline
16,2,2,90,0.859,0.349,53,Baseline
16,2,2,99,0.908,0.774,50,Baseline
16,1,1,80,1.457,1.229,50,Baseline
16,2,2,70,0.905,1.32,47,Baseline
16,1,2,87,1.247,1.954,47,Baseline
16,1,1,70,1.027,0.647,50,Baseline
16,1,1,70,1.102,0.471,50,Baseline
16,2,2,70,0.861,1.4,47,Baseline
16,1,1,69,0.853,0.721,47,Baseline
16,2,2,40,1.692,0.401,44,Baseline
16,2,2,80,1.333,0.775,44,Baseline
16,1,1,30,1.337,0.466,41,Baseline
16,2,2,56,1.787,1.085,41,Baseline
16,1,2,79,0.527,0.201,38,Baseline
16,2,1,30,2.472,0.025,41,Baseline
16,2,2,77,1.225,0.521,44,Baseline
16,2,2,78,0.937,0.631,44,Baseline
16,2,1,60,1.386,0.356,41,Baseline
16,2,2,80,1.342,0.24,44,Baseline
16,1,1,69,1.083,0.761,44,Baseline
16,1,1,60,2.347,0.066,41,Baseline
16,1,1,50,1.137,0.256,41,Baseline
16,2,1,40,1.778,0.63,38,Baseline
16,1,2,70,0.717,1,41,Baseline
16,1,1,70,1.017,1.19,44,Baseline
16,2,2,89,0.807,0.391,44,Baseline
16,2,2,99,0.998,1.78,41,Baseline
16,1,1,70,0.627,0.015,41,Baseline
16,1,1,60,1.528,0.3,38,Baseline
16,1,2,40,1.722,0.826,38,Baseline
16,1,1,10,1.612,0.131,41,Baseline
16,1,1,103,1.232,0.05,41,Baseline
16,2,2,80,0.693,0.685,38,Baseline
16,2,2,60,1.872,0.671,38,Baseline
16,2,1,50,1.117,0.685,35,Baseline
16,2,2,66,1.728,0.136,38,Baseline
16,2,2,80,0.447,0.935,38,Baseline
16,2,2,99,0.632,0.407,35,Baseline
16,2,2,70,0.772,0.856,35,Baseline
16,1,2,90,1.562,0.896,32,Baseline
16,1,1,70,0.707,0.556,35,Baseline
16,1,1,79,1.067,1.021,35,Baseline
16,1,2,40,1.497,1.151,32,Baseline
16,1,1,30,1.267,0.811,35,Baseline
16,1,1,80,1.592,1.301,35,Baseline
16,1,1,20,1.607,1.056,32,Baseline
16,2,2,30,0.847,1.305,32,Baseline
16,2,2,90,0.782,1.252,29,Baseline
16,1,1,60,1.487,0.915,29,Baseline
16,2,2,90,0.519,1.099,53,Fast
16,1,1,90,0.505,1.89,53,Fast
16,1,1,99,0.632,1.226,50,Fast
16,2,2,90,0.898,0.381,50,Fast
16,2,2,90,0.731,1.186,47,Fast
16,1,1,90,0.716,0.502,47,Fast
16,2,2,98,0.777,0.78,44,Fast
16,2,2,90,0.787,0.07,44,Fast
16,2,2,70,1.257,0.703,41,Fast
16,2,1,60,1.907,1.12,41,Fast
16,1,2,55,1.488,0.794,44,Fast
16,2,2,80,1.137,0.486,47,Fast
16,2,2,89,0.832,1.156,47,Fast
16,1,1,80,1.266,0.686,44,Fast
16,2,2,50,1.277,2.16,44,Fast
16,2,2,60,1.327,0.526,41,Fast
16,2,2,67,0.637,0.79,41,Fast
16,2,2,69,1.194,0.676,38,Fast
16,2,1,50,1.262,0.446,38,Fast
16,1,1,80,0.687,0.631,41,Fast
16,2,2,44,1.461,0.369,41,Fast
16,1,1,70,0.652,0.539,38,Fast
16,1,2,61,1.478,0.35,38,Fast
16,2,2,77,1.962,0.84,41,Fast
16,1,1,88,0.618,0.956,41,Fast
16,2,1,70,1.247,0.86,38,Fast
16,2,2,50,1.312,1.331,41,Fast
16,2,1,40,0.932,0.826,41,Fast
16,1,1,60,1.007,1.407,44,Fast
16,2,1,40,1.592,0.36,44,Fast
16,2,2,79,1.252,0.871,47,Fast
16,1,1,80,0.713,0.5,47,Fast
16,1,1,90,0.512,0.706,44,Fast
16,1,1,99,0.477,0.336,44,Fast
16,1,1,80,0.833,0.527,41,Fast
16,1,1,50,1.662,1.121,41,Fast
16,1,2,57,1.227,0.971,38,Fast
16,2,2,60,1.302,0.616,41,Fast
16,1,1,22,1.253,0.616,41,Fast
16,1,1,80,0.487,0.66,38,Fast
16,2,2,23,1.523,0.691,38,Fast
16,2,2,60,0.822,0.47,35,Fast
16,1,2,68,0.992,0.767,35,Fast
16,2,2,90,0.597,1.155,38,Fast
16,1,1,80,0.807,0.606,38,Fast
16,2,2,60,1.033,0.77,35,Fast
16,2,1,50,0.912,0.426,35,Fast
16,2,2,70,0.717,0.617,38,Fast
16,1,2,89,1.252,1.28,38,Fast
16,2,1,66,1.162,0.621,41,Fast
16,2,2,80,0.691,1.334,53,Slow
16,2,2,90,0.554,0.951,53,Slow
16,2,1,80,0.859,0.78,50,Slow
16,1,1,90,0.532,1.25,53,Slow
16,1,1,99,0.478,0.315,53,Slow
16,1,1,90,0.578,0.456,50,Slow
16,1,1,99,0.634,0.471,50,Slow
16,2,2,90,0.722,0.615,47,Slow
16,1,1,90,1.672,1.195,47,Slow
16,1,1,99,0.959,0.996,44,Slow
16,2,2,60,1.613,0.416,44,Slow
16,2,2,50,1.377,1.346,41,Slow
16,1,1,57,1.033,0.546,41,Slow
16,1,1,78,0.477,1.576,38,Slow
16,2,2,80,0.762,0.367,38,Slow
16,1,1,80,1.242,1.245,35,Slow
16,2,2,90,0.627,0.341,35,Slow
16,1,1,88,0.658,0.586,32,Slow
16,1,1,90,0.522,0.951,32,Slow
16,1,1,68,1.091,0.901,29,Slow
16,2,2,80,1.017,0.931,29,Slow
16,2,2,70,1.132,1.19,26,Slow
16,2,1,57,1.318,0.801,26,Slow
16,1,2,67,1.252,0.239,29,Slow
16,2,2,78,1.143,0.821,32,Slow
16,2,1,67,0.902,0.595,32,Slow
16,2,2,80,0.757,0.727,35,Slow
16,2,2,76,1.382,0.711,35,Slow
16,1,1,50,1.422,0.18,32,Slow
16,2,1,40,1.368,1.24,32,Slow
16,2,1,67,1.137,1.075,35,Slow
16,1,1,99,0.473,0.856,38,Slow
16,2,2,80,0.802,0.465,38,Slow
16,2,1,90,0.757,0.735,35,Slow
16,1,1,50,1.017,0.321,38,Slow
16,2,1,40,1.142,0.667,38,Slow
16,1,1,97,0.608,0.819,41,Slow
16,1,1,70,0.927,0.676,41,Slow
16,1,1,68,1.002,0.561,38,Slow
16,2,2,89,0.807,0.691,38,Slow
16,1,1,47,0.987,1.115,35,Slow
16,2,2,68,0.708,0.666,35,Slow
16,2,2,86,1.022,0.765,32,Slow
16,2,2,87,1.043,1.435,32,Slow
16,2,1,37,0.962,0.915,29,Slow
16,1,1,70,0.552,0.505,32,Slow
16,2,1,75,1.047,1.526,32,Slow
16,2,2,90,0.867,0.516,35,Slow
16,2,2,60,1.183,0.61,35,Slow
16,2,2,37,1.512,0.731,32,Slow
17,1,1,9,0.762,0.086,53,Baseline
17,1,1,89,0.764,0.181,53,Baseline
17,1,1,99,0.74,0.181,50,Baseline
17,1,1,99,0.692,0.08,50,Baseline
17,2,2,89,0.732,0.215,47,Baseline
17,2,2,9,0.772,0.091,47,Baseline
17,1,1,80,1.074,0.07,44,Baseline
17,2,2,99,0.674,0.201,44,Baseline
17,1,2,80,0.807,0.474,41,Baseline
17,1,1,99,0.705,0.076,44,Baseline
17,2,2,89,0.952,0.035,44,Baseline
17,1,1,65,1.217,0.161,41,Baseline
