Schweizer Nährwertdatenbank – Generische Lebensmittel V6.5 (27.06.2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korrigierte Version vom 17.08.2023 (Korrektur: Nährstoff ""Zink"", Lebensmittel 13420 ""Bier, alkoholfrei"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule (kJ)",Herleitung des Wertes,Quelle,"Energie, Kalorien (kcal)",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,Retinol (µg),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E (α-Tocopherol) (mg),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
617,4274,1001162,"Ananas, in Sirup, Konserve, abgetropft",,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,295,Automatisierte Berechnung,,70,Automatisierte Berechnung,,0.1,Schätzung,2580,Sp.,-,2580,Sp.,-,2580,Sp.,-,2580,0,Schätzung,2580,15.9,-,2277,15.9,-,2277,0,-,1528,1.6,-,2277,0.5,Schätzung,2580,0,Automatisierte Berechnung,,0,Schätzung,2580,82,-,2277,3,Automatisierte Berechnung,,2,Automatisierte Berechnung,,0,Schätzung,2580,20,Automatisierte Berechnung,,20,-,2277,0.03,-,2277,Sp.,-,2277,0.05,-,2277,0,Schätzung,2580,0.2,-,1528,5,-,1699,0.04,-,2277,5.2,-,2277,0,Schätzung,2580,0.02,Automatisierte Berechnung,1699,95,-,2277,1.9,-,2277,13,-,2277,6.4,-,2277,11,-,2277,4.8,-,2277,0.1,-,2277,0.3,-,1528,0.1,-,2277,0.1,Schätzung,2580,Ja
14096,,,"Ananas, mit Süssungsmittel, Konserve, abgetropft",,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,179,Automatisierte Berechnung,,42,Automatisierte Berechnung,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,9.4,Berechnung anhand von Zutaten,,8.4,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,86.4,Berechnung anhand von Zutaten,,8,Automatisierte Berechnung,,4,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,49,Berechnung anhand von Zutaten,,37,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,4.7,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,22.6,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,73,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,19,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,8.8,Berechnung anhand von Zutaten,,4.8,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,Ja
377,4118,1000840,"Ananas, roh",,Früchte/Früchte frisch,,pro 100g essbarer Anteil,221,Automatisierte Berechnung,,52,Automatisierte Berechnung,,0.1,-,1705,Sp.,-,2277,Sp.,-,2277,Sp.,-,2277,0,Schätzung,2580,11.7,-,2277,10.5,-,2277,Sp.,-,2277,1.2,-,1705,0.5,Automatisierte Berechnung,1705,0,Automatisierte Berechnung,,0,Schätzung,2580,86.4,-,1705,8,Automatisierte Berechnung,,4,Automatisierte Berechnung,,0,Schätzung,1698,49,Automatisierte Berechnung,,49,-,164;2279,0.07,-,1670;1705;2277;2279,0.02,-,1670;1705;2277;2279,0.07,-,1670;1705;2279,0,Schätzung,2580,0.2,-,1670;1705;2279,9.4,-,1705;2279,0.13,-,1670;1705;2279,56.5,-,1670;1705;2279,0,Schätzung,2580,0.03,Automatisierte Berechnung,,120,-,1705,<1,-,1705,19,-,1705,14,-,1705,11,-,1705,6,-,1705,0.2,-,1705,1.4,-,1007,0.1,-,1705,0.1,-,1699,Ja
13880,,,Ananassaft,,Früchte/Fruchtsäfte,1.05,pro 100g essbarer Anteil,218,Automatisierte Berechnung,,51,Automatisierte Berechnung,,0.1,-,1528,0,-,1528,0,-,1528,0.1,-,1528,0,Schätzung,2580,12.1,-,2277,12.1,-,2277,0,-,1528,0.2,-,2277,0.4,-,1528,0,Automatisierte Berechnung,,0,Schätzung,2580,86.3,-,2277,10,Automatisierte Berechnung,,5,Automatisierte Berechnung,,0,-,1528,59,Automatisierte Berechnung,,59,-,1528,0.05,-,1528,0.02,-,1528,0.1,-,1528,0,Schätzung,2580,0.2,-,1528,2,-,1528,0.1,-,1528,12.1,-,1528,0,Schätzung,2580,0.02,-,1699,130,-,2277,5,-,1528,38,-,1528,16,-,1528,14,-,1528,4,-,1528,0.2,-,2277,0,-,1528,0.1,-,1528,0.1,-,1699,Nein
1049,3775,,"Apfel, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,237,Automatisierte Berechnung,,56,Automatisierte Berechnung,,0.3,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,12.2,Berechnung anhand von Zutaten,,12.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,85.7,Automatisierte Berechnung,,4,Automatisierte Berechnung,,2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,25,Automatisierte Berechnung,,23,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,4,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,3.8,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,94,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,80,Berechnung anhand von Zutaten,,6.7,Berechnung anhand von Zutaten,,6.8,Berechnung anhand von Zutaten,,15,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,Nein
435,3822,1000913,"Apfel, geschält, getrocknet",Dörrapfel,Früchte/Früchte getrocknet,,pro 100g essbarer Anteil,1120,Automatisierte Berechnung,,264,Automatisierte Berechnung,,1.6,-,1640,0.7,-,1528,0.1,-,1528,0.9,-,1528,0,Schätzung,2580,55.4,-,1640,50,-,1528,2.9,-,1528,11.2,-,1640,1.4,-,1528,0,Automatisierte Berechnung,,0,Schätzung,2580,26.8,-,1528,1,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,1698,4,Automatisierte Berechnung,,4,-,156;2279;2581,0.04,-,2279;2581,0.03,-,2279;2581,0.12,-,2279;2581,0,Schätzung,2580,0.48,-,2279;2581,14,-,1528,0.28,-,2279;2581,1.8,-,2279;2581,0,Schätzung,2580,1.57,-,1528,620,-,1640,10,-,1640,9,-,1528,30,-,1640,23,-,1528,50,-,1640,1.2,-,1640,4.1,-,1528,0.2,-,1528,0.5,-,2238,Nein
378,4480,1000841,"Apfel, roh",,Früchte/Früchte frisch,,pro 100g essbarer Anteil,222,Automatisierte Berechnung,,52,Automatisierte Berechnung,,0.3,-,2277,0.1,-,2277,0,-,2277,0.2,-,2277,0,Schätzung,2580,11.6,-,2277,11.5,-,2598,0.1,-,2277,1.4,-,2277,0.3,-,2277,0,Automatisierte Berechnung,,0,Schätzung,2580,85.4,-,2277,4,Automatisierte Berechnung,,2,Automatisierte Berechnung,,0,Schätzung,1698,25,Automatisierte Berechnung,,23,-,121;1692,0.01,-,1670;2277,0.01,-,1670;2277,0.04,-,1670;1692;2277,0,Schätzung,2580,0.08,-,1670;2277,6,-,2277,0.08,-,1670;1692;2277,7.2,-,1670;1692;2277,0,-,43;2580,0.09,-,2598,120,-,2277,1.5,-,2277,61,-,2277,5.3,-,2277,6.5,-,2277,14,-,2277,0.1,-,2277,0.8,-,36,0.1,-,36,<0.5,-,2598,Nein
1479,,,"Apfelkuchen, hausgemacht, gebacken (mit Blätterteig)",Apfelwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",,pro 100g essbarer Anteil,606,Automatisierte Berechnung,,145,Automatisierte Berechnung,,6.8,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,17.8,Berechnung anhand von Zutaten,,9.4,Berechnung anhand von Zutaten,,8.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,2.4,Berechnung anhand von Zutaten,,0.3,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,71.8,Automatisierte Berechnung,,11,Automatisierte Berechnung,,9,Automatisierte Berechnung,,8,Berechnung anhand von Zutaten,,15,Automatisierte Berechnung,,15,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,4.8,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,3.9,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.71,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,17,Berechnung anhand von Zutaten,,7.5,Berechnung anhand von Zutaten,,35,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,Ja
1480,,,"Apfelkuchen, hausgemacht, gebacken (mit Kuchenteig)",Apfelwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",,pro 100g essbarer Anteil,616,Automatisierte Berechnung,,147,Automatisierte Berechnung,,6.6,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,2.5,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,18.5,Berechnung anhand von Zutaten,,9.4,Berechnung anhand von Zutaten,,9,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,71,Automatisierte Berechnung,,11,Automatisierte Berechnung,,9,Automatisierte Berechnung,,8,Berechnung anhand von Zutaten,,15,Automatisierte Berechnung,,15,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,5.3,Berechnung anhand von Zutaten,,0.21,Berechnung anhand von Zutaten,,3.9,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.67,Berechnung anhand von Zutaten,,120,Berechnung anhand von Zutaten,,89,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,43,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,Ja
627,4343,1001174,"Apfelmus, gezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,379,Automatisierte Berechnung,,89,Automatisierte Berechnung,,0.3,-,22,0.1,-,22,0,-,22,0.1,-,22,0,-,22,20.5,-,22,20.4,-,22,0.1,-,22,1.9,-,22,0.3,-,22,0,Automatisierte Berechnung,,0,-,22,76.5,-,22,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,0.02,-,22,0.02,-,22,0.04,-,22,0,-,22,0.08,-,22,5.9,-,22,0.08,-,22,2.3,-,22,0,-,22,0.34,-,22,97,-,22,3.6,-,22,2.1,-,22,4.4,-,22,3.6,-,22,8.1,-,22,0.2,-,22,0.7,-,22,0.1,-,22,k.A.,,,Nein
628,4344,1001175,"Apfelmus, ungezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,232,Automatisierte Berechnung,,55,Automatisierte Berechnung,,0.3,-,22,0.1,-,22,0,-,22,0.1,-,22,0,-,22,11.7,-,22,11.6,-,22,0.1,-,22,2.1,-,22,0.3,-,22,0,Automatisierte Berechnung,,0,-,22,85,-,22,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,0.02,-,22,0.02,-,22,0.05,-,22,0,-,22,0.09,-,22,6.5,-,22,0.09,-,22,2.5,-,22,0,-,22,0.43,-,22,110,-,22,4,-,22,2.2,-,22,4.8,-,22,4,-,22,9,-,22,0.2,-,22,0.8,-,22,0.1,-,22,k.A.,,,Nein
568,3712,1001093,Apfelsaft,Süssmost,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,1.04,pro 100 ml,212,Automatisierte Berechnung,,50,Automatisierte Berechnung,,0.1,-,2277,0,-,2277,0,-,2277,0,-,2277,0,Schätzung,2580,11.9,-,2277,11.3,-,2277,0,-,2277,0.2,-,2277,0.2,-,2277,0,Automatisierte Berechnung,,0,Schätzung,2580,91.9,-,2277,1,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,1698,7,Automatisierte Berechnung,,7,-,2277,0.01,-,2277,Sp.,-,2277,0.04,-,2277,0,Schätzung,2580,0.04,-,2277,7,-,2277,0.05,-,2277,7.4,-,9,0,Schätzung,2580,0,Automatisierte Berechnung,3204,120,-,2277,14,-,2277,2,-,9,4.5,-,2277,4.7,-,2277,6.9,-,2277,0.3,-,2277,1,-,2277,Sp.,-,2277,0.1,-,2277,Ja
512,4633,1001015,"Apfelwein, 4 vol%",Apfelmost;Saurer Most;Cider,Alkoholhaltige Getränke/Wein,1,pro 100 ml,132,Automatisierte Berechnung,,32,Automatisierte Berechnung,,0,-,43,0,-,43,0,-,43,0,-,43,0,Schätzung,51,2.5,-,43,2.5,-,43,0,-,43,0,-,43,0,-,43,0,Automatisierte Berechnung,,3.1,-,43,93.2,-,43,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,1698,1,Automatisierte Berechnung,,1,-,8,Sp.,-,43,Sp.,-,43,0.01,-,43,0,-,43,Sp.,-,43,Sp.,-,43,0.04,-,43,Sp.,-,43,0,-,43,Sp.,-,43,120,-,43,4,-,43,5,-,22,9,-,43,4,-,43,5,-,43,0.8,-,43,10,-,9,0.2,-,9,k.A.,,,Ja
513,4692,1001016,"Apfelwein, 6.2 vol%",Apfelmost;Saurer Most;Cider,Alkoholhaltige Getränke/Wein,1,pro 100 ml,269,Automatisierte Berechnung,,64,Automatisierte Berechnung,,0,-,22,0,-,22,0,-,22,0,-,22,0,Schätzung,51,7.3,-,9,7.3,-,22,0,-,22,0,-,22,0,-,9,0,Automatisierte Berechnung,,5,-,9,86.9,-,9,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,1698,1,Automatisierte Berechnung,,1,-,8,0,-,9,0,-,9,0.01,-,9,0.1,-,9,0.01,-,9,1,-,9,0.03,-,9,Sp.,-,22,0,-,22,Sp.,-,22,97,-,9,2,-,9,5,-,9,5,-,9,4,-,9,9,-,9,0.3,-,9,10,-,9,0.2,-,9,k.A.,,,Ja
554,3895,1001075,"Appenzeller, viertelfett",,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,985,Automatisierte Berechnung,,235,Automatisierte Berechnung,,11.4,-,177,6.8,-,177,2.7,-,177,0.5,-,177,34,-,177,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,33.1,Schätzung,1662,2,Automatisierte Berechnung,,0,-,22,48.2,-,177,141,Automatisierte Berechnung,,136,Automatisierte Berechnung,,130,-,127,68,Automatisierte Berechnung,,68,Schätzung,1698,0.04,-,35,0.5,-,35;1659,0.07,-,35,1.3,-,35;1659,0.1,-,35,15,-,35,0.54,-,35;1659,Sp.,-,22,0.3,-,35;1659,0.36,-,35,120,-,177,810,-,177,1240,-,177,1090,-,177,36,-,177,730,-,177,0.2,-,177,35,-,35,2.5,-,177,k.A.,,,Nein
553,3894,1001074,"Appenzeller, vollfett",,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1590,Automatisierte Berechnung,,384,Automatisierte Berechnung,,31.7,-,177,19,-,177,7.4,-,177,1.5,-,177,95,-,177,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,24.3,Schätzung,1662,1.6,Automatisierte Berechnung,,0,-,22,39.6,-,177,382,Automatisierte Berechnung,,366,Automatisierte Berechnung,,350,-,8,190,Automatisierte Berechnung,,190,-,8,0.04,-,35,0.36,-,35;1659,0.07,-,35,1.06,-,35;1659,0.1,-,35,15,-,35,0.33,-,35;1659,Sp.,-,22,0.5,-,35;1659,0.95,-,35,82,-,177,620,-,177,960,-,177,740,-,177,29,-,177,540,-,177,0.3,-,177,8.4,-,1333;1399,4,-,177,k.A.,,,Nein
1051,3766,,"Aprikose, gedünstet, abgetropft (ohne Zugabe von Zucker)",Marille,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,189,Automatisierte Berechnung,,45,Automatisierte Berechnung,,0.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,9,Berechnung anhand von Zutaten,,6.7,Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,88.2,Automatisierte Berechnung,,360,Automatisierte Berechnung,,180,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,2161,Automatisierte Berechnung,,2103,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.38,Berechnung anhand von Zutaten,,3.5,Berechnung anhand von Zutaten,,0.18,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.63,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,Sp.,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,8.4,Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,Ja
469,4047,1000952,"Aprikose, getrocknet",Dörraprikose;Marille,Früchte/Früchte getrocknet,,pro 100g essbarer Anteil,1010,Automatisierte Berechnung,,239,Automatisierte Berechnung,,0.5,-,2277,0.2,-,2277,0.1,-,2277,0.2,-,2277,0,Schätzung,2580,59.1,-,2277,34.3,-,2277,<0.4,-,2277,8.3,-,2277,2.9,-,2277,0,Automatisierte Berechnung,,0,Schätzung,2580,24.7,-,2277,421,Automatisierte Berechnung,,210,Automatisierte Berechnung,,0,Schätzung,1698,2525,Automatisierte Berechnung,,2525,-,124;2279;2581,0.01,-,2279;2581,0.04,-,2279;2581,0.15,-,2279;2581,0,Schätzung,2580,2.69,-,2277;2279;2581,8.9,-,2277,0.58,-,2277;2279;2581,0.2,-,2279;2581,0,Schätzung,2580,3.57,Automatisierte Berechnung,,1370,-,36,11,-,36,5.4,-,36,82,-,36,50,-,36,110,-,36,1.4,-,2277,2.7,-,36,0.4,-,36,0.4,-,1676,Ja
621,3599,1001168,"Aprikose, in Sirup, Konserve, abgetropft",Marille,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,264,Automatisierte Berechnung,,62,Automatisierte Berechnung,,0.1,-,1528,0,-,1528,0.1,-,1528,0,-,1528,0,Schätzung,2580,13.7,-,2277,13.3,-,2277,0,-,1528,1.4,-,2277,0.9,-,2277,0,Automatisierte Berechnung,,0,Schätzung,2580,83,-,2277,154,Automatisierte Berechnung,,77,Automatisierte Berechnung,,0,-,1698,925,Automatisierte Berechnung,,925,-,2277,0.02,-,1528,Sp.,-,2277,0.02,-,2277,0,Schätzung,2580,0.11,-,2277,6.9,-,2277,0.12,-,2277,2.2,-,2277,0,Schätzung,2580,0.45,-,1528,140,-,2277,9.7,-,2277,4.6,-,2277,18,-,2277,4.9,-,2277,11,-,2277,0.1,-,2277,0.5,-,1528,0.1,-,2277,0.2,-,2238,Ja
14097,,,"Aprikose, mit Süssungsmittel, Konserve, abgetropft",,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,171,Automatisierte Berechnung,,40,Automatisierte Berechnung,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,8.2,Berechnung anhand von Zutaten,,6.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.4,Schätzung,,0.9,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,89.4,Automatisierte Berechnung,,154,Automatisierte Berechnung,,77,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,925,Schätzung,,925,Schätzung,,0.02,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.34,Berechnung anhand von Zutaten,,3.2,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.57,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,16,Berechnung anhand von Zutaten,,7.6,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,Ja
379,3629,1000842,"Aprikose, roh",Marille,Früchte/Früchte frisch,,pro 100g essbarer Anteil,185,Automatisierte Berechnung,,44,Automatisierte Berechnung,,0.1,-,1640,0,-,1640,0.1,-,1640,0,-,1640,0,Schätzung,2580,9,-,2277,6.7,-,2277,Sp.,-,2277,1.7,-,2277,0.8,-,2277,0,Automatisierte Berechnung,,0,Schätzung,2580,87.1,-,2277,384,Automatisierte Berechnung,,192,Automatisierte Berechnung,,0,Schätzung,1698,2305,Automatisierte Berechnung,,2243,-,105;124;1670;2277;2279,0.02,-,1670;2277,0.02,-,1670;2277;2279,0.06,-,1670;2277;2279,0,Schätzung,2580,0.38,-,1670;2279,5.6,-,2277;2279,0.18,-,1670;2277;2279,3.6,-,1670;2277;2279,0,Schätzung,2580,0.5,Automatisierte Berechnung,,260,-,2277,Sp.,-,2277,1,-,36,15,-,2277,8.4,-,2277,22,-,2277,0.2,-,2277,0.5,-,36,0.1,-,2277,0.1,-,1699,Ja
