Obj;Field;POS;Context;Number;Phase;HollowGlass;FlatGlass;Splitter;GlassChunk;Droplet;Slag;Tessera;Rod_yellow;Rod_orange;Rod_red;Rod_blue;Rod_white;Rod_greeen;Rod_Molten;Rod_Plychrome;Rod_Length;Rod_Dm;Pontil_yellow;Pontil_orange;Pontil_red;Pontil_bluee;Pontil_white;Pontil_green;OGW_yellow;OGW_orange;OGW_red;OGW_black;OGW_blue;OGW_green;OGW_white;Bead;RV;OvenPiece;Miscellaneous
1052;67;4374;2879;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
1052;67;4374;2879;204;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1052;67;4374;2879;205;Pink - R;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1052;67;4374;2879;206;Pink - R;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;67;4374;2879;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;67;4374;2879;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2879;209;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2880;201;Pink - R;;;;;;;;1;;;;;;y;;17;6;;;;;;;;;;;;;;;;;
1052;95;4617;2882;xx1;Verfüllung Pfostengrube ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4617;2882;xx2;Verfüllung Pfostengrube ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4563;2883;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4593;2885;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4593;2885;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4593;2885;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4593;2885;204;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;67;4593;2885;205;Pink - R;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;67;4593;2885;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4593;2885;207;Pink - R;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;67;4555;2886;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;204;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;205;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;209;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;210;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;211;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;212;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;213;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;214;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;215;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;216;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2886;217;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1052;67;4555;2886;218;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
1052;67;4555;2886;219;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
1052;67;4555;2886;220;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
1052;67;4555;2886;221;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
1052;67;4555;2886;222;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
1052;67;4555;2886;223;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1052;67;4555;2886;224;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;67;4555;2886;225;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1052;67;4555;2886;226;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;67;4555;2886;227;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4555;2886;228;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4555;2886;229;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4555;2886;230;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4555;2886;231;Pink - R;;;;;;;;;;1;;;;;;7;5;;;;;;;;;;;;;;;;;
1052;67;4555;2886;232;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4555;2886;233;Pink - R;;;;;;;;;;1;;;;;;11;6;;;;;;;;;;;;;;;;;
1052;67;4555;2886;234;Pink - R;;;;;;;;;;1;;;;;;11;6;;;;;;;;;;;;;;;;;
1052;67;4555;2886;235;Pink - R;;;;;;;;;;1;;;;;;9;6;;;;;;;;;;;;;;;;;
1052;67;4555;2886;236;Pink - R;;;;;;;;;;1;;;;;;10;6;;;;;;;;;;;;;;;;;
1052;67;4555;2886;237;Pink - R;;;;;;;;;;;;1;;;;15;3;;;;;;;;;;;;;;;;;
1052;67;4555;2886;238;Pink - R;;;;;;;;;;;;1;;y;;10;5;;;;;;;;;;;;;;;;;
1052;67;4555;2886;239;Pink - R;;;;;;;;;;;;1;;;;8;4;;;;;;;;;;;;;;;;;
1052;67;4555;2886;240;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4555;2886;241;Pink - R;;;;;;;;;;;;1;;;y;16;4;;;;;;;;;;;;;;;;;
1052;67;4555;2886;242;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;67;4555;2886;243;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
1052;67;4555;2886;244;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1052;67;4555;2886;245;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;95;4585;2888;201;Pink - Grube;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4585;2888;202;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4585;2888;203;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4585;2888;204;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4585;2888;205;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4585;2888;206;Pink - Grube;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1052;95;4585;2888;207;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4585;2888;208;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;95;4585;2888;209;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4585;2888;210;Pink - Grube;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4585;2888;211;Pink - Grube;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4585;2888;212;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4585;2888;213;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4585;2888;214;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4585;2888;215;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4585;2888;216;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;95;4589;2889;201;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4589;2889;xx1;Pink - Pfostengrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;95;4589;2890;201;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4588;2892;201;Pink - Grube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4588;2892;202;Pink - Grube;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4588;2892;203;Pink - Grube;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4588;2892;204;Pink - Grube;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;3482;2893;201;Jünger, Phosaphat-Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;3482;2893;202;Jünger, Phosaphat-Silt;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
1052;66;3482;2893;203;Jünger, Phosaphat-Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4584;2894;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4584;2894;202;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4584;2894;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4584;2894;204;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;66;4584;2894;205;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;66;4584;2894;206;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
1052;66;4584;2894;207;Oberer Silt;;;;;;;;;;1;;;;y;;;;;;;;;;;;;;;;;;;;
1052;66;4584;2894;208;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;209;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;210;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;211;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;212;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;213;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;214;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;215;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;216;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;217;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;218;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;219;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;220;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;221;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;222;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2894;223;Oberer Silt;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4584;2894;224;Oberer Silt;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;2896;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;2896;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;2896;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;2896;204;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;2896;205;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;2896;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;2896;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;2896;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;2896;209;Pink - R;;;;;;;;;;1;;;;;;;6;;;;;;;;;;;;;;;;;
1052;95;3796;2896;210;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2897;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2897;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2897;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;204;Pink - R;;;;;;;;;;1;;;;y;;10;5;;;;;;;;;;;;;;;;;
1052;66;4374;2897;205;Pink - R;;;;;;;;;;1;;;;;;9;12;;;;;;;;;;;;;;;;;
1052;66;4374;2897;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;66;4374;2897;207;Pink - R;;;;;;;;;;;;;1;y;;13;5;;;;;;;;;;;;;;;;;
1052;66;4374;2897;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2897;209;Pink - R;;;;;;;;;;;1;;;;;17;4;;;;;;;;;;;;;;;;;
1052;66;4374;2897;210;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;66;4374;2897;211;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2897;212;Pink - R;;;;;;;;;1;;;;;;;;5;;;;;;;;;;;;;;;;;
1052;66;4374;2897;213;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2897;214;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;66;4374;2897;215;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;66;4374;2897;216;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;66;4374;2897;217;Pink - R;;;;;;;;;;;;;1;;;;5;;;;;;;;;;;;;;;;;
1052;66;4374;2897;218;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;66;4374;2897;219;Pink - R;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2897;220;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2897;221;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;66;4374;2897;222;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
1052;66;4374;2897;223;Pink - R;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2897;224;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2897;225;Pink - R;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2897;226;Pink - R;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2897;227;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;228;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;229;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;230;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;231;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;232;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;233;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;234;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;235;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;236;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;237;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;238;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;239;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;240;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;241;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;242;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2897;243;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4584;2898;202;Oberer Silt;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;67;4584;2898;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;204;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;205;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;206;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;207;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;208;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;209;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;210;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;211;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;212;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;213;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4584;2898;214;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4584;2899;202;Oberer Silt;;;;;;;;;;1;;;;;;;4;;;;;;;;;;;;;;;;;
1052;66;4584;2899;203;Oberer Silt;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4584;2899;204;Oberer Silt;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4584;2899;205;Oberer Silt;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4584;2899;206;Oberer Silt;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4584;2899;207;Oberer Silt;;;;;;;;;;;1;;;y;;;;;;;;;;;;;;;;;;;;
1052;66;4584;2899;210;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;211;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;212;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;213;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;214;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;215;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;216;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;217;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;218;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;219;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;220;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;221;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;222;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;223;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;224;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;225;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;226;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;227;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;228;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4584;2899;229;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;95;4566;2900;201;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4566;2900;202;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4566;2900;203;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4566;2900;204;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4566;2900;205;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4566;2900;206;Womöglich Pink - R;;;;;;;;1;;;;;;;;;5;;;;;;;;;;;;;;;;;
1052;95;4566;2900;207;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4566;2900;208;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;95;4566;2900;209;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4566;2900;210;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4566;2900;211;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;212;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;213;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;214;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;215;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;216;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;217;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;218;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;219;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;220;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;221;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4566;2900;222;Womöglich Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;112;4675;3017;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;112;4675;3019;201;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;112;4675;3019;202;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;203;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;204;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;205;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;209;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;210;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;211;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;3796;3159;212;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;3796;3159;213;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;3796;3159;214;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
