Obj;Field;POS;Context;Number;Phase;HollowGlass;FlatGlass;Splitter;GlassChunk;Droplet;Slag;Tessera;Rod_yellow;Rod_orange;Rod_red;Rod_blue;Rod_white;Rod_greeen;Rod_Molten;Rod_Plychrome;Rod_Length;Rod_Dm;Pontil_yellow;Pontil_orange;Pontil_red;Pontil_bluee;Pontil_white;Pontil_green;OGW_yellow;OGW_orange;OGW_red;OGW_black;OGW_blue;OGW_green;OGW_white;Bead;RV;OvenPiece;Miscellaneous
1052;47;3791;2287;210;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;56;3770;2300;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;56;3770;2300;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;47;3968;2302;201;Pink - R;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
1052;46;3981;2305;201;Grab 270;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
1052;47;3975;2310;201;Umgelagert;;;;;;;;1;;;;;;;;17;3;;;;;;;;;;;;;;;;;
1052;46;3909;2315;201;Pink - Steinansammlung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;3909;2315;202;Pink - Steinansammlung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;3909;2315;203;Pink - Steinansammlung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;3909;2315;204;Pink - Steinansammlung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;47;3990;2319;203;Grab 276;;;;;;;;;;1;;;;;;5;4;;;;;;;;;;;;;;;;;
1052;47;3990;2319;204;Grab 276;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;47;3990;2319;205;Grab 276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3990;2319;206;Grab 276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3990;2319;207;Grab 276;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;78;3933;2321;201a;Umgelagert;;;;;;;;;1;;;;;y;;10;4;;;;;;;;;;;;;;;;;
1052;78;3933;2321;201b;Umgelagert;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;3908;2322;xx1;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;78;3727;2323;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
1052;78;3938;2329;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;48;3610;2332;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;3981;2341;201;Grab 270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;3981;2341;202;Grab 270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3962;2343;xx1;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;48;3916;2344;201;Pink - Grube;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;48;3916;2344;202;Pink - Grube;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;3908;2349;201;Pink - R ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;3908;2350;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;3908;2350;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;3908;2350;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;3908;2350;204;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;3908;2350;205;Pink - R;;;;;;;;;;1;;;;y;;15;7.5;;;;;;;;;;;;;;;;;
1052;46;3908;2350;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;3908;2350;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;46;3908;2350;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;46;3908;2350;209;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;3908;2350;210;Pink - R;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;3908;2350;211;Pink - R;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;3908;2350;212;Pink - R;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;3908;2350;213;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;46;3908;2350;213;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;3908;2350;214;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;3908;2350;215;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;3908;2350;216;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3973;2351;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;47;3973;2351;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;47;3973;2351;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;47;3973;2351;204;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3973;2351;205;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3973;2351;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3973;2351;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3973;2351;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3973;2351;209;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;47;3987;2353;201;Werkgrube (Grube mit PfoLo?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;47;3987;2353;202;Werkgrube (Grube mit PfoLo?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;47;3987;2353;203;Werkgrube (Grube mit PfoLo?);;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;46;4103;2355;201;Grab 273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;46;4103;2355;202;Grab 273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;4103;2355;203;Grab 273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;4103;2355;204;Grab 273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;64;3347;2357;201;Umgelagert;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;78;4150;2360;202;Umgelagert;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;4103;2362;202;Grab 273;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;
1052;46;3999;2364;201;Oberer Silt (unsicher);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;3999;2364;202;Oberer Silt (unsicher);;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;46;3999;2364;203;Oberer Silt (unsicher);;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
1052;46;3999;2364;204;Oberer Silt (unsicher);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;62;3330;2386;9;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;65;2424;2424;201;Umgelagert?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;47;4189;2464;201;Pink - PfoLo;;;;;;;;;;1;;;;;;12;7;;;;;;;;;;;;;;;;;
1052;47;3911;2465;201;Unterer Silt;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;47;3911;2465;202;Unterer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;47;3911;2465;203;Unterer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;46;4202;2475;201;Pink - PfoLo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;46;4162;2477;201;Pink - brandgeröteter Bereich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;4162;2477;202;Pink - brandgeröteter Bereich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;46;4162;2477;203;Pink - brandgeröteter Bereich;;;;;;;;;;1;;;;;;11;2;;;;;;;;;;;;;;;;;
1052;47;4161;2478;201;Pink - PfoLo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;63;3338;2584;6;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3785;2591;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;3785;2591;202;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3785;2591;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3785;2591;204;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3785;2591;205;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4263;2592;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;4263;2592;204;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4263;2592;205;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1052;94;3656;2593;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;3656;2593;202;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;94;3656;2593;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;94;3656;2593;xx1;Oberer Silt;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;47;3786;2597;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;66;4547;2639;201;Umgelagert;;;;;;;;;;;1;;;y;;14;5;;;;;;;;;;;;;;;;;
1052;62;4374;2658;201;Pink - R;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;62;4374;2658;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;62;4374;2658;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;68;3290;2669;201;Umgelagert;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4297;2670;201;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;4297;2670;201;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;4297;2670;202;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4297;2670;203;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4297;2670;204;Verfüllung Grab 285;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4297;2670;205;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4297;2670;206;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4297;2670;207;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4297;2670;208;Verfüllung Grab 285;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4297;2670;210;Verfüllung Grab 285;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4513;2686;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;67;4520;2689;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4520;2689;202;Umgelagert;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;67;4520;2689;203;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4520;2689;204;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;67;4520;2689;205;Umgelagert;;;;;;;;;;1;;;;;;9;7.5;;;;;;;;;;;;;;;;;
1052;67;4520;2689;206;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3791;2702;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3791;2702;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3786;2704;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3786;2704;202;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;3786;2704;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;94;4271;2705;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4271;2705;202;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;4271;2705;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
1052;94;4271;2705;204;Oberer Silt;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4288;2706;201;Umgelagert;;;;;;;;;;1;;;;;;3;6;;;;;;;;;;;;;;;;;
1052;94;4288;2706;202;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;94;3790;2709;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;202;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;203;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;204;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;205;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;206;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;207;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;208;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;209;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;210;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;211;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;3790;2709;216;Umgelagert;;;;;;;;1;;;;;;;;5;4;;;;;;;;;;;;;;;;;
1052;94;3790;2709;217;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;3790;2709;218;Umgelagert;;;;;;;;;;1;;;;;;14;4;;;;;;;;;;;;;;;;;
1052;94;3790;2709;219;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;94;3790;2709;220;Umgelagert;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;3790;2709;221;Umgelagert;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;3790;2709;222;Umgelagert;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;3790;2709;223;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;94;4264;2711;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;4264;2711;202;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;4264;2711;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4264;2711;204;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;94;4264;2711;205;Oberer Silt;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;62;4374;2715;201;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;63;4374;2732;xx1;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;63;4374;2732;xx2;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4563;2735;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4563;2735;202;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4555;2736;1;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
1052;67;4555;2736;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4526;2739;201;Umgelagert;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4526;2739;202;Umgelagert;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4526;2739;203;Umgelagert;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4526;2739;204;Umgelagert;;;;;;;;;1;;;;;y;;8;6;;;;;;;;;;;;;;;;;
1052;95;4526;2739;205;Umgelagert;;;;;;;;;;;1;;;y;;9;6;;;;;;;;;;;;;;;;;
1052;95;4526;2739;206;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;95;4526;2739;207;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;95;4526;2739;208;Umgelagert;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;4526;2739;209;Umgelagert;;;;;;;;;;1;;;;;;8;5;;;;;;;;;;;;;;;;;
1052;95;4526;2739;210;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4526;2739;211;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4526;2739;212;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4526;2739;213;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;94;4468;2743;201;Pink - Grube o. Steinnegativ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;4468;2743;202;Pink - Grube o. Steinnegativ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4398;2767;201;Sarghinterfüllung Grab 284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;4394;2783;6;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;66;4550;2809;201;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4550;2809;202;Umgelagert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;94;4469;2861;201;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;4469;2861;202;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
1052;94;4469;2861;203;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2861;204;Pink - Werkgrube;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4469;2861;205;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2861;206;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2861;207;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
1052;94;4469;2861;208;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
1052;94;4469;2861;209;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;94;4469;2861;210;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;94;4469;2861;211;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2861;212;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2861;213;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
1052;94;4469;2868;201;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;4469;2868;202;Pink - Werkgrube;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4469;2868;203;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2868;204;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;3911;2872;202;Unterer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2874;201;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;4469;2874;203;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;94;4469;2874;204;Pink - Werkgrube;;;;;;;;;1;;;;;y;y;28;7;;;;;;;;;;;;;;;;;
1052;94;4469;2874;205;Pink - Werkgrube;;;;;;;;;1;;;;;y;y;39;5;;;;;;;;;;;;;;;;;
1052;94;4469;2874;206;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;94;4469;2874;207;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;94;4469;2874;208;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;94;4469;2874;209;Pink - Werkgrube;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1052;94;4469;2874;210;Pink - Werkgrube;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4469;2874;211;Pink - Werkgrube;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;94;4469;2874;212;Pink - Werkgrube;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2875;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;66;4374;2875;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2875;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;66;4374;2875;204;Pink - R;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2875;205;Pink - R;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;66;4374;2875;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2875;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;66;4374;2875;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2876;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2876;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2876;204;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2876;205;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2876;206;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2876;207;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;67;4374;2876;208;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;67;4374;2876;209;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;67;4374;2876;210;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;201;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4584;2877;202;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;95;4584;2877;203;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4584;2877;204;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;95;4584;2877;205;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;95;4584;2877;206;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;207;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;4584;2877;208;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;209;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;210;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;211;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;212;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;213;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;214;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;215;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;4584;2877;216;Oberer Silt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
1052;67;4374;2878;201;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;67;4374;2878;202;Pink - R;;;;;;;;;;;;1;;;;10;4;;;;;;;;;;;;;;;;;
1052;67;4374;2878;203;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;67;4374;2878;204;Pink - R;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
1052;67;4374;2879;201;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
1052;67;4374;2879;202;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
